#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3402741_400_CHEMBL3402756_2.7  9.41  2.01
edge_CHEMBL3402741_400_CHEMBL3402763_90  0.26  0.86
edge_CHEMBL3402741_400_CHEMBL3402764_90  3.66  0.86
edge_CHEMBL3402742_23_CHEMBL3402756_2.7  -1.26  1.26
edge_CHEMBL3402742_23_CHEMBL3402763_90  -0.19  0.28
edge_CHEMBL3402743_42_CHEMBL3402742_23  -0.51  0.14
edge_CHEMBL3402743_42_CHEMBL3402756_2.7  -0.52  0.71
edge_CHEMBL3402743_42_CHEMBL3402758_10  -3.28  1.53
edge_CHEMBL3402743_42_CHEMBL3402760_1  -4.19  0.48
edge_CHEMBL3402743_42_CHEMBL3402762_1  -4.30  0.81
edge_CHEMBL3402743_42_CHEMBL3402763_90  -0.65  0.12
edge_CHEMBL3402743_42_CHEMBL3402764_90  2.78  0.39
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5  -0.63  0.08
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12  1.92  0.13
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7  -4.95  0.51
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5  -3.61  0.50
edge_CHEMBL3402745_200_5_CHEMBL3402742_23  -2.94  0.44
edge_CHEMBL3402745_200_5_CHEMBL3402743_42  -2.24  0.20
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8  0.66  0.39
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12  2.90  0.38
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7  -3.34  0.50
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4  -2.08  0.55
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9  -0.62  0.14
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11  -0.26  0.05
edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12  0.34  0.12
edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15  -2.57  0.06
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11  -0.71  0.35
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8  1.00  0.21
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8  2.22  0.08
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9  1.17  0.04
edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11  2.84  0.21
edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11  -0.44  0.12
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14  -4.39  0.21
edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7  3.67  0.25
edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10  0.25  0.06
edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15  1.07  0.13
edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21  -6.58  0.48
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14  -1.70  0.17
edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7  -0.11  0.18
edge_CHEMBL3402758_10_CHEMBL3402742_23  2.85  0.55
edge_CHEMBL3402758_10_CHEMBL3402756_2.7  0.18  0.48
edge_CHEMBL3402758_10_CHEMBL3402760_1  -1.35  0.26
edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5  -0.78  0.37
edge_CHEMBL3402759_5.7_CHEMBL3402758_10  -1.24  0.09
edge_CHEMBL3402759_5.7_CHEMBL3402763_90  1.00  1.60
edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14  3.03  0.53
edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15  5.08  0.36
edge_CHEMBL3402761_1_21_CHEMBL3402760_1  -0.21  0.19
edge_CHEMBL3402761_1_21_CHEMBL3402762_1  -0.68  0.23
edge_CHEMBL3402762_1_CHEMBL3402760_1  1.56  0.37
edge_CHEMBL3402763_90_CHEMBL3402764_90  3.93  0.12
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23  -1.35  0.17
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42  -1.24  0.58
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4  1.63  0.70
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5  1.13  0.26
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1  -3.26  0.94
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90  1.55  0.47
