#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL1078774_CHEMBL1089056  -4.71  0.18
edge_CHEMBL1078774_CHEMBL1088740  -2.91  0.10
edge_CHEMBL1093087_CHEMBL1084678  -5.61  0.75
edge_CHEMBL1093087_CHEMBL1096003  -2.75  1.19
edge_CHEMBL1093087_CHEMBL1086409  -0.24  0.84
edge_CHEMBL1093087_CHEMBL1083517  -0.20  0.59
edge_CHEMBL1082249_CHEMBL1086409  2.53  0.75
edge_CHEMBL1082249_CHEMBL1077227  2.12  1.04
edge_CHEMBL1082249_CHEMBL1082248  0.43  0.56
edge_CHEMBL1082249_CHEMBL1096003  0.73  0.73
edge_CHEMBL1089393_CHEMBL1093088  -0.89  0.33
edge_CHEMBL1089393_CHEMBL1088740  0.48  0.16
edge_CHEMBL1089393_CHEMBL1085895  -3.52  0.61
edge_CHEMBL1078691_CHEMBL1089056  -1.70  0.21
edge_CHEMBL1078691_CHEMBL1093088  -2.14  0.17
edge_CHEMBL1086409_CHEMBL1082248  -1.13  0.12
edge_CHEMBL1086409_CHEMBL1085666  -1.31  0.67
edge_CHEMBL1086409_CHEMBL1084676  -1.80  0.84
edge_CHEMBL1086409_CHEMBL1083517  0.73  0.13
edge_CHEMBL1086409_CHEMBL1086410  1.02  0.41
edge_CHEMBL1086409_CHEMBL1084678  0.14  0.88
edge_CHEMBL1082248_CHEMBL1084678  -0.62  0.44
edge_CHEMBL1082248_CHEMBL1086410  2.65  0.79
edge_CHEMBL1082248_CHEMBL1083517  1.91  0.30
edge_CHEMBL1082248_CHEMBL1084143  0.00  0.63
edge_CHEMBL1082248_CHEMBL1096002  0.31  0.16
edge_CHEMBL1082248_CHEMBL1083836  1.12  0.24
edge_CHEMBL1084678_CHEMBL1084935  2.57  0.92
edge_CHEMBL1084678_CHEMBL1084431  5.49  0.55
edge_CHEMBL1084678_CHEMBL1077204  -2.63  0.59
edge_CHEMBL1084678_CHEMBL1084143  -0.54  0.85
edge_CHEMBL1084678_CHEMBL1084676  -0.79  0.42
edge_CHEMBL1084678_CHEMBL1084677  0.17  0.48
edge_CHEMBL1084115_CHEMBL1078998  -0.23  0.11
edge_CHEMBL1084115_CHEMBL1088740  0.47  0.20
edge_CHEMBL1084115_CHEMBL1089056  -0.70  0.21
edge_CHEMBL1084431_CHEMBL1083517  2.09  1.19
edge_CHEMBL1084431_CHEMBL1096002  -1.01  1.69
edge_CHEMBL1084431_CHEMBL1085666  0.53  1.16
edge_CHEMBL1085895_CHEMBL1078998  1.54  0.74
edge_CHEMBL1085895_CHEMBL1088740  3.38  0.60
edge_CHEMBL1084677_CHEMBL1083836  0.83  0.91
edge_CHEMBL1084677_CHEMBL1085692  0.36  0.21
edge_CHEMBL1084677_CHEMBL1084676  -0.08  0.37
edge_CHEMBL1084677_CHEMBL1096003  0.33  0.58
edge_CHEMBL1077227_CHEMBL1085666  1.31  0.29
edge_CHEMBL1077227_CHEMBL1086410  2.17  0.17
edge_CHEMBL1077227_CHEMBL1084935  1.92  0.45
edge_CHEMBL1086410_CHEMBL1096002  -2.32  1.11
edge_CHEMBL1086410_CHEMBL1084935  -2.45  0.86
edge_CHEMBL1083517_CHEMBL1085666   nan   nan
edge_CHEMBL1096003_CHEMBL1084143  1.46  0.77
edge_CHEMBL1077204_CHEMBL1083836  1.90  0.78
edge_CHEMBL1077204_CHEMBL1084143  -1.56  0.67
edge_CHEMBL1077204_CHEMBL1084676  1.34  0.28
edge_CHEMBL1083836_CHEMBL1085666  -0.37  0.66
edge_CHEMBL1083836_CHEMBL1096002  -1.38  0.84
edge_CHEMBL1085692_CHEMBL1096002  0.90  0.80
edge_CHEMBL1085692_CHEMBL1084676  0.20  0.33
edge_CHEMBL1096002_CHEMBL1084935  -0.12  0.69
edge_CHEMBL1089056_CHEMBL1088740  1.32  0.18
edge_CHEMBL1089056_CHEMBL1078998  -1.10  0.29
edge_CHEMBL1093088_CHEMBL1088740  1.58  0.75
edge_CHEMBL1077227_CHEMBL1078998  0.62  0.19
edge_CHEMBL1086410_CHEMBL1089056  -0.82  0.43
