leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3265015_CHEMBL3265011,    -10.45,      0.19,      0.20,      0.02,    -10.08,      0.16,      0.17,      0.05,    -10.36,      0.18,      0.18,     -0.03,    -10.75,      0.25,      0.29,      0.23,     -8.27,      0.38,      1.13,      0.84,     -9.42,      0.36,      0.38,      0.01,     -0.29,      0.31,      0.35,      1.81,      0.41,      1.14,      0.95,      0.41,      0.42,      0.82,      0.63,
edge_CHEMBL3265015_CHEMBL3265017,     38.30,      0.10,      0.11,      0.00,     38.17,      0.11,      0.11,     -0.04,     37.97,      0.10,      0.10,     -0.05,     34.81,      0.28,      0.53,      0.53,     35.38,      0.26,      0.36,      0.31,     34.47,      0.59,      0.60,      0.12,     -3.50,      0.30,      0.54,     -2.79,      0.28,      0.38,     -3.50,      0.60,      0.61,     -3.26,      0.31,
edge_CHEMBL3265015_CHEMBL3265009,    -10.34,      0.13,      0.14,      0.06,    -10.11,      0.16,      0.14,     -0.10,    -10.25,      0.14,      0.15,     -0.04,    -12.33,      0.63,      0.86,      0.63,    -10.37,      0.40,      1.40,      0.92,    -12.70,      0.43,      1.39,      0.90,     -1.99,      0.65,      0.87,     -0.26,      0.43,      1.40,     -2.45,      0.45,      1.40,     -1.56,      0.71,
edge_CHEMBL3265015_CHEMBL3264999,    -30.62,      0.21,      0.22,      0.12,    -31.15,      0.18,      0.28,      0.45,    -30.60,      0.16,      0.30,      0.59,    -32.56,      1.11,    685.41,      1.00,    -31.30,      0.46,   1314.21,      1.00,    -36.58,      0.63,     68.28,      1.00,     -1.94,      1.13,    685.41,     -0.14,      0.49,   1314.21,     -5.97,      0.65,     68.28,     -2.69,      1.77,
edge_CHEMBL3265015_CHEMBL3265014,     -9.53,      0.16,      0.15,     -0.00,    -10.37,      0.22,      0.22,      0.04,     -9.81,      0.14,      0.16,      0.11,    -10.56,      0.39,      2.12,      0.97,    -12.22,      0.33,      2.98,      0.99,    -10.67,      0.23,      0.68,      0.78,     -1.02,      0.42,      2.13,     -1.85,      0.39,      2.99,     -0.86,      0.27,      0.70,     -1.24,      0.34,
edge_CHEMBL3265015_CHEMBL3259820,      0.49,      0.08,      0.08,     -0.01,      0.63,      0.09,      0.08,     -0.07,      0.59,      0.07,      0.08,      0.02,     -1.99,      0.31,      0.30,      0.07,     -4.75,      0.32,      0.59,      0.59,     -2.83,      0.25,      1.07,      0.94,     -2.48,      0.32,      0.31,     -5.38,      0.33,      0.59,     -3.42,      0.26,      1.07,     -3.76,      0.86,
edge_CHEMBL3265031_CHEMBL3265024,     12.66,      0.17,      0.17,     -0.06,     12.42,      0.18,      0.16,     -0.13,     13.94,      0.18,      0.25,      0.25,     14.72,      0.22,      1.33,      0.95,     11.90,      0.23,      4.62,      1.00,     12.06,      0.34,      0.33,     -0.08,      2.07,      0.28,      1.34,     -0.52,      0.29,      4.62,     -1.87,      0.38,      0.42,     -0.11,      1.17,
edge_CHEMBL3265031_CHEMBL3265037,     63.99,      0.17,      0.22,      0.30,     62.43,      0.09,      0.08,     -0.02,     62.77,      0.10,      0.11,      0.14,     61.96,      0.17,      0.20,      0.18,     62.86,      0.32,      0.35,      0.10,     61.43,      0.16,      0.13,     -0.10,     -2.03,      0.24,      0.29,      0.43,      0.33,      0.36,     -1.33,      0.19,      0.17,     -0.98,      0.74,
edge_CHEMBL3265031_CHEMBL3265030_n,     30.39,      0.14,      0.14,      0.04,     30.32,      0.15,      0.14,     -0.03,     30.41,      0.15,      0.14,      0.02,     31.10,      0.14,      0.18,      0.24,     30.74,      0.16,      0.20,     -0.03,     31.11,      0.23,      0.23,     -0.08,      0.71,      0.20,      0.23,      0.42,      0.22,      0.24,      0.70,      0.27,      0.27,      0.61,      0.14,
edge_CHEMBL3265021_CHEMBL3265011,    -38.83,      0.12,      0.11,     -0.03,    -38.95,      0.11,      0.11,      0.02,    -38.71,      0.10,      0.09,     -0.02,    -33.37,      0.15,      1.47,      0.98,    -32.91,      0.71,      0.63,     -0.16,    -36.53,      0.28,      0.51,      0.63,      5.46,      0.20,      1.47,      6.04,      0.72,      0.64,      2.18,      0.30,      0.52,      4.56,      1.23,
edge_CHEMBL3265021_CHEMBL3265024,     -7.73,      0.13,      0.15,      0.07,     -7.57,      0.13,      0.14,      0.15,     -7.61,      0.14,      0.15,     -0.06,     -7.72,      0.15,      0.15,     -0.02,     -8.91,      0.14,      0.17,      0.02,     -7.94,      0.19,      0.17,     -0.03,      0.01,      0.20,      0.21,     -1.33,      0.19,      0.22,     -0.33,      0.23,      0.22,     -0.55,      0.42,
edge_CHEMBL3265021_CHEMBL3265022,      2.32,      0.13,      0.12,      0.03,      2.22,      0.14,      0.13,     -0.05,      2.62,      0.10,      0.12,      0.03,      3.80,      0.08,      0.07,     -0.17,      3.43,      0.07,      0.11,      0.30,      3.12,      0.07,      0.13,      0.45,      1.48,      0.15,      0.14,      1.21,      0.16,      0.17,      0.50,      0.13,      0.18,      1.06,      0.30,
edge_CHEMBL3265021_CHEMBL3265020,    -17.24,      0.11,      0.12,      0.06,    -17.50,      0.12,      0.12,     -0.04,    -17.37,      0.12,      0.12,     -0.01,    -16.25,      0.06,      0.07,      0.03,    -16.21,      0.07,      0.07,     -0.02,    -16.65,      0.06,      0.06,     -0.12,      0.99,      0.13,      0.14,      1.29,      0.14,      0.14,      0.72,      0.14,      0.14,      1.00,      0.17,
edge_CHEMBL3265021_CHEMBL3265017,      9.68,      0.12,      0.13,     -0.03,      9.70,      0.12,      0.12,      0.02,      9.95,      0.14,      0.13,      0.00,      9.58,      0.07,      0.07,     -0.15,      9.66,      0.07,      0.07,     -0.04,      9.54,      0.07,      0.08,      0.16,     -0.10,      0.14,      0.14,     -0.04,      0.14,      0.14,     -0.41,      0.15,      0.15,     -0.18,      0.13,
edge_CHEMBL3265021_CHEMBL3265035,     21.62,      0.18,      0.17,     -0.03,     21.78,      0.16,      0.16,     -0.00,     20.85,      0.20,      0.20,     -0.01,     20.81,      0.33,      0.30,     -0.16,     22.63,      0.37,      0.32,     -0.14,     20.25,      0.19,      0.88,      0.93,     -0.81,      0.37,      0.34,      0.85,      0.41,      0.36,     -0.60,      0.27,      0.91,     -0.19,      0.54,
edge_CHEMBL3265021_CHEMBL3265023,     -6.22,      0.14,      0.12,     -0.09,     -6.21,      0.12,      0.12,     -0.05,     -6.39,      0.13,      0.11,     -0.14,     -6.72,      0.07,      0.08,      0.02,     -6.85,      0.08,      0.08,      0.04,     -6.83,      0.08,      0.08,      0.01,     -0.49,      0.16,      0.15,     -0.64,      0.15,      0.15,     -0.44,      0.15,      0.14,     -0.52,      0.10,
edge_CHEMBL3265021_CHEMBL3265013,    -26.27,      0.20,      0.21,      0.02,    -26.76,      0.16,      0.15,     -0.04,    -27.24,      0.11,      0.11,     -0.04,    -26.92,      0.21,      0.21,      0.02,    -26.71,      0.19,      0.21,      0.02,    -26.91,      0.16,      0.16,      0.03,     -0.65,      0.29,      0.30,      0.05,      0.25,      0.26,      0.33,      0.19,      0.19,     -0.09,      0.30,
edge_CHEMBL3264998_CHEMBL3264995,     24.59,      0.14,      0.11,     -0.05,     24.45,      0.10,      0.11,      0.03,     24.34,      0.10,      0.11,      0.05,     23.38,      0.26,      0.22,     -0.20,     24.51,      0.26,      0.25,      0.02,     25.22,      0.25,      0.20,     -0.34,     -1.21,      0.29,      0.25,      0.05,      0.28,      0.27,      0.88,      0.27,      0.23,     -0.09,      0.62,
edge_CHEMBL3264998_CHEMBL3265001,     45.84,      0.14,      0.14,     -0.10,     45.53,      0.10,      0.12,      0.05,     45.68,      0.11,      0.12,      0.04,     46.52,      0.23,      0.22,     -0.07,     45.84,      0.20,      0.23,      0.10,     46.90,      0.20,      0.25,      0.16,      0.69,      0.27,      0.26,      0.31,      0.22,      0.26,      1.22,      0.23,      0.28,      0.74,      0.29,
edge_CHEMBL3265035_CHEMBL3265024,    -28.94,      0.17,      0.21,      0.23,    -29.52,      0.20,      0.18,     -0.01,    -28.97,      0.21,      0.22,     -0.03,    -30.66,      0.40,      0.30,     -0.23,    -29.52,      0.22,      0.77,      0.86,    -29.64,      0.43,      0.36,     -0.17,     -1.72,      0.43,      0.36,      0.00,      0.30,      0.79,     -0.68,      0.47,      0.42,     -0.80,      0.53,
edge_CHEMBL3265035_CHEMBL3264996,    -56.86,      0.49,      0.53,      0.23,    -57.88,      0.41,      0.43,     -0.08,    -58.46,      0.32,      0.38,      0.28,    -63.61,      0.60,     52.17,      1.00,    -59.61,      0.69,     12.36,      1.00,    -59.48,      0.54,    440.99,      1.00,     -6.74,      0.77,     52.17,     -1.73,      0.80,     12.37,     -1.02,      0.63,    440.99,     -3.17,      1.82,
edge_CHEMBL3265013_CHEMBL3265020,     18.43,      0.11,      0.11,      0.11,     19.00,      0.08,      0.10,      0.01,     17.34,      0.12,      0.20,      0.43,     19.66,      0.16,      0.24,      0.29,     18.04,      0.18,      0.26,      0.38,     18.19,      0.22,      0.23,      0.03,      1.23,      0.19,      0.27,     -0.95,      0.20,      0.28,      0.85,      0.26,      0.30,      0.38,      0.68,
edge_CHEMBL3265013_CHEMBL3265023,     21.34,      0.09,      0.17,      0.45,     22.51,      0.08,      0.08,     -0.04,     22.24,      0.10,      0.10,     -0.01,     21.27,      0.19,      0.19,      0.13,     21.34,      0.18,      0.15,     -0.11,     21.44,      0.18,      0.22,      0.17,     -0.07,      0.21,      0.26,     -1.17,      0.19,      0.17,     -0.80,      0.21,      0.24,     -0.68,      0.33,
edge_CHEMBL3265013_CHEMBL3265004,     18.06,      0.28,      0.26,     -0.10,     18.63,      0.23,      0.25,     -0.04,     17.01,      0.21,      0.39,      0.51,     13.41,      0.41,      2.08,      0.96,     15.48,      0.39,      3.67,      0.99,     15.40,      0.33,     34.89,      1.00,     -4.65,      0.50,      2.10,     -3.15,      0.45,      3.68,     -1.61,      0.39,     34.89,     -3.14,      0.89,
edge_CHEMBL3265013_CHEMBL3265012,    -12.37,      0.14,      0.14,      0.00,    -12.26,      0.12,      0.13,     -0.07,    -12.62,      0.13,      0.14,      0.12,    -13.32,      0.14,      0.15,      0.11,    -13.40,      0.12,      0.14,      0.13,    -13.45,      0.12,      0.11,     -0.11,     -0.96,      0.20,      0.20,     -1.13,      0.17,      0.19,     -0.83,      0.18,      0.18,     -0.97,      0.12,
