leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_1495_5109,     48.29,      0.20,      0.18,     -0.09,     48.99,      0.17,      0.19,      0.15,     49.08,      0.19,      0.24,      0.27,     47.53,      0.22,      0.27,      0.20,     47.00,      0.14,      0.16,      0.14,     47.14,      0.19,      0.17,     -0.18,     -0.76,      0.30,      0.32,     -1.99,      0.22,      0.25,     -1.94,      0.27,      0.29,     -1.56,      0.42,
edge_1495_3040,     19.21,      0.14,      0.17,      0.17,     19.59,      0.14,      0.15,      0.15,     19.83,      0.12,      0.15,      0.26,     17.27,      0.32,      0.27,      0.04,     17.21,      0.18,      0.18,      0.00,     16.95,      0.18,      0.31,      0.47,     -1.94,      0.35,      0.32,     -2.38,      0.23,      0.23,     -2.88,      0.22,      0.34,     -2.40,      0.29,
edge_1495_2606,     19.97,      0.16,      0.15,     -0.05,     20.36,      0.10,      0.16,      0.27,     20.50,      0.20,      0.18,     -0.09,     16.84,      0.16,      0.26,      0.49,     17.05,      0.34,      0.30,     -0.13,     16.39,      0.37,      0.35,     -0.03,     -3.13,      0.23,      0.30,     -3.31,      0.35,      0.34,     -4.11,      0.42,      0.39,     -3.52,      0.33,
edge_1495_6691,     17.63,      0.15,      0.16,     -0.04,     17.61,      0.15,      0.17,      0.04,     17.26,      0.15,      0.15,      0.06,     15.86,      0.16,      0.20,      0.23,     16.50,      0.21,      0.21,      0.02,     15.79,      0.19,      0.18,     -0.00,     -1.77,      0.22,      0.26,     -1.11,      0.26,      0.27,     -1.47,      0.24,      0.23,     -1.45,      0.22,
edge_2359_3053,     -8.17,      0.07,      0.07,     -0.02,     -8.00,      0.08,      0.08,     -0.01,     -8.31,      0.07,      0.07,     -0.08,     -5.93,      0.14,      0.20,      0.35,     -7.27,      0.13,      0.12,     -0.02,     -6.54,      0.10,      0.11,      0.04,      2.24,      0.16,      0.21,      0.73,      0.15,      0.14,      1.77,      0.12,      0.13,      1.58,      0.45,
edge_3053_8602,     -5.30,      0.14,      0.16,      0.16,     -5.08,      0.17,      0.18,      0.10,     -5.22,      0.14,      0.14,      0.02,     -5.89,      0.34,      0.29,     -0.11,     -6.40,      0.36,      0.36,     -0.02,     -5.22,      0.18,      0.20,      0.05,     -0.59,      0.37,      0.33,     -1.32,      0.40,      0.40,      0.00,      0.23,      0.24,     -0.64,      0.41,
edge_0529_6770,      2.72,      0.06,      0.06,      0.03,      2.80,      0.06,      0.07,     -0.01,      2.87,      0.06,      0.06,      0.02,      3.34,      0.13,      0.19,      0.24,      5.57,      0.27,      0.29,      0.17,      4.86,      0.19,      0.20,      0.02,      0.62,      0.14,      0.20,      2.77,      0.28,      0.30,      1.99,      0.20,      0.21,      1.79,      0.64,
edge_0681_6770,     12.70,      0.07,      0.07,     -0.03,     12.74,      0.07,      0.07,      0.02,     12.61,      0.07,      0.07,      0.02,     11.69,      0.27,      0.33,      0.17,     13.06,      0.17,      0.20,      0.17,     11.48,      0.15,      0.32,      0.54,     -1.01,      0.28,      0.34,      0.32,      0.18,      0.21,     -1.13,      0.17,      0.33,     -0.61,      0.47,
edge_0798_1859,      6.25,      0.09,      0.07,     -0.06,      6.35,      0.09,      0.09,     -0.03,      6.26,      0.08,      0.09,      0.11,      4.27,      0.20,      0.19,     -0.14,      4.69,      0.22,      0.26,      0.16,      3.53,      0.13,      0.19,      0.27,     -1.98,      0.22,      0.20,     -1.66,      0.24,      0.28,     -2.73,      0.15,      0.21,     -2.12,      0.33,
edge_0798_9022,     -0.05,      0.06,      0.06,     -0.01,     -0.13,      0.05,      0.06,      0.00,     -0.02,      0.06,      0.06,     -0.00,      0.77,      0.11,      0.11,      0.12,      0.45,      0.12,      0.13,      0.09,      0.86,      0.18,      0.18,      0.10,      0.82,      0.13,      0.13,      0.58,      0.13,      0.14,      0.88,      0.19,      0.19,      0.76,      0.12,
edge_0798_4451,    -17.25,      0.09,      0.08,      0.01,    -17.33,      0.09,      0.09,     -0.04,    -17.27,      0.08,      0.08,      0.03,    -15.55,      0.12,      0.13,      0.08,    -15.18,      0.18,      0.15,     -0.06,    -15.62,      0.22,      0.22,     -0.04,      1.70,      0.15,      0.15,      2.15,      0.20,      0.17,      1.65,      0.23,      0.23,      1.83,      0.17,
edge_0798_6770,     14.70,      0.06,      0.06,     -0.00,     14.76,      0.04,      0.05,      0.05,     14.75,      0.06,      0.06,     -0.01,     16.97,      0.12,      0.16,      0.15,     15.76,      0.12,      0.15,      0.24,     16.08,      0.17,      0.17,      0.01,      2.27,      0.13,      0.17,      1.00,      0.13,      0.16,      1.33,      0.18,      0.18,      1.53,      0.39,
edge_0798_7447,     10.36,      0.09,      0.09,     -0.01,     10.41,      0.08,      0.08,      0.03,     10.42,      0.09,      0.08,      0.04,     12.01,      0.16,      0.18,      0.08,     11.85,      0.16,      0.17,     -0.04,     10.42,      0.16,      0.14,     -0.14,      1.65,      0.18,      0.20,      1.44,      0.18,      0.19,      0.00,      0.18,      0.16,      1.03,      0.52,
edge_1537_6770,      5.58,      0.09,      0.09,     -0.01,      5.66,      0.08,      0.09,      0.04,      5.30,      0.10,      0.09,     -0.13,      4.29,      0.18,      0.26,      0.38,      4.98,      0.17,      0.25,      0.35,      4.29,      0.19,      0.26,      0.22,     -1.29,      0.20,      0.28,     -0.68,      0.19,      0.27,     -1.01,      0.21,      0.28,     -0.99,      0.20,
edge_1859_9373,      7.70,      0.06,      0.06,      0.01,      7.69,      0.06,      0.06,      0.01,      7.63,      0.07,      0.06,     -0.13,      8.37,      0.09,      0.10,      0.02,,,,,      7.87,      0.19,      0.17,     -0.00,      0.67,      0.11,      0.12,,,,      0.24,      0.20,      0.18,,,
edge_1859_8654,      7.00,      0.07,      0.07,     -0.12,      6.88,      0.09,      0.07,     -0.19,      7.04,      0.09,      0.08,     -0.23,      6.68,      0.19,      0.26,      0.12,      7.46,      0.13,      0.10,     -0.55,      8.77,      0.10,      0.09,     -0.24,     -0.32,      0.20,      0.27,      0.58,      0.16,      0.12,      1.73,      0.13,      0.12,      0.66,      0.60,
edge_1872_6770,      4.32,      0.07,      0.07,      0.01,      4.20,      0.07,      0.07,     -0.10,      4.26,      0.05,      0.06,      0.03,      5.39,      0.16,      0.19,      0.21,      5.27,      0.15,      0.30,      0.58,      4.77,      0.14,      0.14,      0.06,      1.07,      0.17,      0.20,      1.07,      0.17,      0.31,      0.51,      0.15,      0.15,      0.88,      0.20,
edge_2879_6770,     17.29,      0.08,      0.53,      0.94,     17.16,      0.07,      0.48,      0.92,     17.17,      0.07,      0.52,      0.95,     18.33,      0.28,      1.07,      0.92,     17.01,      0.13,      1.56,      0.98,     17.75,      0.45,      1.84,      0.95,      1.04,      0.29,      1.19,     -0.15,      0.15,      1.63,      0.58,      0.46,      1.91,      0.49,      0.39,
edge_3507_6770,     12.43,      0.09,      0.50,      0.92,     12.39,      0.07,      0.49,      0.93,     12.45,      0.09,      0.43,      0.90,     10.93,      0.15,      2.98,      1.00,     12.32,      0.34,      1.18,      0.88,     11.80,      0.17,      1.12,      0.96,     -1.50,      0.17,      3.02,     -0.07,      0.35,      1.28,     -0.65,      0.19,      1.20,     -0.74,      0.42,
edge_4326_8654,      4.03,      0.12,      0.12,      0.01,      3.99,      0.13,      0.11,     -0.03,      3.76,      0.10,      0.11,      0.05,      0.24,      0.24,      0.42,      0.45,     -0.91,      0.33,      0.37,      0.07,     -3.28,      0.23,      0.20,     -0.15,     -3.79,      0.27,      0.44,     -4.90,      0.35,      0.39,     -7.04,      0.25,      0.23,     -5.24,      0.96,
edge_4451_6674,     17.45,      0.10,      0.10,     -0.11,     17.38,      0.10,      0.10,     -0.06,     17.56,      0.10,      0.10,      0.05,     15.62,      0.13,      0.15,      0.06,     15.67,      0.19,      0.17,     -0.05,     15.72,      0.16,      0.15,     -0.14,     -1.83,      0.16,      0.18,     -1.71,      0.21,      0.20,     -1.84,      0.19,      0.18,     -1.79,      0.11,
edge_5602_7454,     25.39,      0.06,      0.06,      0.06,     25.48,      0.05,      0.06,      0.02,     25.39,      0.05,      0.06,      0.07,     27.63,      0.13,      0.10,     -0.19,     27.48,      0.12,      0.12,     -0.03,     27.80,      0.14,      0.12,     -0.29,      2.24,      0.14,      0.12,      2.00,      0.13,      0.13,      2.41,      0.15,      0.13,      2.22,      0.13,
edge_6674_6770,      7.74,      0.12,      0.53,      0.92,      7.61,      0.09,      0.49,      0.92,      7.62,      0.07,      0.53,      0.95,      8.61,      0.17,      0.75,      0.90,      9.89,      0.26,      2.02,      0.98,      8.55,      0.13,      1.35,      0.98,      0.87,      0.21,      0.92,      2.28,      0.28,      2.08,      0.93,      0.15,      1.45,      1.36,      0.46,
edge_6770_8794,      1.17,      0.10,      0.11,      0.11,      1.58,      0.07,      0.07,     -0.01,      1.54,      0.07,      0.07,     -0.11,     -1.16,      0.11,      0.23,      0.60,     -0.95,      0.20,      0.21,      0.00,      0.27,      0.18,      0.20,      0.17,     -2.33,      0.15,      0.25,     -2.53,      0.21,      0.22,     -1.27,      0.19,      0.21,     -2.04,      0.40,
edge_6770_8550,    -11.43,      0.10,      0.09,     -0.18,    -11.66,      0.10,      0.09,     -0.20,    -11.61,      0.14,      0.12,     -0.25,    -12.15,      0.25,      0.21,     -0.06,    -11.09,      0.30,      0.33,      0.19,    -13.06,      0.12,      0.12,     -0.06,     -0.72,      0.27,      0.23,      0.57,      0.32,      0.34,     -1.45,      0.18,      0.17,     -0.53,      0.60,
edge_0681_7454,     10.22,      0.09,      0.10,      0.03,     10.18,      0.10,      0.10,      0.04,     10.29,      0.09,      0.10,     -0.07,     10.40,      0.16,      0.15,     -0.04,     11.00,      0.18,      0.25,      0.24,     10.70,      0.22,      0.19,     -0.15,      0.18,      0.18,      0.18,      0.82,      0.21,      0.27,      0.41,      0.24,      0.21,      0.47,      0.21,
edge_9373_5602,    -13.86,      0.11,      0.10,      0.01,    -13.49,      0.10,      0.10,     -0.12,    -13.44,      0.11,      0.09,     -0.07,    -13.23,      0.13,      0.13,      0.01,    -13.07,      0.26,      0.19,     -0.31,    -11.49,      0.28,      0.50,      0.56,      0.63,      0.17,      0.16,      0.42,      0.28,      0.21,      1.95,      0.30,      0.51,      1.00,      0.49,
