#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4  3.43  0.47
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5  1.79  0.21
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42  0.52  0.14
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90  1.40  0.27
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1  -4.53  2.55
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23  -0.47  0.53
edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7  3.65  0.11
edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21  -5.17  0.29
edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15  0.94  0.16
edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10  0.26  0.56
edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5  -0.22  0.44
edge_CHEMBL3402759_5.7_CHEMBL3402763_90  1.86  0.95
edge_CHEMBL3402759_5.7_CHEMBL3402758_10  -1.79  0.25
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4  -0.99  0.12
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9  -0.57  0.29
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11  -0.78  0.05
edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12  0.66  0.14
edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15  -2.55  0.07
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5  -1.01  0.15
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12  1.97  0.17
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7  -5.45  0.38
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5  -4.29  0.51
edge_CHEMBL3402745_200_5_CHEMBL3402743_42  -2.00  0.18
edge_CHEMBL3402745_200_5_CHEMBL3402742_23  -3.02  0.31
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8  -0.12  0.25
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12  2.18  0.31
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7  -5.33  1.20
edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15  4.37  0.21
edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14  1.47  0.28
edge_CHEMBL3402761_1_21_CHEMBL3402760_1  -0.79  0.15
edge_CHEMBL3402761_1_21_CHEMBL3402762_1  -1.38  0.59
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9  1.23  0.10
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8  1.51  0.10
edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11  1.41  0.14
edge_CHEMBL3402743_42_CHEMBL3402758_10  -3.76  1.52
edge_CHEMBL3402743_42_CHEMBL3402762_1  -7.70  2.12
edge_CHEMBL3402743_42_CHEMBL3402760_1  -5.25  0.56
edge_CHEMBL3402743_42_CHEMBL3402742_23  -1.09  0.16
edge_CHEMBL3402743_42_CHEMBL3402764_90  2.18  0.23
edge_CHEMBL3402743_42_CHEMBL3402763_90  0.01  0.38
edge_CHEMBL3402743_42_CHEMBL3402756_2.7  -4.36  0.73
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14  -5.11  0.18
edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11  -1.55  0.05
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14  -2.53  0.12
edge_CHEMBL3402758_10_CHEMBL3402742_23  3.80  1.52
edge_CHEMBL3402758_10_CHEMBL3402760_1  -0.70  0.19
edge_CHEMBL3402758_10_CHEMBL3402756_2.7  0.44  0.26
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8  0.53  0.26
edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7  -0.56  0.12
edge_CHEMBL3402762_1_CHEMBL3402760_1  0.98  0.34
edge_CHEMBL3402742_23_CHEMBL3402763_90  1.08  0.20
edge_CHEMBL3402742_23_CHEMBL3402756_2.7  -3.64  0.85
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11  -2.06  0.32
edge_CHEMBL3402741_400_CHEMBL3402763_90  0.28  0.60
edge_CHEMBL3402741_400_CHEMBL3402756_2.7  6.70  1.35
edge_CHEMBL3402741_400_CHEMBL3402764_90  0.31  0.62
edge_CHEMBL3402763_90_CHEMBL3402764_90  1.35  0.30
