leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_3a_7,     10.12,      0.13,      0.12,      0.05,     10.07,      0.10,      0.11,      0.02,      9.67,      0.08,      0.07,     -0.08,     11.74,      0.12,      0.15,      0.26,     13.22,      0.17,      0.15,      0.03,     14.17,      0.11,      0.12,      0.11,      1.63,      0.18,      0.20,      3.15,      0.20,      0.18,      4.50,      0.13,      0.14,      3.09,      0.83,
edge_3a_5m,     -9.29,      0.08,      0.07,     -0.08,     -9.38,      0.08,      0.07,     -0.03,     -9.36,      0.07,      0.07,     -0.02,     -8.73,      0.10,      0.12,      0.16,     -8.56,      0.17,      0.19,      0.11,     -8.78,      0.14,      0.16,      0.20,      0.56,      0.13,      0.14,      0.82,      0.19,      0.21,      0.58,      0.16,      0.17,      0.66,      0.11,
edge_3a_3b,      3.97,      0.04,      0.05,      0.04,      4.07,      0.05,      0.05,     -0.02,      4.05,      0.05,      0.05,     -0.02,      3.74,      0.07,      0.14,      0.50,      3.25,      0.07,      0.13,      0.48,      3.34,      0.07,      0.12,      0.39,     -0.23,      0.09,      0.14,     -0.82,      0.09,      0.14,     -0.71,      0.08,      0.13,     -0.59,      0.19,
edge_5f_5a,    -24.90,      0.06,      0.07,     -0.01,    -24.83,      0.07,      0.07,     -0.06,    -24.86,      0.06,      0.07,      0.05,    -24.60,      0.09,      0.11,      0.16,    -24.75,      0.08,      0.10,      0.18,    -24.74,      0.10,      0.10,      0.04,      0.30,      0.11,      0.13,      0.08,      0.11,      0.12,      0.12,      0.12,      0.12,      0.16,      0.08,
edge_5f_5i,    -15.83,      0.07,      0.07,     -0.02,    -15.79,      0.07,      0.07,     -0.05,    -15.84,      0.06,      0.06,     -0.03,    -16.52,      0.09,      0.09,      0.08,    -16.66,      0.09,      0.11,      0.19,    -16.66,      0.08,      0.09,      0.00,     -0.69,      0.12,      0.12,     -0.87,      0.11,      0.12,     -0.82,      0.10,      0.11,     -0.79,      0.07,
edge_5f_5l,    -19.80,      0.07,      0.07,     -0.06,    -19.92,      0.08,      0.07,     -0.05,    -19.89,      0.06,      0.07,      0.02,    -20.70,      0.07,      0.07,     -0.05,    -20.65,      0.08,      0.08,     -0.00,    -20.83,      0.10,      0.09,      0.06,     -0.90,      0.10,      0.10,     -0.73,      0.11,      0.11,     -0.94,      0.12,      0.12,     -0.86,      0.08,
edge_8e_5k,    -58.06,      0.15,      0.13,     -0.04,    -58.07,      0.13,      0.11,     -0.05,    -58.00,      0.13,      0.12,     -0.17,    -60.94,      0.16,      0.24,      0.34,    -59.85,      0.24,      0.25,     -0.01,    -60.08,      0.37,      0.34,     -0.10,     -2.88,      0.22,      0.27,     -1.78,      0.27,      0.28,     -2.08,      0.39,      0.36,     -2.25,      0.36,
edge_8e_8a,     16.27,      0.06,      0.07,      0.08,     16.34,      0.06,      0.06,     -0.03,     16.25,      0.07,      0.07,     -0.08,     16.43,      0.10,      0.10,      0.03,     15.49,      0.09,      0.12,      0.10,     16.27,      0.11,      0.12,      0.03,      0.16,      0.12,      0.12,     -0.84,      0.11,      0.13,      0.02,      0.13,      0.14,     -0.22,      0.32,
edge_8e_8b,     23.15,      0.06,      0.06,      0.01,     23.01,      0.07,      0.06,     -0.08,     22.96,      0.06,      0.07,     -0.05,     21.85,      0.11,      0.12,      0.16,     21.68,      0.08,      0.09,      0.15,     21.86,      0.09,      0.08,     -0.15,     -1.30,      0.13,      0.14,     -1.34,      0.11,      0.11,     -1.10,      0.11,      0.11,     -1.25,      0.09,
edge_8e_8c,    -21.34,      0.06,      0.07,     -0.02,    -21.39,      0.08,      0.07,      0.01,    -21.39,      0.06,      0.06,      0.04,    -21.67,      0.21,      0.18,     -0.07,    -21.38,      0.13,      0.11,     -0.20,    -20.87,      0.12,      0.10,     -0.07,     -0.33,      0.22,      0.19,      0.01,      0.15,      0.13,      0.52,      0.13,      0.12,      0.07,      0.26,
edge_5l_5e,     -5.31,      0.08,      0.08,     -0.00,     -5.25,      0.07,      0.08,      0.04,     -5.23,      0.10,      0.08,     -0.08,     -3.43,      0.15,      0.18,      0.16,     -3.94,      0.11,      0.10,     -0.16,     -3.74,      0.11,      0.11,     -0.13,      1.87,      0.17,      0.19,      1.30,      0.13,      0.13,      1.48,      0.15,      0.14,      1.55,      0.18,
edge_5l_5j,    -14.65,      0.08,      0.07,     -0.07,    -14.61,      0.07,      0.07,     -0.07,    -14.67,      0.07,      0.07,      0.03,    -14.29,      0.10,      0.11,      0.03,    -14.81,      0.10,      0.12,      0.12,    -14.97,      0.10,      0.13,      0.22,      0.36,      0.13,      0.13,     -0.20,      0.12,      0.14,     -0.30,      0.12,      0.15,     -0.04,      0.21,
edge_5l_5p,     27.61,      0.15,      0.13,     -0.08,     27.76,      0.14,      0.14,     -0.04,     27.61,      0.11,      0.13,      0.15,     29.21,      0.27,      0.27,     -0.03,     27.77,      0.36,      0.39,      0.20,     29.38,      0.35,      0.51,      0.39,      1.60,      0.31,      0.30,      0.01,      0.38,      0.42,      1.77,      0.37,      0.53,      1.13,      0.58,
edge_8b_8a,     -6.22,      0.05,      0.06,      0.02,     -6.21,      0.05,      0.06,      0.07,     -6.28,      0.07,      0.06,     -0.05,     -5.09,      0.09,      0.09,      0.08,     -5.52,      0.09,      0.08,     -0.00,     -4.95,      0.07,      0.08,      0.07,      1.13,      0.11,      0.11,      0.69,      0.10,      0.10,      1.33,      0.10,      0.10,      1.05,      0.19,
edge_8b_8f,    -32.28,      0.06,      0.06,      0.02,    -32.09,      0.05,      0.06,      0.05,    -32.20,      0.06,      0.06,     -0.02,    -32.91,      0.06,      0.06,      0.05,    -32.14,      0.07,      0.07,     -0.03,    -32.51,      0.07,      0.10,      0.26,     -0.63,      0.09,      0.09,     -0.05,      0.09,      0.09,     -0.31,      0.09,      0.11,     -0.33,      0.17,
edge_8b_8d,    -54.49,      0.08,      0.08,     -0.05,    -54.44,      0.06,      0.07,      0.04,    -54.45,      0.05,      0.07,     -0.04,    -54.75,      0.08,      0.09,      0.03,    -54.12,      0.09,      0.09,     -0.03,    -54.76,      0.10,      0.09,     -0.03,     -0.26,      0.11,      0.12,      0.33,      0.11,      0.11,     -0.32,      0.11,      0.11,     -0.08,      0.21,
edge_5g_5a,    -13.53,      0.08,      0.07,     -0.00,    -13.47,      0.07,      0.07,     -0.05,    -13.47,      0.07,      0.07,     -0.00,    -13.31,      0.11,      0.11,      0.04,    -13.02,      0.10,      0.09,     -0.07,    -13.01,      0.10,      0.11,      0.12,      0.22,      0.13,      0.14,      0.45,      0.12,      0.12,      0.46,      0.12,      0.13,      0.38,      0.10,
edge_5g_5b,    -37.53,      0.08,      0.08,     -0.05,    -37.41,      0.06,      0.07,     -0.02,    -37.46,      0.07,      0.08,      0.08,    -37.81,      0.12,      0.12,     -0.00,    -37.47,      0.11,      0.10,     -0.07,    -37.89,      0.10,      0.10,     -0.16,     -0.28,      0.15,      0.14,     -0.05,      0.12,      0.12,     -0.42,      0.12,      0.13,     -0.25,      0.12,
edge_5g_5d,     -9.33,      0.23,      0.22,     -0.04,     -9.43,      0.23,      0.22,      0.01,     -9.53,      0.17,      0.25,      0.33,     -8.60,      0.20,      0.23,      0.18,     -8.34,      0.18,      0.20,      0.03,     -8.68,      0.21,      0.20,     -0.05,      0.72,      0.31,      0.31,      1.09,      0.30,      0.30,      0.85,      0.27,      0.32,      0.89,      0.18,
edge_5g_5h,     20.13,      0.10,      0.11,      0.09,     20.12,      0.08,      0.10,      0.09,     19.72,      0.09,      0.08,     -0.11,     21.73,      0.09,      0.11,      0.05,     21.66,      0.13,      0.11,     -0.13,     21.91,      0.11,      0.11,     -0.03,      1.61,      0.13,      0.16,      1.54,      0.16,      0.15,      2.19,      0.14,      0.13,      1.78,      0.21,
edge_1b_1a,     11.53,      0.05,      0.06,      0.07,     11.57,      0.06,      0.06,     -0.03,     11.60,      0.05,      0.05,      0.02,     13.40,      0.07,      0.07,     -0.06,     13.46,      0.06,      0.06,      0.03,     13.63,      0.08,      0.08,      0.10,      1.87,      0.09,      0.09,      1.89,      0.08,      0.08,      2.03,      0.10,      0.10,      1.93,      0.07,
edge_1b_5h,     28.41,      0.11,      0.10,     -0.03,     28.59,      0.09,      0.10,     -0.05,     29.52,      0.12,      0.15,      0.28,     28.69,      0.27,      0.25,     -0.09,     28.34,      0.18,      0.24,      0.29,     29.17,      0.21,      0.28,      0.27,      0.28,      0.29,      0.27,     -0.25,      0.20,      0.26,     -0.36,      0.24,      0.32,     -0.11,      0.22,
edge_1b_5d,     -0.48,      0.07,      0.07,     -0.03,     -0.45,      0.07,      0.07,     -0.05,     -0.64,      0.08,      0.08,     -0.08,     -1.88,      0.19,      0.20,      0.12,     -2.71,      0.16,      0.21,      0.34,     -1.58,      0.12,      0.14,      0.03,     -1.40,      0.20,      0.21,     -2.25,      0.18,      0.22,     -0.94,      0.15,      0.16,     -1.53,      0.39,
edge_1b_5n,     25.00,      0.11,      0.14,      0.19,     25.06,      0.11,      0.11,     -0.00,     25.01,      0.14,      0.13,      0.06,     24.37,      0.20,      0.30,      0.35,     23.67,      0.28,      0.32,      0.08,     23.92,      0.20,      0.42,      0.53,     -0.62,      0.23,      0.33,     -1.39,      0.31,      0.34,     -1.09,      0.25,      0.44,     -1.04,      0.25,
edge_1b_5c,    -10.25,      0.08,      0.07,     -0.01,    -10.39,      0.07,      0.07,      0.03,    -10.51,      0.08,      0.08,     -0.02,    -11.85,      0.14,      0.14,      0.00,    -12.35,      0.19,      0.15,     -0.14,    -11.38,      0.11,      0.11,     -0.13,     -1.59,      0.16,      0.15,     -1.96,      0.20,      0.16,     -0.87,      0.14,      0.14,     -1.48,      0.33,
edge_5e_5a,      0.05,      0.07,      0.07,      0.02,      0.01,      0.07,      0.08,     -0.01,      0.11,      0.06,      0.08,      0.05,     -0.95,      0.17,      0.15,      0.08,     -0.04,      0.14,      0.18,      0.24,     -0.33,      0.10,      0.11,      0.02,     -1.00,      0.18,      0.17,     -0.05,      0.16,      0.20,     -0.44,      0.12,      0.14,     -0.50,      0.28,
