#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_23466_23475  -2.47  0.57
edge_23467_23466  0.10  0.21
edge_23467_23468  0.20  0.17
edge_23467_23469  -0.89  0.53
edge_23467_23470  -1.64  0.83
edge_23467_23473  -2.04  0.30
edge_23467_23474  -2.19  0.34
edge_23467_23475  -1.14  0.49
edge_23467_23476  -3.10  0.59
edge_23469_23472  -1.23  1.09
edge_23469_20669_2qbr  0.17  0.39
edge_23471_23466  0.55  0.36
edge_23471_23468  0.27  0.41
edge_23471_23470  -1.93  1.38
edge_23473_20669_2qbr  0.95  0.41
edge_23474_23466  1.36  0.78
edge_23476_23466  2.90  0.74
edge_23477_23466  0.39  0.88
edge_23477_23467  2.67  0.76
edge_23477_23479  -0.24  0.54
edge_23477_23482  0.44  0.63
edge_23477_23483  -0.17  0.74
edge_23477_23330_2qbq  -0.48  0.27
edge_23480_23479  -4.07  3.90
edge_23480_23482  4.86  3.01
edge_23482_23479  0.47  0.90
edge_23482_23485  1.39  0.27
edge_23482_23486  -1.38  0.71
edge_23483_23479  1.33  0.33
edge_23484_23479  4.17  0.45
edge_23484_23482  1.93  1.13
edge_23484_23485  1.53  0.67
edge_23484_23486  0.38  0.34
edge_23485_23479  -1.34  0.42
edge_23486_23479  2.71  1.49
edge_23486_23485  3.11  0.26
edge_20667_2qbp_23479  2.71  1.00
edge_20667_2qbp_23482  -1.15  0.66
edge_20667_2qbp_23484  -0.81  1.33
edge_20667_2qbp_23485  2.07  0.17
edge_20667_2qbp_23486  -0.92  0.43
edge_20669_2qbr_23466  1.62  0.32
edge_20669_2qbr_23472  -1.53  0.24
edge_20670_2qbs_23466  2.84  0.36
edge_20670_2qbs_23477  -0.50  0.18
edge_20670_2qbs_23479  -0.04  0.35
edge_20670_2qbs_23482  -0.30  1.10
edge_20670_2qbs_23483  1.00  1.34
edge_20670_2qbs_23330_2qbq  -0.29  0.26
