leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_3a_7,      4.82,      0.11,      0.10,      0.00,      4.55,      0.10,      0.10,     -0.02,      4.78,      0.09,      0.11,      0.02,      5.86,      0.14,      0.20,      0.34,      5.62,      0.15,      0.14,     -0.07,      5.86,      0.12,      0.19,      0.27,      1.04,      0.18,      0.22,      1.07,      0.18,      0.17,      1.08,      0.15,      0.22,      1.06,      0.09,
edge_3a_5m,    -12.52,      0.08,      0.07,     -0.00,    -12.57,      0.07,      0.07,     -0.02,    -12.49,      0.06,      0.07,      0.07,    -14.17,      0.19,      0.34,      0.47,    -13.70,      0.20,      0.26,      0.39,    -12.27,      0.15,      0.29,      0.57,     -1.65,      0.21,      0.35,     -1.13,      0.21,      0.27,      0.22,      0.16,      0.30,     -0.85,      0.56,
edge_3a_3b,      4.10,      0.04,      0.05,      0.01,      4.12,      0.05,      0.05,     -0.01,      3.99,      0.05,      0.05,     -0.01,      3.67,      0.06,      0.07,     -0.54,      4.57,      0.07,      0.06,     -0.14,      3.90,      0.07,      0.09,      0.23,     -0.43,      0.07,      0.09,      0.45,      0.09,      0.08,     -0.09,      0.09,      0.10,     -0.02,      0.26,
edge_5f_5a,    -24.64,      0.07,      0.07,      0.01,    -24.80,      0.08,      0.07,     -0.00,    -24.62,      0.07,      0.07,      0.01,    -25.47,      0.10,      0.10,     -0.07,    -25.07,      0.12,      0.12,     -0.02,    -25.57,      0.08,      0.10,      0.15,     -0.83,      0.12,      0.12,     -0.27,      0.14,      0.14,     -0.95,      0.11,      0.12,     -0.68,      0.21,
edge_5f_5i,    -15.67,      0.07,      0.07,     -0.09,    -15.75,      0.08,      0.08,      0.03,    -15.74,      0.09,      0.08,     -0.03,    -17.51,      0.11,      0.09,     -0.11,    -18.23,      0.08,      0.10,      0.18,    -17.54,      0.14,      0.14,      0.06,     -1.84,      0.13,      0.11,     -2.48,      0.11,      0.13,     -1.80,      0.17,      0.16,     -2.04,      0.23,
edge_5f_5l,    -19.56,      0.07,      0.08,      0.04,    -19.69,      0.06,      0.08,      0.08,    -19.76,      0.09,      0.08,     -0.11,    -20.48,      0.12,      0.09,     -0.26,    -20.23,      0.10,      0.12,      0.14,    -20.51,      0.09,      0.10,      0.11,     -0.92,      0.14,      0.12,     -0.54,      0.12,      0.14,     -0.75,      0.13,      0.13,     -0.74,      0.12,
edge_8e_5k,    -58.66,      0.32,      0.26,     -0.08,    -59.09,      0.28,      0.42,      0.43,    -58.83,      0.27,      0.45,      0.60,    -57.08,      0.55,      0.87,      0.72,    -61.02,      0.46,      0.63,      0.23,    -59.96,      0.57,      0.55,      0.02,      1.58,      0.64,      0.91,     -1.93,      0.54,      0.76,     -1.13,      0.63,      0.71,     -0.49,      1.09,
edge_8e_8a,     11.14,      0.07,      0.07,     -0.03,     11.05,      0.08,      0.07,     -0.06,     11.00,      0.06,      0.06,      0.07,      9.01,      0.15,      0.13,     -0.19,      9.72,      0.11,      0.11,      0.01,      9.10,      0.11,      0.12,      0.08,     -2.13,      0.17,      0.15,     -1.33,      0.14,      0.13,     -1.90,      0.13,      0.13,     -1.79,      0.24,
edge_8e_8b,     17.10,      0.08,      0.07,     -0.04,     17.04,      0.05,      0.06,      0.05,     17.09,      0.07,      0.07,      0.03,     13.52,      0.12,      0.17,      0.25,     15.11,      0.12,      0.14,      0.25,     14.35,      0.14,      0.18,      0.25,     -3.58,      0.14,      0.18,     -1.93,      0.13,      0.15,     -2.74,      0.16,      0.19,     -2.75,      0.48,
edge_8e_8c,    -20.64,      0.07,      0.07,      0.01,    -20.66,      0.06,      0.06,     -0.02,    -23.18,      0.10,      0.45,      0.90,    -20.34,      0.08,      0.09,      0.01,    -20.31,      0.09,      0.08,     -0.08,    -23.37,      0.10,      0.87,      0.97,      0.30,      0.11,      0.11,      0.35,      0.11,      0.10,     -0.19,      0.14,      0.98,      0.15,      0.18,
edge_5l_5e,     -5.02,      0.08,      0.08,      0.04,     -5.06,      0.08,      0.08,     -0.01,     -5.16,      0.08,      0.08,     -0.06,     -5.13,      0.34,      0.34,     -0.08,     -5.01,      0.27,      0.22,     -0.14,     -5.47,      0.16,      0.15,     -0.07,     -0.11,      0.35,      0.35,      0.05,      0.28,      0.23,     -0.31,      0.18,      0.17,     -0.12,      0.17,
edge_5l_5j,    -14.55,      0.06,      0.07,      0.05,    -14.56,      0.06,      0.08,      0.05,    -14.40,      0.09,      0.09,     -0.05,    -15.44,      0.13,      0.12,     -0.11,    -15.97,      0.13,      0.14,      0.07,    -15.75,      0.11,      0.14,      0.16,     -0.89,      0.14,      0.14,     -1.41,      0.14,      0.16,     -1.35,      0.14,      0.17,     -1.22,      0.18,
edge_5l_5p,     24.92,      0.10,      0.12,      0.11,     24.75,      0.13,      0.13,      0.04,     25.03,      0.11,      0.13,      0.10,     24.20,      0.46,      0.41,     -0.20,     24.16,      0.30,      0.42,      0.19,     23.32,      0.22,      0.65,      0.81,     -0.72,      0.47,      0.43,     -0.59,      0.33,      0.44,     -1.71,      0.25,      0.66,     -1.01,      0.38,
edge_8b_8a,     -6.07,      0.06,      0.05,     -0.01,     -6.18,      0.07,      0.06,     -0.00,     -6.09,      0.06,      0.06,      0.01,     -5.30,      0.09,      0.09,      0.03,     -5.06,      0.09,      0.08,     -0.15,     -5.16,      0.09,      0.11,      0.21,      0.77,      0.11,      0.10,      1.12,      0.11,      0.10,      0.93,      0.11,      0.13,      0.94,      0.11,
edge_8b_8f,    -26.18,      0.06,      0.06,      0.10,    -26.22,      0.06,      0.06,     -0.02,    -26.11,      0.06,      0.06,     -0.06,    -25.45,      0.14,      0.21,      0.36,    -25.68,      0.09,      0.14,      0.37,    -26.62,      0.08,      0.09,     -0.01,      0.73,      0.15,      0.22,      0.54,      0.11,      0.15,     -0.51,      0.10,      0.11,      0.25,      0.39,
edge_8b_8d,    -48.41,      0.07,      0.07,      0.04,    -48.47,      0.07,      0.07,     -0.09,    -48.40,      0.06,      0.07,      0.05,    -48.75,      0.11,      0.09,     -0.09,    -49.05,      0.08,      0.09,      0.09,    -48.53,      0.13,      0.16,      0.22,     -0.34,      0.13,      0.11,     -0.58,      0.11,      0.11,     -0.13,      0.14,      0.17,     -0.35,      0.14,
edge_5g_5a,    -13.68,      0.07,      0.08,      0.01,    -13.95,      0.07,      0.08,      0.12,    -13.88,      0.07,      0.07,      0.04,    -14.20,      0.13,      0.11,     -0.05,    -13.81,      0.12,      0.11,     -0.04,    -14.46,      0.11,      0.11,      0.00,     -0.52,      0.15,      0.14,      0.14,      0.14,      0.14,     -0.58,      0.13,      0.13,     -0.32,      0.24,
edge_5g_5b,    -37.55,      0.07,      0.08,     -0.06,    -37.59,      0.08,      0.08,     -0.02,    -37.67,      0.07,      0.08,      0.05,    -38.36,      0.14,      0.13,      0.04,    -38.42,      0.12,      0.13,      0.06,    -38.61,      0.10,      0.13,      0.29,     -0.81,      0.16,      0.15,     -0.83,      0.14,      0.15,     -0.94,      0.12,      0.15,     -0.86,      0.08,
edge_5g_5d,     -9.67,      0.27,      0.22,     -0.11,     -9.86,      0.17,      0.18,     -0.03,     -9.98,      0.18,      0.18,      0.02,    -10.87,      0.17,      0.30,      0.52,    -10.35,      0.23,      0.25,     -0.01,    -10.33,      0.24,      0.25,      0.02,     -1.20,      0.32,      0.37,     -0.49,      0.29,      0.31,     -0.35,      0.30,      0.31,     -0.68,      0.29,
edge_5g_5h,     17.98,      0.09,      0.08,     -0.01,     18.35,      0.09,      0.10,      0.07,     19.04,      0.11,      0.14,      0.21,     19.42,      0.12,      0.13,     -0.01,     20.12,      0.11,      0.16,      0.25,     19.72,      0.13,      0.14,      0.15,      1.44,      0.15,      0.15,      1.77,      0.14,      0.19,      0.68,      0.17,      0.20,      1.30,      0.33,
edge_1b_1a,     12.72,      0.06,      0.06,     -0.06,     12.73,      0.06,      0.06,     -0.04,     12.57,      0.05,      0.06,      0.03,     13.99,      0.08,      0.08,     -0.12,     14.22,      0.11,      0.12,      0.15,     14.15,      0.09,      0.09,      0.08,      1.27,      0.10,      0.10,      1.49,      0.13,      0.13,      1.58,      0.10,      0.11,      1.45,      0.11,
edge_1b_5h,     28.84,      0.10,      0.08,     -0.07,     29.02,      0.12,      0.11,     -0.07,     28.89,      0.10,      0.10,     -0.02,     29.15,      0.20,      0.16,     -0.25,     28.37,      0.20,      0.21,      0.01,     28.19,      0.21,      0.24,      0.15,      0.31,      0.22,      0.18,     -0.65,      0.23,      0.24,     -0.70,      0.23,      0.26,     -0.35,      0.35,
edge_1b_5d,      1.45,      0.08,      0.08,     -0.02,      1.48,      0.07,      0.08,      0.04,      1.40,      0.08,      0.08,     -0.02,     -0.45,      0.17,      0.23,      0.29,     -0.20,      0.20,      0.25,      0.23,      0.93,      0.14,      0.13,     -0.08,     -1.90,      0.19,      0.24,     -1.68,      0.21,      0.26,     -0.47,      0.16,      0.15,     -1.35,      0.45,
edge_1b_5n,     26.06,      0.16,      0.13,     -0.11,     25.66,      0.13,      0.15,      0.07,     25.82,      0.12,      0.11,     -0.02,     24.80,      0.25,      0.32,      0.10,     25.12,      0.43,      0.40,     -0.09,     23.44,      0.37,      0.46,      0.22,     -1.26,      0.30,      0.35,     -0.54,      0.45,      0.43,     -2.38,      0.39,      0.47,     -1.39,      0.55,
edge_1b_5c,     -7.19,      0.08,      0.08,     -0.06,     -7.20,      0.09,      0.08,      0.02,     -7.24,      0.08,      0.08,     -0.03,     -7.97,      0.16,      0.16,      0.02,     -8.75,      0.13,      0.16,      0.14,     -7.70,      0.17,      0.14,     -0.27,     -0.78,      0.18,      0.18,     -1.55,      0.16,      0.18,     -0.46,      0.19,      0.16,     -0.93,      0.33,
edge_5e_5a,     -0.04,      0.07,      0.07,     -0.01,      0.02,      0.07,      0.08,      0.07,      0.02,      0.07,      0.08,      0.05,     -0.28,      0.14,      0.14,     -0.05,      0.90,      0.13,      0.13,      0.06,     -0.81,      0.15,      0.20,      0.28,     -0.24,      0.16,      0.16,      0.88,      0.15,      0.15,     -0.83,      0.17,      0.22,     -0.06,      0.51,
