leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_338_165,    118.46,      0.10,      0.10,      0.02,    118.54,      0.11,      0.12,      0.10,    118.32,      0.12,      0.11,     -0.09,    119.93,      0.13,      0.13,     -0.07,    120.45,      0.17,      0.14,     -0.18,    119.05,      0.12,      0.10,     -0.15,      1.47,      0.16,      0.16,      1.91,      0.20,      0.18,      0.72,      0.18,      0.15,      1.37,      0.35,
edge_338_215,    129.49,      0.12,      0.11,     -0.12,    129.50,      0.14,      0.12,     -0.06,    129.53,      0.14,      0.12,     -0.10,    130.23,      0.38,      0.34,     -0.15,    130.82,      0.61,      0.41,     -0.37,    131.10,      0.46,      0.43,     -0.14,      0.74,      0.39,      0.36,      1.32,      0.63,      0.43,      1.58,      0.48,      0.45,      1.21,      0.35,
edge_338_163,    102.88,      0.10,      0.10,     -0.05,    102.67,      0.11,      0.10,     -0.03,    102.45,      0.10,      0.11,      0.04,    104.50,      0.17,      0.27,      0.36,    104.22,      0.14,      0.12,     -0.18,    104.47,      0.13,      0.13,      0.05,      1.61,      0.20,      0.28,      1.55,      0.18,      0.16,      2.02,      0.17,      0.17,      1.73,      0.16,
edge_43_235,     48.45,      0.12,      0.12,     -0.08,     48.88,      0.14,      0.15,      0.10,     49.07,      0.12,      0.14,      0.18,     49.99,      0.15,      0.12,     -0.21,     47.88,      0.14,      0.15,     -0.01,     48.58,      0.15,      0.15,     -0.09,      1.54,      0.19,      0.18,     -1.01,      0.20,      0.21,     -0.49,      0.19,      0.20,      0.02,      0.78,
edge_43_54,   -138.09,      0.12,      0.12,     -0.01,   -138.54,      0.14,      0.12,     -0.09,   -138.32,      0.14,      0.14,      0.08,   -134.73,      0.17,      0.22,      0.15,   -136.17,      0.33,      0.36,      0.13,   -137.88,      0.29,      0.45,      0.45,      3.37,      0.20,      0.25,      2.37,      0.35,      0.38,      0.44,      0.32,      0.47,      2.06,      0.87,
edge_43_215,    -82.65,      0.15,      0.18,      0.07,    -80.80,      0.16,      0.18,      0.10,    -83.25,      0.12,      0.11,     -0.18,    -81.60,      0.26,      0.37,      0.25,    -83.75,      0.22,      0.30,      0.18,    -81.27,      0.26,      0.31,      0.23,      1.05,      0.30,      0.41,     -2.94,      0.28,      0.35,      1.98,      0.29,      0.33,      0.03,      1.52,
edge_43_155,    -28.58,      0.11,      0.11,     -0.02,    -28.47,      0.10,      0.12,      0.21,    -28.77,      0.11,      0.11,      0.04,    -29.01,      0.09,      0.10,      0.07,    -28.59,      0.08,      0.08,     -0.03,    -27.76,      0.09,      0.09,     -0.15,     -0.43,      0.14,      0.15,     -0.12,      0.13,      0.14,      1.01,      0.14,      0.14,      0.15,      0.44,
edge_43_25,     14.10,      0.11,      0.10,     -0.17,     13.27,      0.11,      0.11,      0.07,     13.36,      0.12,      0.13,     -0.03,     12.05,      0.10,      0.09,     -0.03,     12.23,      0.11,      0.09,     -0.06,     12.65,      0.14,      0.18,      0.23,     -2.05,      0.15,      0.13,     -1.05,      0.15,      0.14,     -0.71,      0.19,      0.22,     -1.27,      0.41,
edge_235_1,    -87.81,      0.10,      0.11,      0.02,    -87.77,      0.10,      0.11,      0.06,    -87.83,      0.10,      0.11,      0.06,    -87.54,      0.11,      0.13,      0.16,    -87.55,      0.12,      0.11,      0.01,    -86.66,      0.17,      0.25,      0.33,      0.27,      0.15,      0.17,      0.22,      0.15,      0.15,      1.17,      0.20,      0.27,      0.55,      0.31,
edge_235_54,   -187.90,      0.11,      0.15,      0.22,   -187.85,      0.15,      0.16,      0.15,   -187.83,      0.11,      0.15,      0.22,   -184.43,      0.27,      0.39,      0.50,   -184.75,      0.49,      0.43,     -0.20,   -183.77,      0.22,      0.25,      0.15,      3.47,      0.29,      0.42,      3.10,      0.51,      0.45,      4.06,      0.24,      0.29,      3.54,      0.33,
edge_234_227,    134.15,      0.11,      0.11,     -0.11,    133.90,      0.10,      0.10,      0.04,    133.94,      0.11,      0.10,     -0.06,    127.98,      0.16,      0.16,      0.02,    128.48,      0.15,      0.24,      0.47,    128.98,      0.10,      0.16,      0.33,     -6.17,      0.20,      0.19,     -5.42,      0.18,      0.26,     -4.96,      0.15,      0.19,     -5.52,      0.36,
edge_234_289,    -28.77,      0.09,      0.09,      0.12,    -28.78,      0.09,      0.09,      0.03,    -28.98,      0.09,      0.10,     -0.00,    -29.38,      0.11,      0.10,     -0.06,    -29.43,      0.08,      0.10,     -0.05,    -29.23,      0.08,      0.08,     -0.02,     -0.60,      0.14,      0.14,     -0.65,      0.13,      0.13,     -0.24,      0.12,      0.13,     -0.50,      0.14,
edge_30_42,     28.35,      0.12,      0.13,     -0.03,     28.28,      0.12,      0.12,      0.02,     28.22,      0.11,      0.11,      0.05,     26.26,      0.08,      0.14,      0.41,     31.98,      0.15,      0.47,      0.81,     30.89,      0.10,      1.38,      0.99,     -2.09,      0.15,      0.19,      3.70,      0.19,      0.49,      2.67,      0.15,      1.38,      1.43,      1.79,
edge_30_84,    -22.91,      0.09,      0.09,     -0.05,    -22.94,      0.08,      0.09,      0.04,    -22.83,      0.09,      0.08,      0.06,    -21.58,      0.16,      0.20,      0.21,    -20.60,      0.13,      0.09,     -0.31,    -21.37,      0.27,      0.27,      0.13,      1.33,      0.18,      0.22,      2.34,      0.15,      0.13,      1.45,      0.28,      0.28,      1.71,      0.34,
edge_30_251,   -114.95,      0.13,      0.15,      0.15,   -114.84,      0.15,      0.16,      0.07,   -114.73,      0.12,      0.14,      0.18,   -113.36,      0.60,      2.50,      0.96,   -115.76,      0.30,      0.29,     -0.12,   -114.83,      0.39,      0.49,      0.21,      1.58,      0.61,      2.51,     -0.92,      0.34,      0.33,     -0.10,      0.41,      0.51,      0.19,      0.75,
edge_30_25,     61.28,      0.13,      0.14,      0.04,     61.06,      0.11,      0.12,      0.08,     61.10,      0.11,      0.11,     -0.02,     60.95,      0.27,      2.75,      0.99,     61.03,      0.24,      0.30,      0.27,     58.11,      0.22,      0.27,      0.22,     -0.33,      0.30,      2.75,     -0.03,      0.27,      0.32,     -2.99,      0.25,      0.29,     -1.12,      0.95,
edge_1_155,     10.64,      0.08,      0.08,     -0.02,     10.78,      0.08,      0.08,     -0.00,     10.68,      0.08,      0.08,      0.06,     11.08,      0.07,      0.06,      0.02,     10.78,      0.07,      0.07,      0.02,     11.14,      0.08,      0.06,     -0.16,      0.44,      0.11,      0.10,      0.00,      0.10,      0.11,      0.46,      0.11,      0.11,      0.30,      0.16,
edge_1_7a,     -3.35,      0.10,      0.09,     -0.07,     -3.37,      0.08,      0.09,      0.03,     -3.41,      0.08,      0.09,      0.03,     -1.38,      0.23,      0.34,      0.38,     -1.52,      0.13,      0.14,     -0.01,     -0.53,      0.15,      0.11,     -0.33,      1.97,      0.25,      0.35,      1.85,      0.15,      0.17,      2.88,      0.17,      0.14,      2.23,      0.34,
edge_1_254,   -110.96,      0.09,      0.11,      0.03,   -110.99,      0.12,      0.11,     -0.06,   -111.07,      0.12,      0.11,     -0.00,   -110.16,      0.11,      0.27,      0.67,   -109.46,      0.11,      0.22,      0.57,   -109.23,      0.16,      0.31,      0.54,      0.80,      0.15,      0.29,      1.54,      0.16,      0.25,      1.84,      0.21,      0.33,      1.39,      0.32,
edge_1_256,   -181.13,      0.13,      0.12,     -0.22,   -181.19,      0.14,      0.12,      0.06,   -181.21,      0.10,      0.11,      0.06,   -179.30,      0.22,      0.33,      0.38,   -179.01,      0.28,      0.31,      0.11,   -178.38,      0.13,      0.51,      0.86,      1.83,      0.26,      0.35,      2.18,      0.31,      0.33,      2.83,      0.16,      0.52,      2.28,      0.31,
edge_1_15,     23.22,      0.10,      0.11,      0.11,     23.22,      0.09,      0.09,      0.07,     23.13,      0.10,      0.09,     -0.09,     23.97,      0.11,      0.11,      0.09,     23.01,      0.11,      0.16,      0.37,     23.83,      0.09,      0.10,      0.12,      0.75,      0.14,      0.15,     -0.22,      0.14,      0.18,      0.70,      0.13,      0.13,      0.41,      0.32,
edge_237_227,     42.45,      0.16,      0.22,      0.38,     42.57,      0.18,      0.21,      0.28,     42.46,      0.17,      0.23,      0.29,     34.79,      0.32,      0.38,      0.26,     35.09,      0.18,      0.20,      0.06,     34.33,      0.13,      0.16,      0.02,     -7.66,      0.36,      0.45,     -7.48,      0.25,      0.29,     -8.12,      0.21,      0.28,     -7.75,      0.23,
edge_237_31,    -20.81,      0.11,      0.11,      0.01,    -19.92,      0.12,      0.18,      0.38,    -20.55,      0.10,      0.10,     -0.13,    -23.00,      0.15,      0.18,      0.11,    -22.39,      0.18,      0.17,      0.01,    -22.96,      0.17,      0.33,      0.53,     -2.19,      0.18,      0.22,     -2.46,      0.22,      0.25,     -2.41,      0.20,      0.34,     -2.36,      0.13,
edge_237_41,    -16.05,      0.18,      0.20,      0.06,    -15.79,      0.22,      0.20,     -0.01,    -15.95,      0.16,      0.17,      0.11,    -17.29,      0.26,      0.29,      0.05,    -17.75,      0.16,      0.59,      0.87,    -18.29,      0.27,      0.32,      0.24,     -1.24,      0.32,      0.35,     -1.96,      0.27,      0.63,     -2.34,      0.31,      0.36,     -1.85,      0.35,
edge_237_336,   -209.51,      0.15,      0.28,      0.49,   -209.60,      0.16,      0.18,      0.04,   -209.22,      0.17,      0.20,      0.11,   -212.93,      0.25,      0.47,      0.55,   -215.70,      0.28,      0.47,      0.48,   -214.77,      0.16,      0.22,      0.06,     -3.42,      0.29,      0.54,     -6.11,      0.32,      0.50,     -5.54,      0.23,      0.30,     -5.02,      0.83,
edge_237_290,     65.94,      0.22,      0.18,     -0.17,     66.05,      0.18,      0.17,     -0.02,     67.30,      0.18,      0.26,      0.32,     61.41,      0.19,      0.27,      0.35,     59.90,      0.14,      0.14,      0.02,     60.07,      0.14,      0.13,      0.00,     -4.53,      0.29,      0.32,     -6.15,      0.23,      0.22,     -7.22,      0.23,      0.29,     -5.97,      0.79,
edge_237_254,   -139.07,      0.17,      0.17,     -0.06,   -137.39,      0.13,      0.12,     -0.04,   -139.12,      0.12,      0.26,      0.56,   -141.41,      0.19,      0.20,     -0.05,   -140.17,      0.31,      0.32,      0.00,   -142.92,      0.16,      0.16,     -0.08,     -2.34,      0.26,      0.26,     -2.78,      0.33,      0.34,     -3.80,      0.20,      0.31,     -2.97,      0.45,
