leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3402752_30000_12_CHEMBL3402748_5300_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402752_30000_12_CHEMBL3402747_3400_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402752_30000_12_CHEMBL3402749_500_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402752_30000_12_CHEMBL3402755_4200_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402752_30000_12_CHEMBL3402744_300_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402747_3400_7_CHEMBL3402745_200_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402749_500_9_CHEMBL3402747_3400_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402747_3400_7_CHEMBL3402748_5300_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402750_400_10_CHEMBL3402747_3400_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402749_500_9_CHEMBL3402751_2100_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402749_500_9_CHEMBL3402754_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402753_200_13_CHEMBL3402748_5300_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402753_200_13_CHEMBL3402754_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402755_4200_15_CHEMBL3402753_200_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402754_40_14_CHEMBL3402751_2100_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402754_40_14_CHEMBL3402761_1_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_CHEMBL3402755_4200_15_CHEMBL3402761_1_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
