#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_7395_3484  0.94  1.00
edge_7395_0738  2.25  0.24
edge_8041_4415  -0.72  0.32
edge_4189_4415  -0.93  0.53
edge_1939_3032  0.97  0.18
edge_5544_3806  0.93  0.31
edge_4754_4147  1.43  0.14
edge_3806_6221  1.32  1.10
edge_3806_0340  1.53  0.16
edge_3806_1423  -0.66  0.87
edge_3806_5973  2.28  1.28
edge_4096_4147  1.48  0.11
edge_4147_2750  -1.31  0.20
edge_4147_7846  -0.79  0.22
edge_6694_4147  1.63  0.11
edge_1038_9211  3.94  0.45
edge_1038_0309  1.59  1.15
edge_1038_0848  3.86  0.57
edge_9211_1056  -3.11  0.17
edge_9211_9237  -3.28  0.94
edge_9211_0848  3.00  0.43
edge_2333_9211  2.14  1.51
edge_2333_0309  1.60  0.70
edge_2333_0848  1.57  0.98
edge_0395_8161  -3.67  1.02
edge_8414_1038  -1.67  2.40
edge_8414_1056  -2.65  0.75
edge_8414_2333  -2.00  1.19
edge_8414_5644  12.88  1.36
edge_5644_9211  1.68  0.34
edge_5644_0309  -1.19  0.21
edge_5670_9211  1.43  0.38
edge_5687_1801  -3.53  0.10
edge_5687_4147  5.19  1.18
edge_3032_4096  0.08  0.34
edge_8041_4147  1.03  0.41
edge_5687_1056  -1.49  0.39
edge_0340_4754  -0.48  0.25
edge_7395_1939  2.35  1.10
edge_5687_8161   nan   nan
edge_5544_4147  3.66  0.17
edge_8041_0738  -1.82  0.47
edge_5973_4096  -1.05  0.35
edge_4147_0395  -0.88  1.24
edge_3484_2750  0.63  0.70
edge_1939_7846  0.96  0.25
edge_2750_6221  0.51  0.18
edge_5973_4754  -1.46  0.32
edge_3484_4189  0.61  0.58
edge_1038_5687  2.03  0.70
edge_4415_3032  0.27  0.10
edge_3806_4147  2.23  1.05
edge_1423_4754  -0.59  0.48
edge_4147_5973  -0.46  0.29
edge_1801_4147  11.14  1.03
edge_2750_5973  0.66  0.22
edge_8041_1939  -0.42  0.48
edge_0340_0738  -1.37  1.75
edge_3032_8041  0.04  0.21
