leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3265015_CHEMBL3265011,     -5.69,      0.11,      0.11,      0.04,     -5.63,      0.10,      0.11,      0.09,     -5.47,      0.09,      0.09,     -0.07,     -4.69,      0.18,      0.24,      0.28,     -3.92,      0.16,      0.20,      0.17,     -4.62,      0.18,      0.19,      0.02,      1.00,      0.21,      0.26,      1.71,      0.19,      0.23,      0.85,      0.20,      0.21,      1.19,      0.28,
edge_CHEMBL3265015_CHEMBL3265017,     40.43,      0.08,      0.08,     -0.06,     40.02,      0.07,      0.07,     -0.29,     40.52,      0.08,      0.08,     -0.10,     39.57,      0.15,      0.60,      0.90,     38.28,      0.30,      0.64,      0.62,     37.29,      0.29,      0.29,     -0.17,     -0.86,      0.17,      0.61,     -1.75,      0.31,      0.65,     -3.22,      0.31,      0.31,     -1.94,      0.70,
edge_CHEMBL3265015_CHEMBL3265009,     -6.57,      0.11,      0.11,     -0.04,     -6.39,      0.13,      0.12,      0.04,     -6.39,      0.11,      0.11,     -0.05,     -7.29,      0.33,      0.25,     -0.31,     -9.51,      0.22,      0.69,      0.81,     -9.78,      0.30,      0.57,      0.60,     -0.72,      0.35,      0.28,     -3.12,      0.26,      0.70,     -3.38,      0.32,      0.58,     -2.41,      0.85,
edge_CHEMBL3265015_CHEMBL3264999,    -24.96,      0.24,      0.25,     -0.05,    -24.84,      0.22,      0.27,      0.21,    -25.12,      0.33,      0.31,     -0.17,    -31.45,      0.32,     78.75,      1.00,    -28.22,      0.66,    123.06,      1.00,    -26.82,      0.44,     34.75,      1.00,     -6.49,      0.40,     78.75,     -3.39,      0.70,    123.06,     -1.70,      0.55,     34.75,     -3.86,      1.42,
edge_CHEMBL3265015_CHEMBL3265014,     -8.75,      0.14,      0.27,      0.56,     -8.70,      0.22,      0.26,      0.11,     -8.89,      0.18,      0.27,      0.37,     -8.27,      0.27,      0.47,      0.49,     -8.00,      0.39,      0.61,      0.48,    -10.95,      0.63,      0.60,     -0.05,      0.48,      0.31,      0.54,      0.70,      0.45,      0.67,     -2.06,      0.65,      0.65,     -0.30,      0.90,
edge_CHEMBL3265015_CHEMBL3259820,      4.53,      0.08,      0.08,     -0.03,      4.62,      0.07,      0.07,     -0.02,      4.75,      0.07,      0.08,      0.02,      0.54,      0.15,      0.14,     -0.11,      1.59,      0.23,      0.22,      0.00,      2.80,      0.21,      0.22,      0.05,     -3.99,      0.17,      0.16,     -3.04,      0.24,      0.23,     -1.95,      0.22,      0.23,     -2.99,      0.59,
edge_CHEMBL3265031_CHEMBL3265024,     18.75,      0.20,      0.19,     -0.10,     17.77,      0.18,      0.18,      0.01,     17.89,      0.17,      0.16,     -0.07,     19.06,      0.45,      1.55,      0.91,     18.47,      0.39,      0.43,      0.11,     19.56,      0.31,      0.73,      0.73,      0.31,      0.49,      1.56,      0.70,      0.43,      0.47,      1.67,      0.35,      0.75,      0.89,      0.45,
edge_CHEMBL3265031_CHEMBL3265037,     59.08,      0.09,      0.09,     -0.05,     60.53,      0.18,      0.22,      0.27,     59.27,      0.13,      0.13,     -0.03,     58.86,      0.16,      0.16,     -0.02,     59.50,      0.17,      0.15,     -0.13,     59.79,      0.18,      0.19,      0.02,     -0.22,      0.19,      0.19,     -1.03,      0.24,      0.27,      0.52,      0.22,      0.23,     -0.24,      0.45,
edge_CHEMBL3265031_CHEMBL3265030_n,     31.96,      0.16,      0.16,      0.01,     31.90,      0.16,      0.15,      0.00,     31.86,      0.17,      0.15,     -0.11,     32.25,      0.26,      0.27,     -0.07,     33.00,      0.33,      0.30,     -0.02,     32.44,      0.19,      0.18,     -0.03,      0.29,      0.30,      0.32,      1.11,      0.37,      0.33,      0.58,      0.25,      0.24,      0.66,      0.27,
edge_CHEMBL3265021_CHEMBL3265011,    -36.53,      0.09,      0.10,     -0.02,    -35.96,      0.11,      0.09,     -0.11,    -36.26,      0.10,      0.11,      0.09,    -32.40,      0.29,      0.45,      0.30,    -32.16,      0.20,      0.71,      0.89,    -32.40,      0.14,      0.33,      0.71,      4.13,      0.30,      0.46,      3.81,      0.23,      0.72,      3.86,      0.17,      0.34,      3.93,      0.15,
edge_CHEMBL3265021_CHEMBL3265024,    -11.62,      0.15,      0.16,     -0.08,    -11.25,      0.15,      0.16,     -0.07,    -11.29,      0.16,      0.17,      0.01,    -11.94,      0.14,      0.14,      0.07,    -11.40,      0.14,      0.15,      0.07,    -12.87,      0.14,      0.14,      0.05,     -0.32,      0.20,      0.22,     -0.16,      0.20,      0.21,     -1.58,      0.22,      0.22,     -0.68,      0.46,
edge_CHEMBL3265021_CHEMBL3265022,      0.52,      0.05,      0.05,      0.03,      0.57,      0.05,      0.06,     -0.00,      0.49,      0.06,      0.06,      0.01,      0.45,      0.08,      0.09,      0.06,      0.65,      0.10,      0.10,      0.05,      1.29,      0.08,      0.11,      0.24,     -0.07,      0.10,      0.10,      0.08,      0.11,      0.12,      0.80,      0.10,      0.13,      0.27,      0.27,
edge_CHEMBL3265021_CHEMBL3265020,     -1.97,      0.05,      0.05,     -0.01,     -1.94,      0.05,      0.05,      0.06,     -1.68,      0.05,      0.07,      0.13,     -0.18,      0.09,      0.08,     -0.07,     -0.73,      0.07,      0.07,     -0.06,     -0.42,      0.07,      0.07,     -0.01,      1.79,      0.10,      0.09,      1.21,      0.08,      0.08,      1.26,      0.09,      0.10,      1.42,      0.19,
edge_CHEMBL3265021_CHEMBL3265017,      9.65,      0.06,      0.06,     -0.05,      9.70,      0.05,      0.05,      0.00,      9.77,      0.05,      0.06,      0.07,      9.40,      0.08,      0.08,     -0.05,      9.64,      0.08,      0.07,     -0.04,      9.41,      0.08,      0.08,     -0.04,     -0.26,      0.10,      0.10,     -0.06,      0.09,      0.09,     -0.36,      0.10,      0.10,     -0.23,      0.10,
edge_CHEMBL3265021_CHEMBL3265035,      9.90,      0.13,      0.14,      0.01,     10.04,      0.14,      0.15,     -0.05,      9.98,      0.14,      0.14,     -0.01,      9.12,      0.25,      0.30,      0.15,      9.36,      0.21,      0.19,     -0.19,      9.10,      0.25,      0.18,     -0.28,     -0.78,      0.28,      0.33,     -0.68,      0.25,      0.24,     -0.88,      0.29,      0.23,     -0.78,      0.15,
edge_CHEMBL3265021_CHEMBL3265023,     -6.33,      0.14,      0.13,     -0.14,     -6.38,      0.14,      0.14,      0.00,     -6.26,      0.14,      0.14,      0.04,     -6.97,      0.08,      0.08,      0.14,     -6.62,      0.10,      0.10,     -0.02,     -6.96,      0.07,      0.08,      0.04,     -0.65,      0.16,      0.15,     -0.24,      0.17,      0.17,     -0.70,      0.16,      0.16,     -0.53,      0.16,
edge_CHEMBL3265021_CHEMBL3265013,    -29.75,      0.09,      0.08,     -0.07,    -29.09,      0.11,      0.11,      0.03,    -29.82,      0.08,      0.08,     -0.05,    -28.22,      0.13,      0.22,      0.43,    -28.78,      0.19,      0.22,      0.18,    -29.39,      0.15,      0.19,      0.17,      1.53,      0.16,      0.23,      0.31,      0.22,      0.25,      0.43,      0.17,      0.20,      0.75,      0.40,
edge_CHEMBL3264998_CHEMBL3264995,     42.68,      0.11,      0.11,      0.05,     42.61,      0.09,      0.11,      0.07,     42.51,      0.10,      0.10,     -0.01,     42.22,      0.22,      0.24,      0.04,     42.61,      0.17,      0.16,     -0.07,     42.86,      0.16,      0.17,      0.11,     -0.46,      0.25,      0.26,      0.00,      0.19,      0.20,      0.35,      0.19,      0.20,     -0.03,      0.26,
edge_CHEMBL3264998_CHEMBL3265001,     28.55,      0.11,      0.11,      0.04,     28.31,      0.14,      0.12,     -0.01,     28.33,      0.13,      0.13,     -0.05,     28.84,      0.19,      0.21,      0.11,     28.14,      0.16,      0.24,      0.32,     28.87,      0.14,      0.18,      0.12,      0.29,      0.22,      0.24,     -0.17,      0.21,      0.27,      0.54,      0.19,      0.23,      0.22,      0.23,
edge_CHEMBL3265035_CHEMBL3265024,    -21.12,      0.16,      0.14,     -0.07,    -21.11,      0.16,      0.16,      0.10,    -20.76,      0.13,      0.15,      0.15,    -20.94,      0.26,      0.34,      0.16,    -22.37,      0.34,      0.35,      0.16,    -22.37,      0.35,      0.39,     -0.04,      0.17,      0.31,      0.37,     -1.26,      0.38,      0.39,     -1.61,      0.38,      0.42,     -0.90,      0.56,
edge_CHEMBL3265035_CHEMBL3264996,    -19.63,      0.76,      1.07,      0.73,    -19.76,      0.30,      1.45,      0.94,    -22.03,      0.26,      0.33,      0.16,    -22.61,      0.37,      5.60,      1.00,    -23.44,      0.55,      8.25,      1.00,    -23.80,      0.74,     24.35,      1.00,     -2.97,      0.85,      5.71,     -3.68,      0.63,      8.38,     -1.77,      0.79,     24.36,     -2.81,      0.66,
edge_CHEMBL3265013_CHEMBL3265020,     20.92,      0.07,      0.09,      0.10,     20.84,      0.08,      0.08,     -0.01,     20.93,      0.08,      0.09,      0.16,     21.28,      0.15,      0.18,      0.23,     21.70,      0.11,      0.15,      0.13,     21.56,      0.12,      0.13,      0.08,      0.35,      0.17,      0.20,      0.87,      0.13,      0.17,      0.63,      0.14,      0.16,      0.62,      0.16,
edge_CHEMBL3265013_CHEMBL3265023,     23.34,      0.10,      0.11,      0.10,     23.37,      0.08,      0.10,      0.12,     23.31,      0.07,      0.09,      0.06,     22.65,      0.11,      0.24,      0.63,     22.05,      0.11,      0.15,      0.32,     21.69,      0.12,      0.22,      0.57,     -0.69,      0.15,      0.26,     -1.31,      0.14,      0.18,     -1.62,      0.14,      0.24,     -1.21,      0.28,
edge_CHEMBL3265013_CHEMBL3265004,     27.06,      0.20,      0.24,      0.05,     27.22,      0.14,      0.21,      0.21,     27.02,      0.26,      0.24,      0.04,     23.69,      0.60,      2.10,      0.95,     23.77,      0.38,      1.01,      0.84,     24.24,      0.89,      0.79,     -0.23,     -3.37,      0.63,      2.11,     -3.45,      0.41,      1.03,     -2.78,      0.93,      0.82,     -3.20,      0.40,
edge_CHEMBL3265013_CHEMBL3265012,    -14.98,      0.07,      0.07,     -0.06,    -15.09,      0.06,      0.06,      0.01,    -14.96,      0.06,      0.07,      0.11,    -15.77,      0.12,      0.11,     -0.06,    -15.90,      0.13,      0.12,     -0.16,    -15.52,      0.11,      0.13,      0.21,     -0.80,      0.14,      0.13,     -0.81,      0.14,      0.14,     -0.55,      0.13,      0.15,     -0.72,      0.10,
