leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_SHP099-1_E8,     81.19,      0.20,      0.17,     -0.13,     80.38,      0.21,      0.22,      0.05,     80.49,      0.17,      0.25,      0.42,     81.55,      0.18,      0.27,      0.38,     81.85,      0.25,      0.22,     -0.17,     80.82,      0.23,      0.26,      0.14,      0.36,      0.26,      0.31,      1.47,      0.32,      0.31,      0.32,      0.29,      0.36,      0.72,      0.40,
edge_SHP099-1_E14,     80.36,      0.44,      0.58,      0.28,     80.46,      0.39,      0.43,      0.09,     80.45,      0.52,      0.46,     -0.11,     79.60,      0.38,      3.60,      0.99,     80.98,      0.35,      0.61,      0.54,     75.48,      0.31,      1.55,      0.95,     -0.76,      0.58,      3.64,      0.52,      0.53,      0.75,     -4.97,      0.61,      1.61,     -1.74,      1.67,
edge_SHP099-1_E22,     29.59,      0.17,      0.18,      0.10,     28.91,      0.17,      0.19,      0.25,     29.24,      0.21,      0.18,     -0.05,     27.75,      0.13,      0.17,      0.21,     28.07,      0.20,      0.28,      0.32,     27.96,      0.13,      0.13,     -0.03,     -1.85,      0.22,      0.25,     -0.84,      0.26,      0.34,     -1.28,      0.25,      0.22,     -1.32,      0.31,
edge_SHP099-1_E2,   -144.35,      0.19,      0.22,      0.19,   -143.58,      0.22,      0.24,      0.03,   -144.63,      0.20,      0.21,      0.13,   -140.82,      0.32,      0.67,      0.69,   -144.59,      1.04,      0.56,     -0.37,   -143.85,      0.24,      1.06,      0.90,      3.54,      0.37,      0.71,     -1.01,      1.07,      0.61,      0.78,      0.31,      1.08,      1.10,      1.34,
edge_SHP099-1_E1,   -140.48,      0.21,      0.23,      0.06,   -140.39,      0.23,      0.27,      0.19,   -140.75,      0.22,      0.20,     -0.08,   -140.51,      0.37,      0.33,     -0.02,   -138.84,      0.23,      0.22,     -0.06,   -139.60,      0.16,      0.47,      0.82,     -0.03,      0.42,      0.40,      1.55,      0.32,      0.35,      1.15,      0.27,      0.51,      0.89,      0.49,
edge_SHP099-1_E30,     -2.95,      0.26,      0.23,      0.01,     -3.10,      0.23,      0.20,     -0.11,     -2.77,      0.27,      0.21,     -0.19,     -3.08,      0.17,      0.16,     -0.04,     -2.80,      0.22,      0.34,      0.34,     -2.61,      0.20,      0.18,     -0.14,     -0.13,      0.31,      0.28,      0.30,      0.32,      0.39,      0.17,      0.33,      0.28,      0.11,      0.20,
edge_SHP099-1_E5,   -234.17,      0.38,      0.33,     -0.03,   -235.11,      0.29,      0.40,      0.27,   -234.51,      0.19,      0.41,      0.65,   -230.68,      0.34,     23.87,      1.00,   -234.38,      0.83,      0.79,      0.57,   -231.21,      0.40,     15.00,      1.00,      3.49,      0.51,     23.87,      0.73,      0.88,      0.89,      3.30,      0.45,     15.01,      2.51,      0.92,
edge_SHP099-1_E28,      1.18,      0.22,      0.23,      0.01,      0.35,      0.17,      0.19,      0.02,     -0.13,      0.21,      0.22,      0.01,      1.43,      0.27,      0.90,      0.83,      1.46,      0.36,      0.72,      0.65,      0.62,      0.19,      0.66,      0.86,      0.24,      0.35,      0.93,      1.11,      0.40,      0.75,      0.76,      0.28,      0.70,      0.70,      0.29,
edge_SHP099-1_10,     15.99,      0.10,      0.09,     -0.00,     16.05,      0.08,      0.09,      0.10,     16.10,      0.09,      0.08,      0.03,     15.92,      0.22,      0.32,      0.22,     14.27,      0.16,      0.54,      0.84,     17.34,      0.15,      0.16,      0.13,     -0.07,      0.24,      0.33,     -1.79,      0.18,      0.54,      1.25,      0.17,      0.18,     -0.20,      0.88,
edge_SHP099-1_E23,     30.18,      0.16,      0.16,     -0.04,     30.83,      0.12,      0.15,      0.10,     31.06,      0.15,      0.14,     -0.00,     29.40,      0.11,      0.14,      0.16,     28.84,      0.16,      0.18,      0.21,     28.76,      0.22,      0.19,     -0.09,     -0.78,      0.20,      0.22,     -1.99,      0.20,      0.24,     -2.30,      0.26,      0.24,     -1.69,      0.47,
edge_SHP099-1_E26,     28.56,      0.30,      0.84,      0.84,     28.97,      0.35,      1.30,      0.94,     26.44,      0.21,      0.28,      0.28,     26.90,      0.56,     91.36,      1.00,     26.39,      0.47,      5.24,      0.99,     31.37,      0.39,     22.12,      1.00,     -1.66,      0.64,     91.36,     -2.58,      0.58,      5.40,      4.93,      0.44,     22.13,      0.23,      2.37,
edge_SHP099-1_E25,     53.71,      0.20,      0.26,      0.10,     52.70,      0.22,      0.22,     -0.08,     53.93,      0.25,      0.30,      0.25,     52.30,      0.49,      8.25,      1.00,     52.19,      0.35,     10.22,      1.00,     52.04,      0.37,      4.07,      0.99,     -1.41,      0.53,      8.25,     -0.51,      0.42,     10.22,     -1.89,      0.44,      4.08,     -1.27,      0.46,
edge_SHP099-1_E24,      9.36,      0.19,      0.18,     -0.09,      9.10,      0.18,      0.18,      0.02,      9.23,      0.16,      0.15,      0.04,      9.26,      0.16,      0.12,     -0.20,      9.91,      0.12,      0.14,      0.11,     10.06,      0.15,      0.17,      0.15,     -0.10,      0.25,      0.21,      0.81,      0.22,      0.23,      0.83,      0.22,      0.23,      0.51,      0.32,
edge_E22_E23,      0.69,      0.18,      0.16,     -0.02,      0.88,      0.16,      0.16,     -0.03,      0.92,      0.14,      0.16,      0.04,      1.00,      0.07,      0.08,     -0.00,      0.67,      0.09,      0.10,      0.09,      0.76,      0.08,      0.09,      0.10,      0.31,      0.20,      0.18,     -0.21,      0.18,      0.19,     -0.16,      0.16,      0.19,     -0.02,      0.18,
edge_E22_7,    -53.35,      0.40,      0.31,     -0.23,    -53.94,      0.23,      0.30,      0.37,    -53.49,      0.33,      0.31,     -0.01,    -53.01,      0.24,     37.94,      1.00,    -51.10,      0.71,     43.60,      1.00,    -51.37,      0.32,      6.39,      1.00,      0.34,      0.46,     37.94,      2.84,      0.75,     43.60,      2.12,      0.46,      6.40,      1.77,      0.77,
edge_E29_E9,     87.67,      0.33,      0.34,     -0.01,     87.28,      0.23,      0.24,      0.04,     87.87,      0.26,      0.30,      0.26,     91.03,      0.41,      0.30,     -0.19,     92.80,      0.45,      0.69,      0.60,     87.98,      0.22,      2.22,      0.98,      3.36,      0.53,      0.45,      5.51,      0.50,      0.73,      0.11,      0.35,      2.24,      3.00,      1.59,
edge_E29_11,     72.95,      0.16,      0.17,     -0.01,     73.10,      0.15,      0.16,      0.08,     73.20,      0.17,      0.19,      0.07,     73.04,      0.37,      0.31,     -0.25,     72.87,      0.97,      2.85,      0.98,     72.40,      0.32,      0.34,      0.02,      0.09,      0.40,      0.35,     -0.23,      0.98,      2.85,     -0.80,      0.36,      0.39,     -0.31,      0.42,
edge_11_E25,    -12.65,      0.16,      0.18,      0.10,    -12.92,      0.21,      0.20,     -0.14,    -12.55,      0.24,      0.21,     -0.05,    -13.27,      0.53,      2.15,      0.95,    -12.36,      0.67,      1.21,      0.77,    -12.49,      0.55,      0.95,      0.74,     -0.62,      0.55,      2.16,      0.55,      0.70,      1.22,      0.06,      0.60,      0.97,     -0.00,      0.44,
edge_11_E6,   -248.77,      0.15,      0.15,     -0.00,   -248.57,      0.18,      0.16,     -0.12,   -248.73,      0.16,      0.18,      0.05,   -249.53,      0.50,      0.51,      0.02,   -251.00,      0.36,      0.60,      0.56,   -249.90,      0.33,      0.33,     -0.00,     -0.76,      0.52,      0.53,     -2.43,      0.40,      0.62,     -1.17,      0.36,      0.37,     -1.45,      0.54,
edge_11_4,   -104.63,      0.17,      0.18,      0.04,   -103.95,      0.21,      0.23,      0.14,   -104.07,      0.20,      0.20,      0.14,   -102.68,      0.38,      6.09,      1.00,   -101.37,      0.43,      2.97,      0.98,   -101.64,      0.41,      4.01,      0.99,      1.95,      0.42,      6.09,      2.58,      0.48,      2.98,      2.42,      0.46,      4.01,      2.32,      0.28,
edge_11_7,    -90.06,      0.25,      0.32,      0.09,    -90.55,      0.23,      0.27,      0.12,    -90.23,      0.29,      0.33,      0.14,    -87.97,      0.47,      3.77,      0.99,    -89.43,      0.58,    195.29,      1.00,    -88.50,      0.38,      5.05,      0.99,      2.10,      0.53,      3.79,      1.12,      0.62,    195.29,      1.73,      0.48,      5.07,      1.65,      0.39,
edge_4_E5,   -203.01,      0.21,      1.26,      0.94,   -202.89,      0.46,      0.77,      0.60,   -202.53,      0.22,      0.92,      0.91,   -200.34,      0.90,      1.45,      0.84,   -202.02,      0.72,     75.95,      1.00,   -200.01,      0.95,     15.87,      1.00,      2.67,      0.93,      1.92,      0.87,      0.85,     75.96,      2.52,      0.98,     15.89,      2.02,      0.71,
edge_4_E27,    106.58,      0.15,      0.17,      0.08,    106.12,      0.20,      0.17,     -0.02,    106.20,      0.15,      0.15,     -0.06,    106.95,      0.33,      0.46,      0.24,    107.66,      0.19,      0.39,      0.64,    104.60,      0.16,      0.24,      0.27,      0.38,      0.37,      0.49,      1.53,      0.27,      0.42,     -1.60,      0.22,      0.28,      0.10,      0.93,
edge_4_SHP836-2,    -49.43,      0.10,      0.11,      0.00,    -49.48,      0.14,      0.14,      0.03,    -49.40,      0.15,      0.14,      0.00,    -49.72,      0.12,      0.20,      0.44,    -50.87,      0.11,      0.10,     -0.07,    -49.77,      0.16,      0.18,      0.22,     -0.29,      0.15,      0.23,     -1.40,      0.18,      0.17,     -0.37,      0.21,      0.22,     -0.68,      0.36,
edge_E2_E23,    175.19,      0.25,      0.25,      0.04,    175.11,      0.24,      0.25,      0.08,    175.08,      0.25,      0.26,      0.00,    176.29,      0.22,      0.78,      0.84,    172.49,      0.51,      0.47,     -0.10,    172.78,      0.38,      0.55,      0.46,      1.10,      0.33,      0.82,     -2.62,      0.57,      0.53,     -2.29,      0.45,      0.61,     -1.27,      1.20,
edge_E2_E1,      3.32,      0.13,      0.16,      0.06,      3.59,      0.17,      0.15,     -0.09,      3.75,      0.16,      0.14,     -0.07,      3.67,      0.08,      0.10,      0.05,      3.55,      0.07,      0.08,      0.08,      3.53,      0.08,      0.09,      0.13,      0.35,      0.15,      0.19,     -0.04,      0.19,      0.17,     -0.21,      0.18,      0.17,      0.03,      0.18,
