#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3265015_CHEMBL3265011  0.17  0.28
edge_CHEMBL3265015_CHEMBL3265017  -0.72  0.72
edge_CHEMBL3265015_CHEMBL3265009  -1.38  0.25
edge_CHEMBL3265015_CHEMBL3264999  -0.49  0.46
edge_CHEMBL3265015_CHEMBL3265014  -0.19  0.43
edge_CHEMBL3265015_CHEMBL3259820  -1.44  0.24
edge_CHEMBL3265031_CHEMBL3265024  0.08  0.83
edge_CHEMBL3265031_CHEMBL3265037  -0.90  1.12
edge_CHEMBL3265031_CHEMBL3265030_n  -0.74  0.30
edge_CHEMBL3265021_CHEMBL3265011  0.19  0.21
edge_CHEMBL3265021_CHEMBL3265024  0.65  0.38
edge_CHEMBL3265021_CHEMBL3265022  -0.86  0.08
edge_CHEMBL3265021_CHEMBL3265020  -0.33  0.17
edge_CHEMBL3265021_CHEMBL3265017  -0.24  0.07
edge_CHEMBL3265021_CHEMBL3265035  -0.31  0.19
edge_CHEMBL3265021_CHEMBL3265023  0.23  0.15
edge_CHEMBL3265021_CHEMBL3265013  -0.29  0.30
edge_CHEMBL3264998_CHEMBL3264995  0.78  0.56
edge_CHEMBL3264998_CHEMBL3265001  1.20  0.43
edge_CHEMBL3265035_CHEMBL3265024  1.11  0.36
edge_CHEMBL3265035_CHEMBL3264996  0.00  0.66
edge_CHEMBL3265013_CHEMBL3265020  -0.13  0.20
edge_CHEMBL3265013_CHEMBL3265023  0.82  0.17
edge_CHEMBL3265013_CHEMBL3265004  -4.49  0.98
edge_CHEMBL3265013_CHEMBL3265012  -0.31  0.10
edge_CHEMBL3265013_CHEMBL3259820  -0.02  0.08
edge_CHEMBL3265036_CHEMBL3265016  -0.14  0.51
edge_CHEMBL3265036_CHEMBL3265029  -0.30  0.23
edge_CHEMBL3265034_CHEMBL3265026  3.17  1.24
edge_CHEMBL3265034_CHEMBL3265027  1.55  0.50
edge_CHEMBL3265034_CHEMBL3265037  0.18  0.43
edge_CHEMBL3265034_CHEMBL3265033  0.61  0.09
edge_CHEMBL3265014_CHEMBL3265028  -0.98  0.77
edge_CHEMBL3265014_CHEMBL3265022  -1.21  1.43
edge_CHEMBL3265014_CHEMBL3265025  -0.67  0.32
edge_CHEMBL3265014_CHEMBL3265006  -0.03  0.53
edge_CHEMBL3265009_CHEMBL3265008  0.32  0.20
edge_CHEMBL3265009_CHEMBL3265020  0.35  0.30
edge_CHEMBL3265009_CHEMBL3265005  0.59  0.17
