leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_3a_7,     15.30,      0.08,      0.10,      0.11,     15.36,      0.09,      0.10,      0.06,     15.23,      0.10,      0.10,      0.01,     17.42,      0.11,      0.14,      0.20,     17.39,      0.10,      0.11,     -0.12,     17.75,      0.12,      0.12,     -0.06,      2.12,      0.13,      0.17,      2.02,      0.13,      0.14,      2.52,      0.15,      0.16,      2.22,      0.16,
edge_3a_5m,     -4.19,      0.08,      0.07,     -0.04,     -4.13,      0.09,      0.07,     -0.12,     -4.25,      0.06,      0.06,     -0.09,     -4.35,      0.12,      0.11,     -0.12,     -3.35,      0.14,      0.22,      0.35,     -4.18,      0.12,      0.14,      0.17,     -0.16,      0.14,      0.13,      0.78,      0.17,      0.24,      0.08,      0.13,      0.15,      0.23,      0.28,
edge_3a_3b,      3.79,      0.06,      0.06,      0.03,      3.76,      0.05,      0.05,     -0.04,      3.78,      0.05,      0.05,     -0.02,      2.67,      0.11,      0.09,     -0.12,      3.36,      0.10,      0.09,     -0.28,      3.69,      0.06,      0.06,     -0.03,     -1.13,      0.12,      0.10,     -0.40,      0.12,      0.10,     -0.09,      0.07,      0.08,     -0.54,      0.31,
edge_5f_5a,    -25.22,      0.06,      0.07,      0.03,    -25.26,      0.05,      0.06,     -0.01,    -25.22,      0.07,      0.07,     -0.04,    -24.91,      0.09,      0.09,      0.04,    -25.03,      0.08,      0.09,     -0.00,    -24.95,      0.09,      0.10,      0.08,      0.31,      0.11,      0.11,      0.23,      0.10,      0.11,      0.27,      0.12,      0.12,      0.27,      0.06,
edge_5f_5i,    -16.52,      0.06,      0.07,      0.00,    -16.45,      0.06,      0.06,      0.03,    -16.43,      0.06,      0.06,     -0.04,    -17.36,      0.10,      0.10,     -0.05,    -16.72,      0.09,      0.09,     -0.00,    -17.33,      0.09,      0.11,     -0.01,     -0.85,      0.12,      0.12,     -0.27,      0.11,      0.11,     -0.90,      0.11,      0.12,     -0.67,      0.21,
edge_5f_5l,    -20.46,      0.12,      0.14,      0.09,    -20.59,      0.12,      0.14,     -0.04,    -20.47,      0.14,      0.14,     -0.03,    -21.09,      0.12,      0.13,      0.04,    -21.35,      0.15,      0.16,      0.05,    -21.22,      0.18,      0.17,      0.01,     -0.63,      0.17,      0.19,     -0.76,      0.19,      0.22,     -0.76,      0.22,      0.22,     -0.71,      0.11,
edge_8e_5k,    -50.19,      0.13,      0.11,     -0.12,    -50.29,      0.11,      0.11,     -0.09,    -50.30,      0.11,      0.12,      0.08,    -52.14,      0.14,      0.30,      0.58,    -50.91,      0.23,      0.23,      0.07,    -51.25,      0.24,      0.23,     -0.04,     -1.95,      0.19,      0.32,     -0.62,      0.26,      0.26,     -0.95,      0.27,      0.26,     -1.18,      0.41,
edge_8e_8a,     15.26,      0.08,      0.07,     -0.05,     15.32,      0.07,      0.07,     -0.02,     15.18,      0.07,      0.07,     -0.01,     15.48,      0.08,      0.09,      0.04,     14.89,      0.14,      0.16,      0.13,     15.33,      0.08,      0.09,      0.07,      0.22,      0.12,      0.12,     -0.43,      0.16,      0.18,      0.16,      0.11,      0.11,     -0.02,      0.21,
edge_8e_8b,     22.09,      0.08,      0.07,     -0.04,     21.91,      0.07,      0.07,     -0.00,     22.01,      0.06,      0.06,      0.05,     20.90,      0.12,      0.11,     -0.03,     20.57,      0.11,      0.11,     -0.06,     20.93,      0.07,      0.09,      0.13,     -1.19,      0.14,      0.13,     -1.34,      0.13,      0.12,     -1.08,      0.09,      0.11,     -1.20,      0.10,
edge_8e_8c,    -21.74,      0.16,      0.22,      0.24,    -22.04,      0.07,      0.28,      0.78,    -22.14,      0.09,      0.27,      0.72,    -22.50,      0.13,      0.67,      0.92,    -22.60,      0.16,      0.45,      0.70,    -22.05,      0.22,      0.44,      0.64,     -0.76,      0.20,      0.70,     -0.56,      0.18,      0.53,      0.09,      0.24,      0.52,     -0.41,      0.27,
edge_5l_5e,     -6.34,      0.08,      0.08,      0.02,     -6.24,      0.10,      0.08,     -0.07,     -6.31,      0.08,      0.07,      0.01,     -2.19,      0.22,      0.26,      0.13,     -3.36,      0.13,      0.15,      0.08,     -3.82,      0.14,      0.18,      0.11,      4.15,      0.24,      0.27,      2.88,      0.16,      0.17,      2.49,      0.16,      0.19,      3.17,      0.50,
edge_5l_5j,    -15.06,      0.07,      0.07,     -0.03,    -15.04,      0.06,      0.06,     -0.04,    -15.11,      0.08,      0.07,     -0.05,    -15.10,      0.11,      0.15,      0.20,    -14.86,      0.13,      0.15,      0.23,    -14.85,      0.10,      0.10,      0.12,     -0.04,      0.13,      0.16,      0.17,      0.14,      0.16,      0.26,      0.13,      0.13,      0.13,      0.11,
edge_5l_5p,     21.67,      0.14,      0.15,      0.02,     21.42,      0.16,      0.14,     -0.07,     21.57,      0.16,      0.15,     -0.07,     21.86,      0.34,      0.37,      0.13,     22.50,      0.26,      0.25,      0.07,     22.13,      0.35,      0.40,      0.29,      0.20,      0.37,      0.40,      1.08,      0.31,      0.29,      0.57,      0.39,      0.43,      0.61,      0.30,
edge_8b_8a,     -6.48,      0.09,      0.09,      0.06,     -6.43,      0.09,      0.09,      0.05,     -6.44,      0.09,      0.09,     -0.03,     -5.41,      0.09,      0.09,     -0.08,     -4.89,      0.10,      0.10,      0.00,     -5.37,      0.12,      0.10,     -0.11,      1.08,      0.13,      0.12,      1.54,      0.14,      0.14,      1.08,      0.15,      0.14,      1.23,      0.17,
edge_8b_8f,    -31.31,      0.06,      0.07,      0.02,    -31.25,      0.07,      0.07,     -0.01,    -31.28,      0.07,      0.07,     -0.03,    -31.27,      0.09,      0.12,      0.30,    -30.83,      0.07,      0.08,      0.11,    -31.22,      0.06,      0.09,      0.21,      0.04,      0.11,      0.14,      0.43,      0.10,      0.10,      0.06,      0.09,      0.11,      0.18,      0.13,
edge_8b_8d,    -52.94,      0.06,      0.07,      0.14,    -52.88,      0.08,      0.07,      0.06,    -52.81,      0.07,      0.07,     -0.05,    -53.50,      0.08,      0.07,     -0.08,    -53.46,      0.07,      0.08,      0.12,    -52.58,      0.10,      0.09,     -0.07,     -0.56,      0.10,      0.10,     -0.58,      0.10,      0.11,      0.23,      0.12,      0.12,     -0.30,      0.27,
edge_5g_5a,    -14.33,      0.07,      0.07,      0.03,    -14.36,      0.08,      0.07,     -0.07,    -14.41,      0.07,      0.07,      0.08,    -14.46,      0.12,      0.11,     -0.07,    -14.12,      0.08,      0.10,      0.10,    -13.87,      0.10,      0.10,     -0.06,     -0.13,      0.14,      0.13,      0.24,      0.12,      0.12,      0.54,      0.12,      0.13,      0.22,      0.20,
edge_5g_5b,    -38.32,      0.07,      0.07,      0.05,    -38.19,      0.07,      0.07,     -0.04,    -38.16,      0.07,      0.07,     -0.03,    -39.14,      0.10,      0.10,     -0.06,    -39.17,      0.09,      0.11,      0.15,    -39.16,      0.10,      0.11,     -0.04,     -0.83,      0.12,      0.12,     -0.98,      0.11,      0.13,     -1.00,      0.12,      0.13,     -0.94,      0.08,
edge_5g_5d,    -10.38,      0.07,      0.07,      0.09,    -10.50,      0.07,      0.07,      0.01,    -10.41,      0.08,      0.07,      0.05,    -10.00,      0.10,      0.10,     -0.04,    -10.88,      0.11,      0.15,      0.30,     -9.77,      0.11,      0.11,     -0.06,      0.38,      0.12,      0.12,     -0.38,      0.13,      0.17,      0.64,      0.14,      0.13,      0.21,      0.31,
edge_5g_5h,     17.69,      0.22,      0.24,      0.10,     18.12,      0.20,      0.29,      0.46,     17.29,      0.12,      0.15,      0.08,     18.11,      0.19,      0.20,      0.05,     17.70,      0.22,      0.21,     -0.00,     18.51,      0.25,      0.27,      0.06,      0.42,      0.29,      0.32,     -0.42,      0.29,      0.36,      1.22,      0.28,      0.31,      0.40,      0.48,
edge_1b_1a,     13.37,      0.06,      0.06,     -0.01,     13.50,      0.05,      0.06,      0.02,     13.45,      0.06,      0.07,     -0.04,     15.04,      0.07,      0.09,      0.13,     15.14,      0.09,      0.08,     -0.10,     15.10,      0.07,      0.07,     -0.01,      1.68,      0.09,      0.11,      1.64,      0.10,      0.10,      1.64,      0.09,      0.10,      1.65,      0.05,
edge_1b_5h,     28.01,      0.08,      0.09,     -0.01,     28.16,      0.10,      0.10,      0.05,     28.05,      0.08,      0.08,     -0.05,     27.83,      0.23,      0.22,      0.01,     27.36,      0.14,      0.12,     -0.22,     27.44,      0.18,      0.17,     -0.04,     -0.18,      0.24,      0.23,     -0.80,      0.17,      0.16,     -0.61,      0.20,      0.19,     -0.53,      0.21,
edge_1b_5d,      0.95,      0.08,      0.08,     -0.01,      0.98,      0.07,      0.08,      0.07,      1.10,      0.06,      0.07,      0.06,     -1.30,      0.12,      0.16,      0.26,     -0.92,      0.13,      0.14,     -0.02,     -0.82,      0.16,      0.14,     -0.04,     -2.24,      0.15,      0.18,     -1.90,      0.15,      0.16,     -1.92,      0.17,      0.16,     -2.02,      0.13,
edge_1b_5n,     22.24,      0.15,      0.16,      0.07,     22.53,      0.16,      0.15,     -0.02,     22.70,      0.16,      0.15,     -0.18,     21.47,      0.40,      0.42,     -0.06,     20.71,      0.37,      0.31,     -0.03,     20.90,      0.26,      0.28,      0.02,     -0.77,      0.43,      0.45,     -1.82,      0.40,      0.34,     -1.79,      0.31,      0.32,     -1.46,      0.38,
edge_1b_5c,     -7.70,      0.07,      0.08,      0.05,     -7.88,      0.07,      0.07,     -0.00,     -7.88,      0.08,      0.09,      0.04,     -9.54,      0.12,      0.12,     -0.06,     -9.79,      0.16,      0.19,      0.19,     -8.86,      0.13,      0.15,     -0.02,     -1.84,      0.14,      0.14,     -1.91,      0.17,      0.20,     -0.98,      0.16,      0.17,     -1.58,      0.31,
edge_5e_5a,      1.56,      0.12,      0.14,      0.14,      1.43,      0.15,      0.16,      0.04,      1.47,      0.13,      0.16,      0.09,     -1.22,      0.23,      0.41,      0.56,      0.01,      0.24,      0.21,     -0.11,      1.91,      0.29,      0.36,      0.21,     -2.78,      0.26,      0.43,     -1.42,      0.28,      0.27,      0.44,      0.32,      0.39,     -1.26,      0.93,
