leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_23466_23475,      5.46,      0.18,      0.17,     -0.04,      5.33,      0.15,      0.17,     -0.04,      5.45,      0.23,      0.20,     -0.08,      4.04,      0.33,      1.10,      0.91,      2.25,      0.56,      0.60,      0.13,      2.53,      0.38,      1.58,      0.94,     -1.42,      0.38,      1.11,     -3.08,      0.58,      0.62,     -2.92,      0.44,      1.59,     -2.47,      0.57,
edge_23467_23466,    -24.63,      0.11,      0.10,     -0.03,    -24.30,      0.09,      0.13,      0.18,    -24.53,      0.17,      0.14,     -0.08,    -24.87,      0.19,      0.22,      0.09,    -24.00,      0.13,      0.12,      0.06,    -24.28,      0.25,      0.24,      0.09,     -0.24,      0.22,      0.24,      0.30,      0.16,      0.18,      0.25,      0.30,      0.28,      0.10,      0.21,
edge_23467_23468,    -29.84,      0.13,      0.13,      0.01,    -29.87,      0.13,      0.12,     -0.07,    -29.74,      0.13,      0.14,      0.06,    -29.88,      0.21,      0.22,      0.21,    -29.54,      0.21,      0.64,      0.85,    -29.44,      0.19,      0.20,      0.13,     -0.04,      0.25,      0.26,      0.33,      0.25,      0.65,      0.30,      0.23,      0.24,      0.20,      0.17,
edge_23467_23469,      0.49,      0.19,      0.17,     -0.01,      0.78,      0.26,      0.22,     -0.13,      0.39,      0.22,      0.22,      0.01,      0.16,      0.39,      0.49,      0.20,     -1.08,      0.45,      0.48,      0.04,     -0.08,      0.47,      0.44,      0.01,     -0.33,      0.43,      0.52,     -1.86,      0.52,      0.53,     -0.47,      0.52,      0.49,     -0.89,      0.53,
edge_23467_23470,    -74.84,      0.21,      0.23,     -0.05,    -74.07,      0.18,      0.22,      0.09,    -74.19,      0.19,      0.21,      0.16,    -75.50,      0.66,      0.65,      0.30,    -77.26,      0.41,      0.79,      0.70,    -75.27,      0.53,      0.50,     -0.16,     -0.66,      0.69,      0.69,     -3.19,      0.45,      0.82,     -1.08,      0.56,      0.54,     -1.64,      0.83,
edge_23467_23473,     15.55,      0.15,      0.17,      0.11,     15.48,      0.18,      0.18,     -0.02,     15.60,      0.19,      0.20,     -0.07,     13.64,      0.50,      0.38,     -0.18,     13.71,      0.41,      0.36,     -0.08,     13.15,      0.32,      0.35,      0.12,     -1.91,      0.52,      0.42,     -1.77,      0.45,      0.40,     -2.45,      0.37,      0.40,     -2.04,      0.30,
edge_23467_23474,      4.37,      0.28,      0.25,     -0.09,      4.15,      0.19,      0.21,      0.18,      3.66,      0.25,      0.24,      0.00,      2.38,      0.50,      1.54,      0.91,      1.45,      0.35,      1.35,      0.94,      1.77,      0.37,      3.97,      0.99,     -1.99,      0.57,      1.56,     -2.70,      0.40,      1.37,     -1.89,      0.45,      3.98,     -2.19,      0.34,
edge_23467_23475,    -18.61,      0.18,      0.18,      0.07,    -18.50,      0.17,      0.19,      0.08,    -18.58,      0.16,      0.16,     -0.04,    -19.33,      0.23,      0.26,      0.19,    -20.58,      0.26,      0.45,      0.53,    -19.21,      0.40,      0.27,     -0.31,     -0.72,      0.29,      0.32,     -2.08,      0.31,      0.49,     -0.63,      0.43,      0.31,     -1.14,      0.49,
edge_23467_23476,     -5.82,      0.26,      0.92,      0.86,     -6.23,      0.59,      0.59,     -0.09,     -6.45,      0.20,      1.09,      0.94,     -9.74,      0.78,      1.30,      0.85,     -8.63,      1.08,      0.80,      0.11,     -9.42,      0.34,      9.60,      1.00,     -3.92,      0.82,      1.59,     -2.40,      1.23,      0.99,     -2.97,      0.39,      9.66,     -3.10,      0.59,
edge_23469_23472,    -92.96,      0.14,      0.15,      0.04,    -93.06,      0.14,      0.15,      0.08,    -92.87,      0.15,      0.17,     -0.02,    -93.48,      0.27,      0.32,      0.10,    -92.88,      0.31,      0.29,     -0.00,    -96.23,      0.31,      0.48,      0.51,     -0.52,      0.30,      0.35,      0.18,      0.34,      0.33,     -3.36,      0.34,      0.51,     -1.23,      1.09,
edge_23469_20669_2qbr,     -5.58,      0.11,      0.13,      0.10,     -5.60,      0.11,      0.13,      0.10,     -5.34,      0.13,      0.13,     -0.06,     -5.25,      0.19,      0.26,      0.23,     -4.87,      0.13,      0.14,      0.04,     -5.88,      0.29,      0.30,      0.02,      0.33,      0.22,      0.29,      0.73,      0.17,      0.19,     -0.54,      0.32,      0.33,      0.17,      0.39,
edge_23471_23466,     18.86,      0.18,      0.15,     -0.09,     19.78,      0.22,      0.25,      0.05,     18.93,      0.15,      0.15,      0.08,     19.64,      0.35,      0.28,     -0.23,     19.70,      0.26,      0.27,      0.12,     19.89,      0.29,      0.32,      0.14,      0.78,      0.39,      0.32,     -0.08,      0.34,      0.37,      0.96,      0.33,      0.35,      0.55,      0.36,
edge_23471_23468,     10.38,      0.13,      0.13,      0.01,     10.59,      0.11,      0.13,      0.12,     10.44,      0.12,      0.13,      0.04,     11.45,      0.13,      0.18,      0.30,     10.39,      0.18,      0.18,      0.06,     10.39,      0.19,      0.19,      0.05,      1.07,      0.18,      0.22,     -0.20,      0.21,      0.22,     -0.05,      0.22,      0.23,      0.27,      0.41,
edge_23471_23470,    -31.51,      0.15,      0.20,      0.31,    -31.50,      0.18,      0.19,      0.09,    -31.89,      0.17,      0.17,     -0.06,    -36.12,      0.22,      2.51,      0.99,    -32.60,      0.32,      0.25,     -0.17,    -31.96,      0.19,      0.26,      0.23,     -4.61,      0.27,      2.52,     -1.10,      0.37,      0.31,     -0.07,      0.25,      0.31,     -1.93,      1.38,
edge_23473_20669_2qbr,    -16.39,      0.14,      0.14,     -0.04,    -16.72,      0.15,      0.14,     -0.06,    -16.71,      0.14,      0.14,     -0.03,    -15.13,      0.17,      0.15,     -0.08,    -15.30,      0.17,      0.21,      0.02,    -16.55,      0.25,      0.25,     -0.04,      1.26,      0.22,      0.21,      1.42,      0.23,      0.25,      0.16,      0.29,      0.29,      0.95,      0.41,
edge_23474_23466,    -21.85,      0.18,      0.23,      0.21,    -22.14,      0.23,      0.22,     -0.05,    -22.37,      0.21,      0.23,      0.05,    -21.79,      0.41,      0.38,     -0.07,    -19.45,      0.35,      2.10,      0.98,    -21.05,      0.28,      2.63,      0.98,      0.06,      0.45,      0.44,      2.69,      0.42,      2.11,      1.32,      0.35,      2.64,      1.36,      0.78,
edge_23476_23466,    -18.73,      0.23,      0.81,      0.88,    -19.83,      0.25,      0.45,      0.60,    -16.70,      0.26,      0.34,      0.20,    -15.44,      0.83,      4.18,      0.98,    -16.04,      0.81,      4.11,      0.98,    -15.08,      0.54,      6.27,      0.99,      3.29,      0.86,      4.26,      3.79,      0.85,      4.13,      1.62,      0.60,      6.28,      2.90,      0.74,
edge_23477_23466,      3.27,      0.19,      0.19,     -0.00,      3.12,      0.19,      0.20,      0.01,      3.08,      0.20,      0.20,      0.02,      2.73,      0.64,      0.50,     -0.33,      2.70,      0.17,      0.72,      0.89,      5.20,      0.42,      0.38,     -0.09,     -0.54,      0.67,      0.53,     -0.42,      0.25,      0.75,      2.12,      0.47,      0.43,      0.39,      0.88,
edge_23477_23467,     25.68,      0.22,      0.36,      0.51,     27.53,      0.19,      0.17,     -0.07,     27.66,      0.17,      0.18,     -0.11,     29.75,      0.31,      0.47,      0.30,     29.07,      0.44,      0.50,      0.36,     30.06,      0.29,      0.58,      0.61,      4.07,      0.38,      0.59,      1.54,      0.48,      0.53,      2.40,      0.34,      0.61,      2.67,      0.76,
edge_23477_23479,    -27.13,      0.14,      0.16,     -0.01,    -27.22,      0.12,      0.13,      0.00,    -26.85,      0.13,      0.17,      0.15,    -28.12,      0.18,      0.36,      0.55,    -26.45,      0.14,      0.19,      0.26,    -27.35,      0.30,      0.37,      0.08,     -0.99,      0.23,      0.39,      0.77,      0.18,      0.23,     -0.50,      0.33,      0.41,     -0.24,      0.54,
edge_23477_23482,   -115.14,      0.19,      0.20,      0.00,   -115.44,      0.22,      0.23,      0.08,   -116.12,      0.17,      0.18,      0.10,   -115.25,      0.40,      0.39,      0.01,   -115.66,      0.26,      0.96,      0.88,   -114.46,      0.30,      0.43,      0.26,     -0.11,      0.44,      0.44,     -0.22,      0.34,      0.99,      1.66,      0.34,      0.47,      0.44,      0.63,
edge_23477_23483,    -51.68,      0.39,      0.32,     -0.21,    -52.32,      0.21,      0.30,      0.35,    -52.53,      0.22,      0.28,      0.16,    -53.06,      0.57,      1.48,      0.92,    -51.39,      1.08,      3.52,      0.98,    -52.58,      0.37,      0.81,      0.76,     -1.38,      0.69,      1.51,      0.93,      1.10,      3.53,     -0.05,      0.43,      0.86,     -0.17,      0.74,
edge_23477_23330_2qbq,     32.56,      0.19,      0.17,     -0.11,     32.42,      0.13,      0.15,      0.15,     32.37,      0.16,      0.13,     -0.09,     31.96,      0.17,      0.22,      0.24,     32.41,      0.20,      0.26,      0.19,     31.54,      0.19,      0.22,      0.20,     -0.60,      0.25,      0.28,     -0.01,      0.24,      0.30,     -0.83,      0.25,      0.26,     -0.48,      0.27,
edge_23480_23479,    -21.37,      0.44,      0.20,     -0.84,    -19.31,      0.21,      0.16,     -0.49,    -19.69,      0.20,      0.14,     -0.41,    -19.54,      0.33,220537585.85,      1.00,    -21.93,      0.34,857817907.00,      1.00,    -31.11,      0.28, 194065.77,      1.00,      1.83,      0.55,220537585.85,     -2.62,      0.40,857817907.00,    -11.42,      0.34, 194065.77,     -4.07,      3.90,
edge_23480_23482,    -72.72,      0.32,    522.36,      1.00,    -83.52,      0.22,      0.36,      0.57,    -83.97,      0.23,      0.30,      0.32,    -71.37,      0.40,   7722.98,      1.00,    -72.67,      0.70,    726.40,      1.00,    -81.59,      0.31,      0.43,      0.22,      1.35,      0.51,   7740.63,     10.85,      0.73,    726.40,      2.38,      0.39,      0.52,      4.86,      3.01,
edge_23482_23479,     84.72,      0.18,      0.16,     -0.07,     84.33,      0.15,      0.14,     -0.03,     84.32,      0.17,      0.15,     -0.04,     84.06,      0.88,      0.68,     -0.35,     84.25,      0.39,      0.42,      0.13,     86.47,      0.54,      0.59,      0.07,     -0.66,      0.90,      0.70,     -0.08,      0.42,      0.44,      2.15,      0.57,      0.61,      0.47,      0.90,
