leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_43_38,     -3.60,      0.08,      0.08,      0.03,     -3.75,      0.08,      0.07,      0.03,     -3.65,      0.09,      0.09,     -0.04,     -4.99,      0.14,      0.11,     -0.10,     -4.88,      0.15,      0.16,      0.05,     -4.76,      0.12,      0.10,     -0.18,     -1.39,      0.16,      0.14,     -1.13,      0.17,      0.17,     -1.10,      0.15,      0.13,     -1.21,      0.12,
edge_43_42,     -6.03,      0.06,      0.06,     -0.04,     -6.12,      0.07,      0.07,      0.04,     -6.04,      0.07,      0.07,     -0.04,     -6.14,      0.11,      0.09,     -0.24,     -6.85,      0.11,      0.16,      0.27,     -5.50,      0.09,      0.11,      0.22,     -0.10,      0.13,      0.11,     -0.74,      0.13,      0.18,      0.54,      0.11,      0.13,     -0.10,      0.37,
edge_43_45,     22.36,      0.13,      0.13,      0.04,     22.22,      0.12,      0.14,      0.01,     22.42,      0.13,      0.12,      0.03,     21.52,      0.27,      0.42,      0.39,     21.66,      0.17,      0.17,     -0.03,     20.06,      0.37,      0.39,     -0.00,     -0.84,      0.30,      0.44,     -0.56,      0.21,      0.22,     -2.36,      0.40,      0.40,     -1.25,      0.58,
edge_17_16,      7.42,      0.07,      0.06,     -0.07,      7.47,      0.06,      0.07,      0.08,      7.46,      0.06,      0.06,     -0.00,      5.55,      0.18,      0.19,      0.13,      5.32,      0.17,      0.18,     -0.07,      6.64,      0.09,      0.14,      0.26,     -1.86,      0.19,      0.20,     -2.15,      0.18,      0.20,     -0.82,      0.11,      0.15,     -1.61,      0.41,
edge_17_25,   -124.99,      0.14,      0.23,      0.39,   -124.51,      0.19,      0.21,      0.14,   -125.20,      0.17,      0.22,      0.24,   -126.80,      0.25,     42.20,      1.00,   -125.71,      0.32,      2.23,      0.97,   -127.39,      0.33,     97.15,      1.00,     -1.81,      0.28,     42.20,     -1.19,      0.37,      2.24,     -2.19,      0.37,     97.15,     -1.73,      0.32,
edge_17_45,     48.34,      0.12,      0.11,      0.01,     48.53,      0.12,      0.11,     -0.05,     48.28,      0.12,      0.12,      0.13,     44.73,      0.51,      0.57,      0.44,     46.77,      0.52,      0.48,     -0.15,     44.10,      0.49,      0.48,     -0.04,     -3.61,      0.52,      0.58,     -1.75,      0.53,      0.49,     -4.18,      0.50,      0.50,     -3.18,      0.78,
edge_28_25,   -173.03,      0.11,      0.13,      0.14,   -173.17,      0.13,      0.11,     -0.25,   -173.09,      0.11,      0.11,     -0.01,   -174.20,      0.25,      0.30,      0.17,   -174.21,      0.39,      0.73,      0.66,   -174.61,      0.35,      0.46,      0.48,     -1.17,      0.27,      0.33,     -1.04,      0.41,      0.74,     -1.52,      0.37,      0.47,     -1.24,      0.23,
edge_28_30,    -28.04,      0.15,      0.16,      0.06,    -28.19,      0.18,      0.16,     -0.09,    -28.15,      0.19,      0.19,     -0.01,    -31.54,      0.40,      0.61,      0.53,    -32.87,      0.52,      0.43,     -0.19,    -30.88,      0.24,      0.34,      0.28,     -3.49,      0.42,      0.63,     -4.68,      0.55,      0.46,     -2.73,      0.30,      0.39,     -3.63,      0.59,
edge_28_39,     -5.60,      0.13,      0.12,      0.04,     -5.34,      0.14,      0.13,     -0.07,     -5.25,      0.13,      0.12,     -0.04,    -10.45,      0.32,      0.36,      0.20,     -7.22,      0.40,      0.94,      0.75,     -9.02,      0.66,      0.90,      0.68,     -4.86,      0.35,      0.38,     -1.88,      0.43,      0.95,     -3.77,      0.67,      0.90,     -3.50,      0.90,
edge_22_21,      0.23,      0.05,      0.06,      0.07,      0.21,      0.05,      0.06,      0.07,      0.28,      0.06,      0.06,      0.06,      1.56,      0.10,      0.10,     -0.08,      1.32,      0.12,      0.11,     -0.16,      1.85,      0.10,      0.11,      0.05,      1.33,      0.11,      0.12,      1.12,      0.13,      0.12,      1.58,      0.12,      0.12,      1.34,      0.14,
edge_22_26,    -25.21,      0.09,      0.08,      0.00,    -25.25,      0.07,      0.07,     -0.06,    -25.32,      0.05,      0.07,      0.13,    -22.94,      0.32,      4.19,      0.99,    -24.25,      0.65,      1.29,      0.87,    -24.29,      0.50,      0.92,      0.67,      2.27,      0.33,      4.20,      1.00,      0.66,      1.29,      1.03,      0.50,      0.92,      1.43,      0.48,
edge_22_32,    -47.90,      0.11,      0.14,      0.18,    -47.88,      0.12,      0.11,     -0.03,    -47.86,      0.12,      0.12,     -0.02,    -45.74,      0.33,      0.39,      0.26,    -46.29,      0.16,      0.28,      0.48,    -46.48,      0.37,      0.37,      0.08,      2.16,      0.35,      0.42,      1.59,      0.20,      0.30,      1.37,      0.39,      0.39,      1.71,      0.27,
edge_16_14,     -1.14,      0.09,      0.09,      0.06,     -1.18,      0.09,      0.08,     -0.02,     -1.26,      0.08,      0.09,      0.09,      0.27,      0.38,      0.38,      0.17,     -0.69,      0.33,      0.68,      0.66,     -0.63,      0.34,      0.48,      0.37,      1.41,      0.39,      0.39,      0.49,      0.35,      0.69,      0.63,      0.35,      0.48,      0.84,      0.32,
edge_16_15,     11.89,      0.07,      0.08,     -0.04,     13.34,      0.16,      0.21,      0.19,     13.04,      0.11,      0.16,      0.28,     15.14,      0.21,      0.35,      0.51,     15.52,      0.24,      0.36,      0.38,     13.20,      0.11,      0.10,     -0.09,      3.26,      0.22,      0.36,      2.18,      0.29,      0.42,      0.16,      0.16,      0.19,      1.87,      0.92,
edge_16_20,    -12.33,      0.17,      0.16,     -0.14,    -12.19,      0.14,      0.15,      0.10,    -12.23,      0.16,      0.16,     -0.01,    -13.57,      0.19,      1.09,      0.95,    -14.29,      0.64,      0.44,     -0.20,    -14.59,      0.61,      1.13,      0.80,     -1.25,      0.26,      1.10,     -2.10,      0.66,      0.46,     -2.36,      0.63,      1.14,     -1.90,      0.43,
edge_16_19,     -6.60,      0.08,      0.08,     -0.03,     -6.84,      0.07,      0.08,      0.00,     -6.84,      0.06,      0.08,      0.11,     -9.18,      0.36,      0.31,     -0.28,     -7.82,      0.22,      0.24,     -0.05,     -8.80,      0.27,      0.30,     -0.01,     -2.58,      0.37,      0.32,     -0.98,      0.23,      0.25,     -1.96,      0.28,      0.31,     -1.84,      0.48,
edge_30_33,    -19.96,      0.13,      0.13,      0.05,    -19.94,      0.15,      0.13,     -0.02,    -19.67,      0.09,      0.12,      0.18,    -18.35,      0.18,      0.20,     -0.01,    -18.94,      0.18,      0.17,     -0.06,    -16.92,      0.14,      0.15,      0.05,      1.62,      0.22,      0.24,      1.00,      0.23,      0.22,      2.75,      0.16,      0.19,      1.79,      0.52,
edge_30_37,      2.11,      0.06,      0.06,     -0.07,      2.07,      0.06,      0.06,     -0.02,      2.10,      0.06,      0.06,      0.00,      1.07,      0.08,      0.07,     -0.18,      1.30,      0.07,      0.06,     -0.38,      1.06,      0.07,      0.07,     -0.06,     -1.04,      0.10,      0.09,     -0.76,      0.09,      0.08,     -1.04,      0.10,      0.10,     -0.95,      0.10,
edge_21_20,    -25.52,      0.16,      0.15,      0.00,    -25.67,      0.13,      0.15,     -0.00,    -25.16,      0.16,      0.14,     -0.15,    -27.54,      0.39,      0.78,      0.70,    -27.65,      0.30,      1.38,      0.93,    -25.16,      0.23,      1.02,      0.92,     -2.02,      0.42,      0.80,     -1.98,      0.33,      1.38,     -0.00,      0.28,      1.03,     -1.34,      0.69,
edge_21_41,      5.01,      0.19,      0.18,     -0.06,      5.15,      0.20,      0.17,     -0.11,      4.79,      0.21,      0.25,      0.16,      1.59,      0.19,      0.23,      0.17,      1.72,      0.18,      0.20,      0.12,      1.70,      0.24,      0.24,      0.00,     -3.41,      0.27,      0.30,     -3.43,      0.27,      0.26,     -3.10,      0.32,      0.35,     -3.31,      0.18,
edge_21_29,   -127.70,      0.26,      0.26,      0.03,   -127.92,      0.23,      0.25,      0.05,   -128.08,      0.20,      0.23,      0.12,   -127.72,      0.42,      0.62,      0.49,   -126.90,      0.21,      1.05,      0.93,   -127.33,      0.22,      0.47,      0.69,     -0.02,      0.49,      0.67,      1.02,      0.31,      1.08,      0.75,      0.29,      0.53,      0.58,      0.34,
edge_21_26,    -24.27,      0.05,      0.05,     -0.04,    -24.23,      0.06,      0.06,     -0.02,    -24.18,      0.06,      0.06,     -0.03,    -24.84,      0.09,      0.11,      0.13,    -23.77,      0.09,      0.08,     -0.26,    -23.76,      0.09,      0.18,      0.55,     -0.56,      0.10,      0.12,      0.46,      0.11,      0.10,      0.42,      0.11,      0.19,      0.11,      0.34,
edge_24_42,     44.32,      0.23,      0.23,      0.10,     44.69,      0.19,      0.22,      0.10,     44.63,      0.23,      0.18,     -0.16,     41.92,      0.35,      2.54,      0.98,     39.18,      0.41,      0.85,      0.74,     44.20,      0.53,      1.36,      0.85,     -2.40,      0.41,      2.55,     -5.51,      0.45,      0.88,     -0.43,      0.57,      1.38,     -2.78,      1.49,
edge_24_33,     19.49,      0.08,      0.08,     -0.00,     19.33,      0.08,      0.08,     -0.03,     19.40,      0.08,      0.08,      0.01,     17.99,      0.61,      0.87,      0.58,     18.86,      0.21,     11.51,      1.00,     17.67,      0.39,      2.23,      0.97,     -1.50,      0.61,      0.88,     -0.47,      0.22,     11.51,     -1.74,      0.39,      2.23,     -1.24,      0.44,
edge_38_29,   -132.91,      0.33,      0.32,      0.07,   -133.19,      0.26,      0.24,      0.00,   -133.87,      0.32,      0.33,     -0.03,   -129.92,      0.83,      0.68,      0.02,   -129.67,      0.76,      1.88,      0.93,   -131.35,      0.68,      0.65,      0.20,      2.99,      0.89,      0.75,      3.52,      0.81,      1.90,      2.52,      0.75,      0.73,      3.01,      0.50,
edge_31_25,   -142.55,      0.12,      0.12,     -0.00,   -142.52,      0.11,      0.13,      0.04,   -142.79,      0.11,      0.13,      0.20,   -137.34,      0.44,      1.04,      0.82,   -142.83,      0.32,      4.48,      0.99,   -141.43,      0.81,      0.76,     -0.44,      5.22,      0.46,      1.05,     -0.30,      0.34,      4.49,      1.36,      0.82,      0.77,      2.09,      1.66,
edge_31_37,      1.71,      0.06,      0.06,     -0.07,      1.64,      0.06,      0.06,      0.00,      1.66,      0.06,      0.06,      0.03,      2.28,      0.08,      0.08,     -0.03,      1.98,      0.11,      0.16,      0.36,      1.35,      0.08,      0.09,     -0.05,      0.57,      0.10,      0.10,      0.34,      0.13,      0.17,     -0.31,      0.10,      0.11,      0.20,      0.27,
