#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3402741_400_CHEMBL3402756_2.7  10.37  1.99
edge_CHEMBL3402741_400_CHEMBL3402763_90  0.78  0.81
edge_CHEMBL3402741_400_CHEMBL3402764_90  4.76  0.22
edge_CHEMBL3402742_23_CHEMBL3402756_2.7  -3.72  1.88
edge_CHEMBL3402742_23_CHEMBL3402763_90  0.04  0.29
edge_CHEMBL3402743_42_CHEMBL3402742_23  -0.14  0.17
edge_CHEMBL3402743_42_CHEMBL3402756_2.7  -2.12  0.76
edge_CHEMBL3402743_42_CHEMBL3402758_10  -1.19  0.87
edge_CHEMBL3402743_42_CHEMBL3402760_1  -2.93  0.59
edge_CHEMBL3402743_42_CHEMBL3402762_1  -4.04  1.21
edge_CHEMBL3402743_42_CHEMBL3402763_90  -0.93  0.37
edge_CHEMBL3402743_42_CHEMBL3402764_90  2.73  0.30
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5  -1.27  0.10
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12  1.97  0.10
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7  -4.88  0.39
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5  -5.70  1.35
edge_CHEMBL3402745_200_5_CHEMBL3402742_23  -2.49  0.24
edge_CHEMBL3402745_200_5_CHEMBL3402743_42  -2.18  0.12
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8  2.29  0.97
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12  2.87  0.11
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7  -3.05  0.40
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4  -0.82  1.12
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9  -0.70  0.13
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11  -0.44  0.21
edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12  -0.20  0.05
edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15  -2.76  0.23
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11  0.23  0.16
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8  1.06  0.27
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8  2.18  0.29
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9  1.21  0.10
edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11  2.53  0.20
edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11  -0.61  0.11
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14  -4.58  0.24
edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7  3.79  0.26
edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10  0.37  0.07
edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15  1.15  0.11
edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21  -7.07  0.36
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14  -1.81  0.15
edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7  -0.80  0.14
edge_CHEMBL3402758_10_CHEMBL3402742_23  2.32  1.21
edge_CHEMBL3402758_10_CHEMBL3402756_2.7  0.25  0.27
edge_CHEMBL3402758_10_CHEMBL3402760_1  -1.41  0.20
edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5  -0.71  0.36
edge_CHEMBL3402759_5.7_CHEMBL3402758_10  -0.55  0.35
edge_CHEMBL3402759_5.7_CHEMBL3402763_90  -0.30  1.11
edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14  3.14  0.43
edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15  5.53  0.40
edge_CHEMBL3402761_1_21_CHEMBL3402760_1  0.03  0.15
edge_CHEMBL3402761_1_21_CHEMBL3402762_1  -0.92  0.54
edge_CHEMBL3402762_1_CHEMBL3402760_1  1.09  0.16
edge_CHEMBL3402763_90_CHEMBL3402764_90  2.95  0.27
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23  -1.30  0.27
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42  -0.52  0.18
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4  1.91  0.42
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5  1.43  0.21
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1  -4.26  0.65
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90  2.03  0.39
