leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_43_38,     -2.66,      0.08,      0.08,     -0.04,     -2.65,      0.08,      0.09,     -0.01,     -2.74,      0.08,      0.09,      0.04,     -5.97,      0.14,      0.11,     -0.26,     -5.49,      0.14,      0.12,     -0.16,     -4.44,      0.14,      0.33,      0.69,     -3.31,      0.16,      0.14,     -2.85,      0.16,      0.15,     -1.70,      0.16,      0.34,     -2.62,      0.48,
edge_43_42,     -6.56,      0.07,      0.07,     -0.00,     -6.72,      0.08,      0.08,     -0.09,     -6.54,      0.08,      0.08,     -0.01,     -7.36,      0.13,      0.12,     -0.05,     -8.47,      0.16,      0.27,      0.44,     -7.33,      0.10,      0.09,     -0.21,     -0.80,      0.15,      0.14,     -1.75,      0.18,      0.28,     -0.80,      0.12,      0.12,     -1.12,      0.32,
edge_43_45,      2.35,      0.07,      0.08,     -0.06,      2.41,      0.10,      0.08,     -0.10,      2.44,      0.08,      0.08,     -0.03,      4.57,      0.13,      0.13,     -0.02,      4.28,      0.17,      0.15,     -0.11,      4.12,      0.14,      0.16,      0.09,      2.22,      0.15,      0.15,      1.87,      0.19,      0.17,      1.68,      0.16,      0.18,      1.92,      0.17,
edge_17_16,     -0.82,      0.05,      0.06,      0.02,     -0.87,      0.05,      0.06,      0.06,     -0.79,      0.06,      0.06,     -0.05,     -3.85,      0.11,      0.10,     -0.17,     -3.62,      0.11,      0.20,      0.37,     -3.13,      0.12,      0.11,     -0.09,     -3.02,      0.13,      0.11,     -2.75,      0.13,      0.21,     -2.34,      0.13,      0.12,     -2.70,      0.21,
edge_17_25,    -93.73,      0.15,      0.15,     -0.01,    -93.67,      0.16,      0.15,      0.02,    -93.46,      0.15,      0.13,     -0.05,    -96.78,      1.36,      1.74,      0.92,    -96.47,      0.79,      0.69,     -0.21,    -94.94,      0.43,      0.80,      0.68,     -3.05,      1.37,      1.75,     -2.80,      0.81,      0.70,     -1.48,      0.46,      0.81,     -2.44,      0.68,
edge_17_45,     16.86,      0.14,      0.12,     -0.10,     16.68,      0.13,      0.12,     -0.08,     16.90,      0.10,      0.12,      0.20,     14.98,      0.43,      1.44,      0.90,     15.13,      0.55,      0.38,     -0.29,     17.59,      0.49,      1.15,      0.84,     -1.88,      0.45,      1.44,     -1.55,      0.57,      0.39,      0.68,      0.49,      1.16,     -0.92,      0.83,
edge_28_25,    -81.54,      0.09,      0.11,      0.12,    -81.51,      0.12,      0.11,     -0.02,    -81.55,      0.11,      0.11,     -0.02,    -86.46,      0.64,      0.63,      0.09,    -86.03,      0.19,      0.46,      0.65,    -84.77,      0.32,      0.31,      0.04,     -4.92,      0.64,      0.64,     -4.51,      0.22,      0.47,     -3.22,      0.33,      0.33,     -4.22,      0.54,
edge_28_30,     15.82,      0.12,      0.11,     -0.02,     15.62,      0.16,      0.13,     -0.12,     15.68,      0.12,      0.12,     -0.10,      9.76,      0.45,      0.42,     -0.02,     12.12,      0.43,      0.55,      0.11,     10.05,      0.37,      1.28,      0.91,     -6.06,      0.46,      0.44,     -3.50,      0.46,      0.57,     -5.62,      0.39,      1.29,     -5.06,      0.82,
edge_28_39,     34.73,      0.12,      0.11,     -0.03,     34.73,      0.10,      0.10,     -0.00,     34.64,      0.11,      0.10,     -0.05,     29.33,      0.20,      1.61,      0.97,     30.73,      0.23,      1.63,      0.96,     29.16,      0.54,      0.40,     -0.30,     -5.39,      0.23,      1.61,     -4.01,      0.25,      1.63,     -5.48,      0.55,      0.41,     -4.96,      0.50,
edge_22_21,     -8.32,      0.05,      0.05,     -0.06,     -8.37,      0.05,      0.05,     -0.01,     -8.37,      0.04,      0.04,     -0.02,     -6.68,      0.12,      0.15,      0.13,     -6.78,      0.10,      0.10,     -0.03,     -7.47,      0.12,      0.11,     -0.05,      1.64,      0.14,      0.16,      1.59,      0.11,      0.11,      0.90,      0.13,      0.11,      1.38,      0.24,
edge_22_26,    -67.87,      0.06,      0.07,      0.04,    -68.05,      0.06,      0.07,      0.02,    -68.10,      0.06,      0.07,      0.08,    -67.56,      0.25,      6.87,      1.00,    -67.54,      0.65,      0.97,      0.76,    -66.25,      0.71,      1.96,      0.93,      0.31,      0.25,      6.87,      0.51,      0.66,      0.97,      1.85,      0.71,      1.96,      0.89,      0.55,
edge_22_32,    -65.72,      0.09,      0.09,      0.04,    -65.88,      0.09,      0.08,     -0.11,    -65.72,      0.06,      0.08,      0.06,    -64.73,      0.38,      0.45,      0.18,    -65.77,      0.17,      0.24,      0.35,    -65.02,      0.18,      0.30,      0.39,      0.98,      0.39,      0.46,      0.11,      0.20,      0.26,      0.71,      0.19,      0.31,      0.60,      0.28,
edge_16_14,    -12.94,      0.20,      0.24,      0.22,    -12.98,      0.20,      0.23,      0.19,    -13.27,      0.27,      0.27,      0.17,    -10.12,      0.37,      0.38,      0.01,    -10.27,      0.25,      0.44,      0.53,     -8.64,      0.15,      0.12,     -0.29,      2.82,      0.42,      0.45,      2.71,      0.32,      0.50,      4.64,      0.31,      0.30,      3.39,      0.64,
edge_16_15,     48.54,      0.21,      0.20,      0.03,     48.78,      0.18,      0.25,      0.43,     47.33,      0.09,      0.10,      0.11,     50.26,      0.19,      0.31,      0.42,     50.21,      0.25,      0.35,      0.36,     50.82,      0.13,      0.16,      0.10,      1.72,      0.28,      0.37,      1.43,      0.31,      0.43,      3.49,      0.16,      0.18,      2.21,      0.66,
edge_16_20,    -52.16,      0.14,      0.15,      0.01,    -52.26,      0.18,      0.16,      0.08,    -52.17,      0.14,      0.16,     -0.07,    -52.57,      0.31,      0.68,      0.70,    -52.08,      0.40,      0.64,      0.54,    -51.97,      0.28,      0.46,      0.39,     -0.42,      0.34,      0.70,      0.18,      0.44,      0.66,      0.20,      0.32,      0.49,     -0.01,      0.26,
edge_16_19,      0.74,      0.10,      0.09,      0.00,      0.64,      0.07,      0.08,      0.09,      0.79,      0.08,      0.08,     -0.13,      1.36,      0.18,      0.23,      0.20,      0.57,      0.19,      0.17,     -0.10,      1.77,      0.17,      0.16,     -0.01,      0.62,      0.21,      0.25,     -0.07,      0.20,      0.19,      0.98,      0.19,      0.18,      0.51,      0.32,
edge_30_33,    -16.49,      0.08,      0.10,      0.07,    -16.55,      0.09,      0.10,     -0.04,    -16.57,      0.11,      0.11,     -0.05,    -13.69,      0.11,      0.16,      0.28,    -12.66,      0.30,      0.41,      0.23,    -11.56,      0.16,      0.21,      0.33,      2.81,      0.13,      0.19,      3.89,      0.31,      0.42,      5.00,      0.19,      0.24,      3.90,      0.65,
edge_30_37,      8.02,      0.05,      0.05,     -0.05,      7.81,      0.05,      0.06,      0.02,      7.96,      0.05,      0.05,      0.01,      9.88,      0.11,      0.16,      0.38,      8.37,      0.10,      0.10,      0.06,      7.96,      0.08,      0.13,      0.32,      1.85,      0.13,      0.17,      0.56,      0.11,      0.12,      0.01,      0.09,      0.14,      0.81,      0.55,
edge_21_20,    -65.36,      0.12,      0.12,     -0.01,    -65.06,      0.10,      0.11,     -0.02,    -64.85,      0.11,      0.12,      0.07,    -66.19,      0.24,      0.24,     -0.06,    -66.87,      0.26,      0.31,      0.08,    -65.70,      0.43,      0.37,     -0.30,     -0.83,      0.27,      0.26,     -1.80,      0.28,      0.33,     -0.85,      0.45,      0.39,     -1.16,      0.35,
edge_21_41,      0.85,      0.14,      0.11,     -0.25,      0.24,      0.10,      0.11,      0.04,      0.86,      0.11,      0.10,     -0.24,     -3.01,      0.17,      0.22,      0.17,     -2.34,      0.28,      0.23,     -0.11,     -2.82,      0.34,      0.47,      0.38,     -3.86,      0.22,      0.24,     -2.58,      0.30,      0.26,     -3.68,      0.36,      0.48,     -3.37,      0.42,
edge_21_29,    -52.84,      0.13,      0.14,      0.04,    -52.75,      0.14,      0.16,      0.23,    -52.77,      0.18,      0.15,     -0.08,    -54.62,      0.76,      0.71,     -0.22,    -53.16,      0.28,      0.25,     -0.13,    -55.42,      0.41,      0.56,      0.15,     -1.78,      0.77,      0.72,     -0.42,      0.31,      0.30,     -2.65,      0.45,      0.58,     -1.62,      0.71,
edge_21_26,    -56.20,      0.06,      0.06,      0.05,    -56.19,      0.06,      0.07,      0.10,    -56.20,      0.06,      0.06,     -0.01,    -56.17,      0.15,      0.23,      0.27,    -56.62,      0.12,      0.12,     -0.05,    -56.57,      0.11,      0.14,      0.24,      0.03,      0.16,      0.24,     -0.42,      0.13,      0.14,     -0.37,      0.12,      0.15,     -0.25,      0.15,
edge_24_42,     93.49,      0.18,      0.20,      0.06,     93.23,      0.16,      0.18,      0.14,     93.18,      0.22,      0.22,      0.02,     92.52,      0.67,      0.97,      0.75,     93.27,      0.38,      3.46,      0.99,     92.43,      0.39,      0.53,      0.38,     -0.98,      0.69,      0.99,      0.04,      0.41,      3.47,     -0.76,      0.45,      0.57,     -0.56,      0.39,
edge_24_33,     74.73,      0.07,      0.07,     -0.05,     74.89,      0.07,      0.07,     -0.04,     74.81,      0.07,      0.06,     -0.08,     77.08,      0.65,      6.14,      0.99,     75.53,      0.68,      6.75,      0.99,     76.83,      0.43,      3.59,      0.98,      2.35,      0.65,      6.14,      0.64,      0.69,      6.75,      2.02,      0.44,      3.59,      1.67,      0.60,
edge_38_29,    -60.14,      0.16,      0.20,      0.07,    -60.27,      0.20,      0.16,     -0.15,    -60.53,      0.16,      0.19,      0.14,    -57.71,      0.57,      0.66,      0.58,    -59.15,      1.16,      0.76,     -0.44,    -54.81,      1.23,      2.39,      0.95,      2.43,      0.59,      0.69,      1.12,      1.17,      0.78,      5.71,      1.24,      2.40,      3.09,      1.39,
edge_31_25,    -95.62,      0.09,      0.10,      0.09,    -95.50,      0.09,      0.11,      0.04,    -95.51,      0.11,      0.11,     -0.06,    -92.73,      0.25,      0.34,      0.29,    -93.64,      0.32,      0.37,      0.14,    -95.47,      0.13,      3.88,      1.00,      2.89,      0.26,      0.35,      1.86,      0.34,      0.39,      0.04,      0.17,      3.88,      1.60,      0.84,
edge_31_37,      8.17,      0.05,      0.05,     -0.05,      8.02,      0.04,      0.06,      0.06,      8.22,      0.05,      0.05,      0.01,      8.34,      0.11,      0.10,     -0.08,      7.87,      0.09,      0.10,      0.02,      8.86,      0.13,      0.13,      0.15,      0.17,      0.12,      0.11,     -0.15,      0.10,      0.12,      0.64,      0.13,      0.14,      0.22,      0.24,
