leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_33_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_33_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_31_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_12_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_28_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_28_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_28_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_22_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_22_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_26_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_26_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_16_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_37_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_19_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1a_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_27_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_21_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1a_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_29_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_19_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_13_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_25_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_12_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_31_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_31_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_38_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_24_1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1a_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_29_1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1a_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_41_1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_38_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_27_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_24_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_12_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_18_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_39_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_17_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_17_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_39_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_11_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_11_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_11_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_11_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_38_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_24_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_21_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_19_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_18_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_16_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_41_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_18_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
