leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_338_165,     92.33,      0.08,      0.10,      0.12,     92.45,      0.11,      0.10,     -0.06,     92.41,      0.10,      0.10,      0.07,     93.20,      0.12,      0.12,     -0.01,     94.18,      0.22,      0.22,      0.02,     92.54,      0.15,      0.15,     -0.02,      0.87,      0.14,      0.16,      1.73,      0.25,      0.24,      0.13,      0.18,      0.18,      0.91,      0.47,
edge_338_215,    103.46,      0.10,      0.10,     -0.00,    103.72,      0.09,      0.09,     -0.04,    103.83,      0.08,      0.09,      0.01,    102.57,      0.32,      0.31,     -0.11,    102.36,      0.34,      0.29,     -0.00,    104.25,      0.41,      0.35,     -0.13,     -0.88,      0.33,      0.33,     -1.36,      0.35,      0.30,      0.42,      0.42,      0.36,     -0.61,      0.56,
edge_338_163,     75.39,      0.09,      0.09,      0.03,     75.06,      0.07,      0.07,     -0.02,     75.22,      0.09,      0.08,     -0.07,     76.00,      0.12,      0.11,      0.03,     76.20,      0.11,      0.08,     -0.46,     76.50,      0.15,      0.21,      0.31,      0.61,      0.15,      0.14,      1.14,      0.13,      0.10,      1.28,      0.17,      0.22,      1.01,      0.22,
edge_43_235,     52.53,      0.12,      0.14,      0.19,     52.67,      0.12,      0.14,      0.08,     52.48,      0.15,      0.15,      0.06,     49.44,      0.11,      0.21,      0.49,     50.77,      0.16,      0.20,      0.27,     50.70,      0.12,      0.22,      0.46,     -3.09,      0.17,      0.25,     -1.91,      0.20,      0.24,     -1.78,      0.19,      0.27,     -2.26,      0.42,
edge_43_54,   -139.67,      0.11,      0.12,      0.11,   -140.19,      0.11,      0.10,     -0.07,   -139.73,      0.10,      0.13,      0.19,   -138.59,      0.19,      0.19,     -0.08,   -138.45,      0.18,      0.16,     -0.18,   -138.18,      0.19,      0.23,      0.24,      1.08,      0.22,      0.23,      1.74,      0.21,      0.19,      1.55,      0.22,      0.27,      1.45,      0.22,
edge_43_215,    -86.61,      0.13,      0.14,      0.02,    -86.70,      0.12,      0.15,      0.22,    -86.67,      0.13,      0.15,      0.10,    -87.08,      0.16,      0.27,      0.46,    -87.00,      0.24,      0.49,      0.61,    -87.89,      0.25,      0.25,     -0.00,     -0.47,      0.20,      0.30,     -0.29,      0.27,      0.51,     -1.22,      0.28,      0.29,     -0.66,      0.30,
edge_43_155,    -30.34,      0.11,      0.12,      0.14,    -30.11,      0.11,      0.12,     -0.02,    -30.04,      0.11,      0.11,      0.09,    -30.88,      0.07,      0.07,     -0.08,    -31.15,      0.07,      0.06,     -0.16,    -30.49,      0.09,      0.08,     -0.37,     -0.54,      0.13,      0.14,     -1.05,      0.13,      0.13,     -0.45,      0.14,      0.14,     -0.68,      0.19,
edge_43_25,     11.86,      0.13,      0.12,     -0.07,     11.79,      0.13,      0.12,     -0.03,     11.91,      0.12,      0.14,      0.08,      9.80,      0.11,      0.13,      0.17,     10.46,      0.09,      0.12,      0.08,     10.34,      0.11,      0.13,      0.09,     -2.06,      0.17,      0.18,     -1.33,      0.16,      0.17,     -1.58,      0.17,      0.19,     -1.66,      0.22,
edge_235_1,    -90.41,      0.11,      0.10,     -0.01,    -90.23,      0.11,      0.11,     -0.02,    -90.54,      0.08,      0.10,      0.10,    -90.58,      0.11,      0.13,      0.14,    -91.30,      0.14,      0.20,      0.20,    -89.36,      0.16,      0.22,      0.40,     -0.17,      0.15,      0.16,     -1.07,      0.18,      0.23,      1.18,      0.18,      0.24,     -0.02,      0.66,
edge_235_54,   -192.50,      0.11,      0.14,      0.11,   -192.49,      0.13,      0.14,      0.05,   -192.54,      0.16,      0.16,      0.00,   -189.96,      0.18,      0.17,      0.02,   -191.45,      0.15,      0.65,      0.89,   -191.63,      0.28,      0.60,      0.67,      2.54,      0.21,      0.22,      1.03,      0.20,      0.66,      0.90,      0.33,      0.62,      1.49,      0.54,
edge_234_227,    142.81,      0.10,      0.08,     -0.11,    142.99,      0.10,      0.10,      0.03,    142.88,      0.08,      0.09,      0.02,    138.47,      0.12,      0.24,      0.47,    138.08,      0.14,      0.19,      0.29,    138.15,      0.14,      0.15,      0.25,     -4.34,      0.16,      0.26,     -4.91,      0.17,      0.22,     -4.73,      0.16,      0.18,     -4.66,      0.18,
edge_234_289,    -20.99,      0.07,      0.07,      0.06,    -21.10,      0.07,      0.08,     -0.05,    -21.10,      0.08,      0.08,      0.04,    -21.91,      0.08,      0.09,      0.16,    -22.07,      0.07,      0.06,     -0.06,    -22.00,      0.08,      0.11,      0.32,     -0.92,      0.10,      0.12,     -0.98,      0.09,      0.10,     -0.90,      0.11,      0.13,     -0.93,      0.06,
edge_30_42,     34.62,      0.08,      0.07,     -0.11,     34.70,      0.07,      0.06,     -0.11,     34.61,      0.07,      0.08,     -0.09,     35.84,      0.12,      0.18,      0.35,     34.74,      0.16,      0.16,      0.05,     33.29,      0.11,      0.15,      0.32,      1.22,      0.15,      0.19,      0.04,      0.17,      0.17,     -1.32,      0.13,      0.17,     -0.02,      0.74,
edge_30_84,    -23.34,      0.08,      0.07,     -0.02,    -23.39,      0.08,      0.07,     -0.01,    -23.23,      0.06,      0.07,      0.13,    -22.34,      0.09,      0.08,     -0.08,    -22.25,      0.12,      0.13,      0.03,    -19.74,      0.11,      0.09,     -0.20,      1.00,      0.13,      0.11,      1.14,      0.14,      0.15,      3.48,      0.12,      0.11,      1.88,      0.81,
edge_30_251,   -130.84,      0.12,      0.13,     -0.02,   -131.00,      0.12,      0.12,     -0.04,   -130.77,      0.15,      0.13,     -0.12,   -129.26,      0.19,      0.57,      0.81,   -129.12,      0.16,      0.50,      0.79,   -129.25,      0.36,      0.45,      0.18,      1.58,      0.22,      0.59,      1.88,      0.20,      0.51,      1.52,      0.39,      0.47,      1.66,      0.18,
edge_30_25,     57.02,      0.14,      0.10,     -0.20,     56.54,      0.09,      0.11,     -0.01,     56.71,      0.10,      0.11,      0.02,     54.98,      0.19,      0.23,      0.19,     55.69,      0.18,      0.59,      0.83,     58.48,      0.18,      1.51,      0.98,     -2.04,      0.23,      0.25,     -0.86,      0.20,      0.60,      1.77,      0.20,      1.52,     -0.37,      1.13,
edge_1_155,      8.21,      0.16,      0.14,     -0.19,      7.93,      0.11,      0.12,      0.03,      8.52,      0.12,      0.14,      0.01,      9.56,      0.05,      0.04,     -0.13,      9.60,      0.07,      0.06,     -0.07,      9.12,      0.08,      0.09,      0.19,      1.34,      0.17,      0.15,      1.68,      0.13,      0.14,      0.60,      0.14,      0.16,      1.20,      0.33,
edge_1_7a,      0.53,      0.11,      0.12,      0.04,      0.45,      0.11,      0.11,      0.05,      0.44,      0.12,      0.11,     -0.04,      1.35,      0.09,      0.08,     -0.30,      0.75,      0.10,      0.11,      0.00,      2.12,      0.15,      0.22,      0.38,      0.82,      0.14,      0.14,      0.29,      0.15,      0.16,      1.68,      0.19,      0.24,      0.93,      0.41,
edge_1_254,   -101.41,      0.10,      0.10,     -0.01,   -101.71,      0.14,      0.11,     -0.15,   -101.42,      0.10,      0.11,      0.08,    -98.84,      0.10,      0.22,      0.63,    -99.49,      0.10,      0.12,      0.04,   -100.73,      0.12,      0.20,      0.42,      2.57,      0.14,      0.24,      2.22,      0.17,      0.16,      0.69,      0.16,      0.22,      1.83,      0.58,
edge_1_256,   -192.41,      0.10,      0.10,      0.05,   -192.22,      0.09,      0.10,      0.02,   -192.48,      0.11,      0.11,      0.03,   -190.41,      0.21,      0.25,      0.21,   -188.04,      0.19,      0.21,      0.15,   -189.46,      0.24,      0.23,     -0.10,      2.00,      0.23,      0.27,      4.18,      0.21,      0.23,      3.02,      0.27,      0.25,      3.07,      0.64,
edge_1_15,     27.78,      0.09,      0.09,      0.01,     27.79,      0.07,      0.08,      0.01,     27.79,      0.07,      0.08,     -0.01,     27.23,      0.07,      0.06,     -0.12,     27.12,      0.05,      0.07,      0.05,     26.89,      0.06,      0.11,      0.46,     -0.55,      0.11,      0.11,     -0.67,      0.09,      0.10,     -0.90,      0.09,      0.13,     -0.71,      0.11,
edge_237_227,     42.41,      0.11,      0.12,      0.06,     41.19,      0.11,      0.21,      0.50,     41.59,      0.15,      0.18,      0.18,     35.49,      0.24,      0.36,      0.30,     35.81,      0.31,      0.33,      0.10,     35.01,      0.14,      0.13,     -0.05,     -6.92,      0.27,      0.38,     -5.38,      0.33,      0.39,     -6.58,      0.20,      0.22,     -6.30,      0.48,
edge_237_31,    -21.94,      0.11,      0.11,      0.02,    -23.16,      0.12,      0.09,     -0.32,    -22.48,      0.13,      0.10,     -0.25,    -24.98,      0.25,      0.55,      0.71,    -27.26,      0.17,      0.13,     -0.19,    -26.96,      0.12,      0.21,      0.51,     -3.04,      0.27,      0.56,     -4.10,      0.21,      0.16,     -4.48,      0.17,      0.23,     -3.87,      0.44,
edge_237_41,    -10.96,      0.25,      0.20,     -0.10,    -11.01,      0.16,      0.22,      0.21,    -11.42,      0.13,      0.26,      0.52,    -14.67,      0.34,      0.33,     -0.02,    -14.80,      0.23,      2.12,      0.99,    -15.16,      0.19,      0.45,      0.72,     -3.70,      0.43,      0.38,     -3.79,      0.28,      2.14,     -3.74,      0.23,      0.52,     -3.74,      0.16,
edge_237_336,   -203.84,      0.13,      0.13,     -0.07,   -204.68,      0.14,      0.10,     -0.34,   -206.12,      0.17,      0.19,     -0.02,   -209.74,      0.27,      0.34,      0.17,   -208.25,      0.20,      0.28,      0.38,   -207.39,      0.20,      0.24,      0.16,     -5.90,      0.30,      0.36,     -3.57,      0.24,      0.30,     -1.27,      0.27,      0.31,     -3.58,      1.34,
edge_237_290,     70.62,      0.32,      0.34,      0.06,     69.80,      0.35,      0.34,     -0.10,     69.94,      0.29,      0.28,     -0.00,     66.47,      0.24,      0.67,      0.78,     65.09,      0.27,      0.27,      0.05,     66.34,      0.23,      0.33,      0.37,     -4.16,      0.40,      0.75,     -4.72,      0.44,      0.43,     -3.60,      0.37,      0.44,     -4.16,      0.36,
edge_237_254,   -130.96,      0.10,      0.13,      0.22,   -130.75,      0.10,      0.13,      0.07,   -130.62,      0.12,      0.12,     -0.00,   -132.72,      0.18,      0.44,      0.72,   -133.22,      0.17,      0.32,      0.57,   -133.65,      0.11,      0.13,      0.30,     -1.76,      0.20,      0.46,     -2.47,      0.20,      0.35,     -3.03,      0.16,      0.17,     -2.42,      0.37,
