#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_43_38  -1.09  0.22
edge_43_42  -0.16  0.26
edge_43_45  -0.09  0.31
edge_17_16  -1.42  0.48
edge_17_25  -1.05  1.18
edge_17_45  -4.32  0.24
edge_28_25  -1.15  0.31
edge_28_30  -3.75  0.63
edge_28_39  -4.54  0.52
edge_22_21  2.92  0.25
edge_22_26  1.52  0.89
edge_22_32  1.25  0.40
edge_16_14  0.80  0.42
edge_16_15  -0.58  0.44
edge_16_20  -1.84  0.45
edge_16_19  -1.87  0.30
edge_30_33  2.45  0.30
edge_30_37  -0.90  0.52
edge_21_20  -1.72  0.47
edge_21_41  -4.60  0.70
edge_21_29  -1.60  0.65
edge_21_26  -0.35  0.11
edge_24_42  -3.09  1.06
edge_24_33  1.52  0.63
edge_38_29  -0.12  0.80
edge_31_25  4.02  0.82
edge_31_37  0.93  0.25
edge_41_39  0.53  0.06
edge_41_40  0.08  0.12
edge_29_33  -0.17  0.37
edge_20_35  -3.01  0.71
edge_42_13  1.23  0.82
edge_35_18  3.62  0.34
edge_35_27  2.27  0.91
edge_35_37  -0.13  0.57
edge_35_36  -0.14  0.26
edge_44_32  1.72  0.34
edge_44_36  0.02  0.73
edge_18_13  -0.02  0.51
edge_18_15  -0.57  0.19
edge_18_45  -2.13  0.34
edge_40_19  3.38  0.43
edge_40_33  2.20  0.39
edge_19_32  0.04  0.17
edge_19_25  2.93  1.04
edge_33_32  1.45  0.33
edge_33_34  -1.76  0.34
edge_27_36  -3.10  0.41
edge_13_14  3.24  0.83
edge_39_32  3.15  0.50
edge_32_23  0.97  0.90
edge_23_14  2.14  1.41
edge_23_34  -2.87  0.22
edge_34_36  -0.49  0.55
