leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_p38a_2u_p38a_2q,     65.80,      0.26,      0.35,      0.23,     66.23,      0.30,      0.77,      0.77,     64.27,      0.23,      0.28,      0.18,     66.57,      0.28,     12.15,      1.00,     64.76,      0.16,      0.89,      0.94,     65.13,      0.35,      0.45,      0.05,      0.77,      0.38,     12.16,     -1.47,      0.34,      1.18,      0.86,      0.42,      0.53,      0.05,      0.77,
edge_p38a_3fln_p38a_2g,      7.58,      0.07,      0.07,     -0.02,      7.60,      0.07,      0.07,      0.02,      7.59,      0.06,      0.06,     -0.01,      7.11,      0.11,      0.10,     -0.03,      6.79,      0.09,      0.09,      0.06,      6.22,      0.09,      0.15,      0.37,     -0.47,      0.13,      0.12,     -0.81,      0.11,      0.11,     -1.37,      0.11,      0.16,     -0.88,      0.27,
edge_p38a_2u_p38a_2k,     67.84,      0.28,      0.27,     -0.13,     67.77,      0.35,      0.29,     -0.13,     67.61,      0.25,      0.43,      0.40,     69.60,      0.34,      8.52,      1.00,     68.73,      0.37,      1.86,      0.95,     70.02,      0.32,      9.60,      1.00,      1.76,      0.44,      8.52,      0.96,      0.51,      1.88,      2.41,      0.41,      9.61,      1.71,      0.46,
edge_p38a_2v_p38a_3fln,    -10.93,      0.11,      0.12,      0.13,    -10.86,      0.12,      0.11,      0.00,    -10.80,      0.11,      0.13,      0.08,    -11.72,      0.13,      0.16,      0.13,    -13.02,      0.18,      0.23,      0.23,    -12.89,      0.20,      0.19,     -0.19,     -0.79,      0.17,      0.20,     -2.16,      0.22,      0.25,     -2.09,      0.23,      0.23,     -1.68,      0.45,
edge_p38a_3fln_p38a_2n,    -13.31,      0.10,      0.13,      0.19,    -13.41,      0.12,      0.11,     -0.06,    -13.74,      0.12,      0.15,      0.22,    -15.08,      0.20,      0.19,     -0.02,    -14.78,      0.14,      0.20,      0.28,    -14.37,      0.14,      0.21,      0.30,     -1.77,      0.22,      0.23,     -1.37,      0.18,      0.23,     -0.63,      0.18,      0.26,     -1.26,      0.34,
edge_p38a_2ee_p38a_3fln,     20.86,      0.08,      0.09,      0.08,     20.96,      0.08,      0.09,      0.01,     21.09,      0.07,      0.08,      0.06,     20.94,      0.21,      0.18,     -0.00,     20.92,      0.16,      0.14,     -0.17,     20.96,      0.16,      0.17,     -0.12,      0.08,      0.22,      0.20,     -0.04,      0.18,      0.17,     -0.13,      0.17,      0.19,     -0.03,      0.12,
edge_p38a_3fly_p38a_3flq,   -122.75,      0.14,      0.17,      0.05,   -123.00,      0.11,      0.11,     -0.00,   -122.97,      0.11,      0.12,      0.02,   -121.62,      0.34,      0.29,     -0.05,   -122.86,      0.31,      0.28,     -0.13,   -123.47,      0.39,      0.41,      0.06,      1.13,      0.37,      0.34,      0.14,      0.33,      0.30,     -0.50,      0.41,      0.43,      0.26,      0.49,
edge_p38a_3fln_p38a_2p,    -77.60,      0.17,      0.16,     -0.16,    -77.97,      0.16,      0.16,      0.04,    -77.41,      0.16,      0.18,      0.08,    -78.69,      0.32,      0.41,      0.29,    -79.71,      0.33,      0.34,     -0.10,    -78.76,      0.48,      0.39,     -0.04,     -1.09,      0.36,      0.44,     -1.74,      0.37,      0.38,     -1.35,      0.51,      0.43,     -1.39,      0.29,
edge_p38a_3fly_p38a_2x,     18.95,      0.12,      0.13,      0.18,     18.76,      0.13,      0.13,      0.08,     18.78,      0.09,      0.13,      0.29,     19.22,      0.11,      0.16,      0.35,     18.69,      0.14,      0.17,      0.05,     18.91,      0.14,      0.17,      0.12,      0.27,      0.16,      0.21,     -0.07,      0.19,      0.21,      0.13,      0.17,      0.21,      0.11,      0.13,
edge_p38a_2v_p38a_2y,      2.87,      0.12,      0.12,      0.12,      2.81,      0.13,      0.12,     -0.13,      2.73,      0.12,      0.12,      0.02,      1.40,      0.19,      0.23,      0.17,      1.00,      0.17,      0.18,      0.07,      0.42,      0.29,      0.28,     -0.08,     -1.47,      0.22,      0.26,     -1.81,      0.21,      0.22,     -2.31,      0.31,      0.30,     -1.86,      0.26,
edge_p38a_2j_p38a_2f,     36.73,      0.09,      0.08,     -0.05,     36.81,      0.11,      0.09,     -0.09,     36.89,      0.09,      0.08,      0.03,     38.44,      0.12,      0.13,      0.08,     37.16,      0.19,      0.17,     -0.04,     37.27,      0.12,      0.21,      0.42,      1.71,      0.15,      0.15,      0.35,      0.22,      0.19,      0.38,      0.15,      0.22,      0.81,      0.45,
edge_p38a_2j_p38a_2q,    -16.56,      0.14,      0.16,      0.06,    -16.81,      0.12,      0.13,     -0.01,    -16.80,      0.15,      0.15,      0.02,    -18.71,      0.22,      0.42,      0.55,    -18.83,      0.19,      0.41,      0.62,    -19.74,      0.36,      0.29,     -0.06,     -2.15,      0.26,      0.45,     -2.02,      0.22,      0.43,     -2.94,      0.39,      0.33,     -2.37,      0.31,
edge_p38a_2z_p38a_3fmk,    -10.45,      0.25,      0.26,      0.09,    -12.44,      0.39,      0.59,      0.64,    -12.94,      0.27,      0.49,      0.60,    -12.68,      0.42,     15.26,      1.00,    -14.09,      0.40,      4.38,      0.99,    -13.68,      0.33,      5.27,      1.00,     -2.23,      0.49,     15.26,     -1.65,      0.56,      4.42,     -0.74,      0.43,      5.29,     -1.54,      0.49,
edge_p38a_3fly_p38a_3fmh,     -2.38,      0.10,      0.10,      0.02,     -1.66,      0.13,      0.11,     -0.10,     -1.84,      0.11,      0.09,     -0.22,     -1.44,      0.15,      0.12,     -0.15,     -1.22,      0.14,      0.13,     -0.10,     -1.39,      0.18,      0.21,      0.11,      0.94,      0.18,      0.16,      0.44,      0.19,      0.17,      0.45,      0.21,      0.23,      0.61,      0.19,
edge_p38a_2z_p38a_2aa,     29.27,      0.13,      0.14,      0.05,     28.94,      0.15,      0.12,     -0.12,     28.87,      0.14,      0.14,     -0.03,     29.43,      0.35,      0.34,      0.00,     30.00,      0.29,      0.30,      0.05,     29.35,      0.17,      0.30,      0.48,      0.16,      0.37,      0.37,      1.06,      0.33,      0.32,      0.48,      0.22,      0.33,      0.57,      0.29,
edge_p38a_3fln_p38a_2gg,    -32.01,      0.07,      0.08,      0.03,    -31.94,      0.09,      0.09,     -0.01,    -31.93,      0.08,      0.08,      0.03,    -31.37,      0.16,      0.14,     -0.05,    -31.55,      0.16,      0.15,     -0.08,    -31.59,      0.13,      0.12,      0.02,      0.64,      0.17,      0.16,      0.39,      0.18,      0.17,      0.34,      0.15,      0.14,      0.46,      0.12,
edge_p38a_2v_p38a_3fly,     -9.89,      0.09,      0.08,      0.04,    -10.02,      0.10,      0.09,     -0.04,     -9.96,      0.07,      0.08,     -0.03,    -11.89,      0.12,      0.13,     -0.02,    -11.72,      0.12,      0.15,      0.34,    -11.57,      0.13,      0.14,     -0.03,     -2.00,      0.15,      0.15,     -1.70,      0.16,      0.17,     -1.61,      0.15,      0.16,     -1.77,      0.14,
edge_p38a_2j_p38a_2h,      9.96,      0.06,      0.08,      0.07,     10.00,      0.07,      0.07,     -0.01,     10.08,      0.07,      0.07,      0.03,     11.38,      0.08,      0.08,     -0.05,     10.82,      0.11,      0.10,     -0.11,     10.17,      0.10,      0.17,      0.41,      1.42,      0.10,      0.11,      0.82,      0.13,      0.12,      0.09,      0.12,      0.18,      0.78,      0.39,
edge_p38a_2l_p38a_2o,   -105.76,      0.14,      0.20,      0.22,   -105.86,      0.16,      0.18,      0.10,   -106.06,      0.19,      0.18,      0.10,   -103.91,      0.23,      0.20,     -0.06,   -103.64,      0.22,      0.23,      0.16,   -104.58,      0.22,      0.21,     -0.12,      1.85,      0.27,      0.28,      2.22,      0.27,      0.29,      1.48,      0.29,      0.28,      1.85,      0.25,
edge_p38a_3fln_p38a_2t,    -22.23,      0.07,      0.08,      0.06,    -22.27,      0.09,      0.08,     -0.00,    -22.53,      0.07,      0.07,     -0.03,    -23.17,      0.10,      0.09,     -0.31,    -23.40,      0.11,      0.09,     -0.47,    -23.56,      0.10,      0.09,     -0.42,     -0.94,      0.12,      0.12,     -1.13,      0.14,      0.12,     -1.03,      0.12,      0.11,     -1.03,      0.08,
edge_p38a_2v_p38a_2x,     11.12,      0.08,      0.10,      0.03,     11.20,      0.10,      0.11,      0.09,     11.12,      0.10,      0.10,     -0.15,      9.93,      0.15,      0.15,     -0.02,      9.05,      0.13,      0.15,      0.04,      9.92,      0.17,      0.18,      0.10,     -1.19,      0.17,      0.18,     -2.15,      0.16,      0.19,     -1.20,      0.20,      0.21,     -1.51,      0.33,
edge_p38a_2j_p38a_2ff,     48.99,      0.08,      0.10,     -0.01,     49.04,      0.10,      0.10,     -0.01,     49.02,      0.09,      0.10,     -0.02,     47.79,      0.13,      0.15,      0.14,     47.41,      0.10,      0.14,      0.21,     48.34,      0.14,      0.15,      0.13,     -1.20,      0.15,      0.18,     -1.63,      0.14,      0.17,     -0.68,      0.17,      0.18,     -1.17,      0.28,
edge_p38a_2g_p38a_2c,    -25.64,      0.09,      0.10,      0.12,    -25.78,      0.09,      0.09,      0.01,    -25.84,      0.09,      0.09,      0.06,    -25.65,      0.78,      0.70,     -0.21,    -26.55,      0.43,      1.58,      0.94,    -26.11,      0.34,      2.28,      0.97,     -0.01,      0.79,      0.71,     -0.77,      0.44,      1.58,     -0.27,      0.35,      2.28,     -0.35,      0.35,
edge_p38a_2l_p38a_2p,    -75.22,      0.17,      0.15,     -0.06,    -75.60,      0.16,      0.15,     -0.08,    -75.62,      0.16,      0.14,     -0.10,    -74.64,      0.23,      0.38,      0.40,    -75.06,      0.31,      0.38,      0.28,    -74.49,      0.32,      0.38,      0.13,      0.58,      0.29,      0.41,      0.54,      0.35,      0.41,      1.13,      0.36,      0.40,      0.75,      0.24,
edge_p38a_2g_p38a_2h,    -39.42,      0.07,      0.07,      0.05,    -39.50,      0.08,      0.07,     -0.03,    -39.52,      0.07,      0.07,     -0.04,    -38.26,      0.10,      0.12,      0.15,    -38.17,      0.07,      0.07,     -0.14,    -37.92,      0.10,      0.12,      0.09,      1.16,      0.12,      0.14,      1.33,      0.11,      0.10,      1.60,      0.12,      0.14,      1.36,      0.14,
