leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_jmc_23_ejm_55,    -41.37,      0.07,      0.07,      0.03,    -41.33,      0.06,      0.07,      0.02,    -41.27,      0.07,      0.07,     -0.01,    -42.04,      0.11,      0.11,      0.05,    -41.56,      0.12,      0.15,      0.17,    -41.35,      0.13,      0.13,      0.03,     -0.67,      0.13,      0.13,     -0.23,      0.13,      0.17,     -0.08,      0.15,      0.15,     -0.33,      0.19,
edge_ejm_44_ejm_55,    -36.18,      0.10,      0.09,     -0.09,    -36.28,      0.09,      0.09,     -0.07,    -36.24,      0.08,      0.08,      0.01,    -40.18,      0.22,      0.44,      0.66,    -41.01,      0.25,      0.27,      0.05,    -40.08,      0.18,      0.30,      0.48,     -4.00,      0.24,      0.45,     -4.73,      0.27,      0.28,     -3.84,      0.20,      0.31,     -4.19,      0.29,
edge_ejm_49_ejm_31,    -38.08,      0.08,      0.09,     -0.06,    -38.06,      0.07,      0.08,     -0.00,    -38.05,      0.07,      0.08,      0.02,    -39.11,      0.15,      0.15,     -0.03,    -38.85,      0.15,      0.18,      0.13,    -38.83,      0.14,      0.16,      0.08,     -1.03,      0.17,      0.17,     -0.79,      0.17,      0.20,     -0.78,      0.16,      0.18,     -0.87,      0.12,
edge_ejm_31_ejm_46,     56.79,      0.07,      0.06,     -0.03,     56.78,      0.05,      0.06,      0.08,     56.77,      0.07,      0.07,     -0.05,     55.46,      0.09,      0.08,     -0.05,     55.63,      0.08,      0.10,      0.16,     56.13,      0.09,      0.08,     -0.23,     -1.33,      0.11,      0.10,     -1.15,      0.09,      0.12,     -0.64,      0.11,      0.11,     -1.04,      0.21,
edge_jmc_28_jmc_27,     -4.93,      0.05,      0.06,      0.06,     -4.91,      0.06,      0.06,      0.02,     -5.01,      0.05,      0.06,      0.05,     -5.61,      0.07,      0.07,      0.02,     -5.67,      0.06,      0.07,      0.06,     -5.65,      0.06,      0.06,     -0.01,     -0.68,      0.09,      0.09,     -0.76,      0.08,      0.09,     -0.64,      0.08,      0.08,     -0.69,      0.05,
edge_ejm_42_ejm_48,     18.53,      0.09,      0.20,      0.66,     18.58,      0.09,      0.19,      0.50,     18.47,      0.12,      0.22,      0.50,     18.65,      0.16,      0.32,      0.63,     20.06,      0.18,      0.22,      0.26,     18.57,      0.13,      0.18,      0.21,      0.12,      0.18,      0.38,      1.48,      0.20,      0.29,      0.10,      0.18,      0.28,      0.57,      0.47,
edge_ejm_31_ejm_43,     28.63,      0.05,      0.06,      0.01,     28.46,      0.06,      0.07,      0.08,     28.62,      0.06,      0.07,      0.07,     30.29,      0.13,      0.19,      0.35,     29.98,      0.17,      0.19,      0.13,     29.56,      0.13,      0.15,      0.07,      1.66,      0.14,      0.20,      1.52,      0.18,      0.20,      0.94,      0.14,      0.17,      1.37,      0.23,
edge_ejm_50_ejm_42,    -33.99,      0.06,      0.07,      0.06,    -34.03,      0.08,      0.08,      0.02,    -34.04,      0.07,      0.07,      0.03,    -34.49,      0.09,      0.09,     -0.05,    -34.70,      0.09,      0.10,      0.09,    -34.29,      0.09,      0.08,     -0.21,     -0.50,      0.11,      0.11,     -0.67,      0.12,      0.13,     -0.25,      0.11,      0.11,     -0.47,      0.13,
edge_ejm_42_ejm_55,    -13.43,      0.05,      0.07,      0.04,    -13.34,      0.06,      0.06,     -0.02,    -13.47,      0.07,      0.07,     -0.03,    -14.58,      0.10,      0.11,      0.13,    -14.54,      0.08,      0.10,      0.25,    -14.50,      0.07,      0.07,      0.03,     -1.15,      0.11,      0.13,     -1.20,      0.10,      0.12,     -1.03,      0.10,      0.10,     -1.13,      0.07,
edge_jmc_23_ejm_46,     15.87,      0.06,      0.06,      0.04,     15.83,      0.06,      0.06,     -0.05,     15.81,      0.06,      0.06,     -0.01,     16.04,      0.08,      0.08,      0.07,     15.84,      0.07,      0.07,     -0.07,     15.63,      0.07,      0.07,     -0.08,      0.17,      0.10,      0.10,      0.01,      0.09,      0.09,     -0.18,      0.09,      0.09,      0.00,      0.11,
edge_ejm_31_ejm_45,     30.33,      0.09,      0.08,     -0.04,     30.23,      0.08,      0.07,      0.04,     30.17,      0.07,      0.07,     -0.03,     30.19,      0.14,      0.13,     -0.03,     30.22,      0.14,      0.12,     -0.13,     30.40,      0.11,      0.16,      0.28,     -0.14,      0.17,      0.15,     -0.01,      0.16,      0.14,      0.23,      0.13,      0.17,      0.03,      0.13,
edge_ejm_55_ejm_54,    -24.55,      0.05,      0.06,      0.06,    -24.56,      0.06,      0.07,      0.05,    -24.55,      0.07,      0.07,      0.05,    -25.22,      0.11,      0.11,      0.04,    -25.92,      0.08,      0.09,      0.12,    -25.11,      0.08,      0.11,      0.10,     -0.67,      0.12,      0.13,     -1.36,      0.10,      0.11,     -0.56,      0.11,      0.13,     -0.86,      0.25,
edge_ejm_45_ejm_42,    -36.34,      0.06,      0.06,     -0.02,    -36.23,      0.07,      0.06,     -0.03,    -36.18,      0.06,      0.06,      0.00,    -36.09,      0.10,      0.08,     -0.10,    -36.08,      0.09,      0.09,      0.02,    -36.16,      0.09,      0.09,     -0.07,      0.25,      0.12,      0.10,      0.15,      0.11,      0.11,      0.02,      0.11,      0.11,      0.14,      0.08,
edge_ejm_31_jmc_28,     57.16,      0.07,      0.07,      0.06,     57.08,      0.08,      0.07,      0.03,     57.04,      0.07,      0.07,      0.00,     57.58,      0.13,      0.14,      0.16,     56.59,      0.17,      0.19,      0.12,,,,,      0.42,      0.15,      0.16,     -0.49,      0.19,      0.20,,,,,,
edge_ejm_31_ejm_48,     28.30,      0.07,      0.08,     -0.10,     28.49,      0.08,      0.08,     -0.06,     28.41,      0.07,      0.07,     -0.02,     29.56,      0.15,      0.22,      0.25,     28.47,      0.15,      0.18,      0.16,     29.02,      0.15,      0.15,      0.03,      1.26,      0.17,      0.23,     -0.02,      0.17,      0.20,      0.61,      0.17,      0.17,      0.62,      0.37,
edge_ejm_47_ejm_31,    -25.22,      0.06,      0.07,      0.01,    -25.22,      0.05,      0.06,      0.09,    -25.23,      0.06,      0.06,      0.04,    -24.56,      0.13,      0.11,     -0.19,    -25.32,      0.13,      0.18,      0.36,    -25.09,      0.09,      0.11,      0.20,      0.66,      0.14,      0.13,     -0.10,      0.14,      0.19,      0.14,      0.11,      0.13,      0.23,      0.23,
edge_ejm_47_ejm_55,    -27.62,      0.06,      0.07,      0.11,    -27.83,      0.06,      0.07,      0.04,    -27.80,      0.07,      0.07,      0.09,    -29.18,      0.16,      0.18,      0.20,    -28.92,      0.15,      0.17,      0.06,    -28.51,      0.09,      0.11,      0.01,     -1.56,      0.17,      0.19,     -1.09,      0.16,      0.18,     -0.71,      0.11,      0.13,     -1.12,      0.25,
edge_ejm_44_ejm_42,    -23.60,      0.06,      0.06,      0.10,    -23.58,      0.06,      0.06,     -0.01,    -23.54,      0.07,      0.06,      0.04,    -27.05,      0.13,      0.11,     -0.11,    -25.28,      0.11,      0.14,      0.33,    -26.36,      0.12,      0.11,     -0.02,     -3.45,      0.14,      0.13,     -1.70,      0.13,      0.15,     -2.82,      0.14,      0.13,     -2.66,      0.51,
edge_jmc_23_jmc_27,     11.25,      0.05,      0.06,      0.05,     11.24,      0.06,      0.06,      0.04,     11.23,      0.05,      0.06,      0.03,     11.34,      0.07,      0.08,     -0.05,     11.17,      0.09,      0.08,     -0.14,     11.58,      0.08,      0.07,     -0.01,      0.09,      0.09,      0.10,     -0.07,      0.11,      0.10,      0.35,      0.09,      0.09,      0.12,      0.13,
edge_ejm_43_ejm_55,    -26.35,      0.08,      0.07,     -0.07,    -26.41,      0.07,      0.07,      0.01,    -26.45,      0.09,      0.07,     -0.02,    -29.34,      0.14,      0.15,      0.03,    -29.82,      0.12,      0.13,      0.02,    -29.07,      0.11,      0.19,      0.43,     -2.99,      0.16,      0.17,     -3.41,      0.14,      0.15,     -2.62,      0.14,      0.20,     -3.01,      0.24,
edge_jmc_23_jmc_30,     13.87,      0.05,      0.06,      0.02,     13.90,      0.05,      0.06,     -0.00,     13.89,      0.06,      0.06,     -0.02,     13.47,      0.07,      0.08,      0.02,     13.68,      0.06,      0.06,     -0.05,     13.54,      0.08,      0.09,      0.02,     -0.40,      0.09,      0.10,     -0.22,      0.08,      0.08,     -0.35,      0.10,      0.11,     -0.32,      0.07,
edge_jmc_28_jmc_30,     -2.29,      0.06,      0.06,     -0.01,     -2.20,      0.06,      0.06,     -0.03,     -2.30,      0.06,      0.06,      0.05,     -3.26,      0.05,      0.08,      0.22,     -3.27,      0.08,      0.08,      0.03,     -3.35,      0.07,      0.08,      0.09,     -0.97,      0.08,      0.10,     -1.07,      0.10,      0.10,     -1.05,      0.09,      0.10,     -1.03,      0.05,
edge_ejm_42_ejm_54,    -34.09,      0.08,      0.08,     -0.00,    -34.37,      0.07,      0.08,     -0.00,    -34.26,      0.07,      0.08,     -0.01,    -35.55,      0.09,      0.09,     -0.04,    -36.01,      0.12,      0.10,     -0.05,    -36.06,      0.09,      0.12,      0.23,     -1.46,      0.12,      0.12,     -1.64,      0.14,      0.13,     -1.80,      0.11,      0.14,     -1.63,      0.11,
edge_ejm_49_ejm_50,     -2.50,      0.11,      0.11,      0.10,     -2.82,      0.09,      0.10,     -0.01,     -2.57,      0.09,      0.10,      0.01,     -4.08,      0.12,      0.12,     -0.10,     -4.00,      0.15,      0.12,     -0.16,     -4.18,      0.16,      0.12,     -0.20,     -1.58,      0.16,      0.16,     -1.18,      0.17,      0.16,     -1.61,      0.18,      0.16,     -1.46,      0.16,
