#1_edge   2_ddg  3_ddg_err
#all values in kcal/mol
edge_43_38  -0.79  0.23
edge_43_42  -2.09  0.37
edge_43_45  -0.17  0.38
edge_17_16  -1.57  0.35
edge_17_25  -3.40  0.94
edge_17_45  -4.48  0.60
edge_28_25  -0.64  1.38
edge_28_30  -4.90  0.62
edge_28_39  -3.97  1.09
edge_22_21  2.86  0.34
edge_22_26  1.61  0.10
edge_22_32  1.27  0.30
edge_16_14  -0.59  0.94
edge_16_15  -0.06  0.19
edge_16_20  -3.10  0.70
edge_16_19  -2.19  0.85
edge_30_33  3.13  0.51
edge_30_37  0.93  0.32
edge_21_20  -1.60  0.80
edge_21_41  -5.57  0.90
edge_21_29  0.71  0.93
edge_21_26  -0.82  0.39
edge_24_42  -5.76  0.77
edge_24_33  -1.39  0.65
edge_38_29  2.08  0.93
edge_31_25  4.17  0.70
edge_31_37  0.87  0.24
edge_41_39  0.05  0.31
edge_41_40  0.03  0.21
edge_29_33  -0.98  0.19
edge_20_35  -0.47  0.89
edge_42_13  0.26  0.20
edge_35_18  3.20  0.51
edge_35_27  4.30  0.39
edge_35_37  0.10  0.26
edge_35_36  0.92  0.40
edge_44_32  2.22  0.53
edge_44_36  -0.07  0.27
edge_18_13  -2.00  0.65
edge_18_15  0.15  0.39
edge_18_45  -1.84  0.29
edge_40_19  2.29  0.55
edge_40_33  1.53  0.33
edge_19_32  0.96  0.23
edge_19_25  3.06  0.90
edge_33_32  0.92  1.42
edge_33_34  -1.35  0.25
edge_27_36  -4.62  1.34
edge_13_14  0.31  1.44
edge_39_32  3.22  0.38
edge_32_23  0.37  1.01
edge_23_14  -0.62  1.24
edge_23_34  -2.59  0.49
edge_34_36  0.06  0.28
