#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3402741_400_CHEMBL3402756_2.7  5.10  0.98
edge_CHEMBL3402741_400_CHEMBL3402763_90  0.84  1.01
edge_CHEMBL3402741_400_CHEMBL3402764_90  1.89  0.87
edge_CHEMBL3402742_23_CHEMBL3402756_2.7  0.92  1.20
edge_CHEMBL3402742_23_CHEMBL3402763_90  1.96  0.30
edge_CHEMBL3402743_42_CHEMBL3402742_23  0.09  0.75
edge_CHEMBL3402743_42_CHEMBL3402756_2.7  -3.76  2.05
edge_CHEMBL3402743_42_CHEMBL3402758_10  -4.05  0.82
edge_CHEMBL3402743_42_CHEMBL3402760_1  -4.19  1.90
edge_CHEMBL3402743_42_CHEMBL3402762_1  -3.74  1.77
edge_CHEMBL3402743_42_CHEMBL3402763_90  -1.58  0.70
edge_CHEMBL3402743_42_CHEMBL3402764_90  1.88  0.20
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5  -0.18  0.07
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12  2.23  0.18
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7  -3.94  1.41
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5  -2.68  1.59
edge_CHEMBL3402745_200_5_CHEMBL3402742_23  -0.90  0.32
edge_CHEMBL3402745_200_5_CHEMBL3402743_42  -0.71  0.43
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8  0.66  0.11
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12  0.92  0.90
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7  -3.72  0.88
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4  -0.66  0.95
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9  -1.62  0.07
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11  0.12  0.15
edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12  0.63  0.05
edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15  -1.06  0.18
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11  -0.09  0.08
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8  0.68  0.13
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8  1.32  0.15
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9  0.75  0.12
edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11  2.17  0.21
edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11  -1.11  0.07
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14  -3.14  0.58
edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7  3.17  0.15
edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10  0.61  0.12
edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15  1.52  0.16
edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21  -1.78  0.30
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14  -0.92  0.13
edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7  -1.64  0.51
edge_CHEMBL3402758_10_CHEMBL3402742_23  0.02  1.02
edge_CHEMBL3402758_10_CHEMBL3402756_2.7  -0.87  0.24
edge_CHEMBL3402758_10_CHEMBL3402760_1  0.50  0.30
edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5  -2.83  1.30
edge_CHEMBL3402759_5.7_CHEMBL3402758_10  -2.48  0.31
edge_CHEMBL3402759_5.7_CHEMBL3402763_90  1.44  2.42
edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14  1.37  0.24
edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15  1.56  0.21
edge_CHEMBL3402761_1_21_CHEMBL3402760_1  -1.21  0.26
edge_CHEMBL3402761_1_21_CHEMBL3402762_1  -1.86  0.16
edge_CHEMBL3402762_1_CHEMBL3402760_1  1.17  0.67
edge_CHEMBL3402763_90_CHEMBL3402764_90  0.53  0.43
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23  1.19  0.44
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42  1.06  0.32
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4  1.34  1.01
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5  2.85  0.34
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1  -1.51  0.93
edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90  2.48  0.62
