leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3402741_400_CHEMBL3402756_2.7,     11.02,      0.68,      2.13,      0.94,     11.20,      0.58,      2.23,      0.95,     12.35,      0.30,      3.36,      0.99,     24.27,      0.64,   4389.82,      1.00,     18.83,      1.23,  46057.00,      1.00,     19.70,      1.52,1074999.30,      1.00,     13.25,      0.93,   4389.82,      7.63,      1.36,  46057.00,      7.35,      1.55,1074999.30,      9.41,      2.01,
edge_CHEMBL3402741_400_CHEMBL3402763_90,    -26.20,      0.13,      0.11,     -0.03,    -26.25,      0.10,      0.09,     -0.07,    -26.04,      0.10,      0.10,     -0.05,    -27.06,      0.27,      0.34,      0.24,    -24.30,      0.15,      0.14,     -0.03,    -26.33,      0.17,      0.26,      0.29,     -0.86,      0.30,      0.36,      1.94,      0.17,      0.17,     -0.29,      0.20,      0.28,      0.26,      0.86,
edge_CHEMBL3402741_400_CHEMBL3402764_90,     -7.85,      0.14,      0.17,      0.11,     -7.89,      0.17,      0.20,      0.14,     -8.48,      0.14,      0.18,      0.27,     -3.51,      0.25,      0.25,      0.04,     -5.92,      0.25,      0.47,      0.54,     -3.80,      0.28,      0.23,     -0.13,      4.34,      0.28,      0.30,      1.97,      0.30,      0.51,      4.68,      0.32,      0.29,      3.66,      0.86,
edge_CHEMBL3402742_23_CHEMBL3402756_2.7,     30.72,      0.36,      2.45,      0.97,     30.93,      0.29,      1.88,      0.96,     32.92,      0.55,      0.58,      0.14,     27.96,      1.19,      6.26,      0.99,     32.01,      0.56,      8.10,      1.00,     30.81,      0.65,     10.11,      1.00,     -2.76,      1.24,      6.72,      1.08,      0.63,      8.31,     -2.11,      0.85,     10.13,     -1.26,      1.26,
edge_CHEMBL3402742_23_CHEMBL3402763_90,     -1.81,      0.13,      0.15,     -0.01,     -2.02,      0.14,      0.15,      0.12,     -1.83,      0.11,      0.14,      0.21,     -2.35,      0.19,      0.26,      0.32,     -2.38,      0.18,      0.23,      0.21,     -1.52,      0.22,      0.24,     -0.01,     -0.54,      0.23,      0.30,     -0.36,      0.23,      0.27,      0.31,      0.24,      0.28,     -0.19,      0.28,
edge_CHEMBL3402743_42_CHEMBL3402742_23,    -19.49,      0.14,      0.14,     -0.05,    -19.62,      0.15,      0.14,      0.05,    -19.63,      0.12,      0.16,      0.20,    -19.79,      0.16,      0.18,      0.12,    -20.30,      0.13,      0.14,      0.13,    -20.17,      0.14,      0.15,      0.00,     -0.30,      0.22,      0.23,     -0.68,      0.20,      0.20,     -0.54,      0.18,      0.21,     -0.51,      0.14,
edge_CHEMBL3402743_42_CHEMBL3402756_2.7,     11.07,      0.27,      4.58,      0.99,     13.21,      0.62,      2.45,      0.97,     12.82,      0.79,      0.86,      0.63,     11.30,      0.63,     11.32,      1.00,     13.04,      0.63,      6.06,      0.99,     11.19,      0.74,      5.80,      0.99,      0.23,      0.68,     12.22,     -0.16,      0.89,      6.54,     -1.63,      1.09,      5.87,     -0.52,      0.71,
edge_CHEMBL3402743_42_CHEMBL3402758_10,    -15.86,      0.60,      1.39,      0.88,    -15.04,      0.48,      3.18,      0.98,    -14.64,      0.50,      1.26,      0.86,    -17.72,      0.53,     40.66,      1.00,    -16.79,      1.18,      4.21,      0.98,    -20.88,      0.92,     43.27,      1.00,     -1.86,      0.81,     40.68,     -1.75,      1.27,      5.28,     -6.24,      1.05,     43.29,     -3.28,      1.53,
edge_CHEMBL3402743_42_CHEMBL3402760_1,     21.50,      0.35,      1.66,      0.94,     22.18,      0.32,      2.10,      0.97,     22.63,      0.39,      1.14,      0.90,     17.44,      0.65,     32.45,      1.00,     17.55,      1.16,     16.71,      1.00,     18.75,      0.54,     36.66,      1.00,     -4.06,      0.74,     32.49,     -4.63,      1.21,     16.84,     -3.88,      0.66,     36.68,     -4.19,      0.48,
edge_CHEMBL3402743_42_CHEMBL3402762_1,     29.62,      0.47,      3.24,      0.98,     29.63,      0.29,      0.88,      0.88,     30.78,      0.25,      2.66,      0.99,     26.65,      0.37,     11.14,      1.00,     25.35,      0.73,      7.93,      1.00,     25.16,      0.41,     74.69,      1.00,     -2.98,      0.60,     11.60,     -4.28,      0.78,      7.98,     -5.63,      0.48,     74.74,     -4.30,      0.81,
edge_CHEMBL3402743_42_CHEMBL3402763_90,    -22.44,      0.10,      0.08,     -0.13,    -23.06,      0.10,      0.11,      0.10,    -22.78,      0.12,      0.12,     -0.01,    -23.27,      0.15,      0.16,      0.13,    -23.69,      0.15,      0.25,      0.49,    -23.29,      0.13,      0.16,      0.11,     -0.83,      0.18,      0.18,     -0.62,      0.17,      0.27,     -0.50,      0.18,      0.20,     -0.65,      0.12,
edge_CHEMBL3402743_42_CHEMBL3402764_90,     -4.60,      0.07,      0.07,     -0.03,     -4.55,      0.07,      0.07,      0.06,     -4.50,      0.07,      0.07,     -0.09,     -1.27,      0.08,      0.08,      0.07,     -1.59,      0.12,      0.13,      0.07,     -2.46,      0.12,      0.15,      0.10,      3.33,      0.11,      0.11,      2.96,      0.14,      0.15,      2.04,      0.14,      0.17,      2.78,      0.39,
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,     -1.79,      0.04,      0.04,      0.01,     -1.84,      0.04,      0.05,      0.00,     -1.89,      0.05,      0.04,      0.01,     -2.49,      0.08,      0.08,     -0.02,     -2.56,      0.08,      0.08,      0.05,     -2.37,      0.06,      0.08,      0.05,     -0.71,      0.09,      0.09,     -0.72,      0.09,      0.09,     -0.48,      0.08,      0.09,     -0.63,      0.08,
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,     42.09,      0.07,      0.07,      0.04,     42.17,      0.07,      0.07,     -0.06,     42.01,      0.07,      0.08,      0.05,     44.20,      0.17,      0.19,      0.08,     44.06,      0.16,      0.18,      0.17,     43.78,      0.16,      0.15,     -0.05,      2.10,      0.18,      0.20,      1.89,      0.17,      0.20,      1.77,      0.18,      0.17,      1.92,      0.13,
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,     60.78,      0.27,      0.27,     -0.03,     60.89,      0.22,      0.22,      0.02,     60.86,      0.24,      0.22,     -0.11,     54.95,      0.20,      0.72,      0.83,     56.36,      0.40,      0.79,      0.69,     56.38,      0.72,      0.51,     -0.35,     -5.83,      0.33,      0.77,     -4.54,      0.46,      0.82,     -4.47,      0.76,      0.55,     -4.95,      0.51,
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,     67.85,      0.18,      0.20,      0.02,     67.38,      0.21,      0.22,      0.01,     67.57,      0.21,      0.21,      0.07,     63.45,      0.40,      0.37,     -0.01,     63.97,      0.63,      0.60,      0.16,     64.56,      0.54,      0.60,      0.20,     -4.41,      0.44,      0.42,     -3.41,      0.66,      0.64,     -3.01,      0.57,      0.64,     -3.61,      0.50,
edge_CHEMBL3402745_200_5_CHEMBL3402742_23,     29.05,      0.13,      0.14,      0.22,     29.38,      0.12,      0.12,     -0.07,     29.00,      0.12,      0.14,      0.05,     26.70,      0.18,      0.21,      0.18,     25.61,      0.17,      0.18,      0.12,     26.30,      0.18,      0.20,      0.05,     -2.36,      0.22,      0.25,     -3.77,      0.21,      0.22,     -2.70,      0.22,      0.25,     -2.94,      0.44,
edge_CHEMBL3402745_200_5_CHEMBL3402743_42,     48.64,      0.12,      0.13,      0.14,     48.92,      0.12,      0.12,     -0.07,     48.74,      0.10,      0.12,      0.04,     46.17,      0.13,      0.16,      0.18,     47.05,      0.15,      0.16,     -0.01,     46.38,      0.18,      0.20,      0.11,     -2.47,      0.18,      0.20,     -1.88,      0.19,      0.20,     -2.35,      0.21,      0.23,     -2.24,      0.20,
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,     49.10,      0.14,      0.16,      0.23,     48.32,      0.11,      0.09,     -0.09,     48.03,      0.09,      0.10,      0.05,     48.99,      0.14,      0.14,     -0.05,     49.46,      0.15,      0.15,     -0.01,     48.98,      0.12,      0.15,      0.14,     -0.11,      0.20,      0.21,      1.14,      0.19,      0.17,      0.96,      0.15,      0.17,      0.66,      0.39,
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,     44.17,      0.08,      0.08,     -0.05,     43.58,      0.15,      0.15,     -0.03,     44.16,      0.10,      0.10,      0.04,     46.66,      0.17,      0.18,     -0.01,     47.23,      0.14,      0.18,      0.18,     46.73,      0.15,      0.14,     -0.04,      2.49,      0.19,      0.20,      3.65,      0.21,      0.23,      2.57,      0.18,      0.17,      2.90,      0.38,
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,     62.51,      0.16,      0.23,      0.34,     62.46,      0.17,      0.22,      0.14,     62.98,      0.16,      0.19,      0.15,     58.76,      0.37,      0.85,      0.78,     59.89,      0.72,      0.49,     -0.30,     59.27,      0.80,      0.54,     -0.15,     -3.75,      0.41,      0.88,     -2.57,      0.74,      0.53,     -3.71,      0.81,      0.57,     -3.34,      0.50,
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,    -40.57,      0.08,      0.08,     -0.03,    -38.29,      0.10,      0.31,      0.76,    -40.46,      0.08,      0.08,     -0.03,    -42.24,      0.14,      0.14,     -0.15,    -41.46,      0.15,      0.15,      0.02,    -41.85,      0.14,      0.11,     -0.19,     -1.67,      0.16,      0.16,     -3.17,      0.18,      0.35,     -1.39,      0.16,      0.14,     -2.08,      0.55,
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,     21.11,      0.05,      0.05,     -0.05,     21.00,      0.04,      0.05,     -0.02,     21.06,      0.04,      0.05,     -0.03,     20.53,      0.09,      0.19,      0.54,     20.57,      0.08,      0.17,      0.60,     20.20,      0.09,      0.20,      0.64,     -0.58,      0.10,      0.19,     -0.43,      0.09,      0.18,     -0.86,      0.10,      0.20,     -0.62,      0.14,
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,     10.97,      0.05,      0.05,      0.02,     10.98,      0.05,      0.05,     -0.02,     11.00,      0.05,      0.05,     -0.03,     10.76,      0.04,      0.04,     -0.23,     10.66,      0.08,      0.07,      0.06,     10.76,      0.04,      0.06,      0.23,     -0.21,      0.06,      0.06,     -0.32,      0.09,      0.09,     -0.24,      0.06,      0.07,     -0.26,      0.05,
