#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_1495_5109  -1.43  0.36
edge_1495_3040  -1.99  0.21
edge_1495_2606  -1.38  1.28
edge_1495_6691  -1.26  0.36
edge_2359_3053  3.12  0.32
edge_3053_8602  -1.58  0.75
edge_0529_6770  2.41  0.51
edge_0681_6770  1.63  0.79
edge_0798_1859  -1.23  0.47
edge_0798_9022  0.90  0.28
edge_0798_4451  2.33  0.49
edge_0798_6770  2.61  0.51
edge_0798_7447  6.06  1.85
edge_1537_6770  0.43  0.69
edge_1859_9373  0.44  0.57
edge_1859_8654  0.96  0.82
edge_1872_6770  1.95  0.29
edge_2879_6770  -0.28  1.31
edge_3507_6770  -1.03  1.19
edge_4326_8654  -5.11  0.57
edge_4451_6674  -2.13  0.19
edge_5602_7454  2.00  0.15
edge_6674_6770  2.43  0.51
edge_6770_8794  -3.08  0.38
edge_6770_8550  -1.70  0.53
edge_0681_7454  -0.33  0.59
edge_9373_5602  -0.66  0.18
edge_9373_0529  0.67  0.56
edge_8794_6674   nan   nan
edge_3507_0798  -2.94  0.15
edge_1537_0529  -2.76  0.40
edge_7447_4326  4.88  1.59
edge_3040_3053  2.18  0.44
edge_2606_3053  3.33  0.70
edge_8550_0798  0.14  0.37
edge_0681_1872  0.53  0.12
edge_7447_9373  -2.72  0.46
edge_0681_5109  -0.13  0.91
edge_1859_4326  6.93  0.43
edge_9022_9373  -1.90  0.86
edge_9022_2879  0.95  0.33
edge_7447_2606  -2.50  0.46
edge_7447_4451  0.32  0.18
edge_1859_2879  2.97  0.45
edge_2359_1495  3.15  0.37
edge_8654_0529  -2.15  1.27
edge_0681_1537  -0.44  0.21
edge_8550_1495  1.93  0.28
edge_2359_3040  -0.01  0.57
edge_2359_3507  3.70  0.29
edge_2879_1872  -2.47  0.23
edge_6691_5109  0.91  0.16
edge_8550_7454   nan   nan
edge_6691_9373  -0.98  0.49
edge_8602_2606  -0.75  0.33
edge_5602_3507  3.64  0.50
edge_5602_3040   nan   nan
edge_8602_5109  1.20  0.23
edge_1872_6674  -0.02  0.38
edge_9373_1495  2.62  0.48
edge_8794_7454  1.55  0.52
