leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_7395_3484,    -15.39,      0.09,      0.10,      0.01,    -15.47,      0.11,      0.10,      0.01,    -15.45,      0.10,      0.10,     -0.01,    -13.65,      0.24,      0.37,      0.31,    -14.71,      0.17,      0.20,      0.12,    -14.77,      0.25,      0.21,     -0.12,      1.74,      0.26,      0.38,      0.76,      0.20,      0.22,      0.68,      0.27,      0.23,      1.06,      0.35,
edge_7395_0738,    -25.70,      0.08,      0.09,      0.08,    -25.61,      0.08,      0.10,      0.03,    -25.68,      0.08,      0.09,      0.10,    -26.47,      0.29,      0.22,     -0.16,    -23.92,      0.18,      0.45,      0.73,    -23.93,      0.32,      0.70,      0.74,     -0.77,      0.30,      0.24,      1.69,      0.20,      0.46,      1.75,      0.33,      0.71,      0.89,      0.84,
edge_8041_4415,     15.14,      0.05,      0.05,      0.02,     15.27,      0.06,      0.05,      0.00,     15.18,      0.05,      0.05,     -0.04,     14.37,      0.08,      0.08,     -0.13,     13.74,      0.12,      0.15,      0.18,     14.12,      0.11,      0.12,      0.11,     -0.77,      0.09,      0.09,     -1.53,      0.13,      0.16,     -1.06,      0.12,      0.13,     -1.12,      0.23,
edge_4189_4415,     10.20,      0.04,      0.05,     -0.00,     10.15,      0.04,      0.05,     -0.06,     10.20,      0.05,      0.05,     -0.03,      9.18,      0.06,      0.06,     -0.14,      8.97,      0.09,      0.08,     -0.25,      9.32,      0.08,      0.09,      0.08,     -1.02,      0.07,      0.08,     -1.18,      0.10,      0.09,     -0.88,      0.09,      0.10,     -1.03,      0.09,
edge_1939_3032,     30.88,      0.07,      0.07,     -0.05,     30.90,      0.07,      0.07,      0.03,     31.03,      0.07,      0.06,      0.01,     32.00,      0.14,      0.14,      0.01,     31.69,      0.11,      0.13,      0.05,     31.92,      0.11,      0.13,      0.10,      1.12,      0.16,      0.16,      0.79,      0.13,      0.15,      0.89,      0.13,      0.14,      0.93,      0.12,
edge_5544_3806,    -18.95,      0.12,      0.10,     -0.04,    -19.07,      0.11,      0.10,      0.04,    -19.02,      0.12,      0.12,     -0.03,    -19.00,      0.27,      0.34,      0.27,    -16.93,      0.27,      0.20,     -0.28,    -18.16,      0.20,      0.30,      0.32,     -0.05,      0.30,      0.35,      2.14,      0.29,      0.22,      0.86,      0.23,      0.32,      0.98,      0.65,
edge_4754_4147,    -19.76,      0.09,      0.10,     -0.05,    -19.67,      0.10,      0.10,     -0.08,    -19.55,      0.10,      0.10,     -0.04,    -18.03,      0.23,      0.21,     -0.02,    -18.15,      0.17,      0.20,      0.15,    -16.71,      0.21,      0.20,     -0.03,      1.73,      0.25,      0.23,      1.52,      0.20,      0.22,      2.84,      0.23,      0.22,      2.03,      0.42,
edge_3806_6221,    -22.83,      0.10,      0.10,      0.05,    -22.78,      0.09,      0.10,      0.02,    -22.92,      0.10,      0.11,      0.10,    -20.33,      0.36,      0.43,      0.15,    -23.33,      0.35,      0.30,      0.03,    -22.18,      0.40,      0.48,      0.13,      2.50,      0.37,      0.44,     -0.55,      0.36,      0.32,      0.74,      0.41,      0.49,      0.90,      0.89,
edge_3806_0340,    -14.40,      0.10,      0.29,      0.74,    -14.58,      0.15,      0.25,      0.43,    -14.10,      0.11,      0.27,      0.69,    -14.36,      0.20,      0.75,      0.87,    -11.78,      0.27,      0.83,      0.83,    -13.03,      0.26,      1.14,      0.92,      0.04,      0.22,      0.80,      2.80,      0.31,      0.87,      1.07,      0.28,      1.17,      1.30,      0.81,
edge_3806_1423,    -12.70,      0.13,      0.12,     -0.10,    -12.72,      0.11,      0.12,      0.04,    -12.74,      0.13,      0.12,     -0.04,,,,,    -13.88,      0.21,      1.45,      0.97,    -12.04,      0.17,      0.26,      0.42,,,,     -1.16,      0.24,      1.45,      0.70,      0.21,      0.29,,,
edge_3806_5973,    -11.82,      0.11,      0.11,     -0.03,    -11.80,      0.14,      0.12,     -0.02,    -11.90,      0.09,      0.10,      0.15,    -10.94,      0.23,      0.40,      0.50,    -11.12,      0.21,      0.68,      0.85,     -9.17,      0.16,      0.30,      0.50,      0.88,      0.25,      0.41,      0.68,      0.25,      0.69,      2.73,      0.18,      0.32,      1.43,      0.66,
edge_4096_4147,      4.00,      0.07,      0.07,     -0.05,      4.10,      0.07,      0.07,      0.03,      4.26,      0.06,      0.06,     -0.03,      5.84,      0.12,      0.11,      0.00,      5.46,      0.10,      0.11,      0.14,      5.20,      0.11,      0.11,     -0.04,      1.84,      0.14,      0.13,      1.36,      0.12,      0.13,      0.94,      0.13,      0.13,      1.38,      0.26,
edge_4147_2750,     -4.08,      0.06,      0.06,     -0.08,     -4.12,      0.06,      0.07,      0.05,     -4.20,      0.06,      0.06,      0.04,     -4.35,      0.10,      0.11,      0.00,     -4.67,      0.09,      0.07,     -0.12,     -5.63,      0.15,      0.13,     -0.13,     -0.27,      0.12,      0.13,     -0.55,      0.11,      0.10,     -1.43,      0.16,      0.14,     -0.75,      0.36,
edge_4147_7846,     16.70,      0.07,      0.06,     -0.05,     16.78,      0.05,      0.06,     -0.01,     16.81,      0.07,      0.06,     -0.01,     15.30,      0.12,      0.12,      0.05,     15.14,      0.13,      0.13,      0.01,     14.97,      0.11,      0.14,      0.24,     -1.40,      0.14,      0.13,     -1.64,      0.14,      0.14,     -1.84,      0.13,      0.15,     -1.63,      0.14,
edge_6694_4147,     -1.37,      0.08,      0.08,      0.01,     -1.22,      0.06,      0.07,      0.08,     -1.15,      0.08,      0.08,     -0.07,      0.62,      0.13,      0.11,     -0.29,      0.16,      0.15,      0.15,      0.07,     -0.23,      0.16,      0.17,      0.12,      1.99,      0.15,      0.14,      1.38,      0.16,      0.17,      0.92,      0.18,      0.19,      1.43,      0.32,
edge_1038_9211,    -42.98,      0.10,      0.12,      0.01,    -43.27,      0.12,      0.11,     -0.04,    -43.50,      0.10,      0.11,      0.09,    -40.91,      0.26,      0.52,      0.65,    -41.50,      0.14,      0.18,      0.20,    -40.79,      0.19,      0.14,     -0.30,      2.07,      0.28,      0.53,      1.77,      0.18,      0.21,      2.71,      0.21,      0.18,      2.18,      0.29,
edge_1038_0309,     47.13,      0.10,      0.10,     -0.00,     47.22,      0.09,      0.09,     -0.07,     47.01,      0.10,      0.10,     -0.04,     50.58,      0.40,      0.46,      0.22,     43.87,      0.14,      0.17,      0.15,     45.45,      0.14,      0.19,      0.23,      3.45,      0.41,      0.47,     -3.35,      0.17,      0.19,     -1.56,      0.17,      0.21,     -0.49,      2.04,
edge_1038_0848,    -23.76,      0.21,      0.32,      0.32,    -24.10,      0.35,      0.38,      0.08,    -24.02,      0.56,      0.38,     -0.40,    -22.74,      1.31,      0.81,     -0.47,    -19.52,      1.23,      2.25,      0.93,    -20.88,      0.71,      0.70,      0.37,      1.02,      1.33,      0.87,      4.58,      1.28,      2.28,      3.14,      0.90,      0.80,      2.91,      1.16,
edge_9211_1056,     57.72,      0.12,      0.12,      0.03,     57.69,      0.11,      0.11,      0.02,     57.81,      0.12,      0.11,      0.09,     56.21,      0.16,      0.28,      0.44,     53.92,      0.57,      0.98,      0.77,     54.82,      0.33,      1.36,      0.91,     -1.51,      0.20,      0.30,     -3.77,      0.58,      0.99,     -2.99,      0.35,      1.36,     -2.76,      0.68,
edge_9211_9237,    -38.08,      0.12,      0.14,      0.04,    -37.98,      0.18,      0.15,     -0.14,    -38.09,      0.14,      0.13,     -0.06,    -43.07,      0.45,      0.77,      0.64,    -39.93,      0.24,      0.23,     -0.02,    -37.99,      0.37,      0.54,      0.34,     -4.99,      0.47,      0.78,     -1.95,      0.30,      0.27,      0.10,      0.40,      0.56,     -2.28,      1.49,
edge_9211_0848,     20.04,      0.26,      0.24,     -0.04,     19.55,      0.28,      0.29,      0.07,     19.44,      0.22,      0.24,      0.07,     15.78,      0.96,      0.81,      0.56,     18.26,      0.38,      0.29,     -0.30,     18.75,      0.43,      0.54,      0.55,     -4.26,      0.99,      0.84,     -1.29,      0.47,      0.41,     -0.69,      0.48,      0.59,     -2.08,      1.15,
edge_2333_9211,    -55.50,      0.09,      0.10,      0.10,    -55.70,      0.07,      0.10,      0.17,    -55.59,      0.10,      0.09,      0.01,    -52.65,      0.18,      0.14,     -0.22,    -53.60,      0.21,      0.21,      0.07,    -52.53,      0.20,      0.50,      0.70,      2.85,      0.20,      0.17,      2.10,      0.22,      0.23,      3.06,      0.22,      0.51,      2.67,      0.30,
edge_2333_0309,     32.64,      0.14,      0.14,      0.06,     32.40,      0.10,      0.10,     -0.01,     32.69,      0.11,      0.12,      0.07,     32.63,      0.31,      1.32,      0.92,     34.52,      0.23,      1.41,      0.96,     31.25,      0.47,      1.47,      0.94,     -0.01,      0.34,      1.33,      2.12,      0.25,      1.41,     -1.44,      0.48,      1.47,      0.22,      1.04,
edge_2333_0848,    -38.04,      0.25,      0.72,      0.81,    -38.22,      0.31,      0.35,      0.10,    -38.37,      0.35,      0.40,      0.25,    -30.82,      1.59,   5063.82,      1.00,    -37.31,      0.50,      1.60,      0.94,    -37.89,      0.47,      6.83,      1.00,      7.22,      1.61,   5063.82,      0.91,      0.59,      1.64,      0.48,      0.59,      6.84,      2.87,      2.25,
edge_0395_8161,     -4.82,      0.33,      0.33,      0.01,     -6.51,      0.50,      2.08,      0.94,     -5.18,      0.42,      0.69,      0.53,     -4.27,      0.62,      2.27,      0.96,     -4.94,      0.64,      1.63,      0.93,     -1.71,      0.81,      0.70,      0.27,      0.55,      0.70,      2.29,      1.57,      0.81,      2.64,      3.47,      0.91,      0.98,      1.86,      0.91,
edge_8414_1038,      5.18,      0.47,      0.40,     -0.06,      6.42,      0.26,      0.50,      0.68,      5.38,      0.36,      0.36,     -0.16,      2.36,      0.43,      5.92,      0.99,      4.26,      0.31,      0.65,      0.73,      5.02,      0.95,      0.78,      0.12,     -2.82,      0.64,      5.93,     -2.16,      0.40,      0.82,     -0.36,      1.02,      0.86,     -1.78,      0.78,
edge_8414_1056,     17.87,      0.45,      0.61,      0.55,     17.28,      0.29,      0.56,      0.64,     18.30,      0.34,      0.56,      0.56,     20.51,      0.75,      7.63,      0.99,     17.81,      0.63,      0.49,     -0.24,     14.25,      0.71,      3.70,      0.98,      2.64,      0.87,      7.65,      0.53,      0.69,      0.74,     -4.05,      0.79,      3.74,     -0.29,      2.01,
