#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_49220392_49137530  0.16  1.26
edge_49932714_49137530  -1.26  0.42
edge_49582468_49137530  -0.91  0.43
edge_49396360_49137530  -0.30  0.42
edge_50181001_49137530  -0.83  0.25
edge_49585367_49137530  -1.47  0.21
edge_49220392_49175828  -0.40  0.35
edge_49220548_49220392  0.76  0.55
edge_49220548_49932129  1.05  1.01
edge_49582468_49932129  0.14  0.88
edge_49396360_49175828  1.06  0.23
edge_49175828_49580115   nan   nan
edge_49220548_49137374  1.40  0.52
edge_49220548_49580115  0.65  0.32
edge_49396360_49220548  -0.46  0.87
edge_49932714_49582390  -0.20  0.32
edge_49396360_49582390  -0.28  0.24
edge_50181001_49582390  -0.08  0.84
edge_50107616_49582390  -1.59  0.91
edge_48168913_48271249  1.42  0.71
edge_49072088_48271249  0.25  0.44
edge_50107616_48271249  1.40  0.96
edge_49137374_48271249  0.64  0.55
edge_49932714_49175789  -0.07  0.67
edge_49932714_49580115  0.58  0.35
edge_49932714_49582468  -0.61  0.70
edge_48168913_49585367  -0.94  0.38
edge_50107616_49585367  1.36  0.32
edge_48168913_48022468   nan   nan
edge_43249674_48022468  -0.48  0.19
edge_48009208_43249674  0.04  0.11
edge_43249674_49175789  -0.60  1.05
edge_49175789_49072088  2.25  1.12
edge_48009208_49137374  -0.65  0.81
