leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_43_48,     -4.72,      0.07,      0.07,      0.03,     -4.81,      0.08,      0.07,      0.03,     -4.73,      0.06,      0.07,     -0.00,     -1.08,      0.12,      0.14,      0.03,     -3.52,      0.15,      0.37,      0.73,     -2.51,      0.18,      0.30,      0.44,      3.64,      0.14,      0.16,      1.29,      0.16,      0.38,      2.22,      0.19,      0.31,      2.38,      0.68,
edge_43_44,     -0.46,      0.08,      0.08,      0.04,     -0.55,      0.07,      0.08,     -0.04,     -0.45,      0.07,      0.07,      0.02,      1.61,      0.11,      0.11,     -0.03,      1.68,      0.12,      0.12,      0.09,      0.45,      0.15,      0.15,     -0.08,      2.07,      0.14,      0.14,      2.23,      0.14,      0.14,      0.90,      0.17,      0.17,      1.74,      0.42,
edge_30_56,    -50.49,      0.13,      0.12,     -0.05,    -50.49,      0.12,      0.12,     -0.02,    -50.49,      0.12,      0.12,     -0.03,    -51.99,      0.32,      0.66,      0.71,    -51.66,      0.71,      5.15,      0.99,    -47.78,      0.66,      8.26,      1.00,     -1.50,      0.34,      0.67,     -1.17,      0.72,      5.15,      2.72,      0.67,      8.26,      0.01,      1.37,
edge_30_70,    -50.33,      0.10,      0.11,      0.07,    -50.34,      0.12,      0.11,      0.04,    -50.14,      0.13,      0.13,      0.02,    -50.22,      0.36,      0.66,      0.67,    -52.05,      0.23,      0.49,      0.66,    -48.30,      0.60,      7.11,      1.00,      0.11,      0.37,      0.67,     -1.71,      0.26,      0.50,      1.83,      0.62,      7.11,      0.08,      1.04,
edge_65_34,     22.56,      0.11,      0.12,      0.04,     23.07,      0.12,      0.11,     -0.05,     22.42,      0.13,      0.14,      0.13,     22.51,      0.16,      0.15,      0.00,     22.11,      0.25,      0.26,      0.00,     22.28,      0.24,      0.39,      0.48,     -0.05,      0.20,      0.19,     -0.96,      0.28,      0.28,     -0.13,      0.27,      0.42,     -0.38,      0.31,
edge_65_70,     11.21,      0.07,      0.07,     -0.03,     11.16,      0.08,      0.07,      0.01,     11.23,      0.06,      0.07,     -0.02,      8.22,      0.10,      0.09,     -0.13,      8.22,      0.11,      0.12,      0.06,      9.11,      0.11,      0.12,      0.07,     -2.98,      0.12,      0.11,     -2.94,      0.14,      0.14,     -2.12,      0.12,      0.14,     -2.68,      0.29,
edge_65_64,     -2.41,      0.05,      0.05,      0.06,     -2.40,      0.05,      0.05,     -0.02,     -2.42,      0.04,      0.04,      0.03,     -2.81,      0.09,      0.09,     -0.05,     -2.61,      0.07,      0.08,      0.13,     -1.42,      0.10,      0.08,     -0.26,     -0.39,      0.11,      0.10,     -0.22,      0.08,      0.09,      1.00,      0.10,      0.09,      0.13,      0.44,
edge_65_63,     -9.09,      0.06,      0.06,     -0.04,     -8.98,      0.06,      0.06,     -0.00,     -9.07,      0.07,      0.07,     -0.02,     -9.69,      0.09,      0.08,     -0.13,     -9.49,      0.11,      0.10,     -0.00,     -8.86,      0.09,      0.10,      0.07,     -0.60,      0.11,      0.10,     -0.51,      0.12,      0.12,      0.21,      0.11,      0.12,     -0.30,      0.26,
edge_65_20,     -0.57,      0.11,      0.12,      0.07,     -0.81,      0.09,      0.08,     -0.05,     -0.84,      0.12,      0.12,     -0.02,     -1.79,      0.19,      0.33,      0.49,     -0.42,      0.26,      0.38,      0.31,     -1.36,      0.29,      0.47,      0.57,     -1.23,      0.22,      0.35,      0.39,      0.27,      0.39,     -0.53,      0.32,      0.49,     -0.45,      0.48,
edge_49_58,     28.81,      0.10,      0.10,      0.04,     28.70,      0.09,      0.09,      0.04,     28.85,      0.08,      0.08,      0.05,     24.82,      0.24,      0.24,      0.02,     24.21,      0.16,      0.20,      0.07,     25.92,      0.18,      0.16,     -0.17,     -3.99,      0.26,      0.26,     -4.49,      0.19,      0.22,     -2.94,      0.19,      0.18,     -3.81,      0.47,
edge_49_42,     35.34,      0.10,      0.11,      0.08,     35.57,      0.09,      0.10,     -0.00,     35.65,      0.11,      0.10,     -0.07,     33.00,      0.22,      0.22,      0.06,     32.65,      0.19,      0.25,      0.19,     34.38,      0.29,      2.85,      0.99,     -2.34,      0.24,      0.25,     -2.93,      0.21,      0.27,     -1.26,      0.31,      2.85,     -2.18,      0.50,
edge_49_44,     35.85,      0.07,      0.08,      0.06,     35.86,      0.08,      0.07,     -0.07,     35.79,      0.06,      0.07,     -0.01,     37.01,      0.15,      0.95,      0.95,     33.21,      0.13,      0.12,     -0.10,     33.95,      0.12,      0.12,      0.02,      1.16,      0.17,      0.95,     -2.64,      0.15,      0.14,     -1.84,      0.13,      0.14,     -1.11,      1.16,
edge_24_69,    -37.88,      0.08,      0.09,      0.08,    -37.86,      0.09,      0.09,      0.08,    -37.53,      0.07,      0.09,      0.09,    -41.21,      0.14,      0.17,      0.13,    -41.96,      0.11,      0.16,      0.35,    -40.97,      0.11,      0.15,      0.25,     -3.33,      0.16,      0.20,     -4.10,      0.14,      0.19,     -3.44,      0.13,      0.17,     -3.62,      0.25,
edge_24_70,    -32.15,      0.09,      0.10,      0.00,    -32.18,      0.11,      0.10,      0.02,    -32.31,      0.10,      0.11,      0.23,    -34.98,      0.13,      0.16,      0.20,    -35.65,      0.11,      0.24,      0.56,    -35.97,      0.20,      0.18,      0.12,     -2.83,      0.16,      0.18,     -3.47,      0.16,      0.26,     -3.67,      0.23,      0.21,     -3.32,      0.26,
edge_24_34,    -48.37,      0.09,      0.10,     -0.07,    -48.69,      0.10,      0.11,      0.03,    -48.33,      0.10,      0.11,     -0.00,    -49.51,      0.19,      0.16,     -0.12,    -49.29,      0.18,      0.26,      0.25,    -50.62,      0.08,      0.10,      0.18,     -1.13,      0.21,      0.19,     -0.60,      0.21,      0.28,     -2.30,      0.13,      0.15,     -1.34,      0.51,
edge_67_56,     68.07,      0.12,      0.14,     -0.04,     68.06,      0.11,      0.13,      0.08,     68.14,      0.13,      0.14,     -0.03,     66.63,      0.26,      0.22,     -0.14,     68.78,      0.26,      0.27,     -0.04,     68.41,      0.26,      0.24,     -0.09,     -1.44,      0.28,      0.26,      0.71,      0.28,      0.30,      0.27,      0.29,      0.28,     -0.15,      0.67,
edge_67_57,     80.71,      0.11,      0.12,      0.01,     80.48,      0.12,      0.13,      0.02,     80.57,      0.12,      0.14,      0.10,     81.37,      0.23,      0.51,      0.71,     82.44,      0.32,      0.27,     -0.15,     80.78,      0.39,      0.43,      0.17,      0.66,      0.25,      0.52,      1.96,      0.34,      0.30,      0.21,      0.40,      0.46,      0.94,      0.54,
edge_67_64,     57.51,      0.10,      0.11,      0.06,     57.57,      0.11,      0.12,     -0.01,     57.48,      0.14,      0.12,     -0.05,     58.93,      0.25,      0.40,      0.41,     59.42,      0.22,      0.16,     -0.30,     59.90,      0.25,      0.28,      0.03,      1.42,      0.27,      0.42,      1.85,      0.24,      0.20,      2.43,      0.29,      0.31,      1.90,      0.31,
edge_62_70,     12.50,      0.07,      0.07,      0.05,     12.52,      0.08,      0.07,     -0.01,     12.51,      0.06,      0.07,      0.12,     10.30,      0.11,      0.12,      0.14,     10.37,      0.15,      0.12,     -0.17,     10.99,      0.15,      0.14,     -0.07,     -2.20,      0.13,      0.14,     -2.15,      0.16,      0.14,     -1.51,      0.17,      0.16,     -1.95,      0.23,
edge_62_31,     43.48,      0.13,      0.12,      0.02,     43.57,      0.13,      0.13,      0.05,     43.61,      0.09,      0.10,      0.03,     42.78,      0.19,      0.18,     -0.06,     42.84,      0.25,      0.22,     -0.06,     42.78,      0.25,      0.18,     -0.32,     -0.70,      0.23,      0.22,     -0.73,      0.28,      0.25,     -0.84,      0.26,      0.21,     -0.75,      0.14,
edge_56_69,     -5.31,      0.07,      0.07,     -0.05,     -5.36,      0.05,      0.07,      0.06,     -5.27,      0.07,      0.07,     -0.01,     -5.10,      0.11,      0.16,      0.35,     -4.04,      0.10,      0.13,      0.18,     -4.10,      0.10,      0.14,      0.23,      0.21,      0.14,      0.17,      1.32,      0.11,      0.15,      1.18,      0.12,      0.15,      0.90,      0.35,
edge_59_35,    -14.43,      0.07,      0.08,      0.06,    -14.30,      0.07,      0.07,      0.06,    -14.41,      0.07,      0.07,     -0.01,    -16.68,      0.13,      0.17,      0.34,    -15.04,      0.12,      0.11,     -0.09,    -15.60,      0.12,      0.13,      0.07,     -2.25,      0.15,      0.19,     -0.74,      0.14,      0.13,     -1.18,      0.14,      0.15,     -1.39,      0.45,
edge_59_52,    -11.60,      0.08,      0.09,     -0.01,    -11.75,      0.07,      0.09,      0.13,    -11.73,      0.10,      0.09,     -0.06,    -12.07,      0.20,      0.19,     -0.02,     -9.78,      0.15,      0.19,      0.22,    -10.08,      0.16,      0.11,     -0.26,     -0.47,      0.22,      0.21,      1.97,      0.17,      0.21,      1.65,      0.19,      0.14,      1.05,      0.77,
edge_59_47,     -6.13,      0.07,      0.07,     -0.03,     -6.18,      0.08,      0.08,      0.04,     -6.42,      0.07,      0.07,     -0.03,     -4.38,      0.14,      0.13,     -0.13,     -4.00,      0.19,      0.23,      0.13,     -2.67,      0.11,      0.14,      0.06,      1.75,      0.16,      0.15,      2.18,      0.21,      0.24,      3.75,      0.13,      0.16,      2.56,      0.61,
edge_38_26,    -30.95,      0.12,      0.13,      0.10,    -30.97,      0.12,      0.15,      0.12,    -31.09,      0.17,      0.17,     -0.11,    -28.26,      0.24,      0.32,      0.17,    -29.06,      0.16,      0.32,      0.53,    -31.03,      0.28,      0.24,     -0.14,      2.70,      0.27,      0.34,      1.91,      0.20,      0.35,      0.05,      0.33,      0.30,      1.55,      0.79,
edge_38_41,     12.44,      0.08,      0.08,     -0.00,     12.57,      0.10,      0.09,     -0.02,     12.16,      0.09,      0.09,      0.05,     12.36,      0.24,      0.47,      0.65,     12.50,      0.15,      0.18,      0.18,     12.72,      0.34,      0.35,      0.01,     -0.07,      0.25,      0.48,     -0.06,      0.18,      0.21,      0.56,      0.35,      0.36,      0.14,      0.24,
edge_38_39,    -28.18,      0.09,      0.09,     -0.01,    -28.35,      0.11,      0.10,     -0.08,    -28.49,      0.10,      0.10,     -0.06,    -26.75,      0.18,      0.22,      0.11,    -27.16,      0.15,      0.33,      0.69,    -26.94,      0.20,      0.21,      0.11,      1.43,      0.21,      0.24,      1.19,      0.18,      0.34,      1.56,      0.22,      0.23,      1.39,      0.15,
