#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_43_38  -2.62  0.48
edge_43_42  -1.12  0.32
edge_43_45  1.92  0.17
edge_17_16  -2.70  0.21
edge_17_25  -2.44  0.68
edge_17_45  -0.92  0.83
edge_28_25  -4.22  0.54
edge_28_30  -5.06  0.82
edge_28_39  -4.96  0.50
edge_22_21  1.38  0.24
edge_22_26  0.89  0.55
edge_22_32  0.60  0.28
edge_16_14  3.39  0.64
edge_16_15  2.21  0.66
edge_16_20  -0.01  0.26
edge_16_19  0.51  0.32
edge_30_33  3.90  0.65
edge_30_37  0.81  0.55
edge_21_20  -1.16  0.35
edge_21_41  -3.37  0.42
edge_21_29  -1.62  0.71
edge_21_26  -0.25  0.15
edge_24_42  -0.56  0.39
edge_24_33  1.67  0.60
edge_38_29  3.09  1.39
edge_31_25  1.60  0.84
edge_31_37  0.22  0.24
edge_41_39  1.06  0.12
edge_41_40  0.37  0.17
edge_29_33  1.05  1.22
edge_20_35  -2.64  0.28
edge_42_13  -3.97  0.32
edge_35_18  4.27  0.49
edge_35_27  0.75  0.53
edge_35_37  -0.40  0.28
edge_35_36  0.93  0.37
edge_44_32  -2.01  0.45
edge_44_36  -2.28  0.45
edge_18_13  -4.66  0.69
edge_18_15  -0.18  0.60
edge_18_45  -1.57  1.05
edge_40_19  2.47  0.39
edge_40_33  2.12  0.80
edge_19_32  -1.27  0.15
edge_19_25  -2.97  1.09
edge_33_32  -2.33  0.51
edge_33_34  -2.49  0.39
edge_27_36  -0.95  0.37
edge_13_14  4.90  1.11
edge_39_32  -1.07  1.43
edge_32_23  2.63  0.53
edge_23_14  2.28  0.70
edge_23_34  -2.76  0.52
edge_34_36  0.58  0.27
