leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_32_L_31_L,     -3.69,      0.08,      0.07,      0.00,     -3.53,      0.07,      0.07,      0.11,     -3.62,      0.07,      0.07,      0.01,     -2.60,      0.09,      0.11,      0.15,     -2.98,      0.11,      0.10,     -0.10,     -2.59,      0.08,      0.07,     -0.15,      1.09,      0.12,      0.13,      0.55,      0.13,      0.12,      1.03,      0.11,      0.10,      0.89,      0.18,
edge_32_L_29_L,     -8.58,      0.11,      0.11,     -0.01,     -8.66,      0.11,      0.11,     -0.06,     -8.80,      0.10,      0.11,      0.13,     -7.11,      0.22,      0.28,      0.25,     -6.59,      0.25,      0.26,      0.02,     -7.85,      0.31,      0.33,     -0.00,      1.47,      0.25,      0.30,      2.07,      0.27,      0.28,      0.95,      0.33,      0.35,      1.50,      0.35,
edge_32_L_35_L,    -15.11,      0.19,      0.18,     -0.17,    -15.57,      0.12,      0.21,      0.50,    -14.39,      0.13,      0.15,      0.09,    -12.18,      0.23,      0.66,      0.77,    -12.86,      0.43,      0.59,      0.22,    -13.59,      0.36,      0.58,      0.53,      2.93,      0.30,      0.68,      2.71,      0.45,      0.63,      0.80,      0.38,      0.60,      2.15,      0.69,
edge_32_L_30_L,     -9.14,      0.06,      0.07,      0.07,     -9.26,      0.06,      0.07,     -0.04,     -9.23,      0.07,      0.08,      0.06,     -7.50,      0.14,      0.18,      0.21,     -7.45,      0.18,      0.21,      0.08,     -6.82,      0.16,      0.16,     -0.03,      1.64,      0.15,      0.19,      1.81,      0.19,      0.22,      2.41,      0.17,      0.18,      1.95,      0.24,
edge_28_L_35_L,      9.73,      0.08,      0.08,      0.01,      9.80,      0.07,      0.07,     -0.03,      9.71,      0.08,      0.07,     -0.06,     11.56,      0.15,      2.36,      0.99,     12.82,      0.33,      0.83,      0.79,     12.98,      0.23,      1.06,      0.93,      1.83,      0.17,      2.36,      3.02,      0.34,      0.83,      3.27,      0.24,      1.06,      2.71,      0.46,
edge_39_L_35_L,    -16.98,      0.08,      0.08,     -0.07,    -16.66,      0.08,      0.08,     -0.18,    -17.04,      0.10,      0.09,     -0.03,    -16.65,      0.17,      0.24,      0.25,    -15.54,      0.29,      0.31,     -0.02,    -15.52,      0.23,      0.31,      0.23,      0.33,      0.19,      0.25,      1.12,      0.30,      0.32,      1.52,      0.25,      0.32,      0.99,      0.37,
edge_35_L_29_L,      6.80,      0.08,      0.09,      0.06,      6.82,      0.09,      0.08,      0.05,      6.73,      0.08,      0.09,      0.18,,,,,      5.86,      0.16,      0.22,      0.28,      4.75,      0.16,      0.20,      0.08,,,,     -0.96,      0.18,      0.23,     -1.98,      0.18,      0.22,,,
edge_39_L_34_L,     19.28,      0.16,      0.16,     -0.03,     19.19,      0.15,      0.14,      0.04,     19.15,      0.12,      0.15,      0.14,     18.52,      0.47,      0.44,     -0.11,     17.62,      0.33,      0.36,      0.03,     18.27,      0.45,      0.37,     -0.15,     -0.76,      0.50,      0.47,     -1.57,      0.36,      0.39,     -0.88,      0.47,      0.40,     -1.07,      0.33,
edge_39_L_37_L,      4.17,      0.04,      0.05,      0.01,      4.04,      0.06,      0.05,      0.01,      4.01,      0.06,      0.05,     -0.07,      3.86,      0.06,      0.06,      0.10,      3.67,      0.06,      0.07,      0.03,      3.65,      0.05,      0.06,      0.01,     -0.31,      0.07,      0.08,     -0.37,      0.08,      0.09,     -0.36,      0.08,      0.08,     -0.35,      0.04,
edge_39_L_28_L,      0.01,      0.07,      0.06,      0.02,     -0.02,      0.07,      0.07,      0.06,     -0.11,      0.06,      0.07,      0.03,     -3.50,      0.10,      0.11,      0.12,     -2.81,      0.15,      0.15,     -0.15,     -2.37,      0.12,      0.16,      0.06,     -3.51,      0.12,      0.13,     -2.79,      0.17,      0.17,     -2.26,      0.13,      0.17,     -2.85,      0.37,
edge_39_L_36_L,      9.81,      0.05,      0.05,      0.03,      9.85,      0.05,      0.05,      0.02,      9.93,      0.05,      0.05,      0.05,      9.52,      0.08,      0.08,      0.07,      9.54,      0.08,      0.08,     -0.00,      9.51,      0.07,      0.07,     -0.04,     -0.29,      0.09,      0.09,     -0.31,      0.09,      0.09,     -0.42,      0.09,      0.09,     -0.34,      0.06,
edge_31_L_30_L,     -5.61,      0.05,      0.06,      0.03,     -5.34,      0.06,      0.06,     -0.04,     -5.44,      0.06,      0.06,     -0.07,     -4.51,      0.10,      0.11,      0.09,     -4.38,      0.09,      0.11,      0.16,     -4.79,      0.12,      0.10,     -0.07,      1.10,      0.11,      0.13,      0.96,      0.11,      0.13,      0.65,      0.13,      0.12,      0.90,      0.14,
edge_31_L_29_L,     -4.98,      0.08,      0.08,      0.04,     -5.07,      0.06,      0.07,      0.05,     -4.99,      0.08,      0.07,      0.07,     -4.40,      0.14,      0.14,     -0.01,     -3.92,      0.15,      0.18,      0.26,     -4.08,      0.16,      0.17,      0.09,      0.58,      0.16,      0.16,      1.15,      0.16,      0.19,      0.91,      0.18,      0.18,      0.88,      0.18,
edge_34_L_29_L,     -3.99,      0.12,      0.11,     -0.06,     -4.14,      0.11,      0.11,      0.01,     -4.28,      0.11,      0.10,     -0.04,     -2.92,      0.20,      0.25,      0.26,     -3.46,      0.37,      0.34,     -0.08,     -3.15,      0.21,      0.29,      0.20,      1.07,      0.23,      0.27,      0.68,      0.39,      0.36,      1.13,      0.24,      0.31,      0.96,      0.20,
edge_34_L_30_L,     -4.85,      0.06,      0.07,     -0.03,     -4.86,      0.07,      0.08,      0.05,     -4.71,      0.08,      0.07,      0.05,     -3.14,      0.15,      0.22,      0.29,     -3.64,      0.17,      0.24,      0.21,     -3.39,      0.29,      0.25,     -0.18,      1.71,      0.16,      0.23,      1.22,      0.18,      0.25,      1.32,      0.30,      0.26,      1.42,      0.18,
edge_34_L_36_L,     -9.60,      0.13,      0.15,      0.06,     -9.74,      0.15,      0.16,      0.15,     -9.60,      0.15,      0.16,      0.08,     -8.24,      0.24,      0.54,      0.73,     -7.94,      0.23,      0.91,      0.89,     -8.87,      0.50,      0.43,     -0.22,      1.36,      0.27,      0.56,      1.80,      0.27,      0.92,      0.73,      0.52,      0.46,      1.30,      0.35,
edge_37_L_36_L,      5.86,      0.06,      0.05,     -0.02,      5.88,      0.06,      0.05,     -0.05,      5.86,      0.05,      0.04,     -0.02,      7.63,      0.07,      0.11,      0.41,      6.28,      0.06,      0.07,      0.20,      7.66,      0.05,      0.10,      0.49,      1.77,      0.09,      0.12,      0.40,      0.08,      0.09,      1.80,      0.07,      0.11,      1.32,      0.46,
edge_28_L_36_L,      9.43,      0.05,      0.05,     -0.03,      9.38,      0.05,      0.05,      0.00,      9.39,      0.04,      0.04,     -0.01,     10.58,      0.08,      0.16,      0.53,     10.89,      0.07,      0.12,      0.42,     10.95,      0.06,      0.11,      0.37,      1.15,      0.09,      0.17,      1.51,      0.09,      0.13,      1.56,      0.07,      0.12,      1.41,      0.13,
edge_38_L_36_L,     13.34,      0.06,      0.07,      0.01,     13.43,      0.07,      0.07,     -0.01,     13.25,      0.07,      0.07,     -0.00,     14.85,      0.09,      0.08,      0.01,     14.76,      0.08,      0.07,     -0.03,     14.77,      0.08,      0.07,     -0.07,      1.51,      0.11,      0.11,      1.33,      0.11,      0.10,      1.52,      0.11,      0.10,      1.45,      0.08,
edge_33_L_30_L,      1.84,      0.05,      0.06,      0.07,      1.90,      0.07,      0.07,      0.02,      1.78,      0.06,      0.06,     -0.03,      1.49,      0.11,      0.10,      0.00,      1.94,      0.12,      0.12,      0.00,      1.78,      0.09,      0.09,     -0.08,     -0.35,      0.12,      0.12,      0.04,      0.14,      0.14,      0.00,      0.11,      0.11,     -0.10,      0.13,
edge_30_L_29_L,      0.67,      0.07,      0.06,     -0.07,      0.74,      0.06,      0.06,     -0.01,      0.69,      0.06,      0.07,      0.08,      0.30,      0.07,      0.08,     -0.04,      0.35,      0.10,      0.08,     -0.11,      0.45,      0.07,      0.08,      0.03,     -0.37,      0.10,      0.10,     -0.39,      0.12,      0.10,     -0.24,      0.09,      0.11,     -0.33,      0.07,
edge_33_L_29_L,      2.79,      0.09,      0.10,     -0.02,      2.65,      0.10,      0.09,     -0.05,      2.74,      0.07,      0.09,      0.13,      2.52,      0.16,      0.16,     -0.01,      2.16,      0.20,      0.17,     -0.08,      2.15,      0.15,      0.13,     -0.15,     -0.27,      0.18,      0.19,     -0.49,      0.22,      0.19,     -0.59,      0.17,      0.16,     -0.45,      0.13,
edge_28_L_38_L,     -3.94,      0.06,      0.07,      0.05,     -3.91,      0.07,      0.07,      0.01,     -3.86,      0.06,      0.07,      0.04,     -3.23,      0.06,      0.07,      0.06,     -3.06,      0.07,      0.07,     -0.01,     -3.20,      0.08,      0.08,     -0.01,      0.71,      0.08,      0.10,      0.85,      0.10,      0.10,      0.66,      0.10,      0.11,      0.74,      0.07,
edge_28_L_29_L,     15.35,      0.07,      0.07,      0.06,     15.52,      0.06,      0.08,      0.33,     15.42,      0.08,      0.08,      0.02,     15.75,      0.09,      0.07,     -0.24,     15.79,      0.09,      0.08,     -0.19,     15.69,      0.11,      0.08,     -0.38,      0.40,      0.11,      0.10,      0.27,      0.11,      0.11,      0.27,      0.14,      0.11,      0.31,      0.07,
edge_28_L_37_L,      3.55,      0.04,      0.04,      0.01,      3.58,      0.04,      0.05,      0.03,      3.53,      0.05,      0.05,     -0.05,      3.26,      0.07,      0.06,     -0.02,      3.10,      0.08,      0.09,      0.16,      3.38,      0.07,      0.08,      0.10,     -0.29,      0.08,      0.07,     -0.48,      0.09,      0.10,     -0.15,      0.09,      0.09,     -0.31,      0.10,
edge_38_L_37_L,      7.47,      0.07,      0.07,      0.02,      7.27,      0.07,      0.07,     -0.05,      7.49,      0.07,      0.07,     -0.06,      6.49,      0.08,      0.07,     -0.10,      6.24,      0.06,      0.08,      0.12,      6.58,      0.08,      0.07,     -0.11,     -0.98,      0.11,      0.10,     -1.03,      0.09,      0.11,     -0.91,      0.11,      0.10,     -0.97,      0.06,
