leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_3a_7,     56.09,      0.07,      0.07,     -0.09,     56.06,      0.06,      0.06,     -0.09,     55.98,      0.07,      0.07,     -0.05,     60.61,      0.14,      0.17,      0.21,     60.63,      0.10,      0.12,      0.10,     60.75,      0.13,      0.13,      0.00,      4.51,      0.15,      0.19,      4.57,      0.12,      0.13,      4.77,      0.14,      0.15,      4.62,      0.10,
edge_3a_5m,      1.56,      0.05,      0.05,     -0.00,      1.55,      0.05,      0.05,      0.05,      1.57,      0.05,      0.05,     -0.04,      2.95,      0.09,      0.09,     -0.08,      2.74,      0.11,      0.14,      0.24,      3.49,      0.12,      0.11,     -0.02,      1.39,      0.11,      0.10,      1.19,      0.12,      0.15,      1.93,      0.13,      0.13,      1.50,      0.22,
edge_3a_3b,      1.28,      0.03,      0.03,     -0.04,      1.29,      0.03,      0.03,      0.03,      1.30,      0.03,      0.03,     -0.03,      2.60,      0.05,      0.05,     -0.02,      2.57,      0.05,      0.05,     -0.06,      3.20,      0.05,      0.05,     -0.13,      1.32,      0.06,      0.06,      1.28,      0.06,      0.06,      1.90,      0.06,      0.05,      1.50,      0.20,
edge_5f_5a,    -32.23,      0.18,      0.17,      0.05,    -32.34,      0.16,      0.17,      0.05,    -32.29,      0.16,      0.16,      0.01,    -32.34,      0.13,      0.15,     -0.00,    -31.90,      0.22,      0.21,      0.05,    -32.34,      0.17,      0.17,     -0.15,     -0.11,      0.22,      0.22,      0.43,      0.27,      0.27,     -0.05,      0.24,      0.23,      0.09,      0.20,
edge_5f_5i,     -7.31,      0.17,      0.16,     -0.07,     -7.14,      0.16,      0.16,     -0.04,     -7.05,      0.15,      0.16,      0.13,     -8.55,      0.23,      0.20,     -0.06,     -8.68,      0.19,      0.17,     -0.15,     -9.00,      0.20,      0.20,     -0.08,     -1.24,      0.28,      0.25,     -1.54,      0.25,      0.23,     -1.95,      0.25,      0.25,     -1.58,      0.24,
edge_5f_5l,    -35.17,      0.17,      0.16,     -0.05,    -34.94,      0.14,      0.16,      0.06,    -34.90,      0.19,      0.16,     -0.04,    -36.03,      0.16,      0.15,     -0.06,    -35.94,      0.16,      0.19,      0.09,    -35.99,      0.14,      0.16,      0.11,     -0.86,      0.24,      0.22,     -1.00,      0.22,      0.25,     -1.09,      0.23,      0.22,     -0.98,      0.14,
edge_8e_5k,    -57.69,      0.14,      0.14,      0.01,    -57.68,      0.14,      0.14,     -0.07,    -57.86,      0.14,      0.13,     -0.06,    -57.68,      0.26,      0.28,     -0.03,    -59.92,      0.34,      0.38,      0.22,    -59.63,      0.19,      0.42,      0.69,      0.01,      0.30,      0.31,     -2.25,      0.37,      0.41,     -1.77,      0.23,      0.44,     -1.33,      0.69,
edge_8e_8a,     -1.68,      0.06,      0.07,      0.06,     -1.36,      0.06,      0.06,     -0.00,     -1.48,      0.06,      0.06,      0.01,     -0.94,      0.34,      0.23,     -0.35,     -1.04,      0.18,      0.28,      0.39,      0.18,      0.28,      0.24,     -0.14,      0.74,      0.34,      0.24,      0.32,      0.19,      0.29,      1.66,      0.28,      0.25,      0.91,      0.42,
edge_8e_8b,     19.33,      0.07,      0.07,      0.01,     19.27,      0.06,      0.06,      0.03,     19.21,      0.06,      0.06,      0.01,     17.35,      0.21,      0.24,      0.10,     19.08,      0.20,      0.22,      0.04,     19.36,      0.19,      0.23,      0.25,     -1.98,      0.22,      0.25,     -0.19,      0.21,      0.23,      0.15,      0.20,      0.24,     -0.67,      0.67,
edge_8e_8c,    -26.53,      0.08,      0.17,      0.62,    -26.49,      0.09,      0.18,      0.53,    -26.45,      0.06,      0.17,      0.69,    -26.35,      0.12,      0.21,      0.47,    -26.00,      0.12,      0.29,      0.66,    -26.73,      0.17,      0.21,      0.28,      0.18,      0.14,      0.27,      0.49,      0.15,      0.34,     -0.27,      0.19,      0.27,      0.13,      0.23,
edge_5l_5e,      6.64,      0.21,      0.18,     -0.18,      6.30,      0.15,      0.16,      0.09,      6.49,      0.21,      0.20,     -0.05,      9.01,      0.23,      0.27,      0.18,      8.56,      0.33,      0.37,      0.12,      9.45,      0.32,      0.32,      0.01,      2.36,      0.31,      0.32,      2.27,      0.36,      0.40,      2.95,      0.38,      0.37,      2.53,      0.27,
edge_5l_5j,    -20.11,      0.18,      0.18,     -0.00,    -20.08,      0.14,      0.15,      0.17,    -20.13,      0.13,      0.14,      0.10,    -18.50,      0.24,      0.20,     -0.10,    -18.14,      0.22,      0.22,      0.03,    -18.80,      0.16,      0.18,      0.08,      1.61,      0.30,      0.27,      1.94,      0.26,      0.27,      1.33,      0.21,      0.23,      1.63,      0.21,
edge_5l_5p,     46.73,      0.26,      0.20,     -0.20,     46.19,      0.18,      0.19,     -0.10,     46.71,      0.16,      0.19,      0.12,     48.07,      0.33,      0.28,     -0.07,     48.68,      0.22,      0.25,      0.16,     48.81,      0.25,      0.24,     -0.02,      1.35,      0.43,      0.34,      2.50,      0.29,      0.31,      2.10,      0.30,      0.31,      1.98,      0.36,
edge_8b_8a,    -20.42,      0.05,      0.04,     -0.01,    -20.41,      0.04,      0.04,      0.01,    -20.49,      0.04,      0.04,      0.01,    -19.02,      0.05,      0.06,      0.07,    -19.04,      0.06,      0.05,     -0.21,    -19.07,      0.06,      0.05,      0.04,      1.40,      0.07,      0.07,      1.37,      0.08,      0.07,      1.42,      0.07,      0.07,      1.40,      0.04,
edge_8b_8f,    -22.39,      0.08,      0.07,     -0.07,    -22.55,      0.06,      0.06,     -0.03,    -22.48,      0.05,      0.06,      0.07,    -23.82,      0.22,      0.27,      0.17,    -23.75,      0.24,      0.20,     -0.24,    -24.36,      0.20,      0.22,      0.04,     -1.43,      0.23,      0.28,     -1.20,      0.24,      0.21,     -1.88,      0.21,      0.23,     -1.50,      0.23,
edge_8b_8d,    -51.69,      0.06,      0.07,     -0.01,    -51.58,      0.08,      0.07,      0.03,    -51.58,      0.07,      0.08,     -0.01,    -53.50,      0.28,      0.26,     -0.14,    -51.91,      0.30,      0.19,     -0.38,    -52.87,      0.16,      0.19,      0.14,     -1.80,      0.28,      0.27,     -0.33,      0.31,      0.20,     -1.29,      0.18,      0.20,     -1.14,      0.44,
edge_5g_5a,    -32.28,      0.16,      0.16,     -0.08,    -32.16,      0.19,      0.17,      0.07,    -32.37,      0.16,      0.17,      0.09,    -32.36,      0.20,      0.19,     -0.07,    -32.17,      0.16,      0.15,     -0.13,    -32.33,      0.24,      0.22,      0.04,     -0.08,      0.26,      0.24,     -0.01,      0.25,      0.23,      0.04,      0.29,      0.27,     -0.02,      0.14,
edge_5g_5b,    -70.98,      0.14,      0.16,      0.13,    -70.85,      0.17,      0.18,      0.05,    -70.78,      0.18,      0.17,     -0.10,    -71.85,      0.13,      0.15,      0.10,    -71.68,      0.25,      0.22,     -0.10,    -70.92,      0.18,      0.22,      0.14,     -0.87,      0.19,      0.22,     -0.82,      0.30,      0.29,     -0.14,      0.26,      0.28,     -0.61,      0.26,
edge_5g_5d,    -30.94,      0.16,      0.14,     -0.08,    -30.98,      0.12,      0.15,      0.18,    -30.94,      0.18,      0.16,     -0.01,    -29.42,      0.27,      0.23,     -0.03,    -29.12,      0.32,      0.26,     -0.11,    -29.66,      0.32,      0.28,     -0.11,      1.52,      0.31,      0.27,      1.85,      0.34,      0.30,      1.28,      0.37,      0.32,      1.55,      0.23,
edge_5g_5h,     23.11,      0.13,      0.15,      0.00,     23.01,      0.15,      0.19,      0.17,     23.26,      0.14,      0.15,      0.03,     26.52,      0.17,      0.18,     -0.06,     26.04,      0.21,      0.20,     -0.05,     26.45,      0.35,      0.28,     -0.24,      3.41,      0.22,      0.23,      3.03,      0.26,      0.28,      3.18,      0.38,      0.32,      3.21,      0.18,
edge_1b_1a,     -7.74,      0.05,      0.04,      0.03,     -7.80,      0.05,      0.05,      0.01,     -7.77,      0.05,      0.05,     -0.01,     -6.46,      0.08,      0.07,      0.05,     -6.39,      0.08,      0.07,     -0.06,     -6.63,      0.07,      0.07,     -0.11,      1.29,      0.09,      0.08,      1.41,      0.09,      0.08,      1.13,      0.08,      0.08,      1.28,      0.09,
edge_1b_5h,      7.92,      0.13,      0.20,      0.36,      6.60,      0.08,      0.09,      0.04,      6.54,      0.07,      0.08,      0.02,     10.27,      0.14,      0.43,      0.78,      9.87,      0.21,      0.47,      0.70,      9.50,      0.25,      0.23,      0.01,      2.34,      0.19,      0.47,      3.27,      0.23,      0.48,      2.96,      0.26,      0.25,      2.86,      0.29,
edge_1b_5d,    -47.32,      0.08,      0.08,     -0.02,    -47.37,      0.06,      0.07,      0.07,    -47.55,      0.08,      0.07,      0.03,    -46.85,      0.12,      0.11,     -0.03,    -46.68,      0.12,      0.11,     -0.12,    -46.58,      0.11,      0.12,      0.12,      0.47,      0.14,      0.13,      0.70,      0.14,      0.13,      0.98,      0.14,      0.14,      0.71,      0.16,
edge_1b_5n,     -6.22,      0.10,      0.11,      0.01,     -6.24,      0.09,      0.11,      0.02,     -6.00,      0.13,      0.12,      0.03,     -6.00,      0.25,      0.21,     -0.02,     -6.30,      0.16,      0.18,      0.06,     -6.67,      0.24,      0.29,      0.22,      0.22,      0.27,      0.24,     -0.06,      0.19,      0.21,     -0.67,      0.28,      0.32,     -0.17,      0.28,
edge_1b_5c,    -79.21,      0.07,      0.07,      0.03,    -79.31,      0.07,      0.07,     -0.06,    -79.10,      0.06,      0.07,      0.00,    -79.99,      0.14,      0.14,      0.04,    -80.16,      0.11,      0.13,      0.06,    -80.27,      0.12,      0.14,      0.09,     -0.78,      0.15,      0.16,     -0.86,      0.13,      0.15,     -1.17,      0.14,      0.16,     -0.94,      0.13,
edge_5e_5a,     -3.18,      0.15,      0.16,     -0.00,     -3.25,      0.17,      0.16,     -0.04,     -3.24,      0.16,      0.15,     -0.10,     -5.19,      0.27,      0.23,     -0.11,     -5.40,      0.23,      0.23,     -0.09,     -5.09,      0.24,      0.20,     -0.13,     -2.01,      0.31,      0.28,     -2.14,      0.29,      0.29,     -1.85,      0.29,      0.25,     -2.00,      0.17,
