leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_23466_23475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23467_23476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23469_23472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23469_20669_2qbr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23471_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23471_23468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23471_23470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23473_20669_2qbr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23474_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23476_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23477_23330_2qbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23480_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23480_23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23482_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23482_23485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23482_23486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23483_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23484_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23484_23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23484_23485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23484_23486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23485_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23486_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_23486_23485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20667_2qbp_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20667_2qbp_23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20667_2qbp_23484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20667_2qbp_23485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20667_2qbp_23486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20669_2qbr_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20669_2qbr_23472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_20670_2qbs_23330_2qbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
