leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_1495_5109,     15.88,      0.13,      0.14,      0.09,     15.63,      0.17,      0.18,      0.12,     15.56,      0.12,      0.13,      0.08,     13.58,      0.18,      0.22,      0.25,     13.62,      0.18,      0.22,      0.13,     13.55,      0.16,      0.15,     -0.01,     -2.30,      0.22,      0.26,     -2.01,      0.25,      0.28,     -2.01,      0.20,      0.20,     -2.11,      0.14,
edge_1495_3040,    -56.36,      0.13,      0.12,     -0.03,    -56.09,      0.13,      0.14,     -0.08,    -55.92,      0.14,      0.13,     -0.01,    -57.90,      0.20,      0.20,      0.04,    -57.57,      0.22,      0.29,      0.35,    -57.42,      0.22,      0.33,      0.43,     -1.54,      0.24,      0.23,     -1.48,      0.26,      0.32,     -1.50,      0.26,      0.35,     -1.51,      0.13,
edge_1495_2606,    -51.40,      0.14,      0.15,      0.10,    -51.63,      0.12,      0.12,     -0.03,    -51.57,      0.16,      0.15,     -0.07,    -54.40,      0.24,      0.32,      0.26,    -56.13,      0.25,      0.23,     -0.16,    -53.79,      0.21,      0.23,      0.04,     -3.00,      0.28,      0.35,     -4.50,      0.28,      0.26,     -2.22,      0.26,      0.27,     -3.24,      0.68,
edge_1495_6691,     -7.28,      0.12,      0.13,     -0.05,     -7.21,      0.13,      0.14,      0.07,     -7.69,      0.14,      0.16,     -0.01,     -8.72,      0.17,      0.18,     -0.02,     -9.63,      0.15,      0.17,      0.15,     -9.93,      0.17,      0.17,      0.03,     -1.44,      0.21,      0.22,     -2.42,      0.20,      0.22,     -2.24,      0.22,      0.23,     -2.03,      0.32,
edge_2359_3053,      6.82,      0.11,      0.09,     -0.05,      6.23,      0.10,      0.11,      0.11,      6.13,      0.11,      0.10,      0.06,      8.98,      0.14,      0.15,     -0.01,      9.35,      0.10,      0.16,      0.30,      9.12,      0.17,      0.15,     -0.05,      2.16,      0.18,      0.17,      3.12,      0.14,      0.19,      2.99,      0.20,      0.18,      2.76,      0.31,
edge_3053_8602,     29.22,      0.12,      0.13,     -0.02,     29.18,      0.10,      0.11,     -0.05,     29.26,      0.12,      0.12,      0.01,     27.61,      0.16,      0.22,      0.22,     27.53,      0.14,      0.15,      0.03,     27.13,      0.17,      0.14,     -0.17,     -1.61,      0.20,      0.26,     -1.65,      0.17,      0.19,     -2.13,      0.21,      0.18,     -1.80,      0.18,
edge_0529_6770,    116.51,      0.09,      0.09,      0.04,    116.38,      0.10,      0.11,      0.02,    116.46,      0.09,      0.09,     -0.08,    119.17,      0.21,      0.35,      0.43,    119.16,      0.20,      0.37,      0.54,    120.06,      0.21,      0.26,      0.21,      2.66,      0.23,      0.36,      2.78,      0.22,      0.39,      3.60,      0.23,      0.28,      3.01,      0.31,
edge_0681_6770,    111.82,      0.11,      0.11,     -0.03,    111.57,      0.09,      0.10,     -0.01,    111.89,      0.10,      0.10,      0.02,    114.15,      0.27,      0.27,      0.06,    114.27,      0.30,      0.24,     -0.23,    113.96,      0.19,      0.21,      0.03,      2.33,      0.29,      0.29,      2.70,      0.31,      0.26,      2.07,      0.21,      0.23,      2.37,      0.22,
edge_0798_1859,    -21.55,      0.14,      0.12,     -0.08,    -21.56,      0.12,      0.13,      0.05,    -21.45,      0.12,      0.12,      0.02,    -19.70,      0.25,      0.23,     -0.16,    -20.39,      0.23,      0.19,     -0.11,    -19.21,      0.21,      0.35,      0.46,      1.85,      0.29,      0.26,      1.17,      0.26,      0.23,      2.24,      0.24,      0.37,      1.75,      0.33,
edge_0798_9022,    -59.21,      0.10,      0.09,     -0.03,    -59.13,      0.09,      0.09,      0.02,    -59.12,      0.07,      0.10,      0.10,    -57.71,      0.24,      0.20,     -0.07,    -58.13,      0.16,      0.20,      0.16,    -58.99,      0.14,      0.17,      0.11,      1.50,      0.26,      0.22,      1.00,      0.18,      0.22,      0.13,      0.16,      0.20,      0.88,      0.41,
edge_0798_4451,      7.77,      0.11,      0.11,     -0.03,      7.81,      0.11,      0.11,      0.04,      7.66,      0.10,      0.11,      0.01,     10.31,      0.11,      0.14,      0.13,     10.36,      0.13,      0.16,      0.14,     10.35,      0.13,      0.15,      0.05,      2.54,      0.16,      0.18,      2.55,      0.17,      0.19,      2.69,      0.16,      0.19,      2.59,      0.10,
edge_0798_6770,     94.38,      0.19,      0.20,      0.13,     97.12,      0.11,      1.72,      0.99,     97.26,      0.11,      1.44,      0.99,    101.55,      0.32,      3.60,      0.99,    100.55,      0.21,      8.55,      1.00,    101.19,      0.27,      6.30,      1.00,      7.17,      0.37,      3.61,      3.43,      0.24,      8.72,      3.93,      0.29,      6.46,      4.84,      1.19,
edge_0798_7447,     25.54,      0.13,      0.13,     -0.08,     25.36,      0.15,      0.13,     -0.16,     25.45,      0.12,      0.12,     -0.14,     28.34,      0.31,      0.27,     -0.13,     28.05,      0.22,      0.26,      0.19,     28.89,      0.48,      0.42,     -0.10,      2.80,      0.34,      0.30,      2.69,      0.27,      0.29,      3.44,      0.49,      0.44,      2.98,      0.29,
edge_1537_6770,     72.30,      0.10,      0.11,      0.01,     72.33,      0.11,      0.10,     -0.04,     72.61,      0.14,      0.13,      0.05,     78.52,      0.49,      6.33,      0.99,     79.43,      0.31,      2.02,      0.97,     76.12,      0.20,      0.47,      0.69,      6.22,      0.50,      6.33,      7.10,      0.33,      2.02,      3.51,      0.24,      0.49,      5.61,      1.10,
edge_1859_9373,    -12.68,      0.09,      0.10,      0.00,    -12.52,      0.09,      0.10,      0.12,    -12.75,      0.10,      0.11,     -0.02,    -13.36,      0.31,      0.35,      0.06,    -15.40,      0.21,      0.20,     -0.17,    -15.75,      0.16,      0.19,      0.10,     -0.68,      0.32,      0.36,     -2.88,      0.23,      0.22,     -3.00,      0.19,      0.22,     -2.19,      0.76,
edge_1859_8654,     18.29,      0.08,      0.10,      0.17,     18.45,      0.10,      0.11,      0.04,     18.53,      0.12,      0.11,     -0.05,     16.67,      0.21,      0.19,     -0.16,     15.73,      0.18,      0.25,      0.29,     16.94,      0.21,      0.22,     -0.03,     -1.62,      0.22,      0.21,     -2.72,      0.21,      0.27,     -1.59,      0.24,      0.25,     -1.98,      0.38,
edge_1872_6770,    121.85,      0.08,      0.10,      0.04,    121.74,      0.09,      0.10,      0.07,    122.06,      0.12,      0.12,      0.03,    126.21,      0.27,      0.23,     -0.11,    124.58,      0.19,      0.20,      0.13,    125.69,      0.25,      0.23,     -0.01,      4.36,      0.28,      0.25,      2.84,      0.21,      0.22,      3.63,      0.28,      0.26,      3.61,      0.45,
edge_2879_6770,     70.98,      0.12,      0.13,      0.00,     74.66,      0.13,      1.33,      0.98,     70.80,      0.11,      0.11,      0.17,     77.13,      0.26,     10.10,      1.00,     77.23,      0.49,      2.39,      0.96,     78.23,      0.27,     14.03,      1.00,      6.15,      0.29,     10.10,      2.57,      0.51,      2.74,      7.43,      0.29,     14.03,      5.38,      1.46,
edge_3507_6770,    126.59,      0.28,      1.17,      0.92,    126.98,      0.17,      1.27,      0.96,    127.09,      0.11,      1.67,      0.99,    127.62,      0.24,     10.85,      1.00,    127.61,      0.34,      3.75,      0.99,    129.22,      0.22,      6.55,      1.00,      1.03,      0.37,     10.91,      0.63,      0.38,      3.96,      2.13,      0.25,      6.76,      1.26,      0.47,
edge_4326_8654,     34.44,      0.11,      0.11,     -0.05,     34.50,      0.11,      0.11,      0.02,     34.62,      0.09,      0.11,      0.05,     27.56,      0.35,      0.41,      0.36,     28.61,      0.46,      0.48,     -0.07,     28.11,      0.20,      0.52,      0.77,     -6.88,      0.37,      0.42,     -5.89,      0.47,      0.49,     -6.51,      0.22,      0.53,     -6.43,      0.32,
edge_4451_6674,     -7.12,      0.16,      0.15,     -0.11,     -7.28,      0.11,      0.13,      0.11,     -7.31,      0.12,      0.16,      0.13,     -9.44,      0.17,      0.39,      0.65,     -8.89,      0.23,      0.28,      0.18,     -9.61,      0.29,      0.31,      0.09,     -2.32,      0.23,      0.42,     -1.61,      0.25,      0.31,     -2.30,      0.31,      0.35,     -2.08,      0.26,
edge_5602_7454,     36.86,      0.09,      0.10,     -0.04,     36.94,      0.12,      0.10,     -0.06,     36.83,      0.11,      0.11,     -0.03,     40.05,      0.14,      0.13,     -0.11,     40.57,      0.22,      0.21,      0.08,     40.48,      0.15,      0.21,      0.25,      3.19,      0.17,      0.16,      3.63,      0.25,      0.23,      3.65,      0.19,      0.24,      3.49,      0.18,
edge_6674_6770,     77.88,      0.25,      1.48,      0.96,     77.63,      0.13,      1.50,      0.98,     78.22,      0.28,      1.28,      0.93,     80.79,      0.23,      9.67,      1.00,     81.34,      0.23,      1.65,      0.97,     81.54,      0.32,      3.05,      0.98,      2.91,      0.34,      9.78,      3.71,      0.26,      2.23,      3.32,      0.43,      3.31,      3.31,      0.29,
edge_6770_8794,    -64.16,      0.12,      0.12,     -0.00,    -64.06,      0.11,      0.11,     -0.05,    -64.06,      0.12,      0.11,     -0.05,    -67.26,      0.17,      0.16,     -0.13,    -67.73,      0.23,      0.24,      0.08,    -68.22,      0.17,      0.18,     -0.01,     -3.10,      0.21,      0.20,     -3.67,      0.25,      0.26,     -4.16,      0.21,      0.21,     -3.64,      0.32,
edge_6770_8550,    -78.34,      0.26,      0.31,      0.03,    -78.18,      0.27,      0.29,      0.16,    -77.53,      0.32,      0.30,     -0.02,    -81.42,      0.34,      5.32,      1.00,    -79.38,      0.41,      1.29,      0.91,    -78.95,      0.59,      0.49,     -0.13,     -3.08,      0.43,      5.33,     -1.20,      0.49,      1.32,     -1.42,      0.67,      0.57,     -1.90,      0.64,
edge_0681_7454,    -66.61,      0.13,      0.12,     -0.02,    -66.67,      0.15,      0.14,     -0.07,    -66.55,      0.14,      0.13,     -0.04,    -68.60,      0.27,      0.77,      0.83,    -65.40,      0.17,      0.20,      0.03,    -64.86,      0.17,      0.17,     -0.17,     -1.99,      0.30,      0.78,      1.27,      0.23,      0.24,      1.69,      0.22,      0.21,      0.32,      1.17,
edge_9373_5602,    -79.46,      0.15,      0.13,     -0.07,    -79.50,      0.12,      0.14,      0.06,    -79.08,      0.13,      0.16,     -0.01,    -79.96,      0.21,      0.20,      0.05,    -77.69,      0.21,      1.03,      0.93,    -78.47,      0.32,      0.51,      0.48,     -0.50,      0.26,      0.24,      1.81,      0.24,      1.04,      0.61,      0.35,      0.53,      0.64,      0.68,
