#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL1078774_CHEMBL1089056  -0.24  0.69
edge_CHEMBL1078774_CHEMBL1088740  0.73  0.19
edge_CHEMBL1093087_CHEMBL1084678  -1.56  1.04
edge_CHEMBL1093087_CHEMBL1096003  -1.88  1.34
edge_CHEMBL1093087_CHEMBL1086409  -0.81  2.36
edge_CHEMBL1093087_CHEMBL1083517  -2.43  1.13
edge_CHEMBL1082249_CHEMBL1086409  0.72  0.94
edge_CHEMBL1082249_CHEMBL1077227  2.83  0.32
edge_CHEMBL1082249_CHEMBL1082248  0.97  0.80
edge_CHEMBL1082249_CHEMBL1096003  0.22  1.40
edge_CHEMBL1089393_CHEMBL1093088  -1.61  0.67
edge_CHEMBL1089393_CHEMBL1088740  0.30  0.05
edge_CHEMBL1089393_CHEMBL1085895  -2.75  0.25
edge_CHEMBL1078691_CHEMBL1089056  1.67  0.40
edge_CHEMBL1078691_CHEMBL1093088  1.64  0.93
edge_CHEMBL1086409_CHEMBL1082248  -1.31  0.42
edge_CHEMBL1086409_CHEMBL1085666  0.32  0.11
edge_CHEMBL1086409_CHEMBL1084676  -0.50  0.32
edge_CHEMBL1086409_CHEMBL1083517  -1.48  0.35
edge_CHEMBL1086409_CHEMBL1086410  0.33  0.27
edge_CHEMBL1086409_CHEMBL1084678  0.02  0.70
edge_CHEMBL1082248_CHEMBL1084678  -0.99  0.70
edge_CHEMBL1082248_CHEMBL1086410  1.03  0.26
edge_CHEMBL1082248_CHEMBL1083517  -0.92  0.87
edge_CHEMBL1082248_CHEMBL1084143  -0.02  0.64
edge_CHEMBL1082248_CHEMBL1096002  -0.15  0.12
edge_CHEMBL1082248_CHEMBL1083836  1.30  0.26
edge_CHEMBL1084678_CHEMBL1084935  1.19  1.19
edge_CHEMBL1084678_CHEMBL1084431  0.15  1.06
edge_CHEMBL1084678_CHEMBL1077204  -0.22  1.37
edge_CHEMBL1084678_CHEMBL1084143  -0.17  0.70
edge_CHEMBL1084678_CHEMBL1084676  -1.20  1.85
edge_CHEMBL1084678_CHEMBL1084677  -0.16  1.29
edge_CHEMBL1084115_CHEMBL1078998  0.11  0.09
edge_CHEMBL1084115_CHEMBL1088740  1.95  0.67
edge_CHEMBL1084115_CHEMBL1089056  -0.29  0.24
edge_CHEMBL1084431_CHEMBL1083517  -0.99  1.08
edge_CHEMBL1084431_CHEMBL1096002  -2.89  2.20
edge_CHEMBL1084431_CHEMBL1085666  0.01  0.45
edge_CHEMBL1085895_CHEMBL1078998  0.72  0.62
edge_CHEMBL1085895_CHEMBL1088740  2.12  0.34
edge_CHEMBL1084677_CHEMBL1083836  1.82  1.68
edge_CHEMBL1084677_CHEMBL1085692  -0.12  0.39
edge_CHEMBL1084677_CHEMBL1084676  -0.31  0.53
edge_CHEMBL1084677_CHEMBL1096003  0.22  0.43
edge_CHEMBL1077227_CHEMBL1085666  -0.36  0.77
edge_CHEMBL1077227_CHEMBL1086410  -1.14  0.07
edge_CHEMBL1077227_CHEMBL1084935  0.85  0.27
edge_CHEMBL1086410_CHEMBL1096002  0.40  0.26
edge_CHEMBL1086410_CHEMBL1084935  1.97  0.31
edge_CHEMBL1083517_CHEMBL1085666  0.92  0.28
edge_CHEMBL1096003_CHEMBL1084143  -0.31  0.79
edge_CHEMBL1077204_CHEMBL1083836  1.20  0.49
edge_CHEMBL1077204_CHEMBL1084143  -2.57  1.93
edge_CHEMBL1077204_CHEMBL1084676  0.68  0.34
edge_CHEMBL1083836_CHEMBL1085666  0.40  0.48
edge_CHEMBL1083836_CHEMBL1096002  -1.17  0.81
edge_CHEMBL1085692_CHEMBL1096002  -1.94  1.94
edge_CHEMBL1085692_CHEMBL1084676  -0.92  1.91
edge_CHEMBL1096002_CHEMBL1084935  3.91  0.63
edge_CHEMBL1089056_CHEMBL1088740  1.61  0.16
edge_CHEMBL1089056_CHEMBL1078998  -0.22  0.09
edge_CHEMBL1093088_CHEMBL1088740  1.53  0.16
edge_CHEMBL1077227_CHEMBL1078998  -0.26  0.45
edge_CHEMBL1086410_CHEMBL1089056  1.13  0.18
