leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_3a_7,     12.15,      0.11,      0.12,     -0.05,     12.12,      0.10,      0.10,      0.05,     12.22,      0.10,      0.11,      0.00,     14.10,      0.10,      0.11,      0.10,     14.51,      0.13,      0.16,      0.07,     14.50,      0.15,      0.15,     -0.04,      1.94,      0.15,      0.17,      2.39,      0.16,      0.19,      2.27,      0.18,      0.18,      2.20,      0.15,
edge_3a_5m,     -7.11,      0.07,      0.07,      0.00,     -7.13,      0.07,      0.07,     -0.06,     -7.28,      0.06,      0.07,      0.04,     -8.17,      0.10,      0.14,      0.30,     -6.89,      0.12,      0.14,      0.17,     -7.40,      0.10,      0.15,      0.15,     -1.07,      0.12,      0.16,      0.24,      0.14,      0.16,     -0.12,      0.12,      0.17,     -0.32,      0.39,
edge_3a_3b,      4.09,      0.05,      0.05,     -0.03,      4.06,      0.05,      0.05,      0.02,      4.07,      0.04,      0.05,     -0.00,      4.46,      0.08,      0.06,     -0.24,      3.82,      0.06,      0.07,      0.09,      5.75,      0.07,      0.06,     -0.34,      0.37,      0.09,      0.08,     -0.25,      0.08,      0.09,      1.68,      0.08,      0.08,      0.60,      0.57,
edge_5f_5a,    -24.73,      0.07,      0.07,      0.02,    -24.84,      0.08,      0.08,      0.03,    -24.91,      0.07,      0.07,     -0.02,    -24.36,      0.07,      0.08,      0.06,    -24.51,      0.08,      0.09,      0.11,    -24.50,      0.09,      0.09,      0.01,      0.37,      0.10,      0.11,      0.32,      0.11,      0.12,      0.42,      0.12,      0.12,      0.37,      0.06,
edge_5f_5i,    -15.83,      0.08,      0.08,      0.00,    -15.78,      0.07,      0.07,     -0.01,    -15.89,      0.09,      0.08,     -0.10,    -16.63,      0.07,      0.10,      0.13,    -16.55,      0.11,      0.11,      0.08,    -16.09,      0.11,      0.10,     -0.07,     -0.81,      0.11,      0.12,     -0.76,      0.13,      0.13,     -0.20,      0.15,      0.12,     -0.59,      0.20,
edge_5f_5l,    -19.99,      0.08,      0.08,     -0.02,    -19.69,      0.07,      0.08,      0.13,    -19.71,      0.07,      0.08,      0.06,    -20.66,      0.08,      0.09,     -0.02,    -20.49,      0.09,      0.11,      0.12,    -20.65,      0.09,      0.07,     -0.15,     -0.66,      0.12,      0.12,     -0.80,      0.12,      0.14,     -0.93,      0.12,      0.11,     -0.80,      0.10,
edge_8e_5k,    -58.01,      0.12,      0.12,      0.02,    -58.02,      0.13,      0.13,      0.06,    -57.87,      0.11,      0.12,      0.09,    -59.41,      0.18,      0.26,      0.37,    -59.90,      0.32,      0.32,     -0.00,    -59.15,      0.18,      0.28,      0.35,     -1.40,      0.21,      0.29,     -1.89,      0.35,      0.35,     -1.28,      0.22,      0.31,     -1.52,      0.22,
edge_8e_8a,     14.49,      0.07,      0.07,      0.07,     14.53,      0.06,      0.06,     -0.08,     14.64,      0.05,      0.07,      0.05,     14.86,      0.12,      0.11,     -0.10,     14.93,      0.09,      0.09,      0.02,     15.14,      0.08,      0.09,      0.04,      0.37,      0.14,      0.13,      0.40,      0.11,      0.11,      0.50,      0.10,      0.11,      0.42,      0.07,
edge_8e_8b,     21.33,      0.07,      0.07,      0.02,     21.14,      0.06,      0.07,     -0.01,     21.21,      0.05,      0.07,      0.07,     20.06,      0.10,      0.15,      0.36,     20.87,      0.11,      0.11,     -0.02,     20.29,      0.15,      0.17,      0.17,     -1.28,      0.12,      0.16,     -0.27,      0.12,      0.13,     -0.92,      0.16,      0.18,     -0.82,      0.31,
edge_8e_8c,    -23.26,      0.11,      0.32,      0.80,    -21.01,      0.07,      0.07,     -0.07,    -23.18,      0.10,      0.37,      0.83,    -23.38,      0.17,      0.47,      0.77,    -22.93,      0.14,      0.33,      0.66,    -21.09,      0.15,      0.15,      0.12,     -0.12,      0.20,      0.56,     -1.93,      0.16,      0.34,      2.09,      0.18,      0.40,      0.01,      1.16,
edge_5l_5e,     -5.18,      0.08,      0.08,      0.03,     -5.12,      0.07,      0.08,     -0.07,     -5.14,      0.09,      0.09,     -0.05,     -2.86,      0.14,      0.19,      0.19,     -2.65,      0.13,      0.15,      0.14,     -3.90,      0.11,      0.11,     -0.02,      2.31,      0.16,      0.20,      2.47,      0.15,      0.17,      1.24,      0.15,      0.14,      2.01,      0.39,
edge_5l_5j,    -14.66,      0.07,      0.08,     -0.10,    -14.58,      0.08,      0.07,     -0.05,    -14.62,      0.07,      0.07,     -0.03,    -14.34,      0.10,      0.10,     -0.02,    -14.36,      0.12,      0.15,      0.16,    -14.88,      0.10,      0.13,      0.29,      0.33,      0.12,      0.12,      0.22,      0.14,      0.16,     -0.27,      0.13,      0.15,      0.09,      0.19,
edge_5l_5p,     25.32,      0.12,      0.12,     -0.05,     25.14,      0.11,      0.13,      0.14,     25.26,      0.11,      0.13,      0.12,     26.88,      0.16,      0.27,      0.44,     26.15,      0.23,      0.29,      0.27,     27.37,      0.20,      0.31,      0.35,      1.56,      0.21,      0.30,      1.01,      0.25,      0.31,      2.11,      0.23,      0.34,      1.56,      0.33,
edge_8b_8a,     -6.30,      0.06,      0.06,      0.05,     -6.27,      0.06,      0.06,      0.06,     -6.21,      0.06,      0.06,      0.02,     -5.34,      0.08,      0.08,     -0.11,     -5.20,      0.07,      0.08,      0.05,     -4.74,      0.09,      0.08,     -0.06,      0.96,      0.10,      0.10,      1.07,      0.09,      0.10,      1.47,      0.11,      0.10,      1.17,      0.16,
edge_8b_8f,    -30.43,      0.07,      0.07,     -0.01,    -30.34,      0.07,      0.07,     -0.03,    -30.42,      0.07,      0.07,     -0.04,    -30.64,      0.08,      0.10,      0.14,    -30.33,      0.08,      0.13,      0.39,    -29.95,      0.09,      0.12,      0.15,     -0.21,      0.10,      0.12,      0.01,      0.10,      0.14,      0.47,      0.12,      0.14,      0.09,      0.20,
edge_8b_8d,    -52.52,      0.07,      0.08,      0.03,    -52.60,      0.07,      0.08,      0.06,    -52.64,      0.08,      0.07,     -0.02,    -52.99,      0.07,      0.09,      0.14,    -52.51,      0.08,      0.14,      0.44,    -52.77,      0.10,      0.11,      0.23,     -0.47,      0.10,      0.12,      0.09,      0.10,      0.16,     -0.13,      0.13,      0.13,     -0.17,      0.17,
edge_5g_5a,    -14.06,      0.08,      0.08,      0.02,    -14.07,      0.08,      0.08,     -0.10,    -13.90,      0.08,      0.07,     -0.01,    -13.15,      0.12,      0.11,     -0.14,    -13.02,      0.16,      0.14,      0.04,    -13.22,      0.10,      0.11,      0.08,      0.91,      0.15,      0.13,      1.05,      0.18,      0.16,      0.68,      0.12,      0.13,      0.88,      0.13,
edge_5g_5b,    -37.70,      0.07,      0.08,      0.03,    -37.81,      0.07,      0.08,      0.01,    -37.74,      0.07,      0.08,      0.08,    -37.69,      0.10,      0.09,     -0.03,    -37.95,      0.10,      0.11,     -0.02,    -37.88,      0.11,      0.11,     -0.07,      0.02,      0.12,      0.12,     -0.14,      0.12,      0.13,     -0.15,      0.13,      0.13,     -0.09,      0.08,
edge_5g_5d,    -10.08,      0.19,      0.21,      0.04,     -9.91,      0.21,      0.21,      0.00,     -9.96,      0.20,      0.17,     -0.12,     -8.87,      0.17,      0.19,     -0.01,     -8.80,      0.26,      0.23,     -0.11,     -8.68,      0.21,      0.22,      0.13,      1.20,      0.25,      0.28,      1.12,      0.34,      0.31,      1.28,      0.29,      0.28,      1.20,      0.15,
edge_5g_5h,     18.00,      0.09,      0.08,     -0.02,     18.92,      0.08,      0.13,      0.29,     18.59,      0.12,      0.11,      0.03,     19.28,      0.10,      0.10,      0.01,     20.27,      0.11,      0.13,      0.12,     20.00,      0.08,      0.11,      0.13,      1.28,      0.13,      0.13,      1.34,      0.14,      0.18,      1.41,      0.15,      0.16,      1.34,      0.08,
edge_1b_1a,     12.56,      0.06,      0.06,      0.01,     12.54,      0.05,      0.05,     -0.00,     12.57,      0.06,      0.06,     -0.07,     14.17,      0.09,      0.09,     -0.05,     14.18,      0.08,      0.09,      0.14,     13.88,      0.10,      0.10,      0.10,      1.61,      0.11,      0.11,      1.64,      0.10,      0.11,      1.31,      0.12,      0.12,      1.52,      0.11,
edge_1b_5h,     28.51,      0.11,      0.10,     -0.12,     29.02,      0.13,      0.12,     -0.01,     28.61,      0.11,      0.10,     -0.02,     28.20,      0.15,      0.16,      0.03,     27.97,      0.13,      0.15,      0.08,     28.38,      0.16,      0.22,      0.32,     -0.30,      0.19,      0.19,     -1.05,      0.18,      0.19,     -0.23,      0.19,      0.24,     -0.53,      0.28,
edge_1b_5d,      0.76,      0.07,      0.08,      0.06,      0.76,      0.08,      0.07,     -0.03,      0.78,      0.09,      0.08,     -0.02,     -0.72,      0.18,      0.17,      0.00,      0.40,      0.16,      0.20,      0.05,     -1.15,      0.16,      0.23,      0.34,     -1.48,      0.19,      0.19,     -0.35,      0.18,      0.21,     -1.93,      0.18,      0.24,     -1.26,      0.48,
edge_1b_5n,     25.13,      0.12,      0.14,      0.17,     25.08,      0.11,      0.12,     -0.02,     25.29,      0.11,      0.13,     -0.04,     23.50,      0.28,      0.29,      0.05,     23.90,      0.20,      0.26,      0.18,     23.31,      0.25,      0.25,     -0.12,     -1.64,      0.30,      0.32,     -1.18,      0.23,      0.29,     -1.98,      0.27,      0.28,     -1.60,      0.26,
edge_1b_5c,     -7.87,      0.08,      0.08,      0.05,     -7.87,      0.08,      0.08,     -0.05,     -7.85,      0.08,      0.08,     -0.04,     -9.41,      0.13,      0.12,     -0.03,     -9.75,      0.15,      0.13,     -0.09,     -9.26,      0.16,      0.19,      0.13,     -1.54,      0.15,      0.15,     -1.88,      0.17,      0.15,     -1.41,      0.18,      0.20,     -1.61,      0.16,
edge_5e_5a,     -0.06,      0.09,      0.08,      0.03,     -0.08,      0.07,      0.08,     -0.06,     -0.09,      0.09,      0.08,     -0.03,     -0.37,      0.15,      0.17,      0.07,     -1.76,      0.16,      0.20,      0.20,     -0.36,      0.19,      0.19,      0.04,     -0.32,      0.17,      0.19,     -1.68,      0.17,      0.21,     -0.27,      0.21,      0.21,     -0.76,      0.47,
