leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_338_165,    107.20,      0.09,      0.11,      0.01,    107.09,      0.13,      0.11,     -0.10,    107.07,      0.09,      0.10,      0.00,    110.35,      0.12,      0.15,      0.20,    110.25,      0.13,      0.14,     -0.10,    109.82,      0.15,      0.13,     -0.10,      3.15,      0.15,      0.18,      3.16,      0.19,      0.18,      2.75,      0.17,      0.17,      3.02,      0.16,
edge_338_215,    117.75,      0.10,      0.11,      0.05,    117.61,      0.12,      0.12,      0.03,    117.48,      0.12,      0.11,     -0.04,    118.79,      0.33,      0.80,      0.75,    118.29,      0.38,      0.48,      0.15,    117.23,      0.27,      0.29,     -0.01,      1.04,      0.35,      0.80,      0.68,      0.40,      0.49,     -0.25,      0.30,      0.31,      0.49,      0.41,
edge_338_163,     90.24,      0.12,      0.11,     -0.04,     90.20,      0.10,      0.10,      0.15,     90.25,      0.11,      0.11,     -0.03,     92.21,      0.09,      0.11,      0.11,     92.61,      0.12,      0.14,      0.17,     91.82,      0.14,      0.16,      0.07,      1.97,      0.15,      0.16,      2.41,      0.16,      0.17,      1.57,      0.17,      0.19,      1.98,      0.25,
edge_43_235,     50.26,      0.11,      0.14,      0.19,     50.21,      0.16,      0.16,      0.01,     50.18,      0.15,      0.15,      0.09,     49.46,      0.14,      0.21,      0.34,     47.02,      0.12,      0.14,      0.14,     49.62,      0.13,      0.12,     -0.12,     -0.80,      0.18,      0.25,     -3.18,      0.20,      0.21,     -0.56,      0.20,      0.19,     -1.51,      0.84,
edge_43_54,   -135.37,      0.10,      0.12,      0.09,   -135.50,      0.09,      0.11,      0.04,   -135.57,      0.13,      0.13,     -0.02,   -133.19,      0.18,      0.25,      0.27,   -133.99,      0.19,      0.28,      0.33,   -134.25,      0.22,      0.36,      0.37,      2.19,      0.21,      0.27,      1.51,      0.21,      0.30,      1.32,      0.26,      0.38,      1.67,      0.28,
edge_43_215,    -85.20,      0.14,      0.14,      0.03,    -85.06,      0.14,      0.15,      0.05,    -85.10,      0.14,      0.14,      0.08,    -84.91,      0.31,      0.38,      0.29,    -85.65,      0.13,      0.21,      0.26,    -85.71,      0.16,      0.18,     -0.00,      0.29,      0.34,      0.40,     -0.59,      0.20,      0.25,     -0.60,      0.22,      0.23,     -0.30,      0.31,
edge_43_155,    -29.30,      0.11,      0.11,      0.03,    -29.31,      0.09,      0.11,      0.09,    -29.51,      0.09,      0.11,      0.06,    -29.59,      0.12,      0.10,     -0.06,    -29.36,      0.10,      0.10,      0.08,    -29.35,      0.09,      0.09,      0.04,     -0.29,      0.16,      0.15,     -0.05,      0.13,      0.15,      0.17,      0.13,      0.15,     -0.06,      0.15,
edge_43_25,     10.84,      0.12,      0.12,      0.01,     10.75,      0.13,      0.12,      0.10,     10.96,      0.11,      0.13,      0.03,     10.33,      0.13,      0.12,      0.06,     10.01,      0.12,      0.11,     -0.07,      9.72,      0.11,      0.11,      0.04,     -0.51,      0.18,      0.17,     -0.74,      0.17,      0.16,     -1.24,      0.16,      0.17,     -0.83,      0.23,
edge_235_1,    -86.18,      0.10,      0.10,      0.04,    -86.32,      0.10,      0.11,     -0.05,    -86.28,      0.10,      0.11,      0.01,    -85.54,      0.14,      0.18,      0.27,    -84.97,      0.10,      0.11,      0.04,    -83.64,      0.10,      0.17,      0.33,      0.64,      0.17,      0.21,      1.36,      0.15,      0.16,      2.63,      0.14,      0.21,      1.54,      0.58,
edge_235_54,   -185.95,      0.14,      0.14,      0.00,   -185.92,      0.13,      0.14,      0.01,   -186.40,      0.17,      0.14,     -0.12,   -183.91,      0.47,      0.48,      0.05,   -182.36,      0.19,      0.35,      0.53,   -183.78,      0.25,      0.22,     -0.04,      2.04,      0.49,      0.50,      3.57,      0.23,      0.38,      2.62,      0.30,      0.26,      2.74,      0.46,
edge_234_227,    139.87,      0.10,      0.11,     -0.03,    139.94,      0.11,      0.10,     -0.05,    139.79,      0.09,      0.10,     -0.02,    137.59,      0.13,      0.12,     -0.22,    134.94,      0.17,      0.18,      0.04,    134.44,      0.13,      0.13,     -0.01,     -2.28,      0.17,      0.16,     -5.00,      0.20,      0.20,     -5.35,      0.16,      0.16,     -4.21,      0.97,
edge_234_289,    -19.25,      0.11,      0.09,     -0.13,    -19.35,      0.08,      0.09,      0.01,    -19.37,      0.08,      0.08,     -0.02,    -20.65,      0.07,      0.09,      0.11,    -21.11,      0.11,      0.14,      0.23,    -20.02,      0.11,      0.12,      0.10,     -1.40,      0.13,      0.13,     -1.76,      0.14,      0.16,     -0.65,      0.13,      0.15,     -1.27,      0.33,
edge_30_42,     32.93,      0.09,      0.11,      0.15,     33.04,      0.09,      0.11,      0.16,     32.94,      0.09,      0.10,      0.17,     33.05,      0.14,      0.22,      0.32,     32.03,      0.30,      0.40,      0.37,     33.37,      0.13,      0.28,      0.67,      0.12,      0.16,      0.24,     -1.01,      0.32,      0.42,      0.42,      0.15,      0.30,     -0.16,      0.44,
edge_30_84,    -23.16,      0.05,      0.06,      0.06,    -23.27,      0.06,      0.07,      0.01,    -23.31,      0.05,      0.06,      0.06,    -22.02,      0.08,      0.11,      0.20,    -21.16,      0.07,      0.16,      0.64,    -21.17,      0.17,      0.54,      0.81,      1.14,      0.10,      0.12,      2.11,      0.09,      0.17,      2.13,      0.18,      0.54,      1.80,      0.33,
edge_30_251,   -125.63,      0.11,      0.12,      0.01,   -125.76,      0.13,      0.13,     -0.00,   -125.60,      0.11,      0.12,     -0.08,   -125.67,      0.24,      0.33,      0.24,   -123.50,      0.30,      0.70,      0.77,   -127.32,      0.17,      0.23,      0.25,     -0.04,      0.27,      0.35,      2.26,      0.33,      0.71,     -1.72,      0.20,      0.26,      0.17,      1.16,
edge_30_25,     53.80,      0.09,      0.10,      0.06,     53.89,      0.10,      0.11,      0.10,     53.81,      0.09,      0.11,      0.10,     52.47,      0.14,      0.45,      0.84,     50.95,      0.17,      0.19,      0.24,     51.45,      0.15,      0.17,      0.16,     -1.33,      0.17,      0.46,     -2.94,      0.19,      0.21,     -2.36,      0.17,      0.20,     -2.21,      0.47,
edge_1_155,      7.21,      0.10,      0.09,     -0.04,      7.12,      0.09,      0.09,     -0.06,      7.23,      0.09,      0.09,      0.02,      7.83,      0.06,      0.06,      0.00,      7.57,      0.07,      0.07,      0.05,      7.39,      0.07,      0.08,      0.07,      0.62,      0.11,      0.11,      0.46,      0.11,      0.12,      0.17,      0.11,      0.12,      0.42,      0.14,
edge_1_7a,      1.26,      0.07,      0.08,      0.08,      1.14,      0.07,      0.08,      0.04,      1.20,      0.09,      0.09,      0.10,      3.15,      0.10,      0.19,      0.42,      1.57,      0.10,      0.10,     -0.03,      1.66,      0.11,      0.11,     -0.01,      1.89,      0.12,      0.20,      0.43,      0.12,      0.13,      0.47,      0.14,      0.14,      0.93,      0.48,
edge_1_254,   -110.29,      0.10,      0.11,     -0.00,   -109.92,      0.10,      0.10,     -0.05,   -110.17,      0.10,      0.09,     -0.05,   -108.57,      0.15,      0.18,      0.13,   -110.10,      0.14,      0.19,      0.31,   -109.82,      0.16,      0.25,      0.38,      1.72,      0.18,      0.21,     -0.18,      0.17,      0.21,      0.34,      0.18,      0.27,      0.63,      0.57,
edge_1_256,   -183.66,      0.09,      0.10,     -0.00,   -183.44,      0.11,      0.11,     -0.02,   -183.55,      0.12,      0.12,     -0.02,   -182.50,      0.14,      0.64,      0.90,   -182.78,      0.16,      1.48,      0.98,   -182.97,      0.12,      0.22,      0.45,      1.16,      0.17,      0.65,      0.66,      0.20,      1.49,      0.58,      0.18,      0.25,      0.80,      0.19,
edge_1_15,     27.21,      0.10,      0.11,      0.04,     27.23,      0.11,      0.10,     -0.11,     27.13,      0.09,      0.10,      0.07,     25.97,      0.08,      0.08,     -0.02,     26.52,      0.10,      0.13,      0.16,     27.32,      0.10,      0.09,      0.01,     -1.24,      0.13,      0.13,     -0.71,      0.15,      0.16,      0.19,      0.13,      0.13,     -0.59,      0.42,
edge_237_227,     40.18,      0.13,      0.24,      0.57,     39.64,      0.18,      0.18,      0.09,     40.21,      0.13,      0.23,      0.44,     33.26,      0.13,      0.32,      0.66,     30.64,      0.17,      0.24,      0.34,     33.87,      0.20,      0.22,      0.08,     -6.92,      0.18,      0.40,     -9.01,      0.25,      0.30,     -6.33,      0.24,      0.32,     -7.42,      0.82,
edge_237_31,    -22.96,      0.14,      0.15,      0.04,    -23.05,      0.11,      0.17,      0.47,    -23.00,      0.09,      0.18,      0.49,    -25.80,      0.11,      0.13,      0.10,    -26.96,      0.15,      0.13,     -0.19,    -26.91,      0.17,      0.20,      0.09,     -2.84,      0.18,      0.19,     -3.91,      0.19,      0.22,     -3.91,      0.19,      0.26,     -3.55,      0.36,
edge_237_41,    -11.89,      0.18,      0.18,      0.08,    -11.09,      0.15,      0.26,      0.49,    -10.99,      0.20,      0.26,      0.28,    -13.67,      0.22,      0.26,      0.11,    -16.50,      0.18,      0.25,      0.47,    -16.13,      0.25,      0.21,     -0.15,     -1.78,      0.28,      0.32,     -5.41,      0.23,      0.36,     -5.14,      0.32,      0.33,     -4.11,      1.17,
edge_237_336,   -206.33,      0.19,      0.21,      0.10,   -206.62,      0.17,      0.23,      0.34,   -207.39,      0.14,      0.20,      0.21,   -212.35,      0.44,      2.30,      0.96,   -212.17,      0.32,      0.34,      0.13,   -210.98,      0.27,      0.22,     -0.18,     -6.03,      0.48,      2.31,     -5.55,      0.37,      0.41,     -3.59,      0.31,      0.30,     -5.05,      0.77,
edge_237_290,     69.39,      0.15,      0.30,      0.56,     69.52,      0.24,      0.39,      0.42,     69.87,      0.25,      0.14,     -0.42,     61.52,      0.14,      0.12,      0.05,     63.63,      0.17,      0.38,      0.67,     63.66,      0.16,      0.25,      0.34,     -7.87,      0.20,      0.32,     -5.89,      0.29,      0.55,     -6.21,      0.30,      0.29,     -6.66,      0.63,
edge_237_254,   -138.72,      0.11,      0.26,      0.64,   -138.88,      0.14,      0.11,     -0.28,   -139.44,      0.19,      0.18,     -0.05,   -141.81,      0.19,      0.15,     -0.22,   -142.55,      0.12,      0.12,     -0.09,   -142.26,      0.12,      0.11,     -0.21,     -3.09,      0.22,      0.30,     -3.67,      0.19,      0.16,     -2.82,      0.23,      0.21,     -3.19,      0.27,
