leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_67_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_67_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_49_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_52_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_60_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_56_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_67_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_49_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_31_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_28_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_41_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_30_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_38_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_29_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_35_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
