leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3402741_400_CHEMBL3402756_2.7,      3.62,      0.55,      1.88,      0.92,      3.18,      0.65,      2.02,      0.92,      2.75,      0.39,    149.73,      1.00,     -4.92,      1.29,24657163.11,      1.00,    -13.62,      0.92, 256372.50,      1.00,     -6.96,      0.82, 586724.61,      1.00,     -8.54,      1.40,24657163.11,    -16.80,      1.13, 256372.50,     -9.71,      0.91, 586724.63,    -11.68,      2.63,
edge_CHEMBL3402741_400_CHEMBL3402763_90,    -24.00,      0.11,      0.11,     -0.03,    -24.52,      0.09,      0.14,      0.31,    -26.58,      0.12,      0.72,      0.94,    -23.43,      0.14,      0.19,      0.21,    -23.10,      0.14,      0.24,      0.50,    -22.67,      0.24,      0.30,      0.31,      0.57,      0.18,      0.22,      1.42,      0.17,      0.28,      3.91,      0.27,      0.78,      1.97,      1.01,
edge_CHEMBL3402741_400_CHEMBL3402764_90,      3.13,      0.12,      0.20,      0.42,      3.38,      0.16,      0.17,      0.05,      3.50,      0.20,      0.19,     -0.10,      6.94,      0.29,      0.36,      0.25,      6.20,      0.21,      0.58,      0.78,      7.79,      0.19,      0.34,      0.41,      3.81,      0.31,      0.41,      2.82,      0.26,      0.60,      4.29,      0.28,      0.39,      3.64,      0.45,
edge_CHEMBL3402742_23_CHEMBL3402756_2.7,     33.85,      0.30,      2.63,      0.98,     27.94,      0.52,      0.97,      0.79,     26.23,      0.36,      1.52,      0.92,     30.46,      0.41,      0.47,      0.24,     28.97,      0.70,      0.92,      0.66,     25.30,      0.37,     20.53,      1.00,     -3.39,      0.51,      2.67,      1.03,      0.87,      1.34,     -0.93,      0.52,     20.59,     -1.10,      1.30,
edge_CHEMBL3402742_23_CHEMBL3402763_90,     -0.47,      0.15,      0.13,     -0.12,     -0.54,      0.16,      0.12,     -0.27,     -0.63,      0.18,      0.14,     -0.20,     -0.42,      0.17,      0.17,     -0.01,     -0.40,      0.16,      0.18,      0.11,     -0.08,      0.18,      0.15,     -0.29,      0.05,      0.23,      0.21,      0.14,      0.23,      0.22,      0.55,      0.25,      0.21,      0.25,      0.18,
edge_CHEMBL3402743_42_CHEMBL3402742_23,    -30.05,      0.23,      0.20,     -0.11,    -30.06,      0.20,      0.21,      0.10,    -30.00,      0.19,      0.20,      0.07,    -29.22,      0.16,      0.17,      0.10,    -28.94,      0.12,      0.14,      0.06,    -28.57,      0.16,      0.16,     -0.03,      0.83,      0.28,      0.26,      1.12,      0.23,      0.25,      1.43,      0.25,      0.26,      1.13,      0.21,
edge_CHEMBL3402743_42_CHEMBL3402756_2.7,     12.70,      0.29,      0.32,      0.18,      8.43,      0.21,      1.77,      0.97,      8.28,      0.25,      1.26,      0.95,     12.96,      0.45,      0.50,      0.21,      7.74,      0.47,     16.56,      1.00,      8.29,      0.47,      7.56,      1.00,      0.26,      0.54,      0.59,     -0.69,      0.51,     16.65,      0.01,      0.53,      7.66,     -0.14,      0.38,
edge_CHEMBL3402743_42_CHEMBL3402758_10,    -20.26,      0.49,      1.37,      0.88,    -21.30,      0.35,      1.66,      0.95,    -20.51,      0.21,      2.88,      0.99,    -25.87,      0.59,     10.34,      1.00,    -22.74,      0.70,      9.46,      1.00,    -26.13,      0.51,     77.26,      1.00,     -5.61,      0.77,     10.43,     -1.44,      0.78,      9.60,     -5.62,      0.55,     77.31,     -4.22,      1.41,
edge_CHEMBL3402743_42_CHEMBL3402760_1,     22.87,      0.32,      0.27,     -0.19,     22.93,      0.41,      1.01,      0.82,     19.00,      0.44,      1.29,      0.88,     21.49,      0.80,      1.01,      0.68,     17.04,      0.27,     60.97,      1.00,     19.86,      1.30,     22.31,      1.00,     -1.38,      0.86,      1.05,     -5.89,      0.49,     60.98,      0.86,      1.37,     22.35,     -2.14,      2.05,
edge_CHEMBL3402743_42_CHEMBL3402762_1,     27.34,      0.22,      2.65,      0.99,     27.78,      0.18,      6.57,      1.00,     26.83,      0.22,      1.99,      0.97,     23.57,      0.46,     27.83,      1.00,     22.71,      0.68,     15.77,      1.00,     25.34,      0.69,     52.60,      1.00,     -3.77,      0.51,     27.96,     -5.07,      0.70,     17.08,     -1.49,      0.72,     52.64,     -3.44,      1.07,
edge_CHEMBL3402743_42_CHEMBL3402763_90,    -32.58,      0.20,      0.18,     -0.12,    -33.25,      0.12,      0.12,      0.09,    -32.96,      0.14,      0.13,      0.03,    -31.89,      0.18,      0.21,     -0.05,    -32.43,      0.17,      0.59,      0.85,    -33.69,      0.20,      0.16,     -0.25,      0.69,      0.27,      0.28,      0.82,      0.21,      0.60,     -0.73,      0.24,      0.21,      0.26,      0.50,
edge_CHEMBL3402743_42_CHEMBL3402764_90,     -4.69,      0.07,      0.07,     -0.09,     -4.92,      0.06,      0.07,      0.06,     -4.78,      0.07,      0.07,     -0.05,     -1.89,      0.08,      0.08,      0.06,     -1.80,      0.08,      0.08,     -0.15,     -2.07,      0.10,      0.12,      0.17,      2.80,      0.11,      0.11,      3.12,      0.10,      0.11,      2.71,      0.12,      0.14,      2.88,      0.13,
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,     -2.59,      0.08,      0.07,     -0.04,     -2.36,      0.06,      0.07,      0.01,     -2.51,      0.07,      0.07,     -0.01,     -3.44,      0.10,      0.11,      0.05,     -3.73,      0.08,      0.08,     -0.01,     -3.84,      0.08,      0.08,      0.03,     -0.85,      0.13,      0.13,     -1.37,      0.10,      0.11,     -1.33,      0.11,      0.11,     -1.18,      0.17,
edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,     43.36,      0.09,      0.12,      0.28,     42.43,      0.12,      0.10,     -0.05,     42.50,      0.08,      0.09,      0.08,     44.18,      0.12,      0.12,      0.04,     44.32,      0.12,      0.15,      0.14,     44.19,      0.15,      0.13,     -0.14,      0.82,      0.15,      0.17,      1.89,      0.17,      0.18,      1.69,      0.17,      0.16,      1.47,      0.34,
edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,     58.75,      0.20,      0.23,      0.09,     58.68,      0.29,      0.30,      0.12,     58.74,      0.25,      0.25,     -0.06,     55.97,      0.51,      0.40,     -0.12,     54.11,      0.56,      0.55,     -0.04,     49.06,      0.49,      6.05,      0.99,     -2.78,      0.55,      0.46,     -4.57,      0.63,      0.63,     -9.68,      0.55,      6.06,     -5.68,      2.10,
edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,     66.04,      0.32,      0.26,     -0.14,     65.72,      0.21,      0.25,      0.14,     65.66,      0.19,      0.28,      0.30,     62.70,      0.39,      0.62,      0.44,     60.09,      0.34,      0.42,      0.26,     62.39,      0.53,      0.71,      0.57,     -3.34,      0.50,      0.67,     -5.63,      0.40,      0.49,     -3.27,      0.56,      0.76,     -4.08,      0.80,
edge_CHEMBL3402745_200_5_CHEMBL3402742_23,     19.40,      0.13,      0.14,      0.14,     19.32,      0.12,      0.12,      0.10,     19.25,      0.12,      0.14,      0.10,     19.20,      0.16,      0.17,      0.03,     18.67,      0.19,      0.21,      0.04,     18.28,      0.20,      0.23,      0.06,     -0.20,      0.21,      0.22,     -0.65,      0.22,      0.24,     -0.97,      0.23,      0.27,     -0.61,      0.24,
edge_CHEMBL3402745_200_5_CHEMBL3402743_42,     49.54,      0.11,      0.11,      0.06,     49.87,      0.10,      0.10,      0.05,     49.90,      0.12,      0.11,     -0.06,     47.97,      0.22,      0.16,     -0.24,     48.02,      0.13,      0.14,     -0.00,     47.63,      0.17,      0.18,     -0.01,     -1.57,      0.25,      0.19,     -1.85,      0.16,      0.17,     -2.27,      0.21,      0.21,     -1.90,      0.22,
edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,     49.65,      0.09,      0.10,      0.03,     50.28,      0.11,      0.15,      0.17,     49.94,      0.10,      0.10,     -0.02,     50.24,      0.14,      0.17,      0.21,     50.09,      0.13,      0.17,      0.19,     51.02,      0.17,      0.17,     -0.10,      0.59,      0.17,      0.20,     -0.19,      0.17,      0.23,      1.08,      0.20,      0.20,      0.49,      0.38,
edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,     45.24,      0.09,      0.10,     -0.03,     45.19,      0.10,      0.10,     -0.04,     45.07,      0.11,      0.10,     -0.12,     47.48,      0.13,      0.15,      0.15,     47.81,      0.20,      0.21,      0.10,     47.41,      0.15,      0.15,      0.03,      2.24,      0.16,      0.18,      2.62,      0.22,      0.23,      2.34,      0.19,      0.18,      2.40,      0.14,
edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,     61.36,      0.19,      0.26,      0.12,     61.91,      0.19,      0.22,      0.07,     61.89,      0.22,      0.20,     -0.00,     58.04,      0.40,      0.61,      0.51,     57.60,      0.55,      0.52,     -0.02,     58.23,      0.31,      1.44,      0.94,     -3.32,      0.44,      0.66,     -4.31,      0.58,      0.56,     -3.66,      0.38,      1.45,     -3.76,      0.37,
edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,    -42.27,      0.09,      0.11,      0.26,    -41.52,      0.09,      0.09,     -0.07,    -41.65,      0.10,      0.11,     -0.01,    -42.87,      0.13,      0.10,     -0.20,    -41.25,      0.27,      0.22,     -0.06,    -42.13,      0.11,      0.11,     -0.08,     -0.60,      0.16,      0.15,      0.27,      0.28,      0.24,     -0.48,      0.15,      0.16,     -0.27,      0.28,
edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,     23.71,      0.05,      0.05,     -0.03,     23.68,      0.04,      0.05,      0.10,     23.69,      0.05,      0.05,     -0.06,     24.20,      0.07,      0.07,      0.05,     24.63,      0.06,      0.06,     -0.08,     24.34,      0.06,      0.07,      0.18,      0.49,      0.09,      0.09,      0.95,      0.07,      0.08,      0.65,      0.08,      0.09,      0.70,      0.14,
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,      4.86,      0.08,      0.08,     -0.04,      4.76,      0.07,      0.08,      0.06,      5.02,      0.07,      0.08,      0.03,      5.26,      0.09,      0.10,     -0.07,      4.98,      0.08,      0.09,     -0.01,      4.98,      0.09,      0.08,     -0.22,      0.40,      0.12,      0.13,      0.22,      0.11,      0.12,     -0.04,      0.11,      0.11,      0.19,      0.14,
