leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_1495_5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1495_3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1495_8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1495_2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1495_6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_2359_3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_3053_8602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_4326_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0529_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0681_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0798_1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0798_9022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0798_4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0798_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_0798_7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1537_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1859_9373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1859_8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_1872_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_2879_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_3507_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_4326_8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_4451_6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_5602_7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_6674_6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_6770_8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edge_6770_8550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
