leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_22_1h1r,      1.99,      0.14,      0.16,      0.06,      2.11,      0.18,      0.17,     -0.02,      1.93,      0.17,      0.16,     -0.16,      0.70,      0.09,      0.10,      0.10,      1.08,      0.09,      0.12,      0.21,      1.03,      0.10,      0.13,      0.29,     -1.29,      0.17,      0.19,     -1.03,      0.20,      0.21,     -0.90,      0.20,      0.21,     -1.07,      0.14,
edge_1h1s_1oiy,    119.96,      0.10,      0.10,      0.05,    119.95,      0.09,      0.10,      0.08,    119.80,      0.11,      0.10,     -0.06,    121.31,      0.18,      0.26,      0.38,    120.68,      0.28,      0.78,      0.80,    121.27,      0.22,      0.27,      0.19,      1.35,      0.21,      0.28,      0.73,      0.29,      0.79,      1.47,      0.25,      0.29,      1.18,      0.25,
edge_1oiu_26,    138.09,      0.22,      0.21,     -0.13,    138.16,      0.20,      0.22,      0.19,    138.18,      0.18,      0.22,      0.18,    140.85,      0.53,      0.47,      0.01,    141.26,      0.28,      0.34,      0.26,    139.57,      0.47,      0.66,      0.51,      2.76,      0.57,      0.51,      3.10,      0.34,      0.40,      1.39,      0.50,      0.70,      2.42,      0.56,
edge_26_1h1q,     -4.11,      0.06,      0.06,      0.03,     -4.13,      0.06,      0.06,      0.03,     -4.14,      0.06,      0.07,      0.07,     -3.15,      0.07,      0.09,      0.26,     -3.13,      0.14,      0.17,      0.27,     -3.51,      0.10,      0.09,     -0.05,      0.96,      0.09,      0.11,      1.00,      0.15,      0.18,      0.63,      0.12,      0.11,      0.86,      0.13,
edge_17_1h1q,     -0.43,      0.07,      0.07,     -0.05,     -0.50,      0.06,      0.07,      0.07,     -0.38,      0.07,      0.07,     -0.05,     -0.25,      0.09,      0.22,      0.61,      0.45,      0.06,      0.07,      0.04,      0.25,      0.08,      0.07,     -0.03,      0.18,      0.11,      0.23,      0.95,      0.08,      0.10,      0.63,      0.11,      0.10,      0.59,      0.23,
edge_1oiy_1oi9,     37.98,      0.11,      0.11,      0.03,     37.91,      0.14,      0.13,     -0.00,     37.78,      0.11,      0.12,      0.07,     35.34,      0.20,      0.62,      0.81,     36.80,      0.14,      0.13,     -0.21,     34.40,      0.31,      0.67,      0.71,     -2.64,      0.23,      0.63,     -1.11,      0.20,      0.18,     -3.38,      0.33,      0.68,     -2.38,      0.67,
edge_29_26,     78.96,      0.10,      0.10,      0.04,     79.12,      0.10,      0.10,     -0.05,     79.10,      0.10,      0.10,      0.07,     78.66,      0.17,      0.35,      0.42,     79.98,      0.14,      0.13,     -0.12,     79.77,      0.19,      0.25,      0.23,     -0.30,      0.20,      0.36,      0.86,      0.17,      0.16,      0.67,      0.21,      0.27,      0.41,      0.37,
edge_1h1s_26,    175.67,      0.14,      0.13,     -0.06,    175.66,      0.12,      0.12,     -0.05,    175.64,      0.11,      0.11,      0.08,    180.10,      0.36,      0.48,      0.49,    178.51,      0.30,      0.36,      0.17,    179.54,      0.28,      0.26,     -0.07,      4.43,      0.39,      0.50,      2.85,      0.32,      0.38,      3.90,      0.30,      0.28,      3.73,      0.49,
edge_28_26,    126.10,      0.09,      0.11,      0.08,    126.24,      0.12,      0.10,      0.03,    126.06,      0.10,      0.11,      0.04,    128.68,      0.19,      0.47,      0.70,    128.62,      0.29,      0.24,     -0.26,    127.53,      0.17,      0.40,      0.64,      2.58,      0.21,      0.48,      2.38,      0.31,      0.26,      1.47,      0.20,      0.41,      2.14,      0.36,
edge_17_21,    -16.90,      0.07,      0.06,     -0.03,    -16.86,      0.05,      0.06,     -0.06,    -16.82,      0.06,      0.06,     -0.09,    -16.11,      0.09,      0.12,      0.19,    -15.91,      0.09,      0.11,      0.15,    -16.29,      0.14,      0.15,      0.08,      0.79,      0.11,      0.13,      0.95,      0.10,      0.13,      0.53,      0.15,      0.16,      0.76,      0.13,
edge_28_31,     99.74,      0.09,      0.15,      0.36,     99.81,      0.11,      0.15,      0.29,     99.88,      0.10,      0.18,      0.41,    101.12,      0.28,      0.32,      0.07,    101.44,      0.28,      0.41,      0.20,     99.07,      0.17,      0.17,     -0.06,      1.38,      0.29,      0.35,      1.63,      0.30,      0.44,     -0.81,      0.20,      0.25,      0.73,      0.79,
edge_1h1r_1oi9,     -8.84,      0.07,      0.07,      0.02,     -8.92,      0.08,      0.08,     -0.03,     -8.90,      0.07,      0.08,     -0.03,    -12.48,      0.09,      0.51,      0.92,    -11.01,      0.22,      0.28,      0.40,    -11.26,      0.20,      0.23,      0.10,     -3.64,      0.11,      0.51,     -2.09,      0.23,      0.29,     -2.36,      0.21,      0.24,     -2.70,      0.48,
edge_1h1r_21,    -12.85,      0.08,      0.07,     -0.04,    -12.76,      0.06,      0.07,      0.04,    -12.83,      0.07,      0.07,     -0.02,    -12.66,      0.10,      0.11,      0.04,    -12.04,      0.08,      0.09,      0.09,    -11.82,      0.11,      0.12,      0.05,      0.19,      0.13,      0.13,      0.72,      0.10,      0.11,      1.01,      0.13,      0.14,      0.64,      0.24,
edge_30_26,     78.60,      0.08,      0.08,     -0.05,     78.60,      0.07,      0.09,      0.08,     78.43,      0.09,      0.09,      0.01,     79.13,      0.14,      0.26,      0.53,     78.75,      0.11,      0.09,     -0.31,     79.29,      0.15,      0.18,      0.09,      0.53,      0.16,      0.27,      0.15,      0.13,      0.13,      0.86,      0.17,      0.20,      0.51,      0.22,
edge_1oiy_32,   -167.59,      0.15,      0.13,     -0.07,   -165.20,      0.23,      0.40,      0.50,   -167.41,      0.14,      0.16,      0.03,   -168.46,      0.42,      0.42,     -0.14,   -164.58,      0.26,      2.24,      0.98,   -168.60,      0.30,      0.37,      0.25,     -0.87,      0.45,      0.44,      0.62,      0.35,      2.28,     -1.19,      0.33,      0.40,     -0.48,      0.57,
edge_17_22,     -6.01,      0.08,      0.07,     -0.02,     -5.91,      0.07,      0.07,     -0.07,     -5.92,      0.07,      0.07,     -0.04,     -4.85,      0.07,      0.10,      0.18,     -4.57,      0.07,      0.07,     -0.06,     -5.05,      0.08,      0.09,      0.16,      1.16,      0.11,      0.12,      1.34,      0.10,      0.10,      0.87,      0.11,      0.11,      1.12,      0.14,
edge_26_1oi9,    -16.93,      0.08,      0.08,     -0.02,    -16.71,      0.07,      0.08,      0.01,    -16.81,      0.09,      0.08,      0.01,    -18.81,      0.18,      0.35,      0.49,    -18.92,      0.24,      0.31,      0.29,    -17.12,      0.11,      0.12,      0.12,     -1.88,      0.20,      0.36,     -2.21,      0.25,      0.32,     -0.31,      0.14,      0.14,     -1.47,      0.59,
edge_1oiy_29,    -25.26,      0.11,      0.11,     -0.09,    -25.13,      0.10,      0.10,     -0.06,    -25.01,      0.09,      0.10,      0.04,    -24.97,      0.31,      0.23,     -0.19,    -24.43,      0.23,      0.28,      0.25,    -24.49,      0.31,      0.38,      0.17,      0.29,      0.33,      0.25,      0.70,      0.25,      0.30,      0.52,      0.32,      0.39,      0.50,      0.19,
edge_1oiy_31,     13.43,      0.08,      0.08,     -0.01,     13.38,      0.08,      0.09,     -0.01,     13.30,      0.10,      0.09,     -0.07,     13.66,      0.21,      0.22,      0.06,     13.73,      0.16,      0.14,     -0.01,     15.13,      0.23,      0.26,      0.28,      0.23,      0.22,      0.23,      0.35,      0.18,      0.17,      1.83,      0.25,      0.28,      0.80,      0.52,
edge_31_32,   -196.82,      0.28,      0.33,      0.22,   -197.54,      0.20,      0.23,      0.16,   -198.18,      0.11,      0.13,      0.16,   -200.52,      0.27,      0.21,     -0.28,   -198.29,      0.30,      0.27,     -0.00,   -198.93,      0.45,      0.48,      0.12,     -3.70,      0.39,      0.39,     -0.75,      0.36,      0.35,     -0.75,      0.46,      0.50,     -1.73,      0.99,
edge_1oi9_20,      9.81,      0.08,      0.09,      0.06,      9.81,      0.08,      0.09,      0.09,      9.84,      0.10,      0.09,     -0.02,     11.99,      0.14,      0.24,      0.49,     11.79,      0.20,      0.23,      0.12,     10.83,      0.16,      0.20,      0.20,      2.18,      0.16,      0.26,      1.98,      0.22,      0.25,      0.99,      0.19,      0.22,      1.72,      0.38,
edge_20_1h1q,      2.90,      0.08,      0.07,     -0.04,      2.84,      0.07,      0.07,     -0.08,      2.74,      0.07,      0.08,      0.00,      3.15,      0.10,      0.13,      0.21,      3.92,      0.16,      0.17,      0.05,      3.74,      0.10,      0.14,      0.31,      0.25,      0.13,      0.15,      1.08,      0.17,      0.18,      1.00,      0.12,      0.16,      0.78,      0.27,
edge_1oiy_1h1q,     50.78,      0.08,      0.07,     -0.02,     50.79,      0.07,      0.07,      0.04,     50.71,      0.09,      0.08,     -0.01,     53.63,      0.16,      0.23,      0.26,     50.88,      0.20,      0.28,      0.31,     53.98,      0.12,      0.10,     -0.22,      2.85,      0.18,      0.24,      0.09,      0.21,      0.29,      3.27,      0.15,      0.13,      2.07,      1.00,
edge_1oiu_1h1q,    133.76,      0.19,      0.19,     -0.08,    134.04,      0.21,      0.22,     -0.14,    134.18,      0.22,      0.23,     -0.01,    136.38,      0.58,      0.62,      0.02,    137.12,      0.42,      0.38,     -0.10,    137.79,      0.37,      0.44,      0.04,      2.62,      0.61,      0.65,      3.08,      0.47,      0.44,      3.61,      0.43,      0.50,      3.10,      0.37,
edge_30_31,     50.51,      0.07,      0.08,      0.02,     50.50,      0.08,      0.08,      0.04,     50.46,      0.08,      0.07,     -0.03,     51.25,      0.09,      0.11,      0.05,     51.38,      0.12,      0.13,      0.13,     51.97,      0.09,      0.11,      0.05,      0.74,      0.11,      0.14,      0.88,      0.14,      0.15,      1.51,      0.12,      0.13,      1.04,      0.24,
