leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_SHP099-1_E8,     54.54,      0.12,      0.11,     -0.01,     54.72,      0.11,      0.11,     -0.12,     54.49,      0.11,      0.12,      0.07,     54.87,      0.36,      0.66,      0.68,     55.21,      0.23,      1.29,      0.96,     55.00,      0.36,      0.64,      0.62,      0.33,      0.38,      0.67,      0.49,      0.25,      1.29,      0.51,      0.37,      0.65,      0.44,      0.18,
edge_SHP099-1_E14,     33.37,      0.32,      0.25,     -0.24,     33.90,      0.18,      0.24,      0.22,     33.33,      0.17,      0.21,      0.19,     34.71,      0.18,      1.42,      0.96,     32.54,      0.31,      0.98,      0.86,     32.04,      0.36,      9.87,      1.00,      1.34,      0.37,      1.44,     -1.36,      0.36,      1.01,     -1.29,      0.40,      9.88,     -0.43,      0.90,
edge_SHP099-1_E22,     17.17,      0.09,      0.10,      0.11,     17.51,      0.10,      0.11,      0.01,     17.54,      0.11,      0.11,      0.01,     21.04,      0.65,      0.59,      0.16,     20.41,      0.20,      1.01,      0.93,     21.73,      0.24,      0.59,      0.79,      3.87,      0.66,      0.60,      2.90,      0.22,      1.01,      4.20,      0.27,      0.60,      3.66,      0.44,
edge_SHP099-1_E2,   -293.74,      0.08,      0.08,      0.06,   -293.80,      0.09,      0.08,     -0.05,   -294.00,      0.10,      0.09,     -0.03,   -292.49,      0.14,      0.14,     -0.04,   -293.25,      0.12,      0.19,      0.41,   -293.05,      0.14,      0.23,      0.51,      1.26,      0.16,      0.16,      0.56,      0.15,      0.20,      0.95,      0.17,      0.25,      0.92,      0.21,
edge_SHP099-1_E1,   -296.02,      0.08,      0.08,     -0.03,   -296.00,      0.08,      0.08,      0.09,   -295.99,      0.10,      0.09,     -0.06,   -296.49,      0.16,      0.16,     -0.03,   -296.46,      0.14,      0.19,      0.31,   -296.87,      0.15,      0.15,      0.05,     -0.47,      0.18,      0.18,     -0.46,      0.16,      0.21,     -0.88,      0.18,      0.17,     -0.60,      0.16,
edge_SHP099-1_E30,    -96.19,      0.08,      0.07,     -0.00,    -96.13,      0.07,      0.07,     -0.03,    -96.11,      0.07,      0.07,      0.04,    -98.47,      0.12,      0.13,      0.13,    -98.12,      0.09,      0.15,      0.36,    -97.56,      0.10,      0.18,      0.48,     -2.28,      0.14,      0.15,     -1.99,      0.12,      0.16,     -1.46,      0.13,      0.20,     -1.91,      0.25,
edge_SHP099-1_E5,   -316.84,      0.11,      0.16,      0.35,   -317.09,      0.15,      0.11,     -0.27,   -317.76,      0.11,      0.12,     -0.02,   -315.50,      0.36,     73.29,      1.00,   -318.31,      0.65,    321.38,      1.00,   -315.69,      0.27,     67.83,      1.00,      1.35,      0.37,     73.29,     -1.22,      0.67,    321.38,      2.06,      0.29,     67.83,      0.73,      1.00,
edge_SHP099-1_E28,     -3.04,      0.08,      0.10,      0.18,     -3.06,      0.07,      0.09,     -0.01,     -3.42,      0.09,      0.09,      0.03,     -1.65,      0.21,      1.73,      0.98,     -1.48,      0.44,      0.80,      0.71,     -3.39,      0.33,      0.42,      0.17,      1.39,      0.22,      1.73,      1.58,      0.45,      0.80,      0.03,      0.35,      0.43,      1.00,      0.51,
edge_SHP099-1_10,     47.58,      0.10,      0.10,      0.01,     47.56,      0.11,      0.09,      0.09,     47.70,      0.08,      0.10,      0.12,     48.15,      0.10,      0.12,      0.16,     48.65,      0.10,      0.14,      0.15,     48.93,      0.11,      0.12,      0.10,      0.56,      0.14,      0.16,      1.08,      0.15,      0.17,      1.24,      0.14,      0.16,      0.96,      0.21,
edge_SHP099-1_E23,     20.95,      0.07,      0.08,     -0.05,     20.93,      0.09,      0.09,     -0.05,     21.24,      0.08,      0.08,     -0.09,     23.61,      0.28,      0.42,      0.40,     25.09,      0.17,      0.29,      0.44,     25.01,      0.25,      0.30,      0.20,      2.66,      0.29,      0.42,      4.16,      0.19,      0.30,      3.77,      0.26,      0.31,      3.53,      0.45,
edge_SHP099-1_E26,    -22.75,      0.17,      0.16,     -0.07,    -22.66,      0.24,      0.29,      0.21,    -21.94,      0.18,      0.20,      0.09,    -21.12,      0.39,     92.12,      1.00,    -18.54,      0.55,      3.35,      0.98,    -24.22,      1.13,     10.47,      1.00,      1.63,      0.43,     92.12,      4.12,      0.60,      3.36,     -2.29,      1.15,     10.47,      1.15,      1.87,
edge_SHP099-1_E25,      9.97,      0.15,      0.16,      0.03,      9.59,      0.16,      0.16,      0.12,      9.58,      0.14,      0.17,      0.10,     12.50,      0.88,     22.19,      1.00,     14.72,      0.44,      2.71,      0.98,     11.42,      0.57,     21.43,      1.00,      2.54,      0.90,     22.19,      5.13,      0.47,      2.72,      1.83,      0.59,     21.43,      3.17,      1.04,
edge_SHP099-1_E24,      9.80,      0.11,      0.10,     -0.17,      9.73,      0.09,      0.09,     -0.01,      9.68,      0.08,      0.08,     -0.07,     13.80,      0.45,      0.82,      0.60,     11.80,      0.27,      0.29,     -0.05,     11.01,      0.16,      0.18,      0.09,      4.00,      0.46,      0.83,      2.07,      0.29,      0.31,      1.33,      0.18,      0.19,      2.47,      0.80,
edge_E22_E23,      3.43,      0.10,      0.09,     -0.03,      3.45,      0.07,      0.09,      0.13,      3.44,      0.08,      0.10,      0.04,      2.07,      0.14,      0.16,      0.13,      2.35,      0.11,      0.12,     -0.03,      2.58,      0.10,      0.13,      0.29,     -1.37,      0.17,      0.18,     -1.10,      0.13,      0.15,     -0.86,      0.13,      0.16,     -1.11,      0.16,
edge_E22_7,   -247.82,      0.25,      0.24,     -0.08,   -248.12,      0.23,      0.23,     -0.03,   -247.67,      0.18,      0.21,      0.17,   -249.55,      0.41,     52.97,      1.00,   -252.59,      0.39,     58.43,      1.00,   -251.47,      0.34,     21.72,      1.00,     -1.73,      0.48,     52.97,     -4.46,      0.45,     58.43,     -3.80,      0.38,     21.72,     -3.33,      0.85,
edge_E29_E9,     99.91,      0.16,      0.25,      0.43,    100.01,      0.14,      0.19,      0.29,    100.04,      0.17,      0.21,      0.24,    105.26,      0.28,      6.10,      1.00,    103.17,      0.57,      0.54,      0.04,    105.77,      0.24,      4.37,      1.00,      5.35,      0.33,      6.11,      3.16,      0.59,      0.57,      5.73,      0.30,      4.38,      4.74,      0.81,
edge_E29_11,     72.51,      0.10,      0.11,      0.15,     72.49,      0.10,      0.11,      0.05,     72.70,      0.09,      0.10,     -0.10,     77.09,      0.31,     25.76,      1.00,     77.94,      0.35,      6.97,      1.00,     75.47,      0.57,     13.55,      1.00,      4.58,      0.33,     25.77,      5.46,      0.37,      6.97,      2.77,      0.58,     13.55,      4.27,      0.81,
edge_11_E25,    -16.16,      0.13,      0.13,      0.03,    -16.20,      0.10,      0.10,     -0.01,    -15.89,      0.14,      0.12,     -0.18,    -14.27,      0.49,     22.48,      1.00,    -17.93,      0.60,      1.33,      0.82,    -19.95,      1.41,      0.77,      0.48,      1.89,      0.50,     22.48,     -1.73,      0.60,      1.33,     -4.06,      1.42,      0.78,     -1.30,      1.75,
edge_11_E6,   -359.86,      0.11,      0.11,      0.06,   -359.76,      0.09,      0.12,      0.14,   -359.70,      0.11,      0.12,     -0.03,   -363.44,      0.44,      2.61,      0.97,   -366.49,      0.38,      6.15,      0.99,   -366.09,      0.34,      0.58,      0.56,     -3.58,      0.45,      2.61,     -6.73,      0.39,      6.15,     -6.39,      0.35,      0.59,     -5.57,      1.01,
edge_11_4,   -242.05,      0.19,      0.16,     -0.12,   -242.36,      0.16,      0.17,      0.02,   -242.67,      0.12,      0.15,      0.14,   -246.76,      0.37,    129.82,      1.00,   -246.00,      0.44,    272.05,      1.00,   -241.13,      0.89,     14.61,      1.00,     -4.72,      0.42,    129.82,     -3.64,      0.47,    272.05,      1.54,      0.90,     14.61,     -2.27,      1.94,
edge_11_7,   -254.61,      0.17,      0.21,      0.22,   -254.60,      0.26,      0.22,     -0.13,   -254.78,      0.22,      0.21,     -0.08,   -261.63,      0.65,      5.46,      0.99,   -258.70,      0.31,     70.10,      1.00,   -257.77,      0.40,     76.16,      1.00,     -7.03,      0.67,      5.47,     -4.10,      0.40,     70.10,     -2.99,      0.46,     76.16,     -4.71,      1.21,
edge_4_E5,   -107.49,      0.15,      0.22,      0.26,   -107.82,      0.22,      0.23,      0.12,   -107.77,      0.23,      0.23,      0.01,   -109.50,      0.30,     43.50,      1.00,   -107.86,      0.49,     11.50,      1.00,   -110.20,      0.61,      8.20,      1.00,     -2.01,      0.33,     43.50,     -0.04,      0.54,     11.50,     -2.43,      0.65,      8.21,     -1.49,      0.76,
edge_4_E27,    309.15,      0.11,      0.09,     -0.20,    309.16,      0.08,      0.09,     -0.03,    309.15,      0.09,      0.09,      0.03,    308.14,      0.18,      0.20,     -0.04,    308.00,      0.22,      0.22,      0.10,    308.52,      0.19,      0.22,      0.17,     -1.01,      0.21,      0.22,     -1.17,      0.24,      0.24,     -0.63,      0.21,      0.24,     -0.94,      0.19,
edge_4_SHP836-2,      0.54,      0.10,      0.09,     -0.05,      0.48,      0.08,      0.08,      0.02,      0.78,      0.09,      0.09,     -0.12,      0.53,      0.15,      0.25,      0.44,      0.09,      0.13,      0.12,     -0.03,      0.29,      0.18,      0.15,     -0.07,     -0.02,      0.18,      0.26,     -0.38,      0.15,      0.15,     -0.49,      0.20,      0.18,     -0.30,      0.16,
edge_E2_E23,    316.19,      0.15,      0.15,     -0.08,    316.09,      0.16,      0.16,     -0.03,    315.65,      0.14,      0.14,      0.10,    317.40,      0.21,      2.21,      0.98,    317.33,      0.93,      0.71,     -0.19,    317.42,      0.32,      1.09,      0.88,      1.21,      0.26,      2.22,      1.25,      0.94,      0.73,      1.76,      0.35,      1.10,      1.41,      0.35,
edge_E2_E1,     -2.30,      0.07,      0.08,      0.11,     -2.39,      0.09,      0.09,     -0.06,     -2.34,      0.09,      0.09,      0.01,     -4.44,      0.13,      0.12,     -0.10,     -3.95,      0.08,      0.10,      0.07,     -4.33,      0.10,      0.10,      0.03,     -2.14,      0.15,      0.14,     -1.56,      0.12,      0.13,     -1.99,      0.13,      0.13,     -1.90,      0.18,
