leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_17124-1_18634-1,     -6.68,      0.09,      0.08,     -0.03,     -6.77,      0.09,      0.09,     -0.04,     -6.97,      0.09,      0.09,     -0.06,     -6.25,      0.07,      0.06,     -0.06,     -6.32,      0.06,      0.06,      0.00,     -6.23,      0.05,      0.06,     -0.06,      0.43,      0.11,      0.10,      0.45,      0.11,      0.11,      0.74,      0.10,      0.11,      0.54,      0.11,
edge_18626-1_18624-1,      1.02,      0.08,      0.08,     -0.03,      1.01,      0.07,      0.07,      0.07,      0.88,      0.07,      0.07,      0.10,      1.97,      0.08,      0.07,     -0.05,      1.89,      0.08,      0.07,      0.08,      2.03,      0.08,      0.08,      0.04,      0.95,      0.11,      0.11,      0.88,      0.11,      0.10,      1.15,      0.11,      0.11,      0.99,      0.09,
edge_18636-1_18625-1,     -7.55,      0.09,      0.08,     -0.03,     -7.63,      0.07,      0.08,      0.01,     -7.53,      0.09,      0.09,      0.05,     -8.05,      0.09,      0.09,      0.02,     -7.87,      0.09,      0.10,      0.11,     -7.84,      0.09,      0.09,     -0.02,     -0.50,      0.13,      0.12,     -0.24,      0.11,      0.13,     -0.31,      0.13,      0.13,     -0.35,      0.10,
edge_18632-1_18624-1,      5.34,      0.08,      0.07,     -0.01,      5.21,      0.08,      0.08,      0.03,      5.27,      0.07,      0.08,      0.09,      6.34,      0.08,      0.07,     -0.16,      6.32,      0.08,      0.09,      0.05,      6.36,      0.08,      0.07,      0.04,      1.00,      0.11,      0.10,      1.11,      0.11,      0.12,      1.09,      0.11,      0.11,      1.07,      0.06,
edge_18635-1_18625-1,     -1.69,      0.07,      0.08,     -0.00,     -1.75,      0.07,      0.08,      0.15,     -1.75,      0.07,      0.08,      0.04,     -1.31,      0.06,      0.07,      0.08,     -1.07,      0.08,      0.08,     -0.00,     -1.37,      0.07,      0.07,     -0.05,      0.38,      0.09,      0.11,      0.68,      0.11,      0.11,      0.38,      0.10,      0.11,      0.48,      0.11,
edge_18626-1_18658-1,      5.83,      0.26,      0.32,      0.24,      5.72,      0.19,      0.29,      0.31,      4.32,      0.16,      0.17,     -0.02,      2.19,      0.20,      0.24,      0.10,      1.55,      0.20,      0.27,      0.35,      2.11,      0.21,      0.23,      0.12,     -3.64,      0.33,      0.40,     -4.17,      0.28,      0.40,     -2.21,      0.26,      0.29,     -3.34,      0.60,
edge_18639-1_18658-1,     -8.17,      0.12,      0.13,      0.05,     -8.10,      0.12,      0.11,     -0.01,     -8.04,      0.12,      0.13,      0.01,     -8.33,      0.18,      0.22,      0.21,     -7.34,      0.17,      0.16,     -0.14,     -8.36,      0.12,      0.23,      0.53,     -0.16,      0.22,      0.26,      0.76,      0.21,      0.19,     -0.32,      0.17,      0.26,      0.09,      0.35,
edge_18626-1_18625-1,     -1.36,      0.07,      0.08,      0.08,     -1.45,      0.08,      0.08,      0.03,     -1.46,      0.07,      0.08,      0.05,     -0.65,      0.14,      0.15,      0.07,     -0.16,      0.09,      0.13,      0.20,     -0.38,      0.10,      0.10,     -0.05,      0.71,      0.16,      0.17,      1.29,      0.12,      0.15,      1.08,      0.12,      0.13,      1.03,      0.18,
edge_18638-1_18658-1,     82.62,      0.11,      0.13,      0.19,     83.03,      0.11,      0.13,      0.13,     82.74,      0.16,      0.14,     -0.05,     83.24,      0.18,      0.23,      0.22,     82.99,      0.23,      0.24,      0.09,     82.52,      0.23,      0.38,      0.43,      0.62,      0.21,      0.26,     -0.04,      0.25,      0.27,     -0.22,      0.28,      0.40,      0.12,      0.28,
edge_18628-1_18624-1,     -0.84,      0.08,      0.07,     -0.05,     -1.02,      0.08,      0.08,      0.08,     -0.88,      0.08,      0.07,     -0.07,     -0.05,      0.07,      0.07,     -0.03,     -0.12,      0.08,      0.10,      0.06,     -0.43,      0.08,      0.07,     -0.13,      0.79,      0.11,      0.10,      0.90,      0.11,      0.13,      0.45,      0.11,      0.10,      0.71,      0.14,
edge_18631-1_18660-1,   -116.21,      0.15,      0.13,     -0.06,   -116.50,      0.12,      0.13,      0.06,   -116.71,      0.11,      0.13,      0.03,   -116.79,      0.28,      0.29,      0.02,   -116.71,      0.20,      0.22,      0.07,   -117.48,      0.29,      0.34,      0.16,     -0.58,      0.32,      0.32,     -0.21,      0.23,      0.26,     -0.77,      0.31,      0.36,     -0.52,      0.21,
edge_18638-1_18634-1,     73.15,      0.10,      0.11,      0.04,     73.26,      0.11,      0.12,      0.04,     73.15,      0.10,      0.12,      0.06,     72.89,      0.14,      0.13,     -0.04,     73.53,      0.12,      0.13,      0.03,     73.64,      0.14,      0.13,     -0.03,     -0.26,      0.17,      0.17,      0.27,      0.16,      0.18,      0.49,      0.17,      0.18,      0.17,      0.23,
edge_18626-1_18632-1,     -3.76,      0.09,      0.08,     -0.12,     -3.46,      0.06,      0.07,      0.06,     -3.70,      0.08,      0.08,     -0.09,     -3.89,      0.07,      0.08,      0.07,     -3.78,      0.07,      0.07,     -0.07,     -3.71,      0.07,      0.07,     -0.05,     -0.13,      0.11,      0.11,     -0.32,      0.09,      0.10,     -0.01,      0.11,      0.11,     -0.15,      0.10,
edge_18626-1_18630-1,     -1.67,      0.07,      0.07,      0.02,     -1.48,      0.08,      0.08,      0.00,     -1.62,      0.07,      0.07,      0.12,     -1.11,      0.10,      0.08,     -0.08,     -1.23,      0.09,      0.09,      0.05,     -1.06,      0.08,      0.07,     -0.01,      0.56,      0.12,      0.11,      0.25,      0.12,      0.12,      0.56,      0.11,      0.10,      0.46,      0.11,
edge_18631-1_18624-1,     -1.45,      0.16,      0.22,      0.25,     -0.36,      0.11,      0.10,     -0.03,     -0.11,      0.10,      0.09,      0.07,      1.24,      0.16,      0.16,     -0.13,      2.03,      0.13,      0.15,      0.04,      2.43,      0.12,      0.14,      0.16,      2.69,      0.23,      0.27,      2.39,      0.17,      0.18,      2.54,      0.16,      0.17,      2.54,      0.13,
edge_18629-1_18627-1,      2.99,      0.07,      0.08,      0.01,      2.93,      0.08,      0.08,     -0.00,      3.12,      0.07,      0.07,      0.01,      2.53,      0.09,      0.09,      0.02,      2.84,      0.07,      0.07,     -0.04,      2.84,      0.07,      0.07,      0.02,     -0.46,      0.11,      0.12,     -0.09,      0.11,      0.11,     -0.28,      0.10,      0.10,     -0.28,      0.12,
edge_18634-1_18637-1,    -44.32,      0.10,      0.11,      0.04,    -44.26,      0.09,      0.11,      0.09,    -44.38,      0.10,      0.12,      0.16,    -45.56,      0.13,      0.11,     -0.12,    -44.61,      0.15,      0.16,     -0.06,    -45.15,      0.10,      0.10,      0.04,     -1.24,      0.16,      0.16,     -0.35,      0.17,      0.19,     -0.77,      0.14,      0.16,     -0.79,      0.27,
edge_18626-1_18627-1,      0.81,      0.08,      0.07,     -0.09,      0.89,      0.08,      0.08,     -0.01,      0.74,      0.07,      0.08,     -0.01,      1.19,      0.08,      0.08,      0.02,      0.70,      0.07,      0.08,      0.10,      0.78,      0.08,      0.09,      0.13,      0.38,      0.11,      0.11,     -0.19,      0.11,      0.11,      0.04,      0.11,      0.12,      0.08,      0.17,
edge_18631-1_18652-1,    -80.11,      0.13,      0.14,      0.07,    -80.00,      0.16,      0.15,     -0.06,    -79.22,      0.20,      0.19,      0.09,    -81.02,      0.30,      0.51,      0.56,    -81.20,      0.24,      0.22,     -0.05,    -81.41,      0.19,      0.24,      0.15,     -0.91,      0.33,      0.53,     -1.20,      0.29,      0.27,     -2.19,      0.28,      0.31,     -1.43,      0.41,
edge_18637-1_18631-1,     51.77,      0.12,      0.11,      0.00,     50.69,      0.18,      0.20,      0.11,     50.03,      0.24,      0.30,      0.29,     52.75,      0.14,      0.16,      0.16,     51.76,      0.17,      0.36,      0.63,     52.86,      0.15,      0.13,     -0.13,      0.98,      0.18,      0.19,      1.07,      0.25,      0.41,      2.83,      0.28,      0.33,      1.63,      0.61,
edge_18626-1_18634-1,     -5.47,      0.14,      0.12,     -0.12,     -5.34,      0.11,      0.12,     -0.09,     -5.39,      0.12,      0.11,     -0.13,     -8.05,      0.12,      0.20,      0.37,     -6.56,      0.20,      0.52,      0.77,     -7.28,      0.25,      0.26,     -0.01,     -2.58,      0.18,      0.23,     -1.22,      0.23,      0.53,     -1.89,      0.28,      0.28,     -1.90,      0.40,
edge_18633-1_18624-1,     -3.33,      0.07,      0.07,      0.02,     -3.36,      0.08,      0.08,     -0.03,     -3.33,      0.07,      0.08,      0.06,     -2.46,      0.08,      0.08,      0.06,     -2.37,      0.08,      0.08,     -0.00,     -2.36,      0.08,      0.08,      0.05,      0.87,      0.11,      0.11,      0.99,      0.11,      0.11,      0.97,      0.11,      0.11,      0.94,      0.06,
edge_17124-1_18631-1,      0.29,      0.10,      0.11,      0.07,     -0.30,      0.13,      0.13,     -0.00,     -0.57,      0.12,      0.15,      0.23,      2.32,      0.08,      0.09,      0.02,      1.99,      0.08,      0.08,     -0.14,      2.02,      0.09,      0.08,     -0.06,      2.03,      0.13,      0.14,      2.29,      0.15,      0.15,      2.59,      0.15,      0.17,      2.30,      0.17,
edge_18627-1_18630-1,     -1.60,      0.07,      0.07,     -0.04,     -1.72,      0.07,      0.07,      0.01,     -1.71,      0.07,      0.07,      0.00,     -1.35,      0.05,      0.07,      0.05,     -1.62,      0.06,      0.08,      0.12,     -1.47,      0.07,      0.06,     -0.03,      0.25,      0.09,      0.10,      0.10,      0.09,      0.11,      0.24,      0.10,      0.09,      0.20,      0.07,
edge_18659-1_18634-1,    -14.13,      0.08,      0.08,     -0.08,    -14.23,      0.08,      0.09,      0.07,    -14.18,      0.09,      0.09,      0.07,    -14.67,      0.10,      0.14,      0.26,    -14.51,      0.11,      0.14,      0.07,    -14.89,      0.14,      0.13,     -0.04,     -0.54,      0.13,      0.16,     -0.28,      0.14,      0.17,     -0.71,      0.17,      0.16,     -0.51,      0.14,
edge_18636-1_18624-1,     -5.18,      0.10,      0.10,     -0.04,     -5.15,      0.10,      0.10,      0.01,     -5.16,      0.09,      0.10,      0.16,     -5.70,      0.11,      0.11,     -0.18,     -4.97,      0.11,      0.11,      0.03,     -6.18,      0.14,      0.14,      0.09,     -0.52,      0.15,      0.15,      0.18,      0.15,      0.15,     -1.02,      0.17,      0.17,     -0.45,      0.35,
