#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_CHEMBL3265015_CHEMBL3265011  0.82  0.64
edge_CHEMBL3265015_CHEMBL3265017  -3.26  0.31
edge_CHEMBL3265015_CHEMBL3265009  -1.56  0.71
edge_CHEMBL3265015_CHEMBL3264999  -2.69  1.78
edge_CHEMBL3265015_CHEMBL3265014  -1.24  0.35
edge_CHEMBL3265015_CHEMBL3259820  -3.76  0.86
edge_CHEMBL3265031_CHEMBL3265024  -0.11  1.16
edge_CHEMBL3265031_CHEMBL3265037  -0.98  0.74
edge_CHEMBL3265031_CHEMBL3265030_n  0.61  0.14
edge_CHEMBL3265021_CHEMBL3265011  4.56  1.22
edge_CHEMBL3265021_CHEMBL3265024  -0.55  0.41
edge_CHEMBL3265021_CHEMBL3265022  1.06  0.30
edge_CHEMBL3265021_CHEMBL3265020  1.00  0.17
edge_CHEMBL3265021_CHEMBL3265017  -0.18  0.13
edge_CHEMBL3265021_CHEMBL3265035  -0.19  0.54
edge_CHEMBL3265021_CHEMBL3265023  -0.52  0.09
edge_CHEMBL3265021_CHEMBL3265013  -0.09  0.31
edge_CHEMBL3264998_CHEMBL3264995  -0.09  0.62
edge_CHEMBL3264998_CHEMBL3265001  0.74  0.28
edge_CHEMBL3265035_CHEMBL3265024  -0.80  0.53
edge_CHEMBL3265035_CHEMBL3264996  -3.17  1.83
edge_CHEMBL3265013_CHEMBL3265020  0.38  0.69
edge_CHEMBL3265013_CHEMBL3265023  -0.68  0.33
edge_CHEMBL3265013_CHEMBL3265004  -3.14  0.90
edge_CHEMBL3265013_CHEMBL3265012  -0.97  0.12
edge_CHEMBL3265013_CHEMBL3259820  -0.97  0.13
edge_CHEMBL3265036_CHEMBL3265016  0.48  0.57
edge_CHEMBL3265036_CHEMBL3265029  0.88  0.26
edge_CHEMBL3265034_CHEMBL3265026  0.16  0.61
edge_CHEMBL3265034_CHEMBL3265027  1.28  0.21
edge_CHEMBL3265034_CHEMBL3265037  -1.20  0.59
edge_CHEMBL3265034_CHEMBL3265033  -0.82  0.11
edge_CHEMBL3265014_CHEMBL3265028  -2.80  0.22
edge_CHEMBL3265014_CHEMBL3265022  -1.21  0.91
edge_CHEMBL3265014_CHEMBL3265025  -0.88  0.38
edge_CHEMBL3265014_CHEMBL3265006  -1.58  0.37
edge_CHEMBL3265009_CHEMBL3265008  0.10  0.13
edge_CHEMBL3265009_CHEMBL3265020  0.68  0.29
edge_CHEMBL3265009_CHEMBL3265005  0.28  0.21
edge_CHEMBL3265009_CHEMBL3265006  0.62  0.16
edge_CHEMBL3265009_CHEMBL3265003  -3.86  0.64
edge_CHEMBL3265017_CHEMBL3265026  0.07  0.24
edge_CHEMBL3265017_CHEMBL3265024  -0.00  0.26
edge_CHEMBL3265017_CHEMBL3265016  0.81  0.10
edge_CHEMBL3265017_CHEMBL3265027  1.59  0.66
edge_CHEMBL3265017_CHEMBL3265020  0.42  0.26
edge_CHEMBL3265017_CHEMBL3265032  0.73  0.30
edge_CHEMBL3265017_CHEMBL3265002  -3.86  0.89
edge_CHEMBL3265017_CHEMBL3265029  1.14  0.24
edge_CHEMBL3265000_CHEMBL3264995  -0.50  0.22
edge_CHEMBL3265000_CHEMBL3264997  1.96  0.44
edge_CHEMBL3265000_CHEMBL3264994  1.58  1.80
edge_CHEMBL3265023_CHEMBL3265028  1.79  0.19
edge_CHEMBL3265023_CHEMBL3265022  0.96  0.61
edge_CHEMBL3265023_CHEMBL3265020  0.69  0.34
edge_CHEMBL3265004_CHEMBL3264999  1.39  0.16
edge_CHEMBL3265004_CHEMBL3265002  0.23  0.26
edge_CHEMBL3265004_CHEMBL3265003  0.49  0.19
edge_CHEMBL3265029_CHEMBL3265016  -0.24  0.37
edge_CHEMBL3265029_CHEMBL3265027  0.53  0.06
edge_CHEMBL3265025_CHEMBL3265008  0.57  0.12
edge_CHEMBL3265025_CHEMBL3265020  0.49  0.14
edge_CHEMBL3265012_CHEMBL3265010  1.77  0.40
edge_CHEMBL3265012_CHEMBL3259820  0.33  0.16
edge_CHEMBL3265012_CHEMBL3265002  -2.25  1.01
edge_CHEMBL3265037_CHEMBL3265032  0.44  0.26
edge_CHEMBL3265016_CHEMBL3265005  0.02  0.79
edge_CHEMBL3265016_CHEMBL3265020  -0.62  0.21
edge_CHEMBL3265032_CHEMBL3265022  0.29  1.09
edge_CHEMBL3265032_CHEMBL3265027  1.24  0.12
edge_CHEMBL3265032_CHEMBL3265033  -0.54  0.11
edge_CHEMBL3264997_CHEMBL3264995  -1.33  0.50
edge_CHEMBL3264997_CHEMBL3264994  1.33  1.14
edge_CHEMBL3265028_CHEMBL3265027  0.89  0.12
edge_CHEMBL3265028_CHEMBL3265030_n  -0.21  0.13
edge_CHEMBL3265018_CHEMBL3265011  4.15  0.97
edge_CHEMBL3265018_CHEMBL3265005  1.25  0.23
edge_CHEMBL3265018_CHEMBL3265019  -0.73  0.08
edge_CHEMBL3265019_CHEMBL3265005  2.03  0.51
edge_CHEMBL3265027_CHEMBL3265033  -1.39  0.18
edge_CHEMBL3265027_CHEMBL3265020  0.19  1.06
edge_CHEMBL3265027_CHEMBL3265010  -0.46  0.42
edge_CHEMBL3265027_CHEMBL3265030_n  -0.74  0.10
edge_CHEMBL3265024_CHEMBL3265008  -0.93  0.91
edge_CHEMBL3264995_CHEMBL3264994  2.08  0.69
edge_CHEMBL3264995_CHEMBL3265001  -0.10  0.34
edge_CHEMBL3265033_CHEMBL3265022  0.71  1.41
edge_CHEMBL3265020_CHEMBL3265026  -1.12  0.40
edge_CHEMBL3265008_CHEMBL3259820  -0.95  0.73
edge_CHEMBL3265008_CHEMBL3265005  0.22  0.32
edge_CHEMBL3265008_CHEMBL3265006  0.91  0.18
edge_CHEMBL3265002_CHEMBL3264999  0.54  0.14
edge_CHEMBL3265002_CHEMBL3264996  0.70  0.21
edge_CHEMBL3265010_CHEMBL3265011  4.04  0.68
edge_CHEMBL3265010_CHEMBL3264996  -3.62  0.33
edge_CHEMBL3265006_CHEMBL3265011  2.45  0.81
edge_CHEMBL3265006_CHEMBL3265026  -0.55  0.52
edge_CHEMBL3265003_CHEMBL3264999  1.00  0.20
edge_CHEMBL3264999_CHEMBL3264996  -0.35  0.19
edge_CHEMBL3265002_CHEMBL3265001  0.54  0.38
edge_CHEMBL3265004_CHEMBL3265001  0.24  0.30
