leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CAT-13b_CAT-17g,     27.68,      0.07,      0.06,     -0.20,     27.98,      0.07,      0.08,     -0.01,     28.28,      0.08,      0.09,      0.18,     27.52,      0.06,      0.07,      0.07,     27.13,      0.08,      0.13,      0.29,     26.80,      0.10,      0.15,      0.24,     -0.16,      0.09,      0.09,     -0.85,      0.11,      0.15,     -1.48,      0.13,      0.17,     -0.83,      0.39,
edge_CAT-13a_CAT-17g,     35.27,      0.08,      0.07,     -0.09,     35.19,      0.06,      0.06,     -0.02,     35.18,      0.06,      0.06,     -0.02,     35.16,      0.09,      0.10,     -0.12,     34.66,      0.19,      0.18,     -0.03,     34.04,      0.12,      0.15,      0.29,     -0.11,      0.12,      0.12,     -0.53,      0.20,      0.19,     -1.14,      0.13,      0.16,     -0.59,      0.31,
edge_CAT-13e_CAT-17g,     24.99,      0.09,      0.09,      0.02,     25.02,      0.07,      0.08,      0.12,     25.05,      0.07,      0.07,     -0.01,     25.32,      0.16,      0.34,      0.53,     26.66,      0.11,      0.14,      0.13,     24.67,      0.15,      0.16,      0.23,      0.33,      0.18,      0.35,      1.64,      0.13,      0.16,     -0.38,      0.17,      0.17,      0.53,      0.60,
edge_CAT-4m_CAT-4c,      0.61,      0.06,      0.05,     -0.07,      0.62,      0.05,      0.05,      0.02,      0.52,      0.06,      0.06,     -0.07,      0.85,      0.11,      0.15,      0.25,      1.64,      0.18,      0.16,     -0.00,      2.40,      0.24,      0.25,      0.17,      0.24,      0.13,      0.16,      1.02,      0.19,      0.17,      1.88,      0.25,      0.26,      1.05,      0.48,
edge_CAT-13k_CAT-4d,     20.52,      0.09,      0.08,     -0.04,     20.41,      0.09,      0.09,     -0.05,     20.56,      0.08,      0.08,     -0.03,     17.84,      0.17,      0.18,      0.16,     18.77,      0.19,      0.19,      0.10,     23.03,      0.29,      0.27,     -0.03,     -2.68,      0.19,      0.20,     -1.64,      0.21,      0.21,      2.47,      0.30,      0.28,     -0.62,      1.58,
edge_CAT-24_CAT-17e,     15.82,      0.06,      0.06,     -0.13,     15.67,      0.06,      0.06,     -0.05,     15.71,      0.06,      0.05,     -0.11,     17.40,      0.11,      0.13,      0.11,     18.48,      0.09,      0.12,      0.15,     18.34,      0.10,      0.17,      0.43,      1.58,      0.13,      0.14,      2.81,      0.11,      0.13,      2.63,      0.12,      0.18,      2.34,      0.39,
edge_CAT-13g_CAT-17g,     16.96,      0.11,      0.11,      0.02,     16.64,      0.13,      0.14,      0.04,     17.07,      0.10,      0.08,     -0.05,     15.74,      0.35,      0.60,      0.55,     16.59,      0.22,      0.26,      0.21,     15.17,      0.26,      0.43,      0.57,     -1.22,      0.37,      0.61,     -0.05,      0.26,      0.30,     -1.90,      0.28,      0.44,     -1.06,      0.56,
edge_CAT-13d_CAT-13h,     -2.07,      0.06,      0.05,     -0.03,     -2.04,      0.06,      0.05,      0.02,     -2.07,      0.05,      0.05,      0.00,     -1.75,      0.10,      0.08,     -0.18,     -0.84,      0.09,      0.09,     -0.12,     -1.26,      0.14,      0.13,     -0.06,      0.32,      0.12,      0.09,      1.20,      0.11,      0.10,      0.81,      0.15,      0.14,      0.78,      0.26,
edge_CAT-13a_CAT-17i,     22.76,      0.06,      0.06,     -0.01,     22.62,      0.06,      0.06,     -0.05,     22.65,      0.07,      0.06,     -0.02,     20.64,      0.09,      0.09,     -0.00,     20.89,      0.09,      0.10,      0.04,     20.95,      0.12,      0.13,      0.10,     -2.12,      0.11,      0.11,     -1.73,      0.11,      0.12,     -1.70,      0.14,      0.14,     -1.85,      0.15,
edge_CAT-4m_CAT-13j,    -25.24,      0.08,      0.08,     -0.10,    -25.27,      0.08,      0.08,     -0.01,    -25.11,      0.10,      0.09,     -0.01,    -23.93,      0.12,      0.12,      0.03,    -23.69,      0.14,      0.11,     -0.22,    -23.21,      0.11,      0.11,     -0.08,      1.31,      0.14,      0.14,      1.58,      0.16,      0.14,      1.90,      0.15,      0.14,      1.60,      0.18,
edge_CAT-13a_CAT-13m,    -73.35,      0.07,      0.08,      0.01,    -73.26,      0.06,      0.08,      0.10,    -73.26,      0.08,      0.08,      0.03,    -74.72,      0.14,      0.17,      0.14,    -74.73,      0.17,      0.21,      0.26,    -74.23,      0.26,      0.24,      0.08,     -1.37,      0.16,      0.19,     -1.47,      0.18,      0.22,     -0.97,      0.27,      0.25,     -1.27,      0.18,
edge_CAT-4l_CAT-13k,    -74.15,      0.07,      0.07,     -0.03,    -73.87,      0.07,      0.07,      0.07,    -74.11,      0.07,      0.07,     -0.04,    -75.56,      0.16,      0.14,     -0.09,    -75.11,      0.14,      0.18,      0.18,    -74.12,      0.23,      0.27,      0.14,     -1.41,      0.17,      0.16,     -1.24,      0.16,      0.19,     -0.01,      0.24,      0.28,     -0.89,      0.45,
edge_CAT-13o_CAT-17i,     26.09,      0.00,    259.65,      1.00,     32.46,      0.15,      1.65,      0.93,     32.47,      0.00,      0.44,      0.46,     31.70,      0.40,      0.55,      0.32,     32.08,      0.21,      0.33,      0.28,     30.41,      0.24,      0.20,     -0.38,      5.61,      0.40,    259.65,     -0.38,      0.26,      1.68,     -2.06,      0.24,      0.48,      1.06,      2.33,
edge_CAT-4c_CAT-4o,     12.35,      0.05,      0.06,     -0.03,     12.42,      0.05,      0.06,      0.03,     12.43,      0.06,      0.06,     -0.04,     12.19,      0.18,      0.16,      0.02,     11.66,      0.15,      0.19,      0.27,     12.29,      0.13,      0.13,      0.04,     -0.16,      0.19,      0.17,     -0.76,      0.16,      0.20,     -0.14,      0.14,      0.14,     -0.35,      0.21,
edge_CAT-4j_CAT-4o,     22.52,      0.04,      0.04,     -0.02,     22.41,      0.04,      0.04,      0.06,     22.42,      0.05,      0.05,     -0.00,     22.07,      0.06,      0.07,     -0.10,     21.76,      0.07,      0.08,      0.23,     22.21,      0.08,      0.07,     -0.06,     -0.45,      0.07,      0.08,     -0.65,      0.08,      0.09,     -0.21,      0.09,      0.09,     -0.44,      0.13,
edge_CAT-4i_CAT-13m,    -79.02,      0.06,      0.06,      0.02,    -79.06,      0.07,      0.06,     -0.02,    -78.96,      0.07,      0.07,      0.01,    -78.97,      0.11,      0.09,     -0.31,    -78.98,      0.11,      0.13,      0.12,    -78.53,      0.15,      0.17,     -0.00,      0.05,      0.13,      0.11,      0.08,      0.13,      0.14,      0.43,      0.17,      0.18,      0.19,      0.13,
edge_CAT-24_CAT-17i,     -1.41,      0.06,      0.06,     -0.07,     -1.33,      0.05,      0.06,      0.04,     -1.42,      0.07,      0.06,     -0.04,      2.38,      0.11,      0.14,      0.36,      1.80,      0.13,      0.16,      0.23,      2.20,      0.09,      0.14,      0.36,      3.79,      0.13,      0.15,      3.13,      0.14,      0.17,      3.62,      0.11,      0.15,      3.51,      0.20,
edge_CAT-13j_CAT-4o,     37.99,      0.07,      0.07,     -0.09,     37.87,      0.09,      0.07,     -0.07,     38.06,      0.08,      0.08,      0.01,     37.60,      0.10,      0.09,     -0.09,     38.29,      0.11,      0.11,      0.05,     37.75,      0.11,      0.09,     -0.17,     -0.39,      0.12,      0.11,      0.42,      0.14,      0.13,     -0.31,      0.14,      0.12,     -0.09,      0.26,
edge_CAT-4n_CAT-13k,    -10.01,      0.06,      0.06,      0.01,     -9.80,      0.06,      0.07,      0.06,     -9.88,      0.07,      0.07,      0.02,     -8.22,      0.18,      0.12,     -0.19,    -10.28,      0.14,      0.61,      0.87,     -9.91,      0.11,      0.10,     -0.01,      1.79,      0.19,      0.13,     -0.48,      0.15,      0.61,     -0.03,      0.13,      0.12,      0.43,      0.70,
edge_CAT-4o_CAT-4b,     -9.12,      0.06,      0.05,     -0.03,     -9.04,      0.05,      0.05,      0.03,     -9.07,      0.05,      0.05,      0.06,    -11.25,      0.11,      0.11,     -0.07,    -11.61,      0.10,      0.12,      0.16,    -10.87,      0.15,      0.13,     -0.03,     -2.13,      0.13,      0.12,     -2.57,      0.11,      0.13,     -1.80,      0.16,      0.14,     -2.17,      0.23,
edge_CAT-17i_CAT-13f,     -7.40,      0.06,      0.07,     -0.03,     -7.33,      0.06,      0.06,      0.04,     -7.35,      0.07,      0.07,      0.04,     -5.53,      0.16,      0.17,      0.16,     -6.32,      0.14,      0.11,     -0.25,     -5.98,      0.16,      0.12,     -0.33,      1.87,      0.17,      0.18,      1.01,      0.15,      0.13,      1.37,      0.17,      0.14,      1.42,      0.26,
edge_CAT-17c_CAT-17e,      4.17,      0.06,      0.05,     -0.12,      4.06,      0.05,      0.04,     -0.07,      4.20,      0.06,      0.05,     -0.15,      3.72,      0.08,      0.08,     -0.02,      4.06,      0.10,      0.09,     -0.19,      3.80,      0.09,      0.10,      0.11,     -0.45,      0.10,      0.09,      0.00,      0.11,      0.10,     -0.40,      0.11,      0.11,     -0.28,      0.15,
edge_CAT-13k_CAT-4b,     22.13,      0.06,      0.07,      0.09,     22.18,      0.06,      0.06,     -0.03,     22.21,      0.06,      0.06,     -0.09,     21.15,      0.13,      0.20,      0.31,     22.11,      0.21,      0.45,      0.62,     20.51,      0.12,      0.21,      0.44,     -0.98,      0.14,      0.21,     -0.07,      0.22,      0.45,     -1.70,      0.13,      0.22,     -0.92,      0.48,
edge_CAT-4m_CAT-4j,     -9.53,      0.04,      0.05,     -0.04,     -9.46,      0.05,      0.05,      0.01,     -9.38,      0.06,      0.05,     -0.04,     -8.85,      0.10,      0.15,      0.32,     -9.61,      0.11,      0.12,     -0.09,     -8.76,      0.13,      0.21,      0.41,      0.68,      0.11,      0.16,     -0.15,      0.12,      0.13,      0.62,      0.14,      0.22,      0.38,      0.27,
edge_CAT-13n_CAT-13k,     85.65,      0.07,      0.07,      0.03,     85.72,      0.06,      0.06,      0.02,     85.64,      0.06,      0.06,      0.02,     84.93,      0.11,      0.17,      0.40,     84.81,      0.20,      0.18,     -0.08,     85.57,      0.10,      0.12,      0.09,     -0.72,      0.13,      0.18,     -0.91,      0.21,      0.19,     -0.07,      0.12,      0.13,     -0.57,      0.27,
