leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3402752_30000_12_CHEMBL3402748_5300_8,      2.62,      0.04,      0.05,      0.07,      2.57,      0.05,      0.05,      0.03,      2.72,      0.04,      0.04,      0.04,      3.38,      0.07,      0.06,     -0.19,      3.72,      0.05,      0.05,     -0.05,      4.00,      0.05,      0.07,      0.12,      0.76,      0.08,      0.08,      1.15,      0.07,      0.07,      1.28,      0.06,      0.08,      1.06,      0.16,
edge_CHEMBL3402752_30000_12_CHEMBL3402747_3400_7,     -5.01,      0.04,      0.04,      0.04,     -4.95,      0.04,      0.05,      0.03,     -5.08,      0.05,      0.05,     -0.04,     -5.18,      0.05,      0.05,      0.15,     -5.14,      0.08,      0.06,     -0.27,     -5.14,      0.05,      0.06,      0.12,     -0.17,      0.06,      0.06,     -0.19,      0.09,      0.08,     -0.06,      0.07,      0.08,     -0.14,      0.05,
edge_CHEMBL3402752_30000_12_CHEMBL3402749_500_9,     20.39,      0.05,      0.05,      0.01,     20.52,      0.05,      0.05,     -0.01,     20.41,      0.05,      0.05,      0.01,     20.97,      0.09,      0.09,      0.08,     20.96,      0.08,      0.09,      0.09,     20.86,      0.08,      0.08,     -0.04,      0.58,      0.10,      0.10,      0.44,      0.09,      0.10,      0.45,      0.09,      0.09,      0.49,      0.06,
edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,    -54.33,      0.11,      0.10,      0.00,    -54.46,      0.09,      0.10,      0.07,    -54.52,      0.08,      0.09,      0.10,    -58.46,      0.11,      0.14,      0.23,    -60.26,      0.09,      0.22,      0.58,    -59.32,      0.12,      0.12,      0.12,     -4.13,      0.16,      0.17,     -5.80,      0.13,      0.24,     -4.80,      0.14,      0.15,     -4.91,      0.49,
edge_CHEMBL3402752_30000_12_CHEMBL3402755_4200_15,     40.15,      0.08,      0.08,     -0.01,     40.06,      0.06,      0.07,      0.04,     40.07,      0.06,      0.07,      0.02,     36.46,      0.06,      0.07,      0.02,     36.35,      0.06,      0.08,      0.07,     36.06,      0.08,      0.08,      0.01,     -3.69,      0.10,      0.11,     -3.71,      0.08,      0.11,     -4.01,      0.10,      0.11,     -3.80,      0.11,
edge_CHEMBL3402752_30000_12_CHEMBL3402744_300_4,    -42.34,      0.10,      0.10,     -0.02,    -42.32,      0.11,      0.11,      0.05,    -42.30,      0.09,      0.10,     -0.01,    -43.83,      0.12,      0.14,      0.09,    -44.21,      0.12,      0.17,      0.27,    -44.22,      0.16,      0.18,      0.13,     -1.49,      0.16,      0.17,     -1.89,      0.16,      0.20,     -1.92,      0.18,      0.21,     -1.77,      0.16,
edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,     -2.47,      0.06,      0.07,     -0.00,     -2.52,      0.07,      0.07,     -0.04,     -2.49,      0.07,      0.07,      0.04,     -3.45,      0.07,      0.07,     -0.04,     -3.69,      0.08,      0.08,      0.11,     -3.64,      0.07,      0.07,     -0.03,     -0.98,      0.09,      0.10,     -1.17,      0.11,      0.11,     -1.15,      0.10,      0.10,     -1.10,      0.08,
edge_CHEMBL3402747_3400_7_CHEMBL3402745_200_5,    -44.10,      0.11,      0.10,     -0.09,    -44.11,      0.11,      0.10,     -0.03,    -44.08,      0.10,      0.10,     -0.03,    -45.01,      0.18,      0.17,     -0.03,    -46.49,      0.18,      0.16,     -0.14,    -46.17,      0.15,      0.16,      0.02,     -0.91,      0.21,      0.20,     -2.38,      0.21,      0.19,     -2.09,      0.18,      0.19,     -1.79,      0.45,
edge_CHEMBL3402749_500_9_CHEMBL3402747_3400_7,    -23.55,      0.04,      0.04,      0.01,    -23.64,      0.04,      0.05,      0.05,    -23.59,      0.04,      0.05,      0.02,    -22.97,      0.08,      0.08,      0.14,    -22.25,      0.07,      0.07,      0.10,    -22.93,      0.06,      0.11,      0.35,      0.58,      0.09,      0.09,      1.39,      0.08,      0.09,      0.66,      0.07,      0.12,      0.88,      0.26,
edge_CHEMBL3402747_3400_7_CHEMBL3402748_5300_8,      6.50,      0.04,      0.05,      0.03,      6.64,      0.05,      0.05,     -0.05,      6.53,      0.05,      0.05,      0.00,      7.98,      0.11,      0.08,     -0.32,      8.33,      0.10,      0.11,      0.07,      8.49,      0.06,      0.08,      0.13,      1.48,      0.12,      0.09,      1.69,      0.11,      0.12,      1.96,      0.08,      0.09,      1.71,      0.15,
edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,     10.44,      0.04,      0.05,      0.03,     10.41,      0.04,      0.04,      0.02,     10.44,      0.05,      0.05,      0.02,     10.01,      0.05,      0.06,      0.12,     10.03,      0.04,      0.04,     -0.02,     10.60,      0.06,      0.08,      0.30,     -0.43,      0.06,      0.08,     -0.38,      0.06,      0.06,      0.16,      0.08,      0.09,     -0.22,      0.19,
edge_CHEMBL3402750_400_10_CHEMBL3402747_3400_7,    -27.39,      0.04,      0.04,     -0.03,    -27.21,      0.05,      0.05,     -0.01,    -27.43,      0.06,      0.05,      0.04,    -25.02,      0.07,      0.08,      0.03,    -25.06,      0.14,      0.12,     -0.18,    -24.71,      0.07,      0.09,      0.13,      2.37,      0.08,      0.09,      2.15,      0.15,      0.13,      2.72,      0.09,      0.10,      2.41,      0.17,
edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,    -16.73,      0.05,      0.05,     -0.05,    -16.77,      0.07,      0.06,     -0.09,    -16.79,      0.05,      0.06,      0.04,     -8.51,      0.12,      0.14,      0.08,     -7.93,      0.14,      0.11,     -0.27,     -8.71,      0.14,      0.18,      0.14,      8.22,      0.13,      0.15,      8.84,      0.16,      0.13,      8.08,      0.15,      0.19,      8.38,      0.24,
edge_CHEMBL3402749_500_9_CHEMBL3402751_2100_11,    -13.17,      0.05,      0.05,     -0.05,    -13.12,      0.05,      0.05,     -0.02,    -13.16,      0.05,      0.05,     -0.04,     -9.31,      0.06,      0.06,     -0.06,     -9.82,      0.08,      0.08,     -0.03,     -9.49,      0.07,      0.07,     -0.01,      3.86,      0.08,      0.08,      3.30,      0.09,      0.09,      3.67,      0.09,      0.09,      3.61,      0.17,
edge_CHEMBL3402749_500_9_CHEMBL3402754_40_14,    -64.69,      0.08,      0.09,      0.15,    -64.45,      0.10,      0.09,     -0.05,    -64.78,      0.08,      0.08,      0.04,    -66.43,      0.09,      0.08,     -0.10,    -66.79,      0.08,      0.08,     -0.05,    -65.81,      0.10,      0.07,     -0.26,     -1.74,      0.12,      0.12,     -2.34,      0.13,      0.12,     -1.03,      0.13,      0.11,     -1.70,      0.38,
edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,     -3.77,      0.05,      0.04,      0.00,     -3.73,      0.05,      0.05,      0.00,     -3.72,      0.05,      0.05,      0.02,     -3.02,      0.08,      0.08,      0.06,     -2.72,      0.03,      0.03,     -0.07,     -2.51,      0.05,      0.06,      0.16,      0.75,      0.09,      0.09,      1.01,      0.06,      0.06,      1.21,      0.07,      0.08,      0.99,      0.14,
edge_CHEMBL3402753_200_13_CHEMBL3402748_5300_8,    -24.21,      0.08,      0.07,     -0.07,    -24.20,      0.05,      0.06,      0.10,    -24.27,      0.07,      0.06,     -0.04,    -19.68,      0.13,      0.11,     -0.22,    -20.01,      0.13,      0.16,      0.22,    -19.18,      0.11,      0.10,     -0.09,      4.53,      0.15,      0.13,      4.19,      0.14,      0.17,      5.09,      0.13,      0.12,      4.60,      0.27,
edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,      7.05,      0.05,      0.05,     -0.07,      7.15,      0.05,      0.05,      0.02,      7.15,      0.05,      0.05,     -0.05,      5.37,      0.08,      0.10,      0.17,      5.06,      0.09,      0.09,      0.01,      5.41,      0.09,      0.08,      0.03,     -1.68,      0.09,      0.11,     -2.09,      0.10,      0.10,     -1.74,      0.10,      0.09,     -1.84,      0.13,
edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,    -20.07,      0.05,      0.05,     -0.01,    -20.14,      0.05,      0.06,      0.04,    -20.10,      0.05,      0.05,     -0.01,    -10.72,      0.18,      0.26,      0.39,    -11.51,      0.14,      0.14,     -0.12,    -10.71,      0.12,      0.15,      0.25,      9.35,      0.19,      0.26,      8.63,      0.15,      0.15,      9.39,      0.13,      0.16,      9.12,      0.26,
edge_CHEMBL3402753_200_13_CHEMBL3402754_40_14,    -70.00,      0.05,      0.05,      0.06,    -69.89,      0.05,      0.05,      0.02,    -69.94,      0.05,      0.05,      0.01,    -70.61,      0.04,      0.05,      0.13,    -70.65,      0.04,      0.04,     -0.01,    -70.79,      0.03,      0.04,     -0.08,     -0.61,      0.06,      0.07,     -0.76,      0.06,      0.06,     -0.85,      0.06,      0.06,     -0.74,      0.08,
edge_CHEMBL3402755_4200_15_CHEMBL3402753_200_13,    -23.06,      0.03,      0.04,      0.02,    -23.05,      0.04,      0.04,      0.02,    -23.01,      0.04,      0.04,     -0.01,    -22.33,      0.04,      0.04,      0.02,    -22.73,      0.04,      0.03,     -0.02,    -22.39,      0.04,      0.05,      0.17,      0.73,      0.05,      0.06,      0.32,      0.06,      0.05,      0.62,      0.06,      0.06,      0.56,      0.12,
edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,    -92.94,      0.05,      0.05,     -0.04,    -93.00,      0.05,      0.05,     -0.05,    -92.85,      0.04,      0.04,     -0.03,    -92.97,      0.06,      0.06,     -0.06,    -93.15,      0.04,      0.05,      0.10,    -92.44,      0.06,      0.07,      0.11,     -0.03,      0.08,      0.08,     -0.15,      0.06,      0.07,      0.41,      0.07,      0.08,      0.08,      0.17,
edge_CHEMBL3402754_40_14_CHEMBL3402751_2100_11,     55.54,      0.07,      0.07,     -0.00,     55.63,      0.09,      0.08,     -0.01,     55.48,      0.09,      0.08,     -0.12,     59.42,      0.11,      0.10,      0.08,     59.79,      0.12,      0.10,     -0.05,     59.61,      0.08,      0.08,     -0.12,      3.88,      0.13,      0.12,      4.16,      0.15,      0.13,      4.13,      0.12,      0.11,      4.06,      0.11,
