leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_43_38,     -3.27,      0.07,      0.08,      0.06,     -3.19,      0.07,      0.07,      0.01,     -3.29,      0.08,      0.08,      0.01,     -4.44,      0.11,      0.13,      0.01,     -4.62,      0.11,      0.12,      0.06,     -3.97,      0.15,      0.17,      0.12,     -1.16,      0.13,      0.15,     -1.43,      0.13,      0.14,     -0.69,      0.17,      0.18,     -1.09,      0.22,
edge_43_42,     -5.30,      0.06,      0.06,      0.03,     -5.30,      0.07,      0.07,     -0.07,     -5.31,      0.07,      0.07,     -0.06,     -5.95,      0.09,      0.11,      0.17,     -5.33,      0.09,      0.10,      0.03,     -5.09,      0.08,      0.09,      0.10,     -0.65,      0.11,      0.12,     -0.04,      0.11,      0.12,      0.22,      0.11,      0.12,     -0.16,      0.26,
edge_43_45,      4.89,      0.09,      0.09,      0.04,      5.09,      0.10,      0.11,      0.01,      5.17,      0.10,      0.11,     -0.02,      4.80,      0.14,      0.13,     -0.05,      4.47,      0.19,      0.17,      0.06,      5.61,      0.19,      0.17,     -0.03,     -0.09,      0.17,      0.16,     -0.61,      0.21,      0.20,      0.44,      0.22,      0.20,     -0.09,      0.31,
edge_17_16,      6.37,      0.06,      0.05,     -0.04,      6.44,      0.06,      0.05,     -0.03,      6.34,      0.04,      0.05,     -0.03,      5.52,      0.15,      0.16,     -0.11,      4.07,      0.17,      0.26,      0.34,      5.31,      0.12,      0.22,      0.47,     -0.85,      0.16,      0.17,     -2.37,      0.18,      0.26,     -1.03,      0.13,      0.22,     -1.42,      0.48,
edge_17_25,   -114.97,      0.16,      0.21,      0.20,   -114.81,      0.12,      0.18,      0.37,   -114.67,      0.17,      0.21,      0.30,   -115.99,      0.54,      5.98,      0.99,   -113.89,      0.82,     60.66,      1.00,   -117.73,      0.61,     32.19,      1.00,     -1.02,      0.57,      5.98,      0.92,      0.83,     60.66,     -3.07,      0.63,     32.19,     -1.05,      1.18,
edge_17_45,     34.45,      0.11,      0.12,      0.13,     34.32,      0.16,      0.14,     -0.05,     34.60,      0.10,      0.11,     -0.02,     29.90,      0.28,      0.32,      0.15,     30.29,      0.50,      0.41,     -0.08,     30.21,      0.27,      0.35,      0.22,     -4.55,      0.30,      0.34,     -4.03,      0.53,      0.43,     -4.39,      0.29,      0.36,     -4.32,      0.24,
edge_28_25,   -173.04,      0.12,      0.12,     -0.05,   -172.94,      0.12,      0.12,     -0.04,   -172.90,      0.12,      0.13,      0.19,   -174.31,      0.23,      0.41,      0.50,   -174.50,      0.36,      0.42,      0.19,   -173.53,      0.27,      0.50,      0.62,     -1.26,      0.26,      0.42,     -1.57,      0.38,      0.43,     -0.63,      0.30,      0.52,     -1.15,      0.31,
edge_28_30,    -32.79,      0.11,      0.16,      0.25,    -32.80,      0.16,      0.15,     -0.04,    -32.56,      0.15,      0.14,     -0.04,    -35.32,      1.09,      0.80,     -0.42,    -37.10,      0.15,      0.78,      0.91,    -36.99,      0.31,      1.03,      0.86,     -2.53,      1.10,      0.82,     -4.30,      0.22,      0.79,     -4.43,      0.35,      1.04,     -3.75,      0.63,
edge_28_39,     -5.24,      0.14,      0.12,     -0.05,     -5.23,      0.11,      0.12,      0.05,     -5.39,      0.11,      0.13,      0.04,    -10.79,      0.25,      0.44,      0.49,     -9.12,      0.27,      0.30,     -0.02,     -9.59,      0.29,      0.33,      0.08,     -5.54,      0.29,      0.46,     -3.88,      0.29,      0.32,     -4.20,      0.31,      0.35,     -4.54,      0.52,
edge_22_21,     -4.24,      0.07,      0.07,      0.02,     -4.09,      0.07,      0.06,     -0.06,     -4.21,      0.06,      0.07,     -0.01,     -1.24,      0.11,      0.14,      0.19,     -0.80,      0.11,      0.10,     -0.14,     -1.75,      0.11,      0.12,      0.02,      3.00,      0.13,      0.15,      3.29,      0.13,      0.11,      2.46,      0.13,      0.14,      2.92,      0.25,
edge_22_26,    -56.38,      0.07,      0.07,     -0.03,    -56.36,      0.08,      0.07,     -0.17,    -56.27,      0.08,      0.07,     -0.04,    -55.97,      0.51,      0.67,      0.40,    -53.15,      0.54,      0.63,      0.25,    -55.33,      0.55,      1.04,      0.82,      0.41,      0.52,      0.68,      3.21,      0.54,      0.64,      0.93,      0.55,      1.04,      1.52,      0.89,
edge_22_32,    -48.83,      0.09,      0.09,     -0.01,    -48.78,      0.09,      0.09,     -0.04,    -48.96,      0.09,      0.09,      0.03,    -48.12,      0.17,      0.52,      0.81,    -46.80,      0.23,      0.22,     -0.05,    -47.90,      0.32,      0.29,     -0.12,      0.71,      0.19,      0.53,      1.98,      0.25,      0.24,      1.06,      0.33,      0.30,      1.25,      0.40,
edge_16_14,     -4.36,      0.08,      0.10,      0.16,     -4.28,      0.10,      0.10,     -0.06,     -4.38,      0.10,      0.09,     -0.09,     -2.82,      0.47,      0.38,     -0.25,     -4.07,      0.27,      0.32,      0.14,     -3.74,      0.28,      0.25,     -0.10,      1.55,      0.47,      0.40,      0.21,      0.29,      0.33,      0.64,      0.30,      0.27,      0.80,      0.42,
edge_16_15,     15.69,      0.08,      0.07,     -0.14,     16.14,      0.07,      0.10,      0.25,     16.53,      0.13,      0.13,      0.05,     15.87,      0.17,      0.19,      0.05,     15.55,      0.17,      0.22,      0.18,     15.21,      0.17,      0.26,      0.45,      0.19,      0.19,      0.20,     -0.60,      0.19,      0.24,     -1.32,      0.22,      0.29,     -0.58,      0.44,
edge_16_20,    -14.26,      0.15,      0.20,      0.16,    -14.29,      0.14,      0.16,      0.13,    -14.29,      0.20,      0.20,      0.07,    -16.54,      0.68,      0.51,     -0.03,    -15.44,      0.72,      5.50,      0.99,    -16.37,      0.33,      0.42,      0.44,     -2.28,      0.70,      0.55,     -1.16,      0.73,      5.51,     -2.08,      0.38,      0.46,     -1.84,      0.45,
edge_16_19,     -5.85,      0.11,      0.10,     -0.03,     -5.74,      0.08,      0.10,      0.09,     -5.79,      0.11,      0.10,     -0.04,     -7.23,      0.20,      0.27,      0.23,     -8.09,      0.26,      0.27,     -0.08,     -7.69,      0.32,      0.25,     -0.19,     -1.38,      0.22,      0.29,     -2.34,      0.27,      0.29,     -1.90,      0.34,      0.27,     -1.87,      0.30,
edge_30_33,    -16.79,      0.12,      0.14,      0.07,    -16.97,      0.10,      0.12,      0.13,    -16.52,      0.16,      0.14,     -0.09,    -14.81,      0.20,      0.19,      0.07,    -14.57,      0.20,      0.21,      0.02,    -13.55,      0.13,      0.16,      0.16,      1.98,      0.23,      0.24,      2.40,      0.22,      0.24,      2.97,      0.20,      0.21,      2.45,      0.30,
edge_30_37,      4.91,      0.08,      0.08,      0.02,      4.96,      0.06,      0.07,      0.06,      5.03,      0.06,      0.07,      0.06,      2.98,      0.08,      0.09,      0.05,      4.62,      0.14,      0.20,      0.40,      4.59,      0.08,      0.15,      0.54,     -1.93,      0.11,      0.12,     -0.34,      0.15,      0.21,     -0.43,      0.10,      0.17,     -0.90,      0.52,
edge_21_20,    -28.24,      0.13,      0.12,     -0.11,    -28.40,      0.12,      0.12,      0.02,    -28.30,      0.13,      0.13,      0.02,    -29.47,      0.30,      0.47,      0.40,    -29.71,      0.25,      0.24,     -0.05,    -30.93,      0.31,      0.29,     -0.01,     -1.23,      0.33,      0.48,     -1.30,      0.28,      0.27,     -2.63,      0.33,      0.32,     -1.72,      0.47,
edge_21_41,      8.63,      0.12,      0.12,     -0.02,      9.43,      0.16,      0.16,      0.03,      8.82,      0.15,      0.13,     -0.06,      5.42,      0.23,      0.38,      0.49,      4.09,      0.13,      0.21,      0.39,      3.58,      0.20,      0.18,     -0.07,     -3.21,      0.26,      0.40,     -5.34,      0.21,      0.27,     -5.24,      0.25,      0.23,     -4.60,      0.70,
edge_21_29,   -119.94,      0.22,      0.28,      0.30,   -120.55,      0.22,      0.25,      0.18,   -120.02,      0.21,      0.23,      0.06,   -120.33,      0.55,      0.59,      0.40,   -122.48,      0.29,      0.53,      0.54,   -122.50,      0.42,      0.84,      0.74,     -0.39,      0.60,      0.66,     -1.93,      0.37,      0.58,     -2.48,      0.47,      0.87,     -1.60,      0.65,
edge_21_26,    -48.89,      0.08,      0.06,     -0.06,    -49.00,      0.07,      0.06,     -0.02,    -49.00,      0.06,      0.06,     -0.03,    -49.38,      0.08,      0.09,     -0.04,    -49.16,      0.11,      0.09,     -0.13,    -49.38,      0.11,      0.11,     -0.01,     -0.50,      0.11,      0.11,     -0.16,      0.13,      0.11,     -0.39,      0.13,      0.13,     -0.35,      0.11,
edge_24_42,     44.88,      0.20,      0.24,      0.17,     45.19,      0.19,      0.19,      0.09,     44.89,      0.21,      0.19,     -0.08,     40.08,      0.40,      4.84,      0.99,     43.77,      0.34,      0.50,      0.38,     41.85,      1.30,      0.87,     -0.46,     -4.80,      0.45,      4.85,     -1.42,      0.39,      0.54,     -3.05,      1.32,      0.89,     -3.09,      1.06,
edge_24_33,     50.92,      0.11,      0.10,     -0.04,     51.14,      0.12,      0.12,      0.07,     51.31,      0.10,      0.12,      0.14,     53.59,      0.53,      1.06,      0.79,     52.29,      0.62,      4.48,      0.99,     52.03,      0.36,      9.97,      1.00,      2.67,      0.54,      1.06,      1.16,      0.63,      4.48,      0.72,      0.37,      9.97,      1.52,      0.63,
edge_38_29,   -120.17,      0.16,      0.22,      0.28,   -120.40,      0.21,      0.22,     -0.08,   -120.29,      0.23,      0.22,     -0.11,   -119.11,      1.03,      1.02,      0.71,   -121.79,      0.94,      4.84,      0.99,   -120.33,      0.52,    127.98,      1.00,      1.06,      1.04,      1.05,     -1.39,      0.97,      4.84,     -0.04,      0.56,    127.98,     -0.12,      0.80,
edge_31_25,   -143.22,      0.14,      0.14,      0.10,   -143.18,      0.12,      0.13,     -0.06,   -142.93,      0.12,      0.16,      0.09,   -137.61,      0.24,      0.59,      0.73,   -139.87,      0.29,      0.51,      0.58,   -139.80,      0.59,      0.52,     -0.16,      5.61,      0.27,      0.60,      3.31,      0.31,      0.53,      3.14,      0.61,      0.54,      4.02,      0.82,
edge_31_37,      2.08,      0.07,      0.06,      0.01,      2.14,      0.07,      0.07,      0.06,      2.16,      0.06,      0.07,      0.00,      3.48,      0.10,      0.11,      0.19,      2.68,      0.12,      0.15,      0.11,      3.01,      0.10,      0.13,      0.23,      1.40,      0.12,      0.13,      0.54,      0.14,      0.16,      0.85,      0.12,      0.15,      0.93,      0.25,
