leg,water,water,water,water,water,water,water,water,water,water,water,water,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,complex,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg,ddg_mean,ddg_mean,ddg_mean
repeat,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,2,2,2,3,3,3,-,-,-
,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,conv,val,err,aerr,val,err,aerr,val,err,aerr,val,err,aerr
edge_CHEMBL3265015_CHEMBL3265011,      0.28,      0.11,      0.11,     -0.05,      0.52,      0.09,      0.10,      0.05,      0.26,      0.09,      0.10,      0.06,      0.76,      0.16,      0.27,      0.50,      0.90,      0.22,      0.21,      0.00,     -0.11,      0.20,      0.19,     -0.07,      0.48,      0.19,      0.29,      0.38,      0.24,      0.23,     -0.37,      0.22,      0.22,      0.17,      0.28,
edge_CHEMBL3265015_CHEMBL3265017,     26.02,      0.12,      0.12,      0.01,     25.86,      0.12,      0.12,      0.01,     25.97,      0.12,      0.13,      0.06,     24.00,      0.24,      0.28,      0.12,     26.30,      0.38,      0.49,      0.13,     25.39,      0.17,      0.21,      0.18,     -2.02,      0.27,      0.30,      0.43,      0.40,      0.50,     -0.57,      0.21,      0.25,     -0.72,      0.72,
edge_CHEMBL3265015_CHEMBL3265009,     -6.38,      0.13,      0.14,      0.07,     -6.54,      0.15,      0.13,     -0.07,     -6.36,      0.17,      0.16,      0.01,     -7.61,      0.26,      1.16,      0.92,     -7.64,      0.13,      0.87,      0.95,     -8.17,      0.34,      0.39,      0.19,     -1.23,      0.29,      1.17,     -1.10,      0.20,      0.88,     -1.81,      0.38,      0.42,     -1.38,      0.25,
edge_CHEMBL3265015_CHEMBL3264999,      3.19,      0.24,      0.33,      0.23,      3.33,      0.37,      0.49,      0.10,      2.86,      0.19,      0.42,      0.59,      2.98,      0.75,     25.32,      1.00,      3.14,      0.74,     35.50,      1.00,      1.78,      0.47,    207.01,      1.00,     -0.21,      0.79,     25.32,     -0.20,      0.83,     35.51,     -1.07,      0.51,    207.01,     -0.49,      0.47,
edge_CHEMBL3265015_CHEMBL3265014,     -9.75,      0.15,      0.13,     -0.13,     -9.26,      0.21,      0.21,      0.07,     -9.48,      0.14,      0.20,      0.28,     -9.71,      0.36,      0.57,      0.42,    -10.22,      0.39,      0.43,      0.18,     -9.14,      0.29,      1.48,      0.95,      0.04,      0.39,      0.58,     -0.96,      0.44,      0.48,      0.34,      0.32,      1.49,     -0.19,      0.43,
edge_CHEMBL3265015_CHEMBL3259820,     -0.71,      0.09,      0.10,      0.11,     -0.69,      0.10,      0.10,     -0.03,     -0.62,      0.11,      0.11,      0.04,     -1.79,      0.16,      0.34,      0.64,     -2.16,      0.39,      0.33,      0.04,     -2.40,      0.13,      0.17,      0.14,     -1.07,      0.19,      0.36,     -1.46,      0.40,      0.34,     -1.78,      0.17,      0.20,     -1.44,      0.25,
edge_CHEMBL3265031_CHEMBL3265024,    120.49,      0.19,      0.24,      0.27,    122.40,      0.80,      0.78,     -0.12,    120.62,      0.30,      0.30,     -0.07,    119.30,      0.65,      0.58,     -0.31,    122.36,      0.40,      1.02,      0.79,    122.09,      0.20,      2.68,      0.99,     -1.19,      0.68,      0.63,     -0.04,      0.90,      1.28,      1.47,      0.36,      2.69,      0.08,      0.84,
edge_CHEMBL3265031_CHEMBL3265037,    113.43,      0.21,      0.54,      0.76,    111.34,      0.12,      0.12,     -0.08,    112.21,      0.23,      0.26,      0.18,    111.00,      0.17,      0.13,     -0.33,    112.61,      0.16,      0.16,      0.12,    110.67,      0.18,      0.14,     -0.20,     -2.43,      0.27,      0.56,      1.27,      0.20,      0.20,     -1.54,      0.29,      0.30,     -0.90,      1.12,
edge_CHEMBL3265031_CHEMBL3265030_n,     58.17,      0.14,      0.16,      0.12,     58.06,      0.18,      0.16,     -0.22,     57.93,      0.17,      0.16,     -0.03,     57.86,      0.13,      0.13,     -0.10,     56.77,      0.26,      0.29,      0.26,     57.32,      0.18,      0.17,     -0.07,     -0.32,      0.19,      0.20,     -1.29,      0.31,      0.33,     -0.60,      0.25,      0.24,     -0.74,      0.30,
edge_CHEMBL3265021_CHEMBL3265011,    -28.53,      0.10,      0.11,     -0.11,    -28.29,      0.11,      0.13,      0.19,    -28.57,      0.13,      0.10,     -0.20,    -28.38,      0.23,      0.90,      0.90,    -28.37,      0.29,      0.73,      0.75,    -28.07,      0.24,      0.77,      0.89,      0.15,      0.25,      0.90,     -0.08,      0.31,      0.74,      0.50,      0.28,      0.78,      0.19,      0.21,
edge_CHEMBL3265021_CHEMBL3265024,      4.38,      0.07,      0.09,      0.04,      4.10,      0.09,      0.08,     -0.12,      4.18,      0.10,      0.09,     -0.12,      5.11,      0.16,      0.15,     -0.10,      5.36,      0.14,      0.16,     -0.03,      4.14,      0.20,      0.26,      0.27,      0.73,      0.18,      0.18,      1.26,      0.17,      0.17,     -0.04,      0.22,      0.27,      0.65,      0.38,
edge_CHEMBL3265021_CHEMBL3265022,     -8.11,      0.08,      0.08,     -0.00,     -8.05,      0.08,      0.08,     -0.01,     -8.09,      0.07,      0.07,      0.05,     -8.90,      0.06,      0.06,     -0.07,     -9.05,      0.06,      0.06,      0.05,     -8.89,      0.06,      0.06,      0.01,     -0.79,      0.10,      0.11,     -1.00,      0.10,      0.10,     -0.81,      0.09,      0.09,     -0.86,      0.08,
edge_CHEMBL3265021_CHEMBL3265020,    -11.48,      0.07,      0.08,      0.08,    -11.36,      0.08,      0.06,     -0.10,    -11.54,      0.06,      0.06,     -0.11,    -11.49,      0.07,      0.07,      0.08,    -11.86,      0.07,      0.07,     -0.07,    -12.01,      0.08,      0.07,     -0.19,     -0.01,      0.10,      0.10,     -0.51,      0.11,      0.10,     -0.48,      0.11,      0.10,     -0.33,      0.17,
edge_CHEMBL3265021_CHEMBL3265017,     -2.87,      0.08,      0.08,     -0.08,     -2.91,      0.08,      0.08,      0.01,     -2.81,      0.08,      0.08,     -0.09,     -3.07,      0.06,      0.06,     -0.03,     -3.08,      0.05,      0.05,     -0.16,     -3.15,      0.06,      0.05,     -0.16,     -0.21,      0.10,      0.10,     -0.17,      0.09,      0.09,     -0.34,      0.10,      0.09,     -0.24,      0.07,
edge_CHEMBL3265021_CHEMBL3265035,    -29.40,      0.14,      0.15,     -0.08,    -29.97,      0.25,      0.23,     -0.02,    -29.73,      0.22,      0.23,      0.15,    -29.66,      0.27,      0.28,      0.04,    -30.34,      0.30,      0.35,      0.12,    -30.02,      0.39,      0.40,     -0.03,     -0.26,      0.30,      0.32,     -0.37,      0.39,      0.42,     -0.30,      0.45,      0.46,     -0.31,      0.20,
edge_CHEMBL3265021_CHEMBL3265023,     -5.81,      0.09,      0.08,     -0.02,     -5.76,      0.08,      0.09,      0.04,     -5.65,      0.09,      0.09,      0.02,     -5.35,      0.11,      0.09,     -0.14,     -5.76,      0.10,      0.13,      0.26,     -5.41,      0.10,      0.09,     -0.02,      0.46,      0.14,      0.13,     -0.01,      0.13,      0.16,      0.25,      0.13,      0.12,      0.23,      0.15,
edge_CHEMBL3265021_CHEMBL3265013,    -34.07,      0.17,      0.30,      0.60,    -34.29,      0.13,      0.31,      0.62,    -34.04,      0.23,      0.32,      0.32,    -34.46,      0.24,      0.39,      0.49,    -34.07,      0.28,      0.44,      0.35,    -34.73,      0.28,      0.29,     -0.02,     -0.39,      0.30,      0.49,      0.22,      0.31,      0.54,     -0.69,      0.37,      0.43,     -0.29,      0.30,
edge_CHEMBL3264998_CHEMBL3264995,     59.29,      0.10,      0.09,     -0.07,     59.29,      0.10,      0.09,     -0.01,     59.33,      0.08,      0.09,      0.08,     59.84,      0.22,      0.27,      0.21,     61.10,      0.23,      0.19,     -0.17,     59.30,      0.18,      0.22,      0.14,      0.55,      0.24,      0.28,      1.81,      0.25,      0.21,     -0.03,      0.20,      0.23,      0.78,      0.55,
edge_CHEMBL3264998_CHEMBL3265001,    150.69,      0.12,      0.11,     -0.02,    150.79,      0.11,      0.11,      0.05,    150.85,      0.10,      0.10,      0.01,    151.85,      0.32,      0.53,      0.52,    152.71,      0.25,      0.25,     -0.03,    151.35,      0.30,      0.28,     -0.12,      1.17,      0.34,      0.54,      1.92,      0.27,      0.27,      0.50,      0.31,      0.30,      1.20,      0.43,
edge_CHEMBL3265035_CHEMBL3265024,     33.55,      0.16,      0.20,      0.19,     33.84,      0.21,      0.22,      0.06,     33.92,      0.20,      0.26,      0.11,     35.01,      0.33,      0.44,      0.34,     35.14,      0.55,      0.46,     -0.04,     34.49,      0.46,      0.46,     -0.06,      1.46,      0.37,      0.48,      1.30,      0.59,      0.51,      0.57,      0.51,      0.53,      1.11,      0.37,
edge_CHEMBL3265035_CHEMBL3264996,     64.60,      0.45,      0.68,      0.58,     66.87,      0.66,      0.65,     -0.01,     65.14,      0.43,      0.49,      0.33,     64.75,      0.67,      2.83,      0.96,     67.26,      1.79,      1.02,     -0.66,     64.61,      0.42,     10.64,      1.00,      0.15,      0.81,      2.91,      0.39,      1.91,      1.21,     -0.53,      0.60,     10.65,      0.00,      0.66,
edge_CHEMBL3265013_CHEMBL3265020,     23.94,      0.13,      0.16,      0.13,     24.54,      0.11,      0.16,      0.22,     24.02,      0.13,      0.13,      0.08,     23.89,      0.18,      0.22,      0.15,     24.13,      0.18,      0.37,      0.61,     24.10,      0.38,      0.40,      0.17,     -0.05,      0.22,      0.27,     -0.41,      0.21,      0.40,      0.07,      0.40,      0.42,     -0.13,      0.20,
edge_CHEMBL3265013_CHEMBL3265023,     28.71,      0.13,      0.23,      0.40,     28.92,      0.16,      0.22,      0.35,     28.93,      0.13,      0.22,      0.50,     29.49,      0.18,      0.18,      0.04,     29.54,      0.17,      0.21,      0.06,     30.00,      0.19,      0.19,     -0.01,      0.78,      0.22,      0.29,      0.62,      0.23,      0.30,      1.07,      0.23,      0.29,      0.82,      0.17,
edge_CHEMBL3265013_CHEMBL3265004,     41.33,      0.25,      0.59,      0.72,     41.67,      0.41,      0.39,     -0.11,     42.13,      0.29,      0.36,      0.22,     35.90,      0.51,     38.17,      1.00,     36.22,      0.57,      6.97,      1.00,     39.53,      0.37,      2.08,      0.97,     -5.43,      0.57,     38.17,     -5.45,      0.70,      6.99,     -2.59,      0.47,      2.11,     -4.49,      0.99,
edge_CHEMBL3265013_CHEMBL3265012,    -14.53,      0.08,      0.09,     -0.12,    -14.79,      0.08,      0.08,      0.01,    -14.53,      0.08,      0.09,      0.13,    -14.82,      0.09,      0.10,      0.04,    -14.97,      0.11,      0.09,     -0.08,    -15.00,      0.11,      0.10,     -0.08,     -0.28,      0.12,      0.13,     -0.18,      0.13,      0.12,     -0.47,      0.14,      0.14,     -0.31,      0.10,
