#1_edge   2_ddg  3_ddg_err
#all values in kJ/mol
edge_7395_3484  0.89  0.61
edge_7395_0738  0.56  0.40
edge_8041_4415  0.37  0.31
edge_4189_4415  -1.26  0.61
edge_1939_3032  1.00  0.25
edge_5544_3806  0.94  0.15
edge_4754_4147  0.80  0.19
edge_3806_6221  1.48  0.34
edge_3806_0340  1.59  0.79
edge_3806_1423  -0.40  0.76
edge_3806_5973  2.87  0.73
edge_4096_4147  0.14  0.19
edge_4147_2750  0.08  0.21
edge_4147_7846  -0.34  0.13
edge_6694_4147  0.11  0.10
edge_1038_9211  -1.17  0.63
edge_1038_0309  -0.55  0.50
edge_1038_0848  0.09  0.45
edge_9211_1056  -1.07  0.53
edge_9211_9237  -0.64  0.63
edge_9211_0848  1.96  0.90
edge_2333_9211  0.06  0.45
edge_2333_0309  0.77  0.42
edge_2333_0848  1.68  0.46
edge_0395_8161  0.33  1.02
edge_8414_1038  -0.87  0.59
edge_8414_1056  -2.68  1.16
edge_8414_2333  -2.92  0.69
edge_8414_5644  -4.17  0.21
edge_5644_9211  1.37  0.23
edge_5644_0309  2.94  0.36
edge_5670_9211  0.61  1.01
edge_5687_1801  0.74  0.15
edge_5687_4147  1.40  3.41
edge_3032_4096  0.89  0.20
edge_8041_4147  1.46  0.25
edge_5687_1056  -1.40  0.42
edge_0340_4754  -2.23  0.37
edge_7395_1939  1.54  0.92
edge_5687_8161  0.61  0.24
edge_5544_4147  1.33  0.22
edge_8041_0738  -0.45  0.80
edge_5973_4096  -1.98  0.80
edge_4147_0395  -3.26  0.92
edge_3484_2750  2.10  0.40
edge_1939_7846  1.68  0.43
edge_2750_6221  0.18  0.20
edge_5973_4754  -1.41  0.21
edge_3484_4189  0.23  1.40
edge_1038_5687  -2.33  0.22
edge_4415_3032  0.20  0.10
edge_3806_4147  0.15  0.27
edge_1423_4754  0.57  0.56
edge_4147_5973  0.53  0.49
edge_1801_4147  1.88  0.80
edge_2750_5973  1.32  0.43
edge_8041_1939  0.92  0.21
edge_0340_0738  -3.65  0.67
edge_3032_8041  -0.37  0.50
