#1_edge   2_ddg  3_ddg_err
#all values in kcal/mol
edge_CHEMBL1078774_CHEMBL1089056  -4.14  0.58
edge_CHEMBL1078774_CHEMBL1088740  -2.36  0.47
edge_CHEMBL1093087_CHEMBL1084678  0.17  0.82
edge_CHEMBL1093087_CHEMBL1096003  -1.24  0.93
edge_CHEMBL1093087_CHEMBL1086409  2.79  0.58
edge_CHEMBL1093087_CHEMBL1083517  4.51  0.95
edge_CHEMBL1082249_CHEMBL1086409  1.53  0.87
edge_CHEMBL1082249_CHEMBL1077227  -0.30  0.57
edge_CHEMBL1082249_CHEMBL1082248  0.91  0.78
edge_CHEMBL1082249_CHEMBL1096003  -0.52  0.59
edge_CHEMBL1089393_CHEMBL1093088  -2.28  0.59
edge_CHEMBL1089393_CHEMBL1088740  0.05  0.17
edge_CHEMBL1089393_CHEMBL1085895  -5.07  0.47
edge_CHEMBL1078691_CHEMBL1089056  -1.57  0.12
edge_CHEMBL1078691_CHEMBL1093088  -2.68  0.27
edge_CHEMBL1086409_CHEMBL1082248  -1.80  0.21
edge_CHEMBL1086409_CHEMBL1085666  0.04  0.27
edge_CHEMBL1086409_CHEMBL1084676  -2.50  0.49
edge_CHEMBL1086409_CHEMBL1083517  1.00  0.19
edge_CHEMBL1086409_CHEMBL1086410  1.29  0.39
edge_CHEMBL1086409_CHEMBL1084678  -3.24  1.00
edge_CHEMBL1082248_CHEMBL1084678  1.95  0.92
edge_CHEMBL1082248_CHEMBL1086410  2.05  0.80
edge_CHEMBL1082248_CHEMBL1083517  1.87  0.19
edge_CHEMBL1082248_CHEMBL1084143  0.21  1.94
edge_CHEMBL1082248_CHEMBL1096002  0.30  0.36
edge_CHEMBL1082248_CHEMBL1083836  1.17  0.18
edge_CHEMBL1084678_CHEMBL1084935  1.87  1.55
edge_CHEMBL1084678_CHEMBL1084431  2.82  1.06
edge_CHEMBL1084678_CHEMBL1077204  -0.60  0.65
edge_CHEMBL1084678_CHEMBL1084143  0.16  0.29
edge_CHEMBL1084678_CHEMBL1084676  -0.08  1.23
edge_CHEMBL1084678_CHEMBL1084677  1.09  0.87
edge_CHEMBL1084115_CHEMBL1078998  -1.60  0.06
edge_CHEMBL1084115_CHEMBL1088740  0.20  0.66
edge_CHEMBL1084115_CHEMBL1089056  -1.29  0.06
edge_CHEMBL1084431_CHEMBL1083517  0.06  1.98
edge_CHEMBL1084431_CHEMBL1096002  1.39  1.22
edge_CHEMBL1084431_CHEMBL1085666  1.18  1.62
edge_CHEMBL1085895_CHEMBL1078998  2.53  0.34
edge_CHEMBL1085895_CHEMBL1088740  3.69  0.59
edge_CHEMBL1084677_CHEMBL1083836  1.00  0.59
edge_CHEMBL1084677_CHEMBL1085692  0.32  0.85
edge_CHEMBL1084677_CHEMBL1084676  0.66  0.92
edge_CHEMBL1084677_CHEMBL1096003  0.28  0.44
edge_CHEMBL1077227_CHEMBL1085666  1.74  0.20
edge_CHEMBL1077227_CHEMBL1086410  2.53  0.12
edge_CHEMBL1077227_CHEMBL1084935  1.88  0.51
edge_CHEMBL1086410_CHEMBL1096002  -1.54  0.22
edge_CHEMBL1086410_CHEMBL1084935  -0.48  0.63
edge_CHEMBL1083517_CHEMBL1085666  -0.57  0.36
edge_CHEMBL1096003_CHEMBL1084143  1.64  0.82
edge_CHEMBL1077204_CHEMBL1083836  1.64  0.43
edge_CHEMBL1077204_CHEMBL1084143  0.81  0.93
edge_CHEMBL1077204_CHEMBL1084676  0.95  0.15
edge_CHEMBL1083836_CHEMBL1085666  -0.24  0.60
edge_CHEMBL1083836_CHEMBL1096002  -1.17  1.07
edge_CHEMBL1085692_CHEMBL1096002  1.12  0.56
edge_CHEMBL1085692_CHEMBL1084676  0.99  0.19
edge_CHEMBL1096002_CHEMBL1084935  0.79  0.71
edge_CHEMBL1089056_CHEMBL1088740  1.80  0.30
edge_CHEMBL1089056_CHEMBL1078998  -1.90  0.10
edge_CHEMBL1093088_CHEMBL1088740  2.06  0.86
edge_CHEMBL1077227_CHEMBL1078998  -0.17  0.35
edge_CHEMBL1086410_CHEMBL1089056  -1.28  0.22
