name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_26_44,lig_26,lig_44,-0.4299999999999997,0.2601922366251538,1.21,0.44
edge_26_57,lig_26,lig_57,-0.7999999999999989,9.173685191895348,1.17,0.12
edge_26_64,lig_26,lig_64,-1.2599999999999998,0.3001666203960727,0.12,0.35
edge_44_23,lig_44,lig_23,-0.16000000000000014,0.050990195135927854,-0.56,0.22
edge_57_23,lig_57,lig_23,0.20999999999999908,9.170136313054456,-0.34,0.10
edge_27_23,lig_27,lig_23,-2.71,0.13,-1.86,0.16
edge_27_46,lig_27,lig_46,-1.4799999999999995,0.1216552506059644,0.25,0.45
edge_28_27,lig_28,lig_27,0.5,0.12369316876852982,-0.44,0.15
edge_28_35,lig_28,lig_35,-2.1900000000000004,0.22203603311174516,-1.39,0.49
edge_28_47,lig_28,lig_47,0.8399999999999999,0.16278820596099708,-0.45,0.49
edge_35_33,lig_35,lig_33,1.9300000000000006,0.2842534080710379,-0.49,0.19
edge_35_34,lig_35,lig_34,1.9400000000000004,0.2906888370749727,0.01,0.63
edge_35_36,lig_35,lig_36,0.6300000000000008,0.22561028345356957,0.09,0.39
edge_35_37,lig_35,lig_37,-0.1399999999999988,0.3720215047547655,-1.11,0.34
edge_35_39,lig_35,lig_39,1.7800000000000002,0.22561028345356957,1.96,0.68
edge_35_53,lig_35,lig_53,-1.1600000000000001,0.2973213749463701,-2.49,0.33
edge_30_35,lig_30,lig_35,-0.9600000000000009,0.2906888370749727,-1.00,0.45
edge_30_48,lig_30,lig_48,1.1899999999999995,0.1902629759044045,2.59,0.45
edge_48_27,lig_48,lig_27,0.54,0.12041594578792295,-2.92,0.46
edge_31_35,lig_31,lig_35,-0.8900000000000006,0.22203603311174516,-0.91,0.37
edge_32_34,lig_32,lig_34,-0.29000000000000004,0.22472205054244232,-0.76,0.13
edge_32_46,lig_32,lig_46,-1.0199999999999996,0.1216552506059644,-0.53,0.42
edge_42_51,lig_42,lig_51,0.45000000000000107,0.26907248094147423,0.14,0.34
edge_42_64,lig_42,lig_64,-0.5999999999999996,0.23430749027719963,-1.10,0.53
edge_51_45,lig_51,lig_45,-0.5,0.28284271247461906,-1.32,0.24
edge_43_27,lig_43,lig_27,0.9199999999999999,0.13,-0.49,0.21
edge_43_47,lig_43,lig_47,1.2599999999999998,0.1676305461424021,0.82,0.43
edge_49_67,lig_49,lig_67,0.7799999999999994,0.1216552506059644,0.11,0.76
edge_67_27,lig_67,lig_27,1.46,0.1216552506059644,2.38,0.76
edge_67_32,lig_67,lig_32,1.0,0.1216552506059644,2.58,0.17
edge_67_35,lig_67,lig_35,-1.2300000000000004,0.22090722034374521,1.89,0.44
edge_67_37,lig_67,lig_37,-1.3699999999999992,0.30066592756745814,0.52,0.14
edge_67_50,lig_67,lig_50,-1.75,0.15132745950421556,0.98,0.10
edge_67_52,lig_67,lig_52,-1.6500000000000004,0.06324555320336758,0.67,0.09
edge_67_53,lig_67,lig_53,-2.3900000000000006,0.2009975124224178,-0.95,0.59
edge_67_58,lig_67,lig_58,-1.83,0.044721359549995794,-1.27,0.28
edge_67_61,lig_67,lig_61,-0.5,0.2408318915758459,1.18,0.50
edge_67_63,lig_67,lig_63,-1.4800000000000004,0.10198039027185571,-1.19,0.31
edge_52_60,lig_52,lig_60,0.3100000000000005,0.06324555320336758,0.55,0.50
edge_60_36,lig_60,lig_36,0.7400000000000002,0.05385164807134505,1.89,0.31
edge_54_23,lig_54,lig_23,0.9499999999999993,0.20615528128088306,2.24,0.15
edge_54_42,lig_54,lig_42,0.879999999999999,0.26907248094147423,2.30,0.40
edge_56_35,lig_56,lig_35,0.4499999999999993,0.22203603311174516,1.21,0.51
edge_56_60,lig_56,lig_60,0.33999999999999986,0.03605551275463989,0.29,0.43
edge_58_60,lig_58,lig_60,0.4900000000000002,0.044721359549995794,1.53,0.29
edge_61_60,lig_61,lig_60,-0.8399999999999999,0.2408318915758459,-0.57,0.35
edge_62_26,lig_62,lig_26,-0.28000000000000025,0.3001666203960727,-1.90,0.33
edge_62_45,lig_62,lig_45,-0.9899999999999993,0.25,-0.97,0.24
edge_63_60,lig_63,lig_60,0.14000000000000057,0.10198039027185571,1.86,0.09
edge_65_60,lig_65,lig_60,-0.5099999999999998,0.191049731745428,0.90,0.13
edge_65_67,lig_65,lig_67,0.8300000000000001,0.191049731745428,0.20,0.15
edge_66_23,lig_66,lig_23,-0.40000000000000036,0.13,-0.22,0.15
edge_66_42,lig_66,lig_42,-0.47000000000000064,0.21633307652783934,0.58,0.08
edge_68_23,lig_68,lig_23,-1.1399999999999997,0.26476404589747454,0.14,0.25
edge_68_45,lig_68,lig_45,-1.259999999999999,0.3280243893371345,-0.31,0.48
