name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
26,[H]c1c(c(c2c(c1[H])c(c(c(c2OC([H])([H])C([H])([H])C([H])([H])C3=C(Oc4c3c(c(c(c4[H])[H])[H])[H])C(=O)[O-])[H])[H])[H])[H])[H],-8.24,0.26,-7.77,0.14
44,[H]c1c(c(c2c(c1[H])c(c(c(c2Cl)[H])[H])OC([H])([H])C([H])([H])C([H])([H])C3=C(N(c4c3c(c(c(c4[H])[H])[H])[H])[H])C(=O)[O-])[H])[H],-8.67,0.01,-8.66,0.14
57,[H]c1c(c(c2c(c1[H])c(c(c(c2OC([H])([H])C([H])([H])C([H])([H])C3=C(N(c4c3c(c(c(c4[H])[H])[H])[H])C([H])([H])[H])C(=O)[O-])[H])[H])[H])[H])[H],-9.04,9.17,-8.35,0.14
64,[H]c1c(c(c2c(c1[H])c(c(c(c2OC([H])([H])C([H])([H])C([H])([H])C3=C(Sc4c3c(c(c(c4[H])Cl)[H])[H])C(=O)[O-])[H])[H])[H])[H])[H],-9.5,0.15,-8.07,0.16
27,[H]c1c(c(c(c(c1[H])[H])OC([H])([H])C([H])([H])C([H])([H])C2=C(N(c3c2c(c(c(c3[H])[H])[H])[H])[H])C(=O)[O-])[H])[H],-6.12,0.12,-6.89,0.06
23,[H]c1c(c(c2c(c1[H])c(c(c(c2OC([H])([H])C([H])([H])C([H])([H])C3=C(Sc4c3c(c(c(c4[H])[H])[H])[H])C(=O)[O-])[H])[H])[H])[H])[H],-8.83,0.05,-7.58,0.13
45,[H]c1c(c(c2c(c1[H])C(=C(N2[H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])Oc3c(c(c(c4c3C(C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H],-8.95,0.2,-7.95,0.14
46,[H]c1c(c(c2c(c1[H])C(=C(N2[H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])Oc3c(c(c4c(c3[H])C(C(C4([H])[H])([H])[H])([H])[H])[H])[H])[H])[H],-7.6,0.02,-7.40,0.14
28,[H]c1c(c(c2c(c1[H])C(=C(N2[H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])Oc3c(c(c(c(c3C([H])([H])[H])[H])[H])[H])[H])[H])[H],-6.62,0.03,-6.02,0.10
35,[H]c1c(c(c2c(c1[H])C(=C(N2[H])C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])Oc3c(c(c(c(c3[H])C([H])([H])[H])Cl)[H])[H])[H])[H],-8.81,0.22,-7.93,0.06
