name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_p38a_2aa_p38a_2bb,lig_p38a_2aa,lig_p38a_2bb,0.20999999999999908,0.32015621187164245,-0.08,0.86
edge_p38a_2aa_p38a_3flw,lig_p38a_2aa,lig_p38a_3flw,-1.4399999999999995,0.26570660511172844,-1.30,0.22
edge_p38a_2e_p38a_2j,lig_p38a_2e,lig_p38a_2j,0.6199999999999992,0.30528675044947495,-0.83,0.21
edge_p38a_2j_p38a_2f,lig_p38a_2j,lig_p38a_2f,1.6099999999999994,0.2640075756488817,0.57,0.18
edge_p38a_2j_p38a_2ff,lig_p38a_2j,lig_p38a_2ff,-1.3699999999999992,0.1835755975068582,-0.75,0.15
edge_p38a_2j_p38a_2h,lig_p38a_2j,lig_p38a_2h,0.6099999999999994,0.24839484696748443,2.19,0.23
edge_p38a_2j_p38a_2q,lig_p38a_2j,lig_p38a_2q,-2.1899999999999995,0.2,-0.98,0.26
edge_p38a_2j_p38a_2r,lig_p38a_2j,lig_p38a_2r,-0.7099999999999991,0.18867962264113208,0.24,0.34
edge_p38a_2ee_p38a_2j,lig_p38a_2ee,lig_p38a_2j,2.1899999999999995,0.39395431207184417,0.07,0.16
edge_p38a_2ee_p38a_3fln,lig_p38a_2ee,lig_p38a_3fln,1.3699999999999992,0.4326661530556787,-0.46,0.30
edge_p38a_3fln_p38a_2e,lig_p38a_3fln,lig_p38a_2e,0.20000000000000107,0.3538361202590827,1.16,0.08
edge_p38a_3fln_p38a_2ff,lig_p38a_3fln,lig_p38a_2ff,-0.5499999999999989,0.2563201123595259,-0.41,0.05
edge_p38a_3fln_p38a_2g,lig_p38a_3fln,lig_p38a_2g,0.2400000000000002,0.33941125496954283,-0.14,0.11
edge_p38a_3fln_p38a_2gg,lig_p38a_3fln,lig_p38a_2gg,0.2400000000000002,0.25298221281347033,0.66,0.32
edge_p38a_3fln_p38a_2i,lig_p38a_3fln,lig_p38a_2i,0.8499999999999996,0.31890437438203945,-0.36,0.05
edge_p38a_3fln_p38a_2k,lig_p38a_3fln,lig_p38a_2k,0.34999999999999964,0.26,0.77,0.11
edge_p38a_3fln_p38a_2n,lig_p38a_3fln,lig_p38a_2n,-0.9599999999999991,0.2830194339616981,-0.90,0.22
edge_p38a_3fln_p38a_2o,lig_p38a_3fln,lig_p38a_2o,0.41000000000000014,0.2683281572999748,1.27,0.25
edge_p38a_3fln_p38a_2p,lig_p38a_3fln,lig_p38a_2p,-0.3099999999999987,0.24515301344262524,-0.49,0.28
edge_p38a_3fln_p38a_2r,lig_p38a_3fln,lig_p38a_2r,0.11000000000000121,0.26,0.16,0.30
edge_p38a_3fln_p38a_2s,lig_p38a_3fln,lig_p38a_2s,-0.20999999999999908,0.2563201123595259,0.30,0.28
edge_p38a_3fln_p38a_2t,lig_p38a_3fln,lig_p38a_2t,-0.9599999999999991,0.2563201123595259,-0.58,0.19
edge_p38a_3fln_p38a_3flz,lig_p38a_3fln,lig_p38a_3flz,1.4100000000000001,0.3124099870362662,0.70,0.25
edge_p38a_2g_p38a_2c,lig_p38a_2g,lig_p38a_2c,0.20000000000000107,0.3687817782917155,-1.69,0.61
edge_p38a_2g_p38a_2f,lig_p38a_2g,lig_p38a_2f,2.1899999999999995,0.31890437438203945,0.74,0.17
edge_p38a_2g_p38a_2h,lig_p38a_2g,lig_p38a_2h,1.1899999999999995,0.30610455730027936,2.77,0.28
edge_p38a_2g_p38a_2i,lig_p38a_2g,lig_p38a_2i,0.6099999999999994,0.31890437438203945,0.12,0.18
edge_p38a_2gg_p38a_2j,lig_p38a_2gg,lig_p38a_2j,0.5800000000000001,0.17888543819998318,-0.35,0.31
edge_p38a_2l_p38a_2j,lig_p38a_2l,lig_p38a_2j,2.1899999999999995,0.17088007490635063,1.02,0.41
edge_p38a_2l_p38a_2n,lig_p38a_2l,lig_p38a_2n,0.41000000000000014,0.16155494421403513,-0.07,0.10
edge_p38a_2l_p38a_2o,lig_p38a_2l,lig_p38a_2o,1.7799999999999994,0.1341640786499874,1.84,0.34
edge_p38a_2l_p38a_2p,lig_p38a_2l,lig_p38a_2p,1.0600000000000005,0.07810249675906655,0.63,0.36
edge_p38a_2m_p38a_2j,lig_p38a_2m,lig_p38a_2j,0.879999999999999,0.1746424919657298,1.26,0.45
edge_p38a_2m_p38a_2k,lig_p38a_2m,lig_p38a_2k,0.40999999999999837,0.12206555615733704,1.65,0.36
edge_p38a_2s_p38a_2l,lig_p38a_2s,lig_p38a_2l,-1.1600000000000001,0.10816653826391967,-1.37,0.12
edge_p38a_2t_p38a_2j,lig_p38a_2t,lig_p38a_2j,1.7799999999999994,0.1835755975068582,0.69,0.14
edge_p38a_2u_p38a_2k,lig_p38a_2u,lig_p38a_2k,1.7199999999999989,0.11661903789690602,2.63,2.16
edge_p38a_2u_p38a_2q,lig_p38a_2u,lig_p38a_2q,0.0,0.1341640786499874,-0.63,0.48
