,val,err,aerr,conv,env,repeat,target,edge,failed
0,-7.31,0.08,0.09,0.12,complex,1,jnk1,edge_17124-1_18634-1,False
1,0.72,0.1,0.11,-0.15,complex,1,jnk1,edge_18626-1_18624-1,False
2,-0.41,0.13,0.15,0.13,complex,1,jnk1,edge_18636-1_18625-1,False
3,6.1,0.07,0.09,0.12,complex,1,jnk1,edge_18632-1_18624-1,False
4,2.48,0.08,0.08,-0.03,complex,1,jnk1,edge_18635-1_18625-1,False
5,4.87,0.09,0.09,0.03,complex,1,jnk1,edge_18626-1_18658-1,False
6,1.48,0.17,0.15,-0.09,complex,1,jnk1,edge_18639-1_18658-1,False
7,2.3,0.09,0.09,-0.11,complex,1,jnk1,edge_18626-1_18625-1,False
8,82.77,0.12,0.2,0.49,complex,1,jnk1,edge_18638-1_18658-1,False
9,-1.11,0.07,0.08,0.15,complex,1,jnk1,edge_18628-1_18624-1,False
10,-111.77,0.3,0.34,0.25,complex,1,jnk1,edge_18631-1_18660-1,False
11,68.82,0.15,0.15,0.07,complex,1,jnk1,edge_18638-1_18634-1,False
12,-5.88,0.07,0.07,-0.03,complex,1,jnk1,edge_18626-1_18632-1,False
13,-1.02,0.1,0.13,0.29,complex,1,jnk1,edge_18626-1_18630-1,False
14,5.15,0.09,0.11,0.07,complex,1,jnk1,edge_18631-1_18624-1,False
15,2.39,0.08,0.11,0.24,complex,1,jnk1,edge_18629-1_18627-1,False
16,-43.89,0.11,0.1,-0.07,complex,1,jnk1,edge_18634-1_18637-1,False
17,0.97,0.06,0.07,0.1,complex,1,jnk1,edge_18626-1_18627-1,False
18,-72.56,0.32,0.29,-0.03,complex,1,jnk1,edge_18631-1_18652-1,False
19,45.52,0.18,0.16,-0.13,complex,1,jnk1,edge_18637-1_18631-1,False
20,-6.98,0.28,0.27,0.02,complex,1,jnk1,edge_18626-1_18634-1,False
21,1.37,0.05,0.06,0.07,complex,1,jnk1,edge_18633-1_18624-1,False
22,-5.48,0.16,0.12,-0.25,complex,1,jnk1,edge_17124-1_18631-1,False
23,-1.12,0.05,0.06,0.11,complex,1,jnk1,edge_18627-1_18630-1,False
24,-14.87,0.08,0.07,-0.18,complex,1,jnk1,edge_18659-1_18634-1,False
25,-2.17,0.11,0.12,0.09,complex,1,jnk1,edge_18636-1_18624-1,False
26,1.77,0.1,0.08,-0.24,complex,1,jnk1,edge_18626-1_18628-1,False
27,-115.69,0.32,0.54,0.43,complex,1,jnk1,edge_18626-1_18660-1,False
28,11.09,0.22,0.21,0.02,complex,1,jnk1,edge_18626-1_18659-1,False
29,-10.71,0.09,0.11,0.16,complex,1,jnk1,edge_18639-1_18634-1,False
30,1.24,0.1,0.15,0.37,complex,1,jnk1,edge_18635-1_18624-1,False
31,-7.06,0.1,0.09,-0.1,complex,2,jnk1,edge_17124-1_18634-1,False
32,0.84,0.13,0.11,-0.1,complex,2,jnk1,edge_18626-1_18624-1,False
33,0.04,0.12,0.16,0.21,complex,2,jnk1,edge_18636-1_18625-1,False
34,6.17,0.07,0.07,0.03,complex,2,jnk1,edge_18632-1_18624-1,False
35,2.28,0.08,0.07,-0.09,complex,2,jnk1,edge_18635-1_18625-1,False
36,4.65,0.07,0.11,0.33,complex,2,jnk1,edge_18626-1_18658-1,False
37,0.64,0.15,0.19,0.09,complex,2,jnk1,edge_18639-1_18658-1,False
38,2.38,0.1,0.08,-0.12,complex,2,jnk1,edge_18626-1_18625-1,False
39,82.63,0.12,0.18,0.47,complex,2,jnk1,edge_18638-1_18658-1,False
40,-1.08,0.08,0.09,-0.07,complex,2,jnk1,edge_18628-1_18624-1,False
41,-111.71,0.19,0.32,0.39,complex,2,jnk1,edge_18631-1_18660-1,False
42,69.05,0.16,0.17,0.02,complex,2,jnk1,edge_18638-1_18634-1,False
43,-5.93,0.07,0.07,0.0,complex,2,jnk1,edge_18626-1_18632-1,False
44,-1.04,0.1,0.12,0.22,complex,2,jnk1,edge_18626-1_18630-1,False
45,4.89,0.11,0.16,0.34,complex,2,jnk1,edge_18631-1_18624-1,False
46,2.3,0.1,0.1,0.0,complex,2,jnk1,edge_18629-1_18627-1,False
47,-43.52,0.09,0.12,0.26,complex,2,jnk1,edge_18634-1_18637-1,False
48,1.15,0.06,0.07,0.18,complex,2,jnk1,edge_18626-1_18627-1,False
49,-71.79,0.19,0.2,0.11,complex,2,jnk1,edge_18631-1_18652-1,False
50,45.2,0.15,0.17,0.18,complex,2,jnk1,edge_18637-1_18631-1,False
51,-6.04,0.17,0.26,0.36,complex,2,jnk1,edge_18626-1_18634-1,False
52,1.36,0.06,0.07,0.09,complex,2,jnk1,edge_18633-1_18624-1,False
53,-5.62,0.12,0.11,-0.17,complex,2,jnk1,edge_17124-1_18631-1,False
54,-1.19,0.06,0.07,0.1,complex,2,jnk1,edge_18627-1_18630-1,False
55,-14.85,0.08,0.08,-0.19,complex,2,jnk1,edge_18659-1_18634-1,False
56,-1.67,0.1,0.13,0.22,complex,2,jnk1,edge_18636-1_18624-1,False
57,2.16,0.11,0.1,-0.11,complex,2,jnk1,edge_18626-1_18628-1,False
58,-115.54,0.59,0.54,-0.26,complex,2,jnk1,edge_18626-1_18660-1,False
59,11.71,0.24,0.33,0.2,complex,2,jnk1,edge_18626-1_18659-1,False
60,-10.56,0.07,0.11,0.24,complex,2,jnk1,edge_18639-1_18634-1,False
61,1.0,0.1,0.12,0.21,complex,2,jnk1,edge_18635-1_18624-1,False
62,-7.01,0.09,0.09,0.05,complex,3,jnk1,edge_17124-1_18634-1,False
63,0.69,0.13,0.1,-0.23,complex,3,jnk1,edge_18626-1_18624-1,False
64,-1.1,0.13,0.18,0.27,complex,3,jnk1,edge_18636-1_18625-1,False
65,6.2,0.08,0.08,0.04,complex,3,jnk1,edge_18632-1_18624-1,False
66,2.33,0.08,0.07,-0.16,complex,3,jnk1,edge_18635-1_18625-1,False
67,4.94,0.09,0.1,0.13,complex,3,jnk1,edge_18626-1_18658-1,False
68,0.38,0.2,0.17,-0.09,complex,3,jnk1,edge_18639-1_18658-1,False
69,2.5,0.11,0.1,-0.12,complex,3,jnk1,edge_18626-1_18625-1,False
70,82.67,0.1,0.18,0.41,complex,3,jnk1,edge_18638-1_18658-1,False
71,-0.89,0.09,0.1,0.05,complex,3,jnk1,edge_18628-1_18624-1,False
72,-111.23,0.11,0.38,0.81,complex,3,jnk1,edge_18631-1_18660-1,False
73,69.33,0.22,0.17,-0.29,complex,3,jnk1,edge_18638-1_18634-1,False
74,-5.91,0.07,0.07,-0.02,complex,3,jnk1,edge_18626-1_18632-1,False
75,-1.34,0.1,0.12,0.23,complex,3,jnk1,edge_18626-1_18630-1,False
76,5.17,0.13,0.13,0.08,complex,3,jnk1,edge_18631-1_18624-1,False
77,2.53,0.09,0.1,0.12,complex,3,jnk1,edge_18629-1_18627-1,False
78,-43.72,0.11,0.13,0.08,complex,3,jnk1,edge_18634-1_18637-1,False
79,1.08,0.07,0.09,0.23,complex,3,jnk1,edge_18626-1_18627-1,False
80,-73.14,0.18,0.32,0.47,complex,3,jnk1,edge_18631-1_18652-1,False
81,45.49,0.18,0.16,-0.02,complex,3,jnk1,edge_18637-1_18631-1,False
82,-6.77,0.27,0.27,0.1,complex,3,jnk1,edge_18626-1_18634-1,False
83,1.33,0.06,0.06,0.05,complex,3,jnk1,edge_18633-1_18624-1,False
84,-5.51,0.12,0.11,-0.12,complex,3,jnk1,edge_17124-1_18631-1,False
85,-1.2,0.06,0.06,0.06,complex,3,jnk1,edge_18627-1_18630-1,False
86,-15.02,0.09,0.09,-0.11,complex,3,jnk1,edge_18659-1_18634-1,False
87,-1.84,0.13,0.13,0.03,complex,3,jnk1,edge_18636-1_18624-1,False
88,1.97,0.11,0.09,-0.2,complex,3,jnk1,edge_18626-1_18628-1,False
89,-117.03,0.32,0.45,0.43,complex,3,jnk1,edge_18626-1_18660-1,False
90,11.85,0.2,0.25,0.17,complex,3,jnk1,edge_18626-1_18659-1,False
91,-10.77,0.09,0.11,0.07,complex,3,jnk1,edge_18639-1_18634-1,False
92,1.13,0.08,0.12,0.34,complex,3,jnk1,edge_18635-1_18624-1,False
93,-7.66,0.1,0.11,0.05,water,1,jnk1,edge_17124-1_18634-1,False
94,0.16,0.07,0.09,0.12,water,1,jnk1,edge_18626-1_18624-1,False
95,-0.71,0.08,0.08,-0.02,water,1,jnk1,edge_18636-1_18625-1,False
96,5.75,0.08,0.08,-0.01,water,1,jnk1,edge_18632-1_18624-1,False
97,1.85,0.04,0.05,0.2,water,1,jnk1,edge_18635-1_18625-1,False
98,7.32,0.13,0.14,-0.01,water,1,jnk1,edge_18626-1_18658-1,False
99,1.41,0.15,0.15,0.1,water,1,jnk1,edge_18639-1_18658-1,False
100,2.4,0.06,0.07,0.02,water,1,jnk1,edge_18626-1_18625-1,False
101,82.2,0.11,0.16,0.37,water,1,jnk1,edge_18638-1_18658-1,False
102,-1.46,0.07,0.08,0.1,water,1,jnk1,edge_18628-1_18624-1,False
103,-112.51,0.1,0.1,-0.15,water,1,jnk1,edge_18631-1_18660-1,False
104,69.66,0.13,0.15,0.07,water,1,jnk1,edge_18638-1_18634-1,False
105,-5.18,0.07,0.06,-0.07,water,1,jnk1,edge_18626-1_18632-1,False
106,-1.72,0.08,0.08,-0.02,water,1,jnk1,edge_18626-1_18630-1,False
107,4.03,0.08,0.09,0.13,water,1,jnk1,edge_18631-1_18624-1,False
108,2.93,0.06,0.07,0.14,water,1,jnk1,edge_18629-1_18627-1,False
109,-43.46,0.15,0.13,-0.1,water,1,jnk1,edge_18634-1_18637-1,False
110,0.87,0.05,0.07,0.15,water,1,jnk1,edge_18626-1_18627-1,False
111,-71.22,0.14,0.17,0.14,water,1,jnk1,edge_18631-1_18652-1,False
112,43.86,0.14,0.15,0.04,water,1,jnk1,edge_18637-1_18631-1,False
113,-4.9,0.1,0.09,-0.08,water,1,jnk1,edge_18626-1_18634-1,False
114,0.61,0.06,0.06,-0.02,water,1,jnk1,edge_18633-1_18624-1,False
115,-6.65,0.11,0.11,-0.01,water,1,jnk1,edge_17124-1_18631-1,False
116,-1.54,0.08,0.07,0.03,water,1,jnk1,edge_18627-1_18630-1,False
117,-14.95,0.09,0.09,0.01,water,1,jnk1,edge_18659-1_18634-1,False
118,-3.32,0.09,0.12,0.17,water,1,jnk1,edge_18636-1_18624-1,False
119,1.36,0.07,0.08,0.12,water,1,jnk1,edge_18626-1_18628-1,False
120,-114.69,0.17,0.19,0.15,water,1,jnk1,edge_18626-1_18660-1,False
121,12.69,0.13,0.12,-0.05,water,1,jnk1,edge_18626-1_18659-1,False
122,-11.74,0.08,0.12,0.26,water,1,jnk1,edge_18639-1_18634-1,False
123,0.13,0.07,0.08,0.1,water,1,jnk1,edge_18635-1_18624-1,False
124,-7.75,0.09,0.1,0.12,water,2,jnk1,edge_17124-1_18634-1,False
125,0.17,0.09,0.09,0.02,water,2,jnk1,edge_18626-1_18624-1,False
126,-0.84,0.07,0.08,0.07,water,2,jnk1,edge_18636-1_18625-1,False
127,5.83,0.06,0.07,0.16,water,2,jnk1,edge_18632-1_18624-1,False
128,1.74,0.05,0.05,0.12,water,2,jnk1,edge_18635-1_18625-1,False
129,7.31,0.17,0.15,-0.08,water,2,jnk1,edge_18626-1_18658-1,False
130,1.12,0.15,0.15,0.02,water,2,jnk1,edge_18639-1_18658-1,False
131,2.53,0.05,0.06,0.07,water,2,jnk1,edge_18626-1_18625-1,False
