,val,err,aerr,conv,env,repeat,target,edge,failed
0,24.02,0.28,121508.42,1.0,complex,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
1,-22.35,0.19,0.21,0.05,complex,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
2,-0.79,0.22,0.4,0.63,complex,1,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
3,25.18,0.62,2647.63,1.0,complex,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
4,-2.01,0.24,0.25,0.02,complex,1,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
5,-20.96,0.14,0.16,0.09,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
6,7.85,0.51,19.4,1.0,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
7,-18.69,0.45,12.29,1.0,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
8,17.09,0.53,48.94,1.0,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
9,26.52,0.57,139.97,1.0,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
10,-24.89,0.23,0.31,0.29,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
11,-1.6,0.1,0.09,0.0,complex,1,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
12,-3.4,0.08,0.08,-0.04,complex,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
13,45.81,0.14,0.14,-0.03,complex,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
14,55.27,0.53,0.65,0.3,complex,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
15,60.75,0.69,1.33,0.81,complex,1,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
16,25.53,0.18,0.18,-0.09,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
17,46.72,0.16,0.2,0.15,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
18,52.09,0.15,0.17,0.11,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
19,49.28,0.18,0.16,-0.11,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
20,59.67,0.29,0.83,0.82,complex,1,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
21,-43.98,0.14,0.12,-0.04,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
22,22.32,0.09,0.18,0.55,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
23,9.2,0.05,0.05,0.1,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
24,2.48,0.04,0.04,-0.01,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
25,36.51,0.06,0.06,-0.13,complex,1,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
26,-12.04,0.16,0.51,0.84,complex,1,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
27,-0.94,0.1,0.09,-0.09,complex,1,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
28,-7.3,0.13,0.13,-0.08,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
29,-0.44,0.04,0.04,-0.07,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
30,-12.14,0.05,0.34,0.93,complex,1,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
31,6.73,0.04,0.05,0.17,complex,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
32,-59.7,0.07,0.06,-0.14,complex,1,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
33,-9.79,0.12,0.12,-0.01,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
34,8.7,0.08,0.07,-0.13,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
35,26.36,0.03,0.03,-0.06,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
36,26.63,0.41,1.67,0.94,complex,1,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
37,-95.35,0.08,0.09,0.19,complex,1,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
38,-8.17,0.13,0.15,0.03,complex,1,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
39,-1.82,0.34,112.01,1.0,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
40,27.87,0.08,0.08,0.03,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402756_2.7,False
41,36.89,0.15,0.23,0.4,complex,1,cmet,edge_CHEMBL3402758_10_CHEMBL3402760_1,False
42,-1.51,0.26,0.2,-0.16,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402757_6.5,False
43,-35.72,0.17,0.22,0.31,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402758_10,False
44,-44.8,0.78,8.92,1.0,complex,1,cmet,edge_CHEMBL3402759_5.7_CHEMBL3402763_90,False
45,-100.09,0.37,0.36,0.04,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402754_40_14,False
46,-3.71,0.27,0.63,0.7,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402755_4200_15,False
47,-22.31,0.26,0.25,0.04,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402760_1,False
48,-16.12,0.24,0.24,-0.05,complex,1,cmet,edge_CHEMBL3402761_1_21_CHEMBL3402762_1,False
49,-8.18,0.26,0.32,0.19,complex,1,cmet,edge_CHEMBL3402762_1_CHEMBL3402760_1,False
50,21.98,0.13,0.16,0.18,complex,1,cmet,edge_CHEMBL3402763_90_CHEMBL3402764_90,False
51,-25.89,0.15,0.18,0.17,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402742_23,False
52,-4.21,0.12,0.14,0.11,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402743_42,False
53,-47.67,0.29,0.73,0.75,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402744_300_4,False
54,-51.13,0.41,0.39,-0.08,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402745_200_5,False
55,16.93,1.05,2.18,0.95,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402760_1,False
56,-6.68,0.21,0.24,0.23,complex,1,cmet,edge_CHEMBL3402765_11-charged-pKa-8.1_CHEMBL3402764_90,False
57,24.52,1.06,48786.63,1.0,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402756_2.7,False
58,-24.55,0.3,0.36,0.19,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402763_90,False
59,-1.55,0.26,0.42,0.45,complex,2,cmet,edge_CHEMBL3402741_400_CHEMBL3402764_90,False
60,28.91,0.82,29.09,1.0,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402756_2.7,False
61,-1.51,0.3,0.22,-0.13,complex,2,cmet,edge_CHEMBL3402742_23_CHEMBL3402763_90,False
62,-21.07,0.15,0.16,0.07,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402742_23,False
63,8.1,1.02,6.2,0.99,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402756_2.7,False
64,-19.13,0.42,50.98,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402758_10,False
65,18.61,0.43,111.39,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402760_1,False
66,23.96,0.51,104.62,1.0,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402762_1,False
67,-24.41,0.15,0.15,-0.02,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402763_90,False
68,-2.64,0.14,0.19,0.29,complex,2,cmet,edge_CHEMBL3402743_42_CHEMBL3402764_90,False
69,-3.6,0.07,0.07,-0.02,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402745_200_5,False
70,45.92,0.18,0.17,0.01,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402752_30000_12,False
71,55.54,0.31,0.56,0.55,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402756_2.7,False
72,59.18,0.31,41.62,1.0,complex,2,cmet,edge_CHEMBL3402744_300_4_CHEMBL3402757_6.5,False
73,25.82,0.22,0.2,-0.08,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402742_23,False
74,47.07,0.18,0.16,-0.05,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402743_42,False
75,51.54,0.21,0.22,0.09,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402748_5300_8,False
76,49.23,0.16,0.16,0.03,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402752_30000_12,False
77,58.93,0.35,1.32,0.91,complex,2,cmet,edge_CHEMBL3402745_200_5_CHEMBL3402756_2.7,False
78,-44.5,0.11,0.18,0.37,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402744_300_4,False
79,22.8,0.1,0.15,0.33,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402749_500_9,False
80,9.87,0.07,0.06,0.01,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402751_2100_11,False
81,2.33,0.04,0.05,0.05,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402752_30000_12,False
82,36.92,0.08,0.08,0.04,complex,2,cmet,edge_CHEMBL3402747_3400_7_CHEMBL3402755_4200_15,False
83,-11.62,0.09,0.71,0.94,complex,2,cmet,edge_CHEMBL3402748_5300_8_CHEMBL3402751_2100_11,False
84,-1.84,0.09,0.11,0.17,complex,2,cmet,edge_CHEMBL3402749_500_9_CHEMBL3402748_5300_8,False
85,-6.51,0.18,0.19,0.02,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402748_5300_8,False
86,-0.63,0.04,0.05,0.05,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402749_500_9,False
87,-12.67,0.1,0.32,0.83,complex,2,cmet,edge_CHEMBL3402750_400_10_CHEMBL3402751_2100_11,False
88,6.36,0.05,0.04,-0.18,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402751_2100_11,False
89,-60.43,0.06,0.06,-0.13,complex,2,cmet,edge_CHEMBL3402752_30000_12_CHEMBL3402754_40_14,False
90,-10.85,0.12,0.12,-0.05,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402747_3400_7,False
91,8.73,0.07,0.08,0.09,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402750_400_10,False
92,26.48,0.03,0.03,-0.1,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402755_4200_15,False
93,27.5,0.31,1.81,0.96,complex,2,cmet,edge_CHEMBL3402753_200_13_CHEMBL3402761_1_21,False
94,-95.24,0.05,0.04,0.05,complex,2,cmet,edge_CHEMBL3402755_4200_15_CHEMBL3402754_40_14,False
95,-7.57,0.13,0.16,0.19,complex,2,cmet,edge_CHEMBL3402757_6.5_CHEMBL3402756_2.7,False
96,-1.56,0.74,17.91,1.0,complex,2,cmet,edge_CHEMBL3402758_10_CHEMBL3402742_23,False
