name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
1a,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cccc(c3)F)[NH3+],-7.480879541108987,0.04780114722753346,-8.55,0.17
3b,CCc1cccc(c1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)[NH3+],-7.863288718929254,0.11950286806883365,-7.11,0.15
5,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3ccccc3)[NH3+],-7.576481835564053,0.0,-7.77,0.30
1b,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cccc(c3)Cl)[NH3+],-8.460803059273422,0.19120458891013384,-9.20,0.09
1c,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cccc(c3)Br)[NH3+],-8.556405353728488,0.1673040152963671,-9.25,0.09
7a,Cc1ccc(c(c1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)[NH3+])C,-8.221797323135755,0.02390057361376673,-7.74,0.28
1d,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cccc(c3)I)[NH3+],-8.24569789674952,0.07170172084130018,-8.63,0.10
6e,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cc(ccc3F)Cl)[NH3+],-8.914913957934989,0.07170172084130018,-8.74,0.17
3a,Cc1cccc(c1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)[NH3+],-8.317399617590821,0.14340344168260036,-8.91,0.17
6a,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cc(ccc3Cl)Cl)[NH3+],-9.177820267686423,0.04780114722753346,-8.32,0.17
6b,Cc1ccc(cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)[NH3+])Cl,-8.891013384321225,0.11950286806883365,-7.49,0.17
