name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
156,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([H])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([H])[H],-9.8,0.0,-10.10,0.20
165,[H][C]1=[C]([F])[C]([H])=[C]([O][C]2=[C]([H])[C]([H])=[C]([S](=[O])(=[O])[C]([H])([H])[H])[C]3=[C]2[C]([H])([H])[C]([F])([F])[C@@]3([H])[N]([H])[H])[C]([H])=[C]1[C]#[N],-9.29,0.0,-7.97,0.14
167,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([Cl])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[F])[C]([H])([H])[C]1([F])[F],-10.74,0.0,-8.93,0.16
42,[H][O][C]([H])([H])[C]1=[C]([Cl])[C]([O][C]2=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]2[H])=[C]([H])[C]([H])=[C]1[S](=[O])(=[O])[C]([H])([F])[F],-9.0,0.0,-9.72,0.16
15,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([F])[F],-11.11,0.0,-11.03,0.14
25,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([Cl])=[C]([H])[N]=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([F])[F],-10.35,0.0,-10.26,0.15
164,[H][C]1=[C]([F])[C]([H])=[C]([O][C]2=[C]([H])[C]([H])=[C]([S](=[O])(=[O])[C]([H])([H])[H])[C]3=[C]2[C]([H])([H])[C]([F])([F])[C@]3([H])[N]([H])[H])[C]([H])=[C]1[C]#[N],-6.81,0.0,-6.60,0.22
124,[H][C]1=[C]([F])[C]([H])=[C]([O][C]2=[C]([H])[C]([H])=[C]([S](=[O])(=[O])[C]([F])([F])[F])[C]([H])=[C]2[C]([H])([F])[F])[C]([H])=[C]1[Cl],-10.19,0.0,-11.14,0.35
163,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[H])[C]([H])([H])[C]1([F])[F],-11.08,0.0,-8.86,0.19
252,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[N]([H])[H])[C]([H])([H])[C]1([F])[F],-9.77,0.0,-9.18,0.18
336,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[N]([H])[H])[C@@]([H])([F])[C@@]1([H])[F],-9.88,0.0,-9.68,0.19
155,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([H])[H],-10.57,0.0,-9.78,0.15
1,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([Cl])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([H])[H],-11.39,0.0,-10.22,0.17
254,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[N]([H])[C]([H])([H])[H])[C]([H])([H])[C]1([F])[F],-9.61,0.0,-10.51,0.35
256,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([F])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[N]([H])[H])[C]([H])([H])[C]1([F])[F],-10.74,0.0,-9.04,0.29
7a,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([Cl])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C@@]([H])([C]([H])([H])[H])[C]1([H])[H],-10.06,0.0,-9.07,0.33
206,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]1([F])[F],-10.19,0.0,-8.33,0.21
57,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([F])([F])[F])[C]([H])([H])[C]1([H])[H],-10.74,0.0,-13.91,0.20
215,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[Cl])[C]([H])([H])[C]1([F])[F],-10.67,0.0,-10.21,0.16
227,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([F])([F])[F])[C]([H])([H])[C@@]1([H])[F],-10.83,0.0,-13.69,0.21
231,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[H])[C]([H])([H])[C@@]1([H])[F],-10.09,0.0,-9.78,0.18
234,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([Cl])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[H])[C]([H])([H])[C]1([F])[F],-10.41,0.0,-8.48,0.59
289,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([H])[H])[C@@]([H])([F])[C@@]1([H])[F],-10.98,0.0,-9.64,0.56
235,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[N]=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([F])([F])[F])[C]([H])([H])[C]1([F])[F],-10.19,0.0,-11.08,0.35
54,[H][O][C]([H])([H])[C]1=[C]([C]([H])([F])[F])[C]([O][C]2=[C]([H])[C]([F])=[C]([H])[C]([Cl])=[C]2[H])=[C]([H])[C]([H])=[C]1[S](=[O])(=[O])[C]([H])([H])[H],-9.37,0.0,-7.90,0.17
237,[H][O][C@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([C]#[N])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C]1([F])[F],-9.61,0.0,-8.61,0.47
41,[H][O][C]([H])([H])[C]1=[C]([Cl])[C]([O][C]2=[C]([H])[C]([F])=[C]([H])[C]([Cl])=[C]2[H])=[C]([H])[C]([H])=[C]1[S](=[O])(=[O])[C]([H])([F])[F],-9.85,0.0,-8.11,0.34
23,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([F])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[C]([H])([F])[F])[C]([H])([H])[C@@]1([H])[O][H],-7.11,0.0,-9.18,0.33
251,[H][O][C@@]1([H])[C]2=[C]([C]([O][C]3=[C]([H])[C]([F])=[C]([H])[C]([F])=[C]3[H])=[C]([H])[C]([H])=[C]2[S](=[O])(=[O])[N]([H])[C]([H])([H])[H])[C]([H])([H])[C]1([F])[F],-10.31,0.0,-10.13,0.14
