name,smiles,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
1a,[H][c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H],-8.6,0.0,-8.00,0.15
5d,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([F])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.95,0.0,-10.97,0.08
1b,[H][c]1[c]([H])[c]([H])[c]2[c]([c]1[H])[N]=[C]([c]1[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]1[H])[N]([H])[C]2=[O],-10.0,0.0,-9.50,0.12
5c,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([H])[c]([Cl])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.02,0.0,-10.93,0.10
5h,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.11,0.0,-10.62,0.10
5n,[H][O][C]([H])([H])[C]([H])([H])[O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([F])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.78,0.0,-10.84,0.10
3a,[H][c]1[c]([H])[c]([H])[c]2[c]([c]1[H])[N]=[C]([c]1[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[N]([H])[C]2=[O],-11.06,0.0,-11.89,0.16
3b,[H][c]1[c]([H])[c]2[c]([c]([H])[c]1[F])[C](=[O])[N]([H])[C]([c]1[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])=[N]2,-11.59,0.0,-11.25,0.27
5m,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([c]([H])[c]([F])[c]([H])[c]3[C]([H])([H])[H])[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-12.77,0.0,-12.13,0.09
7,[H][O][C]([c]1[c]([H])[n][c]([C]2=[N][c]3[c]([H])[c]([H])[c]([F])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-8.45,0.0,-9.71,0.11
5a,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.83,0.0,-11.10,0.06
5j,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([F])[c]([F])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-11.15,0.0,-12.19,0.10
5k,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([F])[c]([H])[c]([F])[c]([H])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-11.03,0.0,-10.92,0.08
5b,[H][O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([H])[c]([H])[c]([H])[c]([F])[c]3[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-10.54,0.0,-12.14,0.08
5o,[H][O][C]([H])([H])[C]([H])([H])[O][C]([c]1[c]([H])[c]([H])[c]([C]2=[N][c]3[c]([c]([H])[c]([F])[c]([H])[c]3[C]([H])([H])[H])[C](=[O])[N]2[H])[c]([H])[c]1[H])([C]([H])([H])[H])[C]([H])([H])[H],-12.11,0.0,-12.08,0.12
