name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_1b_1a,lig_1b,lig_1a,1.4000000000000004,0.0,1.52,0.11
edge_1b_5c,lig_1b,lig_5c,-0.019999999999999574,0.0,-1.61,0.16
edge_1b_5d,lig_1b,lig_5d,-0.9499999999999993,0.0,-1.26,0.47
edge_1b_5h,lig_1b,lig_5h,-0.10999999999999943,0.0,-0.53,0.28
edge_1b_5n,lig_1b,lig_5n,-0.7799999999999994,0.0,-1.60,0.26
edge_5d_5m,lig_5d,lig_5m,-1.8200000000000003,0.0,-1.01,0.17
edge_5h_5m,lig_5h,lig_5m,-2.66,0.0,-1.51,0.49
edge_3a_3b,lig_3a,lig_3b,-0.5299999999999994,0.0,0.60,0.57
edge_3a_5m,lig_3a,lig_5m,-1.709999999999999,0.0,-0.31,0.39
edge_3a_7,lig_3a,lig_7,2.610000000000001,0.0,2.21,0.15
edge_7_3b,lig_7,lig_3b,-3.1400000000000006,0.0,-1.54,0.29
edge_7_5d,lig_7,lig_5d,-2.5,0.0,-1.31,0.23
edge_7_5j,lig_7,lig_5j,-2.700000000000001,0.0,-2.49,0.10
edge_7_8a,lig_7,lig_8a,-2.42,0.0,1.55,0.73
edge_5a_5c,lig_5a,lig_5c,0.8100000000000005,0.0,0.26,0.14
edge_5a_5d,lig_5a,lig_5d,-0.11999999999999922,0.0,0.19,0.23
edge_5a_5j,lig_5a,lig_5j,-0.3200000000000003,0.0,-0.52,0.27
edge_5a_5k,lig_5a,lig_5k,-0.1999999999999993,0.0,0.22,0.11
edge_5a_5n,lig_5a,lig_5n,0.05000000000000071,0.0,0.14,0.12
edge_5k_5d,lig_5k,lig_5d,0.08000000000000007,0.0,-0.10,0.10
edge_5b_5c,lig_5b,lig_5c,0.5199999999999996,0.0,1.24,0.12
edge_5b_5j,lig_5b,lig_5j,-0.6100000000000012,0.0,-0.22,0.15
edge_5b_5n,lig_5b,lig_5n,-0.2400000000000002,0.0,1.86,0.25
edge_5b_5o,lig_5b,lig_5o,-1.5700000000000003,0.0,0.13,0.16
edge_5o_5m,lig_5o,lig_5m,-0.6600000000000001,0.0,0.21,0.16
edge_5e_5a,lig_5e,lig_5a,-0.6600000000000001,0.0,-0.75,0.47
edge_5e_5h,lig_5e,lig_5h,0.0600000000000005,0.0,-0.24,0.36
edge_5e_5i,lig_5e,lig_5i,-1.9800000000000004,0.0,-1.75,0.39
edge_5e_5k,lig_5e,lig_5k,-0.8599999999999994,0.0,-1.02,0.22
edge_5e_5n,lig_5e,lig_5n,-0.6099999999999994,0.0,-0.78,0.22
edge_5e_5p,lig_5e,lig_5p,-0.40000000000000036,0.0,-0.59,0.66
edge_5i_5a,lig_5i,lig_5a,1.3200000000000003,0.0,0.90,0.14
edge_5i_5m,lig_5i,lig_5m,-0.6199999999999992,0.0,-0.44,0.09
edge_5i_5o,lig_5i,lig_5o,0.040000000000000924,0.0,0.22,0.24
edge_5p_5n,lig_5p,lig_5n,-0.20999999999999908,0.0,0.22,0.12
edge_5f_5a,lig_5f,lig_5a,-0.5,0.0,0.37,0.06
edge_5f_5i,lig_5f,lig_5i,-1.8200000000000003,0.0,-0.59,0.20
edge_5f_5l,lig_5f,lig_5l,0.16999999999999993,0.0,-0.80,0.09
edge_5l_5e,lig_5l,lig_5e,-0.009999999999999787,0.0,2.01,0.40
edge_5l_5j,lig_5l,lig_5j,-0.9900000000000002,0.0,0.09,0.19
edge_5l_5p,lig_5l,lig_5p,-0.41000000000000014,0.0,1.56,0.33
edge_5g_5a,lig_5g,lig_5a,0.03999999999999915,0.0,0.88,0.13
edge_5g_5b,lig_5g,lig_5b,0.33000000000000007,0.0,-0.09,0.08
edge_5g_5d,lig_5g,lig_5d,-0.08000000000000007,0.0,1.20,0.16
edge_5g_5h,lig_5g,lig_5h,0.7599999999999998,0.0,1.35,0.08
edge_8b_8a,lig_8b,lig_8a,1.1300000000000008,0.0,1.17,0.16
edge_8b_8d,lig_8b,lig_8d,-0.5700000000000003,0.0,-0.17,0.17
edge_8b_8f,lig_8b,lig_8f,0.11999999999999922,0.0,0.09,0.20
edge_8d_1a,lig_8d,lig_1a,3.9700000000000006,0.0,2.32,0.84
edge_8d_8c,lig_8d,lig_8c,2.380000000000001,0.0,1.15,0.10
edge_8d_8f,lig_8d,lig_8f,0.6899999999999995,0.0,-0.22,0.15
edge_8f_5m,lig_8f,lig_5m,-0.8899999999999988,0.0,-1.15,0.33
edge_8f_8a,lig_8f,lig_8a,1.0100000000000016,0.0,1.06,0.34
edge_8c_5k,lig_8c,lig_5k,-0.8399999999999999,0.0,-1.98,0.41
edge_8e_5k,lig_8e,lig_5k,-0.7199999999999989,0.0,-1.52,0.22
edge_8e_8a,lig_8e,lig_8a,-0.5599999999999987,0.0,0.42,0.07
edge_8e_8b,lig_8e,lig_8b,-1.6899999999999995,0.0,-0.82,0.30
