name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_10_E30,lig_10,lig_E30,-2.0100000000000007,0.0,-3.32,0.46
edge_11_4,lig_11,lig_4,0.5299999999999994,0.0,-2.27,1.94
edge_11_7,lig_11,lig_7,-0.7300000000000004,0.0,-4.71,1.22
edge_11_E25,lig_11,lig_E25,-2.5300000000000002,0.0,-1.30,1.76
edge_11_E6,lig_11,lig_E6,-2.740000000000001,0.0,-5.57,1.00
edge_4_E27,lig_4,lig_E27,-2.71,0.0,-0.94,0.19
edge_4_E5,lig_4,lig_E5,-1.75,0.0,-1.49,0.76
edge_4_SHP836-2,lig_4,lig_SHP836-2,-0.8899999999999997,0.0,-0.30,0.16
edge_7_10,lig_7,lig_10,-0.08000000000000007,0.0,1.59,0.65
edge_E25_E3,lig_E25,lig_E3,0.6500000000000004,0.0,-4.92,2.25
edge_E6_6,lig_E6,lig_6,1.0500000000000007,0.0,1.11,0.31
edge_E6_E25,lig_E6,lig_E25,0.21000000000000085,0.0,2.75,0.96
edge_E6_E8,lig_E6,lig_E8,-0.6399999999999988,0.0,2.73,0.83
edge_3_E3,lig_3,lig_E3,-2.7699999999999996,0.0,-0.99,1.45
edge_3_E9,lig_3,lig_E9,-3.3499999999999996,0.0,-3.16,0.91
edge_E9_E30,lig_E9,lig_E30,-0.3600000000000012,0.0,-1.41,0.69
edge_E27_E4,lig_E27,lig_E4,0.3200000000000003,0.0,1.77,0.77
edge_SHP836-2_E27,lig_SHP836-2,lig_E27,-1.8200000000000003,0.0,-0.43,0.35
edge_SHP836-2_E5,lig_SHP836-2,lig_E5,-0.8600000000000003,0.0,-0.39,1.18
edge_E14_6,lig_E14,lig_6,1.7599999999999998,0.0,3.60,0.32
edge_E14_7,lig_E14,lig_7,2.7199999999999998,0.0,2.16,0.79
edge_E1_6,lig_E1,lig_6,0.9599999999999991,0.0,2.84,1.24
edge_E1_7,lig_E1,lig_7,1.919999999999999,0.0,0.95,1.30
edge_E1_E24,lig_E1,lig_E24,-0.09000000000000163,0.0,4.71,0.53
edge_E1_E3,lig_E1,lig_E3,0.7699999999999996,0.0,1.93,0.47
edge_E1_E4,lig_E1,lig_E4,0.7899999999999991,0.0,2.02,0.52
edge_E24_E23,lig_E24,lig_E23,0.34000000000000163,0.0,-0.16,0.15
edge_E24_E28,lig_E24,lig_E28,0.620000000000001,0.0,-1.47,1.35
edge_E24_E30,lig_E24,lig_E30,-0.08000000000000007,0.0,-5.14,0.44
edge_E4_E3,lig_E4,lig_E3,-0.019999999999999574,0.0,-0.37,0.17
edge_E22_7,lig_E22,lig_7,2.1800000000000006,0.0,-3.33,0.85
edge_E22_E23,lig_E22,lig_E23,0.5100000000000016,0.0,-1.11,0.16
edge_E28_6,lig_E28,lig_6,0.4299999999999997,0.0,-1.47,0.93
edge_E26_E25,lig_E26,lig_E25,0.08999999999999986,0.0,-0.21,0.47
edge_E26_E6,lig_E26,lig_E6,-0.120000000000001,0.0,-3.96,1.32
edge_E26_SHP836-2,lig_E26,lig_SHP836-2,2.26,0.0,3.70,1.91
edge_E29_11,lig_E29,lig_11,1.2800000000000002,0.0,4.27,0.81
edge_E29_E9,lig_E29,lig_E9,-1.1799999999999997,0.0,4.74,0.82
edge_E2_E1,lig_E2,lig_E1,-0.7099999999999991,0.0,-1.90,0.19
edge_E2_E23,lig_E2,lig_E23,-0.4599999999999991,0.0,1.41,0.35
edge_E2_E4,lig_E2,lig_E4,0.08000000000000007,0.0,-0.41,0.36
edge_E8_E30,lig_E8,lig_E30,0.5599999999999987,0.0,-3.57,1.40
edge_E8_E4,lig_E8,lig_E4,1.5199999999999996,0.0,-0.27,0.61
edge_SHP099-1_10,lig_SHP099-1,lig_10,2.6100000000000003,0.0,0.96,0.21
edge_SHP099-1_E1,lig_SHP099-1,lig_E1,0.7700000000000014,0.0,-0.60,0.16
edge_SHP099-1_E14,lig_SHP099-1,lig_E14,-0.02999999999999936,0.0,-0.43,0.90
edge_SHP099-1_E2,lig_SHP099-1,lig_E2,1.4800000000000004,0.0,0.92,0.21
edge_SHP099-1_E22,lig_SHP099-1,lig_E22,0.5099999999999998,0.0,3.66,0.44
edge_SHP099-1_E23,lig_SHP099-1,lig_E23,1.0200000000000014,0.0,3.53,0.46
edge_SHP099-1_E24,lig_SHP099-1,lig_E24,0.6799999999999997,0.0,2.47,0.81
edge_SHP099-1_E25,lig_SHP099-1,lig_E25,0.8900000000000006,0.0,3.17,1.06
edge_SHP099-1_E26,lig_SHP099-1,lig_E26,0.8000000000000007,0.0,1.15,1.89
edge_SHP099-1_E28,lig_SHP099-1,lig_E28,1.3000000000000007,0.0,1.00,0.51
edge_SHP099-1_E30,lig_SHP099-1,lig_E30,0.5999999999999996,0.0,-1.91,0.24
edge_SHP099-1_E5,lig_SHP099-1,lig_E5,2.2,0.0,0.73,1.01
edge_SHP099-1_E8,lig_SHP099-1,lig_E8,0.040000000000000924,0.0,0.44,0.18
