name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_CAT-13a_CAT-13m,lig_CAT-13a,lig_CAT-13m,0.08000000000000007,0.0,-0.85,0.11
edge_CAT-13a_CAT-17g,lig_CAT-13a,lig_CAT-17g,-0.9000000000000004,0.0,0.26,0.29
edge_CAT-13a_CAT-17i,lig_CAT-13a,lig_CAT-17i,-0.6300000000000008,0.0,-0.14,0.22
edge_CAT-17g_CAT-13c,lig_CAT-17g,lig_CAT-13c,0.41000000000000014,0.0,0.54,0.43
edge_CAT-17g_CAT-13i,lig_CAT-17g,lig_CAT-13i,0.47000000000000064,0.0,-1.15,0.36
edge_CAT-17g_CAT-17c,lig_CAT-17g,lig_CAT-17c,-0.11999999999999922,0.0,-0.60,0.31
edge_CAT-17g_CAT-17d,lig_CAT-17g,lig_CAT-17d,0.3100000000000005,0.0,0.62,0.18
edge_CAT-17g_CAT-17f,lig_CAT-17g,lig_CAT-17f,0.3100000000000005,0.0,-0.72,0.24
edge_CAT-17i_CAT-13f,lig_CAT-17i,lig_CAT-13f,0.370000000000001,0.0,-0.86,0.26
edge_CAT-17i_CAT-17a,lig_CAT-17i,lig_CAT-17a,-1.2699999999999996,0.0,-1.21,0.20
edge_CAT-13b_CAT-17g,lig_CAT-13b,lig_CAT-17g,-0.6199999999999992,0.0,0.03,0.33
edge_CAT-13c_CAT-17i,lig_CAT-13c,lig_CAT-17i,-0.14000000000000057,0.0,-1.47,0.21
edge_CAT-13d_CAT-13b,lig_CAT-13d,lig_CAT-13b,1.3499999999999996,0.0,1.23,0.09
edge_CAT-13d_CAT-13f,lig_CAT-13d,lig_CAT-13f,1.370000000000001,0.0,-0.05,0.13
edge_CAT-13d_CAT-13h,lig_CAT-13d,lig_CAT-13h,0.8300000000000001,0.0,1.35,0.45
edge_CAT-13d_CAT-13i,lig_CAT-13d,lig_CAT-13i,1.200000000000001,0.0,0.26,0.31
edge_CAT-13d_CAT-17a,lig_CAT-13d,lig_CAT-17a,-0.2699999999999996,0.0,-0.43,0.21
edge_CAT-13d_CAT-17d,lig_CAT-13d,lig_CAT-17d,1.040000000000001,0.0,2.62,0.45
edge_CAT-13d_CAT-17h,lig_CAT-13d,lig_CAT-17h,0.14000000000000057,0.0,0.05,0.13
edge_CAT-13h_CAT-17i,lig_CAT-13h,lig_CAT-17i,0.16999999999999993,0.0,-0.73,0.10
edge_CAT-13e_CAT-17g,lig_CAT-13e,lig_CAT-17g,0.22000000000000064,0.0,2.93,0.49
edge_CAT-13e_CAT-17i,lig_CAT-13e,lig_CAT-17i,0.4900000000000002,0.0,1.77,0.78
edge_CAT-13g_CAT-17g,lig_CAT-13g,lig_CAT-17g,-0.6400000000000006,0.0,0.64,0.36
edge_CAT-13g_CAT-17i,lig_CAT-13g,lig_CAT-17i,-0.370000000000001,0.0,0.83,0.54
edge_CAT-13j_CAT-4o,lig_CAT-13j,lig_CAT-4o,-0.6400000000000006,0.0,-0.30,0.13
edge_CAT-4o_CAT-4b,lig_CAT-4o,lig_CAT-4b,-0.2599999999999998,0.0,-1.24,0.35
edge_CAT-4o_CAT-4d,lig_CAT-4o,lig_CAT-4d,0.27000000000000135,0.0,-1.57,0.79
edge_CAT-13k_CAT-4b,lig_CAT-13k,lig_CAT-4b,0.05999999999999872,0.0,-1.91,0.35
edge_CAT-13k_CAT-4d,lig_CAT-13k,lig_CAT-4d,0.5899999999999999,0.0,-1.56,0.37
