name,ligand0,ligand1,exp_dg[kcal/mol],exp_dg_error[kcal/mol],pred_dg[kcal/mol],pred_dg_error[kcal/mol]
edge_CAT-13a_CAT-13m,lig_CAT-13a,lig_CAT-13m,0.08000000000000007,0.0,0.54,0.29
edge_CAT-13a_CAT-17g,lig_CAT-13a,lig_CAT-17g,-0.9000000000000004,0.0,0.33,0.34
edge_CAT-13a_CAT-17i,lig_CAT-13a,lig_CAT-17i,-0.6300000000000008,0.0,-0.42,0.97
edge_CAT-17g_CAT-13c,lig_CAT-17g,lig_CAT-13c,0.41000000000000014,0.0,0.08,0.23
edge_CAT-17g_CAT-13i,lig_CAT-17g,lig_CAT-13i,0.47000000000000064,0.0,-0.77,0.66
edge_CAT-17g_CAT-17c,lig_CAT-17g,lig_CAT-17c,-0.11999999999999922,0.0,-1.52,0.18
edge_CAT-17g_CAT-17d,lig_CAT-17g,lig_CAT-17d,0.3100000000000005,0.0,0.30,0.33
edge_CAT-17g_CAT-17f,lig_CAT-17g,lig_CAT-17f,0.3100000000000005,0.0,-0.14,0.55
edge_CAT-17i_CAT-13f,lig_CAT-17i,lig_CAT-13f,0.370000000000001,0.0,-2.31,0.49
edge_CAT-17i_CAT-17a,lig_CAT-17i,lig_CAT-17a,-1.2699999999999996,0.0,-1.44,0.08
edge_CAT-13b_CAT-17g,lig_CAT-13b,lig_CAT-17g,-0.6199999999999992,0.0,0.81,0.58
edge_CAT-13c_CAT-17i,lig_CAT-13c,lig_CAT-17i,-0.14000000000000057,0.0,-1.67,0.61
edge_CAT-13d_CAT-13b,lig_CAT-13d,lig_CAT-13b,1.3499999999999996,0.0,2.24,0.39
edge_CAT-13d_CAT-13f,lig_CAT-13d,lig_CAT-13f,1.370000000000001,0.0,-0.54,1.02
edge_CAT-13d_CAT-13h,lig_CAT-13d,lig_CAT-13h,0.8300000000000001,0.0,1.85,0.55
edge_CAT-13d_CAT-13i,lig_CAT-13d,lig_CAT-13i,1.200000000000001,0.0,2.02,1.16
edge_CAT-13d_CAT-17a,lig_CAT-13d,lig_CAT-17a,-0.2699999999999996,0.0,-0.44,0.19
edge_CAT-13d_CAT-17d,lig_CAT-13d,lig_CAT-17d,1.040000000000001,0.0,3.20,0.36
edge_CAT-13d_CAT-17h,lig_CAT-13d,lig_CAT-17h,0.14000000000000057,0.0,1.13,0.08
edge_CAT-13h_CAT-17i,lig_CAT-13h,lig_CAT-17i,0.16999999999999993,0.0,-0.74,0.24
edge_CAT-13e_CAT-17g,lig_CAT-13e,lig_CAT-17g,0.22000000000000064,0.0,1.46,0.36
edge_CAT-13e_CAT-17i,lig_CAT-13e,lig_CAT-17i,0.4900000000000002,0.0,-0.30,0.56
edge_CAT-13g_CAT-17g,lig_CAT-13g,lig_CAT-17g,-0.6400000000000006,0.0,1.72,0.69
edge_CAT-13g_CAT-17i,lig_CAT-13g,lig_CAT-17i,-0.370000000000001,0.0,-0.60,0.70
edge_CAT-13j_CAT-4o,lig_CAT-13j,lig_CAT-4o,-0.6400000000000006,0.0,-2.53,0.47
edge_CAT-4o_CAT-4b,lig_CAT-4o,lig_CAT-4b,-0.2599999999999998,0.0,-1.17,0.29
edge_CAT-4o_CAT-4d,lig_CAT-4o,lig_CAT-4d,0.27000000000000135,0.0,-1.65,0.91
edge_CAT-13k_CAT-4b,lig_CAT-13k,lig_CAT-4b,0.05999999999999872,0.0,-2.14,0.43
edge_CAT-13k_CAT-4d,lig_CAT-13k,lig_CAT-4d,0.5899999999999999,0.0,-1.39,0.55
edge_CAT-13n_CAT-13a,lig_CAT-13n,lig_CAT-13a,-0.29999999999999893,0.0,-0.17,0.24
edge_CAT-13n_CAT-13k,lig_CAT-13n,lig_CAT-13k,-1.1599999999999984,0.0,-0.06,0.68
edge_CAT-13n_CAT-4i,lig_CAT-13n,lig_CAT-4i,0.28000000000000114,0.0,-1.41,0.88
edge_CAT-4i_CAT-13m,lig_CAT-4i,lig_CAT-13m,-0.5,0.0,1.20,0.26
edge_CAT-13o_CAT-17h,lig_CAT-13o,lig_CAT-17h,-1.7899999999999991,0.0,-2.25,0.64
edge_CAT-13o_CAT-17i,lig_CAT-13o,lig_CAT-17i,-0.9299999999999997,0.0,-2.03,0.34
edge_CAT-17b_CAT-13d,lig_CAT-17b,lig_CAT-13d,-0.45000000000000107,0.0,-1.48,0.27
edge_CAT-17b_CAT-17e,lig_CAT-17b,lig_CAT-17e,0.0,0.0,1.15,0.14
edge_CAT-17c_CAT-17e,lig_CAT-17c,lig_CAT-17e,-0.16000000000000014,0.0,1.45,0.22
edge_CAT-17f_CAT-17e,lig_CAT-17f,lig_CAT-17e,-0.5899999999999999,0.0,-0.22,0.12
edge_CAT-24_CAT-17e,lig_CAT-24,lig_CAT-17e,1.7400000000000002,0.0,3.41,0.51
edge_CAT-24_CAT-17i,lig_CAT-24,lig_CAT-17i,2.289999999999999,0.0,2.39,0.64
edge_CAT-4a_CAT-13k,lig_CAT-4a,lig_CAT-13k,-1.7699999999999996,0.0,1.79,0.28
edge_CAT-4a_CAT-4o,lig_CAT-4a,lig_CAT-4o,-1.450000000000001,0.0,0.43,0.19
edge_CAT-4c_CAT-4o,lig_CAT-4c,lig_CAT-4o,-1.5300000000000002,0.0,-1.03,0.84
edge_CAT-4j_CAT-4o,lig_CAT-4j,lig_CAT-4o,-0.3600000000000012,0.0,-0.23,0.23
edge_CAT-4k_CAT-4o,lig_CAT-4k,lig_CAT-4o,-1.5300000000000002,0.0,-1.20,0.40
edge_CAT-4l_CAT-13k,lig_CAT-4l,lig_CAT-13k,-0.35999999999999943,0.0,-0.72,0.28
edge_CAT-4m_CAT-13j,lig_CAT-4m,lig_CAT-13j,0.41000000000000014,0.0,1.95,1.00
edge_CAT-4m_CAT-13k,lig_CAT-4m,lig_CAT-13k,-0.5499999999999989,0.0,-0.22,0.74
edge_CAT-4m_CAT-13m,lig_CAT-4m,lig_CAT-13m,0.39000000000000057,0.0,0.55,0.92
edge_CAT-4m_CAT-4c,lig_CAT-4m,lig_CAT-4c,1.2999999999999998,0.0,1.54,1.17
edge_CAT-4m_CAT-4j,lig_CAT-4m,lig_CAT-4j,0.13000000000000078,0.0,0.19,0.39
edge_CAT-4m_CAT-4k,lig_CAT-4m,lig_CAT-4k,1.2999999999999998,0.0,2.17,0.24
edge_CAT-4m_CAT-4l,lig_CAT-4m,lig_CAT-4l,-0.1899999999999995,0.0,1.30,0.17
edge_CAT-4m_CAT-4n,lig_CAT-4m,lig_CAT-4n,0.05000000000000071,0.0,0.90,0.11
edge_CAT-4m_CAT-4p,lig_CAT-4m,lig_CAT-4p,-0.9299999999999997,0.0,-0.51,0.08
edge_CAT-4n_CAT-13k,lig_CAT-4n,lig_CAT-13k,-0.5999999999999996,0.0,-0.16,0.26
edge_CAT-4p_CAT-13k,lig_CAT-4p,lig_CAT-13k,0.3800000000000008,0.0,0.44,0.33
